Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Fluor,Zymo columns
7/10/19,373,37-5,2,500,,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,100,0.0157,
7/10/19,374,37-5,3,300,,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No grease in chlroform tube 1, pipetted aq layer by hand. No vis pellet.",,2.5,100,0.01082,
7/10/19,375,37-5,4,300,ST,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,100,0.01082,
7/10/19,376,37-5,5,150,,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,100,0.02892,
7/10/19,377,37-5,6,150,ST,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,100,0.02892,
7/10/19,378,37-5,7,100,ST,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No grease in chlroform tube 1, pipetted aq layer by hand. ",,2.5,100,0.06369,
7/10/19,379,37-5,8,100,ST,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No grease in chlroform tube 1, pipetted aq layer by hand. ",,2.5,100,0.06369,
7/10/19,380,37-5,9,50,,,,1/28/20,"Ext batch 366-381, neg for day in later batch. No grease in chlroform tube 2, pipetted aq layer by hand. ",,2.5,100,0.12997,
7/10/19,381,37-5,10,50,,,,1/28/20,"Ext batch 366-381, neg for day in later batch. ",,2.5,100,0.12997,
7/10/19,382,37-5,sfc,sfc,,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.61434,Yes
7/10/19,383,37-5,sfc,sfc,,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.61434,Yes
7/10/19,384,37-4,1,425,,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.0294,
7/10/19,385,37-4,2,425,,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.0294,
7/10/19,386,37-4,3,300,,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.05479,
7/10/19,387,37-4,4,300,,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.05479,
7/10/19,388,37-4,5,150,ST,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.07101,
7/10/19,389,37-4,6,150,ST,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.07101,
7/10/19,390,37-4,7,100,ST,,,1/28/20,"Ext batch 382-396, neg. No vis pellet. ",,2.5,100,0.10102,
7/10/19,391,37-4,8,100,,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.10102,
7/10/19,392,37-4,9,50,,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.08311,
7/10/19,393,37-4,10,50,ST,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.08311,
7/10/19,394,37-4,sfc,sfc,,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.5005,Yes
7/10/19,395,37-4,sfc,sfc,,,,1/28/20,"Ext batch 382-396, neg. ",,2.5,100,0.5005,Yes
7/10/19,396,37-2,1,137,,,,1/28/20,"Ext batch 382-396, neg. Tube popped open in 95 heat shock, evap occured, not useful for conc assays. ",,2.5,100,0.12931,
7/10/19,397,37-2,2,137,ST,,,1/29/20,"Ext batch 397-412, neg for day in later batch. Dark pellet.",,2.5,100,0.12931,
7/10/19,398,37-2,3,100,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. Dark pellet.",,2.5,100,0.10732,
7/10/19,399,37-2,4,100,ST,,,1/29/20,"Ext batch 397-412, neg for day in later batch. Dark pellet.",,2.5,100,0.10732,
7/10/19,400,37-2,5,50,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. Dark pellet.",,2.5,100,0.1963,
7/10/19,401,37-2,6,50,ST,,,1/29/20,"Ext batch 397-412, neg for day in later batch. Dark pellet.",,2.5,100,0.1963,
7/10/19,402,37-2,sfc,sfc,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,0.24162,Yes
7/10/19,403,37-2,sfc,sfc,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,0.24162,Yes
7/10/19,404,37-1,1,47,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,0.56033,
7/10/19,405,37-1,2,47,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,0.56033,
7/10/19,406,37-1,3,25,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,0.50602,
7/10/19,407,37-1,4,25,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,0.50602,
7/10/19,408,37-1,sfc,sfc,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,2.4642,
7/10/19,409,37-1,sfc,sfc,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,2.4642,
7/11/19,410,-,-,-,"DI water, post use bucket, ~1.8L",,Lab.DI,1/29/20,"Ext batch 397-412, neg for day in later batch. No vis pellet.",,1.8,100,,
7/11/19,411,-,-,-,"DI water, bucket, pre use ~1.8L",,Lab.DI,1/29/20,"Ext batch 397-412, neg for day in later batch. No vis pellet.",,1.8,100,,
7/11/19,412,-,-,-,Lab DI water,,Lab.DI,1/29/20,"Ext batch 397-412, neg for day in later batch. No vis pellet.",,2.5,100,,
7/11/19,413,38-1,1,45,,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,0.43067,
7/11/19,414,38-1,2,45,,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,0.43067,
7/11/19,415,38-1,3,25,ST,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,0.36166,
7/11/19,416,38-1,4,25,ST,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,0.36166,
7/11/19,417,38-1,sfc,sfc,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.29555,Yes
7/11/19,418,38-1,sfc,sfc,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.29555,Yes
7/11/19,419,38-2,1,500,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,0.01336,
7/11/19,420,38-2,2,500,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,0.01336,
7/11/19,421,38-2,3,300,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,0.01273,
7/11/19,422,38-2,4,300,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,0.01273,
7/11/19,423,38-2,5,150,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.03276,
7/11/19,424,38-2,6,150,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.03276,
7/11/19,425,38-2,7,100,ST,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.07952,
7/11/19,426,38-2,8,100,ST,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.07952,
7/11/19,427,38-2,9,50,ST,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,0.10805,
7/11/19,428,38-2,10,50,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.10805,
7/11/19,429,38-2,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.44663,Yes
7/11/19,430,38-2,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.44663,Yes
7/11/19,431,38-3,1,500,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,0.01131,
7/11/19,432,38-3,2,500,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,0.01131,
7/11/19,433,38-3,3,300,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,0.01171,
7/11/19,434,38-3,4,300,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,0.01171,
7/11/19,435,38-3,5,150,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.03838,
7/11/19,436,38-3,6,150,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.03838,
7/11/19,437,38-3,7,100,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.08541,
7/11/19,438,38-3,8,100,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.08541,
7/11/19,439,38-3,9,50,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.09201,
7/11/19,440,38-3,10,50,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.09201,
7/11/19,441,38-3,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.41841,Yes
7/11/19,442,38-3,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,0.41841,Yes
7/11/19,443,38-4,1,500,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,0.01291,
7/11/19,444,38-4,2,500,,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,0.01291,
7/11/19,445,38-4,3,300,,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,0.00941,
7/11/19,446,38-4,4,300,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,0.00941,
7/11/19,447,38-4,5,150,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,0.061,
7/11/19,448,38-4,6,150,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,0.061,
7/11/19,449,38-4,7,100,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,0.03984,
7/11/19,450,38-4,8,100,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,0.03984,
7/11/19,451,38-4,9,50,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,0.54616,
7/11/19,452,38-4,10,50,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,0.54616,
7/11/19,453,38-4,sfc,sfc,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,0.20404,Yes
7/11/19,454,38-4,sfc,sfc,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,0.20404,
7/12/19,455,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/6/19,,,2.5,100,,
7/12/19,456,39-1,1,42,"~2L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,230,2,100,0.82282,Yes
7/12/19,457,39-1,2,42,"~1.3L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,187,1.3,100,0.82282,
7/12/19,458,39-1,3,25,"~1L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,102,1,100,0.85719,
7/12/19,459,39-1,4,25,"~1.8L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,49.8,1.8,100,0.85719,
7/12/19,460,39-1,5,sfc,"ST, if any spillage occured it was not possible to calculate because flow so slow I needed to add more water to dirupt the accumulated material, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,374,2.5,100,8.97643,Yes
7/12/19,461,39-1,6,sfc,"ST, if any spillage occured it was not possible to calculate because flow so slow I needed to add more water to dirupt the accumulated material, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,495,2.5,100,8.97643,Yes
7/12/19,462,39-1,sfc,sfc,,,,11/6/19,,415,2.5,100,8.97643,Yes
7/12/19,463,39-1,sfc,sfc,,,,11/6/19,,286,2.5,100,8.97643,Yes
7/12/19,464,39-2,1,142,fish processing still occuring,,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,0.13218,
7/12/19,465,39-2,2,142,fish processing still occuring,,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,0.13218,
7/12/19,466,39-2,3,100, fish processing still occuring,,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,0.14398,
7/12/19,467,39-2,4,100,"ST,  fish processing still occuring",,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,0.14398,
7/12/19,468,39-2,5,50,"ST, filter dropped on bench,  fish processing still occuring",Y,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,0.11005,
7/12/19,469,39-2,6,50,"ST,  fish processing still occuring",,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,0.11005,
7/12/19,470,39-2,sfc,sfc,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,3.67399,Yes
7/12/19,471,39-2,sfc,sfc,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,3.67399,Yes
7/12/19,472,39-4,1,300,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,0.02164,
7/12/19,473,39-4,2,300,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,0.02164,
7/12/19,474,39-4,3,150,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,0.07947,
7/12/19,475,39-4,4,150,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,0.07947,
7/12/19,476,39-4,5,100,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,0.10142,
7/12/19,477,39-4,6,100,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,0.10142,
7/12/19,478,39-5,1,500,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,0.01439,
7/12/19,479,39-5,2,500,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,0.01439,
7/12/19,480,39-5,3,300,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,0.01243,
7/12/19,481,39-5,4,300,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,0.01243,
7/12/19,482,39-5,5,150,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,0.02117,
7/12/19,483,39-5,6,150,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,0.02117,
7/12/19,484,39-5,7,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. Dark pellet.",,2.5,100,0.05663,
7/12/19,485,39-5,8,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. Dark pellet.",,2.5,100,0.05663,
7/12/19,486,39-5,9,50,,,,11/6/19,,364,2.5,100,0.2363,
7/12/19,487,39-5,10,50,,,,11/6/19,,188,2.5,100,0.2363,
7/12/19,488,39-5,sfc,sfc,"Small piece of filter tore off and landed on bench, did not include in sample longmires. I estimate about 2-3 squares.",,,11/6/19,,380,2.5,100,4.43038,Yes
7/12/19,489,39-5,sfc,sfc,,,,11/6/19,,>120,2.5,100,4.43038,Yes
7/12/19,490,39-7,1,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,0.01752,
7/12/19,491,39-7,2,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,0.01752,
7/12/19,492,39-7,3,300,"ST, ~2.4L",,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,0.01267,
7/12/19,493,39-7,4,300,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,0.01267,
7/12/19,494,39-7,5,150,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.02038,
7/12/19,495,39-7,6,150,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.02038,
7/12/19,496,39-7,7,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.04084,
7/12/19,497,39-7,8,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.04084,
7/12/19,498,39-7,9,50,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.08879,
7/12/19,499,39-7,10,50,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.08879,
7/12/19,500,39-7,sfc,sfc,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.19729,Yes
7/12/19,501,39-7,sfc,sfc,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,0.19729,Yes
7/12/19,502,39-9,1,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,0.01142,
7/12/19,503,39-9,2,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,0.01142,Yes
7/12/19,504,39-9,3,300,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.01271,
7/12/19,505,39-9,4,300,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.01271,
7/12/19,506,39-9,5,150,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.05007,
7/12/19,507,39-9,6,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.05007,
7/12/19,508,39-9,7,100,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.24642,
7/12/19,509,39-9,8,100,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.24642,
7/12/19,510,39-9,9,50,blobby jello like organism? on filter,,,11/6/19,,126,2.5,100,0.62216,
7/12/19,511,39-9,10,50,blobby jello like organism? on filter,,,11/6/19,,13,2.5,100,0.62216,
7/12/19,512,39-9,sfc,sfc,,,,11/6/19,,212,2.5,100,0.47345,
7/12/19,513,39-9,sfc,sfc,,,,11/6/19,,215,2.5,100,0.47345,Yes
7/13/19,514,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2,100,,
7/13/19,515,42-4,1,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.01237,
7/13/19,516,42-4,2,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.01237,
7/13/19,517,42-4,3,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.00397,
7/13/19,518,42-4,4,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.00397,
7/13/19,519,42-4,5,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.04061,
7/13/19,520,42-4,6,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.04061,
7/13/19,521,42-4,7,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.26577,
7/13/19,522,42-4,8,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. Sample also dropped on ground when drying.",,2.5,100,0.26577,
7/13/19,523,42-4,9,50,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.4614,
7/13/19,524,42-4,10,50,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.4614,
7/13/19,525,42-4,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. Big pellet.",,2.5,100,0.48849,Yes
7/13/19,526,42-4,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. Big pellet.",,2.5,100,0.48849,Yes
7/13/19,527,42-3,1,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.00719,
7/13/19,528,42-3,2,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.00719,
7/13/19,529,42-3,3,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.0049,
7/13/19,530,42-3,4,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,0.0049,
7/13/19,531,42-3,5,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,-0.0047,
7/13/19,532,42-3,6,150,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,-0.0047,
7/13/19,533,42-3,7,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,0.08172,
7/13/19,534,42-3,8,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,0.08172,
7/13/19,535,42-3,9,50,ST,,,2/3/20,"Only about half of volume transferred in second chloroform step, use for metagenomics only. Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,1.01438,Yes
7/13/19,536,42-3,10,50,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,1.01438,
7/13/19,537,42-3,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,0.73211,Yes
7/13/19,538,42-3,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",108,2.5,100,0.73211,Yes
7/13/19,539,42-2,1,500,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00808,
7/13/19,540,42-2,2,500,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00808,
7/13/19,541,42-2,3,300,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00298,
7/13/19,542,42-2,4,300,ST,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.00298,
7/13/19,543,42-2,5,150,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,3.57E-04,
7/13/19,544,42-2,6,150,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,3.57E-04,
7/13/19,545,42-2,7,100,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.01721,
7/13/19,546,42-2,8,100,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.01721,
7/13/19,547,42-2,9,50,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.11667,
7/13/19,548,42-2,10,50,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.11667,
7/13/19,549,42-2,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",89.8,2.5,100,0.81678,Yes
7/13/19,550,42-2,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.81678,Yes
7/13/19,551,42-1,1,44,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. Dark pellet.",,2.5,100,1.57218,Yes
7/13/19,552,42-1,2,44,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. Dark pellet.",,2.5,100,1.57218,Yes
7/13/19,553,42-1,3,25,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,6.04081,Yes
7/13/19,554,42-1,4,25,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,6.04081,Yes
7/13/19,555,42-1,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.25681,Yes
7/13/19,556,42-1,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",>120,2.5,100,0.25681,Yes
7/14/19,557,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2,100,,
7/14/19,558,43-8,1,500,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00782,
7/14/19,559,43-8,2,500,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00782,
7/14/19,560,43-8,3,300,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00124,
7/14/19,561,43-8,4,300,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00124,
7/14/19,562,43-8,5,150,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,-0.000664,
7/14/19,563,43-8,6,150,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,-0.000664,
7/14/19,564,43-8,7,100,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.0105,
7/14/19,565,43-8,8,100,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.0105,
7/14/19,566,43-8,9,50,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.37207,
7/14/19,567,43-8,10,50,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.37207,
7/14/19,568,43-8,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,0.37534,Yes
7/14/19,569,43-8,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",73.6,2.5,100,0.37534,Yes
7/14/19,570,43-6,1,500,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,0.00818,
7/14/19,571,43-6,2,500,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00818,
7/14/19,572,43-6,3,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00441,
7/14/19,573,43-6,4,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00441,
7/14/19,574,43-6,5,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-0.0048,
7/14/19,575,43-6,6,150,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-0.0048,
