Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Fluor,Zymo columns
7/14/19,576,43-6,7,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.02069,
7/14/19,577,43-6,8,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.02069,
7/14/19,578,43-6,9,50,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.13407,
7/14/19,579,43-6,10,50,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.13407,
7/14/19,580,43-6,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",46,2.5,100,0.63134,Yes
7/14/19,581,43-6,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",90.4,2.5,100,0.63134,Yes
7/14/19,582,43-5,1,500,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00415,
7/14/19,583,43-5,2,500,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00415,
7/14/19,584,43-5,3,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-4.56E-04,
7/14/19,585,43-5,4,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-4.56E-04,
7/14/19,586,43-5,5,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.01363,
7/14/19,587,43-5,6,150,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.01363,
7/14/19,588,43-5,7,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.02096,
7/14/19,589,43-5,8,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.02096,
7/14/19,590,43-5,9,50,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.44029,
7/14/19,591,43-5,10,50,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.44029,
7/14/19,592,43-5,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.67594,Yes
7/14/19,593,43-5,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.67594,Yes
7/14/19,594,43-4,1,442,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.00685,
7/14/19,595,43-4,2,442,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.00685,
7/14/19,596,43-4,3,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00273,
7/14/19,597,43-4,4,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,0.00273,
7/14/19,598,43-4,5,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-0.0096,
7/14/19,599,43-4,6,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-0.0096,
7/14/19,600,43-4,7,100,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-0.0025,
7/14/19,601,43-4,8,100,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,-0.0025,
7/14/19,602,43-4,9,50,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,0.09282,
7/14/19,603,43-4,10,50,,,,2/4/20,Non vis pellet.,,2.5,100,0.09282,
7/14/19,604,43-4,sfc,sfc,,,,2/4/20,,,2.5,100,0.63622,Yes
7/14/19,605,43-4,sfc,sfc,,,,2/4/20,,,2.5,100,0.63622,Yes
7/14/19,606,43-2,1,135,,,,2/4/20,Non vis pellet.,,2.5,100,0.01461,
7/14/19,607,43-2,2,135,,,,2/4/20,Non vis pellet.,,2.5,100,0.01461,
7/14/19,608,43-2,3,100,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0091,
7/14/19,609,43-2,4,100,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0091,
7/14/19,610,43-2,5,50,,,,2/4/20,Non vis pellet.,,2.5,100,0.02172,
7/14/19,611,43-2,6,50,,,,2/4/20,Non vis pellet.,,2.5,100,0.02172,
7/14/19,612,43-2,sfc,sfc,,,,2/4/20,,,2.5,100,0.5934,Yes
7/14/19,613,43-2,sfc,sfc,,,,2/4/20,,,2.5,100,0.5934,
7/14/19,614,-,-,-,Lab DI water,,Lab.DI,2/4/20,,,2.5,100,,
7/21/19,615,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/4/20,Non vis pellet.,,2,100,,
7/21/19,616,-,-,-,"DI water from bucket priot to use, ~1.9 L",,Lab.DI,2/4/20,Non vis pellet.,,1.9,100,,
7/21/19,617,47-9,1,500,,,,2/4/20,Non vis pellet.,,2.5,100,0.00806,
7/21/19,618,47-9,2,500,,,,2/4/20,Non vis pellet.,,2.5,100,0.00806,
7/21/19,619,47-9,3,300,,,,2/4/20,Non vis pellet.,,2.5,100,0.0013,
7/21/19,620,47-9,4,300,,,,2/4/20,Non vis pellet.,,2.5,100,0.0013,
7/21/19,621,47-9,5,150,,,,2/4/20,Non vis pellet.,,2.5,100,0.00866,
7/21/19,622,47-9,6,150,,,,2/4/20,Non vis pellet.,,2.5,100,0.00866,
7/21/19,623,47-9,7,100,ST,,,2/4/20,Non vis pellet.,,2.5,100,0.0056,
7/21/19,624,47-9,8,100,ST,,,2/4/20,Non vis pellet.,,2.5,100,0.0056,
7/21/19,625,47-9,9,50,ST,,,2/4/20,,,2.5,100,0.23391,
7/21/19,626,47-9,10,50,ST,,,2/4/20,,,2.5,100,0.23391,
7/21/19,627,47-9,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,3.45541,Yes
7/21/19,628,47-9,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,3.45541,Yes
7/21/19,629,47-7,1,500,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,0.00207,
7/21/19,630,47-7,2,500,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,0.00207,
7/21/19,631,47-7,3,300,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,-0.0053,
7/21/19,632,47-7,4,300,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,-0.0053,
7/21/19,633,47-7,5,150,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,-0.0044,
7/21/19,634,47-7,6,150,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,-0.0044,
7/21/19,635,47-7,7,100,ST; Incorrect CTD data file; leaking on deck,,,2/4/20,,,2.5,100,0.00517,
7/21/19,636,47-7,8,100,ST; Incorrect CTD data file,,,2/4/20,,,2.5,100,0.00517,
7/21/19,637,47-7,9,50,ST; Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,0.15616,
7/21/19,638,47-7,10,50,ST; Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,0.15616,
7/21/19,639,47-7,sfc,sfc,Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,1.70589,Yes
7/21/19,640,47-7,sfc,sfc,Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,1.70589,Yes
7/21/19,641,47-5,1,500,,,,2/4/20,,,2.5,100,0.00581,
7/21/19,642,47-5,2,500,,,,2/4/20,,,2.5,100,0.00581,
7/21/19,643,47-5,3,300,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0024,
7/21/19,644,47-5,4,300,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0024,
7/21/19,645,47-5,5,150,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0098,
7/21/19,646,47-5,6,150,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0098,
7/21/19,647,47-5,7,100,ST,,,2/4/20,,,2.5,100,0.02069,
7/21/19,648,47-5,8,100,ST,,,2/4/20,,,2.5,100,0.02069,
7/21/19,649,47-5,9,50,ST,,,2/4/20,Big pellet.,,2.5,100,1.20836,
7/21/19,650,47-5,10,50,ST,,,2/4/20,Big pellet.,,2.5,100,1.20836,
7/21/19,651,47-5,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,1.49409,
7/21/19,652,47-5,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,1.49409,
7/21/19,653,47-3,1,268,,,,2/4/20,Non vis pellet.,,2.5,100,NaN,
7/21/19,654,47-3,2,268,,,,2/4/20,Non vis pellet.,,2.5,100,NaN,
7/21/19,655,47-3,3,150,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0146,
7/21/19,656,47-3,4,150,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0146,
7/21/19,657,47-3,5,100,,,,2/4/20,Non vis pellet.,,2.5,100,-0.0025,
7/21/19,658,47-3,6,100,ST,,,2/4/20,Non vis pellet.,,2.5,100,-0.0025,
7/21/19,659,47-3,7,50,ST,,,2/4/20,,,2.5,100,1.18377,
7/21/19,660,47-3,8,50,ST,,,2/4/20,,,2.5,100,1.18377,
7/21/19,661,47-3,sfc,sfc,,,,2/4/20,,,2.5,100,1.54182,
7/21/19,662,47-3,sfc,sfc,,,,2/4/20,,,2.5,100,1.54182,
7/21/19,663,47-2,1,100,,,,2/4/20,Non vis pellet.,,2.5,100,0.01232,
7/21/19,664,47-2,2,100,,,,2/4/20,Non vis pellet.,,2.5,100,0.01232,
7/21/19,665,47-2,3,50,,,,2/4/20,Big pellet.,,2.5,100,0.58698,
7/21/19,666,47-2,4,50,ST,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,0.58698,
7/21/19,667,47-2,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,1.12797,
7/21/19,668,47-2,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,1.12797,
7/21/19,669,47-1,1,43,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,100,0.21004,
7/21/19,670,47-1,2,43,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Non vis pellet.,,2.5,100,0.21004,
7/21/19,671,47-1,3,25,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,100,0.32085,
7/21/19,672,47-1,4,25,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,100,0.32085,
7/21/19,673,47-1,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,100,0.52485,
7/21/19,674,47-1,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,100,0.52485,
7/22/19,675,-,-,-,"Evap DI water, ~2L",Y,Evap.DI,2/4/20,Lost when transferring from tube to plate,,2,100,,
7/22/19,676,49-2,1,150,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,100,0.00374,
7/22/19,677,49-2,2,150,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,0.00374,
7/22/19,678,49-2,3,100,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,0.0061,
7/22/19,679,49-2,4,100,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,0.0061,
7/22/19,680,49-2,5,50,ST,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,0.53742,
7/22/19,681,49-2,6,50,ST,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,0.53742,
7/22/19,682,49-2,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,1.03146,Yes
7/22/19,683,49-2,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,1.03146,Yes
7/22/19,684,49-4,1,496,,,,2/5/20,,,2.5,100,0.01576,
7/22/19,685,49-4,2,496,,,,2/5/20,,,2.5,100,0.01576,
7/22/19,686,49-4,3,300,,,,2/5/20,,,2.5,100,-8.06E-04,
7/22/19,687,49-4,4,300,,,,2/5/20,,,2.5,100,-8.06E-04,
7/22/19,688,49-4,5,150,,,,2/5/20,,,2.5,100,-0.004,
7/22/19,689,49-4,6,150,,,,2/5/20,,,2.5,100,-0.004,
7/22/19,690,49-4,7,100,ST,,,2/5/20,,,2.5,100,-0.0066,
7/22/19,691,49-4,8,100,ST,,,2/5/20,,,2.5,100,-0.0066,
7/22/19,692,49-4,9,50,ST,,,2/5/20,,,2.5,100,0.19445,
7/22/19,693,49-4,10,50,ST,,,2/5/20,,,2.5,100,0.19445,
7/22/19,694,49-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,3.48412,Yes
7/22/19,695,49-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,3.48412,Yes
7/22/19,696,49-5,1,500,,,,2/5/20,,,2.5,100,0.0018,
7/22/19,697,49-5,2,500,,,,2/5/20,,,2.5,100,0.0018,
7/22/19,698,49-5,3,300,,,,2/5/20,,,2.5,100,#######,
7/22/19,699,49-5,4,300,,,,2/5/20,,,2.5,100,#######,
7/22/19,700,49-5,5,150,,,,2/5/20,,,2.5,100,-0.0035,
7/22/19,701,49-5,6,150,,,,2/5/20,,,2.5,100,-0.0035,
7/22/19,702,49-5,7,100,ST,,,2/5/20,,,2.5,100,0.01031,
7/22/19,703,49-5,8,100,ST,,,2/5/20,,,2.5,100,0.01031,
7/22/19,704,49-5,9,50,ST,,,2/5/20,,,2.5,100,0.31788,Yes
7/22/19,705,49-5,10,50,ST,,,2/5/20,,,2.5,100,0.31788,
7/22/19,706,49-5,sfc,sfc,,,,2/5/20,,,2.5,100,3.66429,Yes
7/22/19,707,49-5,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,3.66429,Yes
7/22/19,708,49-7,1,500,,,,2/5/20,Big pellet.,,2.5,100,0.00819,
7/22/19,709,49-7,2,500,,,,2/5/20,,,2.5,100,0.00819,
7/22/19,710,49-7,3,300,,,,2/5/20,,,2.5,100,-1.25E-04,
7/22/19,711,49-7,4,300,,,,2/5/20,,,2.5,100,-1.25E-04,
7/22/19,712,49-7,5,150,,,,2/5/20,,,2.5,100,-0.004,
7/22/19,713,49-7,6,150,ST,,,2/5/20,,,2.5,100,-0.004,
7/22/19,714,49-7,7,100,ST,,,2/5/20,,,2.5,100,0.04389,
7/22/19,715,49-7,8,100,ST,,,2/5/20,,,2.5,100,0.04389,
7/22/19,716,49-7,9,50,ST,,,2/5/20,,,2.5,100,0.48393,
7/22/19,717,49-7,10,50,ST,,,2/5/20,,,2.5,100,0.48393,
7/22/19,718,49-7,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,1.95359,Yes
7/22/19,719,49-7,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,1.95359,Yes
7/22/19,720,49-9,sfc,sfc,No other 49-9 samples,,,2/5/20,Big pellet.,,2.5,100,,Yes
7/22/19,721,49-9,sfc,sfc,No other 49-9 samples,,,2/5/20,Big pellet.,>120,2.5,100,,Yes
7/23/19,722,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/5/20,,,2,100,,
7/23/19,723,-,-,-,Lab DI water,,Lab.DI,2/5/20,,,2.5,100,,
7/23/19,724,51-9,1,500,,,,2/5/20,,,2.5,100,0.00572,
7/23/19,725,51-9,2,500,,,,2/5/20,,,2.5,100,0.00572,
7/23/19,726,51-9,3,300,,,,2/5/20,,,2.5,100,-0.0043,
7/23/19,727,51-9,4,300,,,,2/5/20,,,2.5,100,-0.0043,
7/23/19,728,51-9,5,150,,,,2/5/20,,,2.5,100,4.31E-04,
7/23/19,729,51-9,6,150,,,,2/5/20,,,2.5,100,4.31E-04,
7/23/19,730,51-9,7,100,ST,,,2/5/20,,,2.5,100,0.06309,
7/23/19,731,51-9,8,100,ST,,,2/5/20,,,2.5,100,0.06309,
7/23/19,732,51-9,9,50,ST,,,2/5/20,Big pellet.,,2.5,100,1.10637,
7/23/19,733,51-9,10,50,ST,,,2/5/20,Big pellet.,,2.5,100,1.10637,
7/23/19,734,51-9,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,0.3644,Yes
7/23/19,735,51-9,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,0.3644,Yes
7/23/19,736,51-5,1,500,,,,2/5/20,,,2.5,100,,
7/23/19,737,51-5,2,500,,,,2/5/20,,,2.5,100,,
7/23/19,738,51-5,3,300,,,,2/5/20,,,2.5,100,,
7/23/19,739,51-5,4,300,,,,2/5/20,,,2.5,100,,
7/23/19,740,51-5,5,150,,,,2/5/20,,,2.5,100,,
7/23/19,741,51-5,6,150,ST,,,2/5/20,,,2.5,100,,
7/23/19,742,51-5,7,100,ST,,,2/5/20,,,2.5,100,,
7/23/19,743,51-5,8,100,ST,,,2/5/20,,,2.5,100,,
7/23/19,744,51-5,9,50,ST,,,2/5/20,,,2.5,100,,
7/23/19,745,51-5,10,50,ST,,,2/5/20,,,2.5,100,,
7/23/19,746,51-5,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,,Yes
7/23/19,747,51-5,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,,Yes
7/23/19,748,51-4,1,500,,,,2/5/20,,,2.5,100,0.00304,
7/23/19,749,51-4,2,500,,,,2/5/20,,,2.5,100,0.00304,
7/23/19,750,51-4,3,300,,,,2/5/20,,,2.5,100,-0.0032,
7/23/19,751,51-4,4,300,,,,2/5/20,,,2.5,100,-0.0032,
7/23/19,752,51-4,5,150,,,,2/5/20,,,2.5,100,-0.0102,
7/23/19,753,51-4,6,150,,,,2/5/20,,,2.5,100,-0.0102,
7/23/19,754,51-4,7,100,ST,,,2/5/20,,,2.5,100,0.00578,
7/23/19,755,51-4,8,100,ST,,,2/5/20,,,2.5,100,0.00578,
7/23/19,756,51-4,9,50,ST,,,2/5/20,,,2.5,100,0.19545,
7/23/19,757,51-4,10,50,ST,,,2/5/20,,,2.5,100,0.19545,
7/23/19,758,51-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,1.34047,Yes
7/23/19,759,51-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,1.34047,Yes
7/23/19,760,51-3,1,280,,,,2/6/20,,,2.5,100,0.00188,
7/23/19,761,51-3,2,280,,,,2/6/20,,,2.5,100,0.00188,
7/23/19,762,51-3,3,150,,,,2/6/20,,,2.5,100,-0.0053,
7/23/19,763,51-3,4,150,,,,2/6/20,,,2.5,100,-0.0053,
7/23/19,764,51-3,5,100,ST,,,2/6/20,,,2.5,100,-0.004,
7/23/19,765,51-3,6,100,ST,,,2/6/20,,,2.5,100,-0.004,
7/23/19,766,51-3,7,50,ST,,,2/6/20,,,2.5,100,0.24915,
7/23/19,767,51-3,8,50,ST,,,2/6/20,,,2.5,100,0.24915,
7/23/19,768,51-3,sfc,sfc,,,,2/6/20,,,2.5,100,1.71754,Yes
7/23/19,769,51-3,sfc,sfc,,,,2/6/20,,,2.5,100,1.71754,
7/23/19,770,51-2,1,130,,,,2/6/20,,,2.5,100,0.06454,
7/23/19,771,51-2,2,130,,,,2/6/20,,,2.5,100,0.06454,
7/23/19,772,51-2,3,100,,,,2/6/20,,,2.5,100,5.32E-04,
7/23/19,773,51-2,4,100,ST,,,2/6/20,,,2.5,100,5.32E-04,
7/23/19,774,51-2,5,50,ST,,,2/6/20,,,2.5,100,0.2054,
7/23/19,775,51-2,6,50,ST,,,2/6/20,,,2.5,100,0.2054,
7/23/19,776,51-2,sfc,sfc,,,,2/6/20,,,2.5,100,1.27275,
7/23/19,777,51-2,sfc,sfc,,,,2/6/20,,,2.5,100,1.27275,
7/24/19,778,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/7/19,,,2,100,,
7/24/19,779,53-1,1,40,,,,11/7/19,,116,2.5,100,0.51963,
7/24/19,780,53-1,2,40,,,,11/7/19,,140,2.5,100,0.51963,
7/24/19,781,53-1,3,25,,,,11/7/19,,461,2.5,100,1.24098,
7/24/19,782,53-1,4,25,,,,11/7/19,,359,2.5,100,1.24098,
7/24/19,783,53-1,sfc,sfc,,,,11/7/19,,368,2.5,100,1.37963,
7/24/19,784,53-1,sfc,sfc,,,,11/7/19,,461,2.5,100,1.37963,
7/24/19,785,53-2,1,140,,,,2/6/20,,,2.5,100,0.02084,
7/24/19,786,53-2,2,140,,,,2/6/20,,,2.5,100,0.02084,
7/24/19,787,53-2,3,100,,,,2/6/20,,,2.5,100,0.00256,
7/24/19,788,53-2,4,100,,,,2/6/20,,,2.5,100,0.00256,
7/24/19,789,53-2,5,50,ST,,,2/6/20,,,2.5,100,0.19283,
7/24/19,790,53-2,6,50,ST,,,2/6/20,,,2.5,100,0.19283,
7/24/19,791,53-2,sfc,sfc,,,,2/6/20,,,2.5,100,0.6421,
7/24/19,792,53-2,sfc,sfc,,,,2/6/20,,,2.5,100,0.6421,
7/24/19,793,53-3,1,280,,,,2/6/20,,,2.5,100,0.00355,
7/24/19,794,53-3,2,280,,,,2/6/20,,,2.5,100,0.00355,
7/24/19,795,53-3,3,150,,,,2/6/20,,,2.5,100,-0.0093,
7/24/19,796,53-3,4,150,,,,2/6/20,,,2.5,100,-0.0093,
7/24/19,797,53-3,5,100,,,,2/6/20,,,2.5,100,-0.0113,
7/24/19,798,53-3,6,100,ST,,,2/6/20,,,2.5,100,-0.0113,
7/24/19,799,53-3,7,50,ST,,,11/7/19,,30.5,2.5,100,0.49159,
7/24/19,800,53-3,8,50,ST,,,11/7/19,,30,2.5,100,0.49159,
7/24/19,801,53-3,sfc,sfc,,,,11/7/19,,278,2.5,100,1.95491,
7/24/19,802,53-3,sfc,sfc,,,,11/7/19,,363,2.5,100,1.95491,
7/24/19,803,53-4,1,491,,,,2/6/20,,,2.5,100,0.00545,
7/24/19,804,53-4,2,491,,,,2/6/20,,,2.5,100,0.00545,
7/24/19,805,53-4,3,300,,,,2/6/20,,,2.5,100,0.00192,
7/24/19,806,53-4,4,300,,,,2/6/20,,,2.5,100,0.00192,
7/24/19,807,53-4,5,150,,,,2/6/20,,,2.5,100,-0.0095,
7/24/19,808,53-4,6,150,,,,2/6/20,,,2.5,100,-0.0095,
7/24/19,809,53-4,7,100,ST,,,2/6/20,,,2.5,100,-0.0163,
7/24/19,810,53-4,8,100,ST,,,2/6/20,,,2.5,100,-0.0163,
7/24/19,811,53-4,9,50,ST,,,2/6/20,,,2.5,100,0.77994,
7/24/19,812,53-4,10,50,ST,,,2/6/20,,,2.5,100,0.77994,
7/24/19,813,53-4,sfc,sfc,,,,2/6/20,,>120,2.5,100,1.94869,
7/24/19,814,53-4,sfc,sfc,,,,2/6/20,,>120,2.5,100,1.94869,
7/24/19,815,53-5,1,500,,,,2/6/20,,6.5,2.5,100,0.00302,
7/24/19,816,53-5,2,500,,,,2/6/20,,,2.5,100,0.00302,
7/24/19,817,53-5,3,300,,,,2/6/20,,,2.5,100,-0.0015,
7/24/19,818,53-5,4,300,,,,2/6/20,,,2.5,100,-0.0015,
7/24/19,819,53-5,5,150,,,,2/6/20,,,2.5,100,-0.0197,
7/24/19,820,53-5,6,150,,,,2/6/20,Sample lost when fell on the floor,,2.5,,-0.0197,
7/24/19,821,53-5,7,100,ST,,,2/6/20,,,2.5,100,-0.0143,
7/24/19,822,53-5,8,100,ST,,,2/6/20,,,2.5,100,-0.0143,
7/24/19,823,53-5,9,50,ST,,,2/6/20,,,2.5,100,1.14848,
7/24/19,824,53-5,10,50,ST,Y,,2/6/20,phase lock at 2nd chloroform wash broke and got mixed with isopropanol. Discarded the sample,,2.5,,1.14848,
7/24/19,825,53-5,sfc,sfc,,,,2/6/20,,,2.5,100,1.55294,
7/24/19,826,53-5,sfc,sfc,,,,2/6/20,,,2.5,100,1.55294,
7/24/19,827,53-6,1,500,,,,2/6/20,,,2.5,100,0.00263,
7/24/19,828,53-6,2,500,,,,2/6/20,,,2.5,100,0.00263,
7/24/19,829,53-6,3,300,,,,2/6/20,,,2.5,100,-0.0015,
7/24/19,830,53-6,4,300,,,,2/6/20,,,2.5,100,-0.0015,
7/24/19,831,53-6,5,150,,,,2/6/20,,,2.5,100,-0.0135,
7/24/19,832,53-6,6,150,,,,2/6/20,,,2.5,100,-0.0135,
7/24/19,833,53-6,7,100,ST,,,2/6/20,,,2.5,100,0.0186,
7/24/19,834,53-6,8,100,ST,,,3/2/20,,,2.5,100,0.0186,
7/24/19,835,53-6,9,50,ST,,,3/2/20,pellet,,2.5,100,1.34119,
7/24/19,836,53-6,10,50,ST,,,3/2/20,pellet,,2.5,100,1.34119,
7/24/19,837,53-6,sfc,sfc,took longer than other sfc samples,,,3/2/20,pellet,,2.5,100,2.59177,
7/24/19,838,53-6,sfc,sfc,took longer than other sfc samples,,,3/2/20,pellet,,2.5,100,2.59177,
7/24/19,839,53-7,1,500,,,,3/2/20,,,2.5,100,0.00406,
7/24/19,840,53-7,2,500,,,,3/2/20,,,2.5,100,0.00406,
7/24/19,841,53-7,3,300,,,,3/2/20,,,2.5,100,-0.0045,
7/24/19,842,53-7,4,300,,,,3/2/20,,,2.5,100,-0.0045,
7/24/19,843,53-7,5,150,,,,3/2/20,,,2.5,100,-0.0171,
7/24/19,844,53-7,6,150,,,,3/2/20,,,2.5,100,-0.0171,
7/24/19,845,53-7,7,100,ST,,,3/2/20,,,2.5,100,0.05621,
7/24/19,846,53-7,8,100,ST,,,3/2/20,,,2.5,100,0.05621,
7/24/19,847,53-7,9,50,ST,,,11/7/19,,86,2.5,100,1.22099,
7/24/19,848,53-7,10,50,ST,,,11/7/19,,80,2.5,100,1.22099,
7/24/19,849,53-7,sfc,sfc,,,,11/7/19,,,2.5,100,1.59395,
7/24/19,850,53-7,sfc,sfc,,,,11/7/19,,,2.5,100,1.59395,
7/24/19,851,53-8,1,500,,,,3/2/20,,,2.5,100,0.00184,
7/24/19,852,53-8,2,500,,,,3/2/20,,,2.5,100,0.00184,
7/24/19,853,53-8,3,300,,,,3/2/20,,,2.5,100,-0.0013,
7/24/19,854,53-8,4,300,,,,3/2/20,,,2.5,100,-0.0013,
7/24/19,855,53-8,5,150,,,,3/2/20,pellet,,2.5,100,-0.0085,
7/24/19,856,53-8,6,150,ST,,,3/2/20,pellet,,2.5,100,-0.0085,
7/24/19,857,53-8,7,100,ST,,,3/2/20,pellet,,2.5,100,0.07776,
7/24/19,858,53-8,8,100,ST,,,3/2/20,pellet,,2.5,100,0.07776,
7/24/19,859,53-8,9,50,ST,,,3/2/20,pellet,48.2,2.5,100,0.88396,
7/24/19,860,53-8,10,50,ST,,,3/2/20,pellet,,2.5,100,0.88396,
7/24/19,861,53-8,sfc,sfc,,,,3/2/20,pellet ++,>120,2.5,100,0.46392,
7/24/19,862,53-8,sfc,sfc,,,,3/2/20,lost half of the volume on the second chloroform wash. Concentration wil not be accurate. Pellet,,2.5,100,0.46392,
7/25/19,863,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/2/20,,,2,100,,
