qPCR,well,sample,type,IPC_Ct,inhibition_rate,hake_task,hake_Ct,hake_copies_ul,lamprey_task,lamprey_Ct,lamprey_copies_ul,eulachon_task,eulachon_Ct,eulachon_copies_ul
H15,A2,E05,gBlocks,30.195,3.739,STANDARD,19.652,100000,STANDARD,18.569,100000,STANDARD,20.088,100000
H15,A3,E05,gBlocks,29.961,3.505,STANDARD,19.785,100000,STANDARD,18.676,100000,STANDARD,20.120,100000
H15,B1,E04,gBlocks,26.516,0.059,STANDARD,23.004,10000,STANDARD,21.939,10000,STANDARD,23.477,10000
H15,B2,E04,gBlocks,26.356,-0.100,STANDARD,23.012,10000,STANDARD,21.960,10000,STANDARD,23.521,10000
H15,B3,E04,gBlocks,26.298,-0.158,STANDARD,23.149,10000,STANDARD,22.062,10000,STANDARD,23.644,10000
H15,C1,E03,gBlocks,26.321,-0.135,STANDARD,26.574,1000,STANDARD,25.383,1000,STANDARD,27.001,1000
H15,C2,E03,gBlocks,26.270,-0.186,STANDARD,26.521,1000,STANDARD,25.324,1000,STANDARD,26.768,1000
H15,C3,E03,gBlocks,26.126,-0.330,STANDARD,26.649,1000,STANDARD,25.414,1000,STANDARD,27.079,1000
H15,D1,E02,gBlocks,26.374,-0.082,STANDARD,29.782,100,STANDARD,28.532,100,STANDARD,29.968,100
H15,D2,E02,gBlocks,26.400,-0.056,STANDARD,29.850,100,STANDARD,28.442,100,STANDARD,30.389,100
H15,D3,E02,gBlocks,26.292,-0.164,STANDARD,29.628,100,STANDARD,28.321,100,STANDARD,30.022,100
H15,E1,E01,gBlocks,26.345,-0.112,STANDARD,32.892,10,STANDARD,32.007,10,STANDARD,33.485,10
H15,E2,E01,gBlocks,26.329,-0.127,STANDARD,33.533,10,STANDARD,32.079,10,STANDARD,34.340,10
H15,E3,E01,gBlocks,26.436,-0.020,STANDARD,34.701,10,STANDARD,32.202,10,STANDARD,33.633,10
H15,F1,5,gBlocks,26.227,-0.229,STANDARD,34.223,5,STANDARD,32.271,5,STANDARD,34.352,5
H15,F2,5,gBlocks,26.382,-0.074,STANDARD,33.695,5,STANDARD,32.252,5,STANDARD,33.035,5
H15,F3,5,gBlocks,26.368,-0.088,STANDARD,34.144,5,STANDARD,32.476,5,STANDARD,33.896,5
H15,G1,E00,gBlocks,26.348,-0.108,STANDARD,35.558,1,STANDARD,33.988,1,STANDARD,37.119,1
H15,G2,E00,gBlocks,26.402,-0.054,STANDARD,Undetermined,1,STANDARD,35.076,1,STANDARD,35.717,1
H15,G3,E00,gBlocks,26.486,0.030,STANDARD,35.396,1,STANDARD,34.225,1,STANDARD,Undetermined,1
H15,H1,E00,gBlocks,26.195,-0.261,STANDARD,37.633,1,STANDARD,36.114,1,STANDARD,35.611,1
H15,H2,E00,gBlocks,26.345,-0.111,STANDARD,36.563,1,STANDARD,35.300,1,STANDARD,35.534,1
H15,H3,E00,gBlocks,26.361,-0.095,STANDARD,36.581,1,STANDARD,34.349,1,STANDARD,36.829,1
H16,A1,E05,gBlocks,29.910,3.828,STANDARD,19.368,100000,STANDARD,18.287,100000,STANDARD,20.373,100000
H16,A2,E05,gBlocks,30.607,4.524,STANDARD,19.274,100000,STANDARD,18.119,100000,STANDARD,20.176,100000
H16,A3,E05,gBlocks,29.114,3.031,STANDARD,19.353,100000,STANDARD,18.170,100000,STANDARD,20.225,100000
H16,B1,E04,gBlocks,26.859,0.776,STANDARD,22.412,10000,STANDARD,21.231,10000,STANDARD,23.361,10000
H16,B2,E04,gBlocks,26.543,0.460,STANDARD,22.445,10000,STANDARD,21.383,10000,STANDARD,23.454,10000
H16,B3,E04,gBlocks,26.215,0.132,STANDARD,22.554,10000,STANDARD,21.348,10000,STANDARD,23.517,10000
H16,C1,E03,gBlocks,25.961,-0.121,STANDARD,25.835,1000,STANDARD,24.479,1000,STANDARD,26.676,1000
H16,C2,E03,gBlocks,26.011,-0.071,STANDARD,25.646,1000,STANDARD,24.356,1000,STANDARD,26.443,1000
H16,C3,E03,gBlocks,25.959,-0.124,STANDARD,25.803,1000,STANDARD,24.549,1000,STANDARD,26.744,1000
H16,D1,E02,gBlocks,26.049,-0.034,STANDARD,28.966,100,STANDARD,27.686,100,STANDARD,29.891,100
H16,D2,E02,gBlocks,26.194,0.112,STANDARD,29.068,100,STANDARD,27.694,100,STANDARD,29.665,100
H16,D3,E02,gBlocks,26.268,0.185,STANDARD,28.848,100,STANDARD,27.580,100,STANDARD,29.629,100
H16,E1,E01,gBlocks,26.127,0.044,STANDARD,32.629,10,STANDARD,31.164,10,STANDARD,33.332,10
H16,E2,E01,gBlocks,25.949,-0.133,STANDARD,32.482,10,STANDARD,30.893,10,STANDARD,33.148,10
H16,E3,E01,gBlocks,26.077,-0.005,STANDARD,32.520,10,STANDARD,30.786,10,STANDARD,32.538,10
H16,F1,5,gBlocks,25.956,-0.126,STANDARD,33.071,5,STANDARD,31.722,5,STANDARD,34.406,5
H16,F2,5,gBlocks,26.211,0.128,STANDARD,34.504,5,STANDARD,31.425,5,STANDARD,34.536,5
H16,F3,5,gBlocks,26.204,0.122,STANDARD,32.850,5,STANDARD,31.284,5,STANDARD,33.807,5
H16,G1,E00,gBlocks,26.087,0.004,STANDARD,34.994,1,STANDARD,34.055,1,STANDARD,37.964,1
H16,G2,E00,gBlocks,25.922,-0.161,STANDARD,34.794,1,STANDARD,33.606,1,STANDARD,35.016,1
H16,G3,E00,gBlocks,26.097,0.014,STANDARD,34.702,1,STANDARD,34.894,1,STANDARD,34.836,1
H16,H1,E00,gBlocks,25.902,-0.180,STANDARD,34.800,1,STANDARD,34.303,1,STANDARD,36.431,1
H16,H2,E00,gBlocks,26.348,0.265,UNKNOWN,37.494,0.208355486,UNKNOWN,36.029,0.249199823,STANDARD,36.549,1
H16,H3,E00,gBlocks,26.063,-0.019,STANDARD,35.408,1,STANDARD,34.668,1,STANDARD,Undetermined,1
H17,A1,E05,gBlocks,31.327,4.586,STANDARD,19.668,100000,STANDARD,18.370,100000,STANDARD,20.217,100000
H17,A2,E05,gBlocks,31.856,5.115,STANDARD,19.581,100000,STANDARD,18.204,100000,STANDARD,20.088,100000
H17,A3,E05,gBlocks,31.370,4.630,STANDARD,19.662,100000,STANDARD,18.257,100000,STANDARD,20.132,100000
H17,B1,E04,gBlocks,27.113,0.373,STANDARD,22.868,10000,STANDARD,21.433,10000,STANDARD,23.310,10000
H17,B2,E04,gBlocks,27.242,0.502,STANDARD,22.881,10000,STANDARD,21.553,10000,STANDARD,23.363,10000
H17,B3,E04,gBlocks,26.777,0.036,STANDARD,22.964,10000,STANDARD,21.580,10000,STANDARD,23.500,10000
H17,C1,E03,gBlocks,26.557,-0.184,STANDARD,26.254,1000,STANDARD,24.869,1000,STANDARD,26.785,1000
H17,C2,E03,gBlocks,26.958,0.218,STANDARD,26.292,1000,STANDARD,24.731,1000,STANDARD,26.623,1000
H17,C3,E03,gBlocks,26.477,-0.263,STANDARD,26.382,1000,STANDARD,24.967,1000,STANDARD,26.922,1000
H17,D1,E02,gBlocks,26.635,-0.106,STANDARD,29.574,100,STANDARD,27.938,100,STANDARD,29.913,100
H17,D2,E02,gBlocks,26.680,-0.060,STANDARD,29.395,100,STANDARD,27.981,100,STANDARD,29.584,100
H17,D3,E02,gBlocks,26.675,-0.065,STANDARD,29.391,100,STANDARD,27.699,100,STANDARD,29.774,100
H17,E1,E01,gBlocks,26.747,0.007,STANDARD,33.033,10,STANDARD,31.024,10,STANDARD,33.060,10
H17,E2,E01,gBlocks,26.650,-0.091,STANDARD,32.515,10,STANDARD,31.457,10,STANDARD,32.834,10
H17,E3,E01,gBlocks,26.751,0.011,STANDARD,33.135,10,STANDARD,31.200,10,STANDARD,33.369,10
H17,F1,5,gBlocks,26.575,-0.165,STANDARD,33.965,5,STANDARD,32.121,5,STANDARD,34.589,5
H17,F2,5,gBlocks,26.777,0.037,STANDARD,33.962,5,STANDARD,31.909,5,STANDARD,34.869,5
H17,F3,5,gBlocks,26.689,-0.051,STANDARD,33.023,5,STANDARD,31.922,5,STANDARD,33.459,5
H17,G1,E00,gBlocks,26.615,-0.126,STANDARD,34.882,1,STANDARD,33.793,1,UNKNOWN,39.123,0.128987029
H17,G2,E00,gBlocks,26.668,-0.072,STANDARD,35.152,1,STANDARD,34.261,1,STANDARD,35.229,1
H17,G3,E00,gBlocks,26.719,-0.021,STANDARD,34.974,1,STANDARD,33.901,1,STANDARD,35.140,1
H17,H1,E00,gBlocks,26.737,-0.003,STANDARD,Undetermined,1,STANDARD,33.478,1,STANDARD,37.346,1
H17,H2,E00,gBlocks,26.622,-0.119,STANDARD,35.426,1,STANDARD,35.183,1,STANDARD,37.977,1
H17,H3,E00,gBlocks,26.616,-0.124,STANDARD,35.644,1,STANDARD,34.397,1,STANDARD,34.852,1
H18,A1,E05,gBlocks,32.323,5.432,STANDARD,19.161,100000,STANDARD,18.423,100000,STANDARD,20.223,100000
H18,A2,E05,gBlocks,33.470,6.579,STANDARD,18.937,100000,STANDARD,18.086,100000,STANDARD,19.970,100000
H18,A3,E05,gBlocks,31.315,4.425,STANDARD,18.966,100000,STANDARD,18.202,100000,STANDARD,19.966,100000
H18,B1,E04,gBlocks,28.154,1.264,STANDARD,22.304,10000,STANDARD,21.538,10000,STANDARD,23.364,10000
H18,B2,E04,gBlocks,27.742,0.852,STANDARD,22.362,10000,STANDARD,21.643,10000,STANDARD,23.375,10000
H18,B3,E04,gBlocks,27.214,0.324,STANDARD,22.430,10000,STANDARD,21.620,10000,STANDARD,23.467,10000
H18,C1,E03,gBlocks,27.058,0.167,STANDARD,25.617,1000,STANDARD,24.822,1000,STANDARD,26.695,1000
H18,C2,E03,gBlocks,27.093,0.203,STANDARD,25.617,1000,STANDARD,24.744,1000,STANDARD,26.469,1000
H18,C3,E03,gBlocks,26.793,-0.097,STANDARD,25.656,1000,STANDARD,24.817,1000,STANDARD,26.760,1000
H18,D1,E02,gBlocks,26.916,0.026,STANDARD,28.705,100,STANDARD,27.975,100,STANDARD,29.681,100
H18,D2,E02,gBlocks,27.022,0.132,STANDARD,28.844,100,STANDARD,27.901,100,STANDARD,29.494,100
H18,D3,E02,gBlocks,26.951,0.061,STANDARD,28.788,100,STANDARD,27.826,100,STANDARD,29.608,100
H18,E1,E01,gBlocks,26.972,0.081,STANDARD,31.911,10,STANDARD,31.091,10,STANDARD,32.645,10
H18,E2,E01,gBlocks,27.045,0.154,STANDARD,32.217,10,STANDARD,31.039,10,STANDARD,32.688,10
H18,E3,E01,gBlocks,26.942,0.052,STANDARD,32.473,10,STANDARD,31.048,10,STANDARD,32.682,10
H18,F1,5,gBlocks,26.818,-0.072,STANDARD,33.025,5,STANDARD,31.983,5,STANDARD,33.745,5
H18,F2,5,gBlocks,27.026,0.135,STANDARD,33.146,5,STANDARD,31.985,5,STANDARD,33.615,5
H18,F3,5,gBlocks,26.966,0.075,STANDARD,33.048,5,STANDARD,31.617,5,STANDARD,33.125,5
H18,G1,E00,gBlocks,27.095,0.205,STANDARD,36.136,1,STANDARD,34.742,1,STANDARD,Undetermined,1
H18,G2,E00,gBlocks,26.935,0.044,STANDARD,35.989,1,STANDARD,33.065,1,STANDARD,35.181,1
H18,G3,E00,gBlocks,27.001,0.111,STANDARD,34.363,1,STANDARD,34.360,1,STANDARD,35.051,1
H18,H1,E00,gBlocks,26.946,0.055,STANDARD,33.485,1,STANDARD,34.779,1,STANDARD,37.332,1
H18,H2,E00,gBlocks,26.834,-0.057,STANDARD,34.793,1,STANDARD,33.866,1,STANDARD,35.351,1
H18,H3,E00,gBlocks,26.950,0.059,STANDARD,34.119,1,STANDARD,34.482,1,STANDARD,35.878,1
H19,A1,E05,gBlocks,31.587,4.651,STANDARD,20.081,100000,STANDARD,18.832,100000,STANDARD,20.177,100000
H19,A2,E05,gBlocks,31.910,4.975,STANDARD,19.710,100000,STANDARD,18.380,100000,STANDARD,19.787,100000
H19,A3,E05,gBlocks,30.455,3.519,STANDARD,20.023,100000,STANDARD,18.683,100000,STANDARD,20.105,100000
H19,B1,E04,gBlocks,27.416,0.480,STANDARD,23.171,10000,STANDARD,21.894,10000,STANDARD,23.279,10000
H19,B2,E04,gBlocks,27.277,0.341,STANDARD,23.271,10000,STANDARD,22.005,10000,STANDARD,23.339,10000
H19,B3,E04,gBlocks,26.803,-0.133,STANDARD,23.589,10000,STANDARD,22.216,10000,STANDARD,23.673,10000
H19,C1,E03,gBlocks,26.857,-0.078,STANDARD,26.496,1000,STANDARD,25.137,1000,STANDARD,26.580,1000
H19,C2,E03,gBlocks,26.870,-0.066,STANDARD,26.434,1000,STANDARD,24.959,1000,STANDARD,26.255,1000
H19,C3,E03,gBlocks,26.855,-0.080,STANDARD,26.837,1000,STANDARD,25.430,1000,STANDARD,26.843,1000
H19,D1,E02,gBlocks,26.954,0.018,STANDARD,29.482,100,STANDARD,28.122,100,STANDARD,29.376,100
H19,D2,E02,gBlocks,26.829,-0.107,STANDARD,29.627,100,STANDARD,28.053,100,STANDARD,29.415,100
H19,D3,E02,gBlocks,26.929,-0.007,STANDARD,29.427,100,STANDARD,28.043,100,STANDARD,29.397,100
H19,E1,E01,gBlocks,26.925,-0.011,STANDARD,33.015,10,STANDARD,31.174,10,STANDARD,32.721,10
H19,E2,E01,gBlocks,26.886,-0.050,STANDARD,33.764,10,STANDARD,31.285,10,STANDARD,32.414,10
H19,E3,E01,gBlocks,26.864,-0.072,STANDARD,32.430,10,STANDARD,30.759,10,STANDARD,32.765,10
H19,F1,5,gBlocks,26.870,-0.066,STANDARD,33.466,5,STANDARD,31.605,5,STANDARD,33.641,5
H19,F2,5,gBlocks,27.112,0.176,STANDARD,33.551,5,STANDARD,32.352,5,STANDARD,32.840,5
H19,F3,5,gBlocks,26.803,-0.133,STANDARD,33.129,5,STANDARD,31.284,5,STANDARD,32.713,5
H19,G1,E00,gBlocks,26.866,-0.070,STANDARD,35.828,1,STANDARD,33.962,1,STANDARD,36.657,1
H19,G2,E00,gBlocks,26.946,0.010,STANDARD,34.536,1,STANDARD,34.160,1,STANDARD,35.902,1
H19,G3,E00,gBlocks,26.969,0.033,STANDARD,34.877,1,STANDARD,34.967,1,STANDARD,35.782,1
H19,H1,E00,gBlocks,26.823,-0.113,STANDARD,36.807,1,STANDARD,34.591,1,STANDARD,36.433,1
H19,H2,E00,gBlocks,26.856,-0.080,STANDARD,36.614,1,STANDARD,33.968,1,STANDARD,36.134,1
H19,H3,E00,gBlocks,26.850,-0.086,STANDARD,36.483,1,STANDARD,36.009,1,STANDARD,Undetermined,1
H20,A1,E05,gBlocks,30.738,3.976,STANDARD,19.538,100000,STANDARD,18.938,100000,STANDARD,20.180,100000
H20,A2,E05,gBlocks,31.280,4.518,STANDARD,19.439,100000,STANDARD,18.708,100000,STANDARD,19.985,100000
H20,A3,E05,gBlocks,30.667,3.904,STANDARD,19.561,100000,STANDARD,18.762,100000,STANDARD,20.074,100000
H20,B1,E04,gBlocks,27.405,0.643,STANDARD,23.103,10000,STANDARD,22.381,10000,STANDARD,23.698,10000
H20,B2,E04,gBlocks,27.232,0.470,STANDARD,23.113,10000,STANDARD,22.469,10000,STANDARD,23.768,10000
H20,B3,E04,gBlocks,27.081,0.319,STANDARD,23.152,10000,STANDARD,22.401,10000,STANDARD,23.740,10000
H20,C1,E03,gBlocks,26.862,0.099,STANDARD,26.321,1000,STANDARD,25.549,1000,STANDARD,26.944,1000
H20,C2,E03,gBlocks,26.787,0.025,STANDARD,26.276,1000,STANDARD,25.422,1000,STANDARD,26.617,1000
H20,C3,E03,gBlocks,26.794,0.031,STANDARD,26.216,1000,STANDARD,25.527,1000,STANDARD,26.880,1000
H20,D1,E02,gBlocks,26.937,0.174,STANDARD,29.377,100,STANDARD,28.686,100,STANDARD,30.017,100
H20,D2,E02,gBlocks,26.864,0.102,STANDARD,29.489,100,STANDARD,28.569,100,STANDARD,30.077,100
H20,D3,E02,gBlocks,26.908,0.145,STANDARD,29.698,100,STANDARD,28.613,100,STANDARD,29.881,100
H20,E1,E01,gBlocks,26.809,0.046,STANDARD,32.809,10,STANDARD,31.921,10,STANDARD,33.656,10
H20,E2,E01,gBlocks,26.814,0.052,STANDARD,32.810,10,STANDARD,31.553,10,STANDARD,32.618,10
H20,E3,E01,gBlocks,26.877,0.115,STANDARD,32.215,10,STANDARD,31.869,10,STANDARD,32.710,10
H20,F1,5,gBlocks,26.905,0.142,STANDARD,33.750,5,STANDARD,32.109,5,STANDARD,33.370,5
H20,F2,5,gBlocks,26.948,0.186,STANDARD,32.374,5,STANDARD,32.136,5,STANDARD,34.430,5
H20,F3,5,gBlocks,26.876,0.114,STANDARD,34.000,5,STANDARD,32.186,5,STANDARD,33.192,5
H20,G1,E00,gBlocks,26.965,0.203,STANDARD,35.020,1,STANDARD,34.336,1,STANDARD,35.353,1
H20,G2,E00,gBlocks,26.909,0.147,STANDARD,Undetermined,1,STANDARD,34.473,1,STANDARD,36.539,1
H20,G3,E00,gBlocks,27.030,0.268,STANDARD,34.947,1,STANDARD,34.491,1,STANDARD,Undetermined,1
H20,H1,E00,gBlocks,26.946,0.184,STANDARD,35.748,1,STANDARD,35.179,1,STANDARD,Undetermined,1
H20,H2,E00,gBlocks,26.846,0.084,STANDARD,35.441,1,STANDARD,34.499,1,STANDARD,35.348,1
H20,H3,E00,gBlocks,26.719,-0.044,STANDARD,36.324,1,STANDARD,35.359,1,STANDARD,Undetermined,1
H21,A1,E05,gBlocks,31.319,4.680,STANDARD,19.322,100000,STANDARD,18.063,100000,STANDARD,19.918,100000
H21,A2,E05,gBlocks,30.583,3.944,STANDARD,19.155,100000,STANDARD,17.850,100000,STANDARD,19.720,100000
H21,A3,E05,gBlocks,30.734,4.096,STANDARD,19.241,100000,STANDARD,17.940,100000,STANDARD,19.768,100000
H21,B1,E04,gBlocks,27.336,0.697,STANDARD,22.531,10000,STANDARD,21.154,10000,STANDARD,23.048,10000
H21,B2,E04,gBlocks,26.942,0.303,STANDARD,22.495,10000,STANDARD,21.199,10000,STANDARD,23.041,10000
H21,B3,E04,gBlocks,26.548,-0.091,STANDARD,22.575,10000,STANDARD,21.186,10000,STANDARD,23.089,10000
H21,C1,E03,gBlocks,26.703,0.064,STANDARD,25.717,1000,STANDARD,24.376,1000,STANDARD,26.324,1000
H21,C2,E03,gBlocks,26.525,-0.113,STANDARD,25.810,1000,STANDARD,24.340,1000,STANDARD,26.082,1000
H21,C3,E03,gBlocks,26.356,-0.282,STANDARD,25.894,1000,STANDARD,24.419,1000,STANDARD,26.356,1000
H21,D1,E02,gBlocks,26.510,-0.129,STANDARD,28.981,100,STANDARD,27.583,100,STANDARD,29.479,100
H21,D2,E02,gBlocks,26.712,0.073,STANDARD,28.903,100,STANDARD,27.674,100,STANDARD,29.312,100
H21,D3,E02,gBlocks,26.551,-0.088,STANDARD,29.074,100,STANDARD,27.486,100,STANDARD,29.443,100
H21,E1,E01,gBlocks,26.570,-0.068,STANDARD,32.772,10,STANDARD,30.759,10,STANDARD,33.758,10
H21,E2,E01,gBlocks,26.734,0.096,STANDARD,31.934,10,STANDARD,30.560,10,STANDARD,32.961,10
H21,E3,E01,gBlocks,26.672,0.033,STANDARD,31.966,10,STANDARD,30.465,10,STANDARD,32.179,10
H21,F1,5,gBlocks,26.687,0.048,STANDARD,33.663,5,STANDARD,31.423,5,STANDARD,33.732,5
H21,F2,5,gBlocks,26.688,0.050,STANDARD,32.769,5,STANDARD,32.019,5,STANDARD,33.011,5
H21,F3,5,gBlocks,26.524,-0.115,STANDARD,32.571,5,STANDARD,31.536,5,STANDARD,33.097,5
H21,G1,E00,gBlocks,26.691,0.052,STANDARD,35.321,1,STANDARD,33.922,1,STANDARD,36.799,1
H21,G2,E00,gBlocks,26.563,-0.075,STANDARD,34.958,1,STANDARD,33.299,1,STANDARD,34.439,1
H21,G3,E00,gBlocks,26.700,0.062,STANDARD,35.080,1,STANDARD,34.337,1,STANDARD,34.921,1
H21,H1,E00,gBlocks,26.742,0.103,STANDARD,35.294,1,STANDARD,34.305,1,STANDARD,36.177,1
H21,H2,E00,gBlocks,26.767,0.129,STANDARD,35.034,1,STANDARD,34.130,1,STANDARD,35.938,1
H21,H3,E00,gBlocks,26.645,0.006,STANDARD,35.952,1,STANDARD,33.628,1,STANDARD,35.419,1
H22,A1,E05,gBlocks,30.283,3.281,STANDARD,20.440,100000,STANDARD,19.528,100000,STANDARD,20.398,100000
H22,A2,E05,gBlocks,30.180,3.178,STANDARD,20.363,100000,STANDARD,19.404,100000,STANDARD,20.312,100000
H22,A3,E05,gBlocks,29.223,2.221,STANDARD,20.735,100000,STANDARD,19.783,100000,STANDARD,20.679,100000
H22,B1,E04,gBlocks,27.204,0.202,STANDARD,23.930,10000,STANDARD,22.968,10000,STANDARD,23.813,10000
H22,B2,E04,gBlocks,26.709,-0.293,STANDARD,24.087,10000,STANDARD,23.221,10000,STANDARD,24.008,10000
H22,B3,E04,gBlocks,26.522,-0.479,STANDARD,24.561,10000,STANDARD,23.602,10000,STANDARD,24.547,10000
H22,C1,E03,gBlocks,26.906,-0.096,STANDARD,27.227,1000,STANDARD,26.282,1000,STANDARD,27.137,1000
H22,C2,E03,gBlocks,26.746,-0.256,STANDARD,27.518,1000,STANDARD,26.401,1000,STANDARD,27.054,1000
H22,C3,E03,gBlocks,26.855,-0.147,STANDARD,28.027,1000,STANDARD,26.994,1000,STANDARD,27.923,1000
H22,D1,E02,gBlocks,26.938,-0.064,STANDARD,30.205,100,STANDARD,29.280,100,STANDARD,30.158,100
H22,D2,E02,gBlocks,26.953,-0.049,STANDARD,30.547,100,STANDARD,29.254,100,STANDARD,30.221,100
H22,D3,E02,gBlocks,27.019,0.018,STANDARD,30.615,100,STANDARD,29.462,100,STANDARD,30.298,100
H22,E1,E01,gBlocks,27.020,0.018,STANDARD,33.172,10,STANDARD,32.272,10,STANDARD,32.924,10
H22,E2,E01,gBlocks,26.935,-0.067,STANDARD,33.309,10,STANDARD,32.350,10,STANDARD,33.809,10
H22,E3,E01,gBlocks,27.028,0.026,STANDARD,33.774,10,STANDARD,32.437,10,STANDARD,33.393,10
H22,F1,5,gBlocks,26.784,-0.218,STANDARD,34.058,5,STANDARD,32.971,5,STANDARD,33.461,5
H22,F2,5,gBlocks,26.950,-0.052,STANDARD,33.727,5,STANDARD,32.817,5,STANDARD,33.365,5
H22,F3,5,gBlocks,26.910,-0.092,STANDARD,35.028,5,STANDARD,32.970,5,STANDARD,33.992,5
H22,G1,E00,gBlocks,26.993,-0.009,STANDARD,36.186,1,STANDARD,34.945,1,STANDARD,37.027,1
H22,G2,E00,gBlocks,26.990,-0.012,STANDARD,37.042,1,STANDARD,36.449,1,STANDARD,Undetermined,1
H22,G3,E00,gBlocks,26.977,-0.025,STANDARD,Undetermined,1,STANDARD,35.301,1,STANDARD,Undetermined,1
H22,H1,E00,gBlocks,26.987,-0.015,STANDARD,35.842,1,STANDARD,35.826,1,STANDARD,36.871,1
H22,H2,E00,gBlocks,26.889,-0.113,STANDARD,37.211,1,STANDARD,35.152,1,STANDARD,36.493,1
H22,H3,E00,gBlocks,26.966,-0.036,UNKNOWN,43.577,0.006200703,STANDARD,35.015,1,STANDARD,36.474,1
H23,A1,E05,gBlocks,30.578,3.697,STANDARD,19.929,100000,STANDARD,18.773,100000,STANDARD,20.379,100000
H23,A2,E05,gBlocks,31.201,4.320,STANDARD,19.556,100000,STANDARD,18.358,100000,STANDARD,19.972,100000
H23,A3,E05,gBlocks,30.998,4.117,STANDARD,19.585,100000,STANDARD,18.355,100000,STANDARD,19.952,100000
H23,B1,E04,gBlocks,27.120,0.239,STANDARD,23.303,10000,STANDARD,22.120,10000,STANDARD,23.765,10000
H23,B2,E04,gBlocks,27.029,0.148,STANDARD,23.268,10000,STANDARD,22.111,10000,STANDARD,23.681,10000
H23,B3,E04,gBlocks,26.905,0.024,STANDARD,23.415,10000,STANDARD,22.188,10000,STANDARD,23.862,10000
H23,C1,E03,gBlocks,26.821,-0.059,STANDARD,26.315,1000,STANDARD,25.118,1000,STANDARD,26.742,1000
H23,C2,E03,gBlocks,26.935,0.054,STANDARD,26.497,1000,STANDARD,25.224,1000,STANDARD,26.788,1000
H23,C3,E03,gBlocks,26.660,-0.221,STANDARD,26.562,1000,STANDARD,25.239,1000,STANDARD,26.947,1000
H23,D1,E02,gBlocks,26.733,-0.147,STANDARD,29.314,100,STANDARD,28.128,100,STANDARD,29.688,100
H23,D2,E02,gBlocks,26.989,0.108,STANDARD,29.509,100,STANDARD,28.175,100,STANDARD,29.654,100
H23,D3,E02,gBlocks,26.875,-0.006,STANDARD,29.477,100,STANDARD,28.038,100,STANDARD,29.778,100
H23,E1,E01,gBlocks,26.903,0.022,STANDARD,32.697,10,STANDARD,31.481,10,STANDARD,32.731,10
H23,E2,E01,gBlocks,26.945,0.064,STANDARD,32.982,10,STANDARD,31.002,10,STANDARD,32.978,10
H23,E3,E01,gBlocks,26.909,0.028,STANDARD,32.676,10,STANDARD,30.969,10,STANDARD,32.688,10
H23,F1,5,gBlocks,26.830,-0.051,STANDARD,33.684,5,STANDARD,31.796,5,STANDARD,34.005,5
H23,F2,5,gBlocks,26.878,-0.003,STANDARD,33.323,5,STANDARD,31.899,5,STANDARD,33.453,5
H23,F3,5,gBlocks,26.912,0.031,STANDARD,33.220,5,STANDARD,31.816,5,STANDARD,34.156,5
H23,G1,E00,gBlocks,26.929,0.049,STANDARD,35.716,1,STANDARD,34.318,1,STANDARD,Undetermined,1
H23,G2,E00,gBlocks,26.887,0.006,STANDARD,36.666,1,STANDARD,34.759,1,STANDARD,Undetermined,1
H23,G3,E00,gBlocks,26.996,0.115,STANDARD,35.600,1,STANDARD,35.975,1,STANDARD,Undetermined,1
H23,H1,E00,gBlocks,26.911,0.030,STANDARD,35.539,1,STANDARD,34.750,1,STANDARD,36.403,1
H23,H2,E00,gBlocks,26.900,0.019,STANDARD,35.203,1,STANDARD,33.949,1,STANDARD,36.824,1
H23,H3,E00,gBlocks,26.809,-0.072,UNKNOWN,38.293,0.16226384,STANDARD,33.606,1,STANDARD,34.718,1
H24,A1,E05,gBlocks,31.612,4.544,STANDARD,19.675,100000,STANDARD,18.630,100000,STANDARD,20.207,100000
H24,A2,E05,gBlocks,32.702,5.634,STANDARD,19.556,100000,STANDARD,18.418,100000,STANDARD,20.054,100000
H24,A3,E05,gBlocks,31.996,4.929,STANDARD,19.667,100000,STANDARD,18.459,100000,STANDARD,20.098,100000
H24,B1,E04,gBlocks,27.943,0.876,STANDARD,22.799,10000,STANDARD,21.573,10000,STANDARD,23.265,10000
H24,B2,E04,gBlocks,27.346,0.279,STANDARD,22.775,10000,STANDARD,21.604,10000,STANDARD,23.288,10000
H24,B3,E04,gBlocks,27.081,0.013,STANDARD,22.914,10000,STANDARD,21.689,10000,STANDARD,23.400,10000
H24,C1,E03,gBlocks,26.964,-0.103,STANDARD,26.173,1000,STANDARD,24.937,1000,STANDARD,26.648,1000
H24,C2,E03,gBlocks,26.781,-0.286,STANDARD,25.977,1000,STANDARD,24.720,1000,STANDARD,26.461,1000
H24,C3,E03,gBlocks,26.746,-0.321,STANDARD,26.207,1000,STANDARD,24.917,1000,STANDARD,26.678,1000
H24,D1,E02,gBlocks,27.015,-0.052,STANDARD,29.247,100,STANDARD,28.044,100,STANDARD,29.715,100
H24,D2,E02,gBlocks,26.985,-0.082,STANDARD,29.304,100,STANDARD,27.934,100,STANDARD,29.603,100
H24,D3,E02,gBlocks,27.015,-0.052,STANDARD,29.379,100,STANDARD,27.970,100,STANDARD,29.790,100
H24,E1,E01,gBlocks,26.937,-0.131,STANDARD,33.272,10,STANDARD,30.845,10,STANDARD,32.978,10
