qPCR,well,sample,type,IPC_Ct,inhibition_rate,hake_task,hake_Ct,hake_copies_ul,lamprey_task,lamprey_Ct,lamprey_copies_ul,eulachon_task,eulachon_Ct,eulachon_copies_ul
H14,A1,E05,gBlocks,28.43457031,2.104,STANDARD,19.24515533,100000,STANDARD,18.44946861,100000,STANDARD,20.4681263,100000
H14,A2,E05,gBlocks,29.87934303,3.549,STANDARD,19.10399246,100000,STANDARD,18.20301628,100000,STANDARD,20.22745705,100000
H14,A3,E05,gBlocks,29.1700592,2.840,STANDARD,19.20081711,100000,STANDARD,18.312006,100000,STANDARD,20.32670212,100000
H14,B1,E04,gBlocks,26.72624397,0.396,STANDARD,22.50794601,10000,STANDARD,21.5587101,10000,STANDARD,23.6896019,10000
H14,B2,E04,gBlocks,26.17711449,-0.153,STANDARD,22.42520523,10000,STANDARD,21.55470467,10000,STANDARD,23.61462975,10000
H14,B3,E04,gBlocks,25.93182945,-0.399,STANDARD,22.72394562,10000,STANDARD,21.75094032,10000,STANDARD,23.89150047,10000
H14,C1,E03,gBlocks,26.08695412,-0.243,STANDARD,25.68986893,1000,STANDARD,24.79111099,1000,STANDARD,26.91602707,1000
H14,C2,E03,gBlocks,26.08124161,-0.249,STANDARD,25.91055107,1000,STANDARD,24.93578911,1000,STANDARD,26.96591568,1000
H14,C3,E03,gBlocks,26.21618652,-0.114,STANDARD,26.03038788,1000,STANDARD,24.98561096,1000,STANDARD,27.07384109,1000
H14,D1,E02,gBlocks,26.41504097,0.085,STANDARD,29.21134758,100,STANDARD,28.23502159,100,STANDARD,30.18950653,100
H14,D2,E02,gBlocks,26.43671608,0.106,STANDARD,29.21841049,100,STANDARD,28.09611511,100,STANDARD,30.37830353,100
H14,D3,E02,gBlocks,26.4464035,0.116,STANDARD,29.46990967,100,STANDARD,28.23352242,100,STANDARD,30.554636,100
H14,E1,E01,gBlocks,26.34054375,0.010,STANDARD,32.36660767,10,STANDARD,31.3304882,10,STANDARD,34.43757248,10
H14,E2,E01,gBlocks,26.45049858,0.120,STANDARD,32.55203247,10,STANDARD,31.10111046,10,STANDARD,34.16457367,10
H14,E3,E01,gBlocks,26.45415115,0.124,STANDARD,32.67740631,10,STANDARD,31.05593872,10,STANDARD,34.23195648,10
H14,F1,5,gBlocks,26.38342476,0.053,UNKNOWN,32.0558815,15.55328846,STANDARD,31.72460175,5,STANDARD,34.32171249,5
H14,F2,5,gBlocks,26.18955612,-0.141,STANDARD,33.67071915,5,STANDARD,32.14487839,5,STANDARD,34.36424637,5
H14,F3,5,gBlocks,26.37756157,0.047,STANDARD,33.86458969,5,STANDARD,32.01014709,5,STANDARD,34.77823639,5
H14,G1,E00,gBlocks,26.46138191,0.131,STANDARD,37.16890717,1,STANDARD,34.42213058,1,STANDARD,Undetermined,1
H14,G2,E00,gBlocks,26.25674629,-0.074,STANDARD,37.07154846,1,STANDARD,34.64974213,1,STANDARD,37.003582,1
H14,G3,E00,gBlocks,26.42867851,0.098,STANDARD,35.84227753,1,STANDARD,34.63243484,1,STANDARD,35.95313263,1
H14,H1,E00,gBlocks,26.33958626,0.009,STANDARD,36.1971817,1,STANDARD,33.63458633,1,STANDARD,Undetermined,1
H14,H2,E00,gBlocks,26.35804939,0.028,STANDARD,34.63237,1,STANDARD,35.05426025,1,STANDARD,36.62892151,1
H14,H3,E00,gBlocks,26.34816551,0.018,STANDARD,Undetermined,1,STANDARD,36.53529739,1,STANDARD,Undetermined,1
H15,A1,E05,gBlocks,30.51240158,4.056,STANDARD,19.77568054,100000,STANDARD,18.77072144,100000,STANDARD,20.26430702,100000
H15,A2,E05,gBlocks,30.19465065,3.739,STANDARD,19.65205383,100000,STANDARD,18.56906319,100000,STANDARD,20.08787537,100000
H15,A3,E05,gBlocks,29.96137428,3.505,STANDARD,19.78538132,100000,STANDARD,18.67590332,100000,STANDARD,20.12015724,100000
H15,B1,E04,gBlocks,26.51553726,0.059,STANDARD,23.00376511,10000,STANDARD,21.93936157,10000,STANDARD,23.4771595,10000
H15,B2,E04,gBlocks,26.35560799,-0.100,STANDARD,23.01150322,10000,STANDARD,21.95960236,10000,STANDARD,23.52109718,10000
H15,B3,E04,gBlocks,26.29837799,-0.158,STANDARD,23.14863968,10000,STANDARD,22.06224823,10000,STANDARD,23.64357567,10000
H15,C1,E03,gBlocks,26.32072258,-0.135,STANDARD,26.57388878,1000,STANDARD,25.3828125,1000,STANDARD,27.0014286,1000
H15,C2,E03,gBlocks,26.2701683,-0.186,STANDARD,26.52112198,1000,STANDARD,25.32361412,1000,STANDARD,26.76750946,1000
H15,C3,E03,gBlocks,26.12619972,-0.330,STANDARD,26.64923477,1000,STANDARD,25.41430283,1000,STANDARD,27.07946587,1000
H15,D1,E02,gBlocks,26.37358284,-0.082,STANDARD,29.78243065,100,STANDARD,28.53196526,100,STANDARD,29.96758652,100
H15,D2,E02,gBlocks,26.40040779,-0.056,STANDARD,29.85003471,100,STANDARD,28.44246674,100,STANDARD,30.38884163,100
H15,D3,E02,gBlocks,26.29158211,-0.164,STANDARD,29.62808418,100,STANDARD,28.32102966,100,STANDARD,30.02228737,100
H15,E1,E01,gBlocks,26.34454727,-0.112,STANDARD,32.89227295,10,STANDARD,32.00746918,10,STANDARD,33.48501968,10
H15,E2,E01,gBlocks,26.3289547,-0.127,STANDARD,33.53307724,10,STANDARD,32.07895279,10,STANDARD,34.33995819,10
H15,E3,E01,gBlocks,26.43590736,-0.020,STANDARD,34.7011528,10,STANDARD,32.2019043,10,STANDARD,33.63312531,10
H15,F1,5,gBlocks,26.22706223,-0.229,STANDARD,34.2230835,5,STANDARD,32.27141571,5,STANDARD,34.35200119,5
H15,F2,5,gBlocks,26.38213348,-0.074,STANDARD,33.69470215,5,STANDARD,32.2515564,5,STANDARD,33.03522873,5
H15,F3,5,gBlocks,26.36829185,-0.088,STANDARD,34.14400864,5,STANDARD,32.47610855,5,STANDARD,33.89583969,5
H15,G1,E00,gBlocks,26.34829903,-0.108,STANDARD,35.55797577,1,STANDARD,33.98811722,1,STANDARD,37.11891556,1
H15,G2,E00,gBlocks,26.40197182,-0.054,STANDARD,Undetermined,1,STANDARD,35.07600784,1,STANDARD,35.71717453,1
H15,G3,E00,gBlocks,26.48625755,0.030,STANDARD,35.39583588,1,STANDARD,34.22544861,1,STANDARD,Undetermined,1
H15,H1,E00,gBlocks,26.19516754,-0.261,STANDARD,37.63345718,1,STANDARD,36.11393356,1,STANDARD,35.61077881,1
H15,H2,E00,gBlocks,26.34461975,-0.111,STANDARD,36.5633812,1,STANDARD,35.30002213,1,STANDARD,35.53352356,1
H15,H3,E00,gBlocks,26.36148643,-0.095,STANDARD,36.58109665,1,STANDARD,34.34909439,1,STANDARD,36.8289566,1
H16,A1,E05,gBlocks,29.9103241,3.828,STANDARD,19.36758804,100000,STANDARD,18.28712845,100000,STANDARD,20.37315369,100000
H16,A2,E05,gBlocks,30.60687256,4.524,STANDARD,19.27409554,100000,STANDARD,18.11884689,100000,STANDARD,20.17556953,100000
H16,A3,E05,gBlocks,29.11350632,3.031,STANDARD,19.35288429,100000,STANDARD,18.16965866,100000,STANDARD,20.22471809,100000
H16,B1,E04,gBlocks,26.85884857,0.776,STANDARD,22.41166496,10000,STANDARD,21.23065567,10000,STANDARD,23.36145401,10000
H16,B2,E04,gBlocks,26.54281998,0.460,STANDARD,22.44467735,10000,STANDARD,21.38341522,10000,STANDARD,23.45392418,10000
H16,B3,E04,gBlocks,26.21464729,0.132,STANDARD,22.5538311,10000,STANDARD,21.34759903,10000,STANDARD,23.51663399,10000
H16,C1,E03,gBlocks,25.96091652,-0.121,STANDARD,25.83524513,1000,STANDARD,24.47870636,1000,STANDARD,26.67551422,1000
H16,C2,E03,gBlocks,26.01111603,-0.071,STANDARD,25.64638329,1000,STANDARD,24.35565758,1000,STANDARD,26.44258881,1000
H16,C3,E03,gBlocks,25.95851898,-0.124,STANDARD,25.80279922,1000,STANDARD,24.54948807,1000,STANDARD,26.74423409,1000
H16,D1,E02,gBlocks,26.04885292,-0.034,STANDARD,28.96556091,100,STANDARD,27.68590927,100,STANDARD,29.89134026,100
H16,D2,E02,gBlocks,26.19411659,0.112,STANDARD,29.06798744,100,STANDARD,27.69399452,100,STANDARD,29.66541862,100
H16,D3,E02,gBlocks,26.2675457,0.185,STANDARD,28.84836006,100,STANDARD,27.58039284,100,STANDARD,29.62935829,100
H16,E1,E01,gBlocks,26.12651253,0.044,STANDARD,32.62925339,10,STANDARD,31.16350555,10,STANDARD,33.33164597,10
H16,E2,E01,gBlocks,25.94946861,-0.133,STANDARD,32.48180389,10,STANDARD,30.89324951,10,STANDARD,33.14797592,10
H16,E3,E01,gBlocks,26.07725525,-0.005,STANDARD,32.52012253,10,STANDARD,30.78637695,10,STANDARD,32.53815079,10
H16,F1,5,gBlocks,25.95641899,-0.126,STANDARD,33.07149124,5,STANDARD,31.72200203,5,STANDARD,34.40639114,5
H16,F2,5,gBlocks,26.21060562,0.128,STANDARD,34.50432205,5,STANDARD,31.42485619,5,STANDARD,34.53577042,5
H16,F3,5,gBlocks,26.20402336,0.122,STANDARD,32.85024643,5,STANDARD,31.28399658,5,STANDARD,33.80721664,5
H16,G1,E00,gBlocks,26.0865345,0.004,STANDARD,34.99378204,1,STANDARD,34.05469131,1,STANDARD,37.96448517,1
H16,G2,E00,gBlocks,25.92157173,-0.161,STANDARD,34.79407883,1,STANDARD,33.60558319,1,STANDARD,35.0158844,1
H16,G3,E00,gBlocks,26.096735,0.014,STANDARD,34.70183182,1,STANDARD,34.89400864,1,STANDARD,34.83552933,1
H16,H1,E00,gBlocks,25.90209389,-0.180,STANDARD,34.79977417,1,STANDARD,34.30273438,1,STANDARD,36.43148041,1
H16,H2,E00,gBlocks,26.34759331,0.265,UNKNOWN,37.49413681,0.208355486,UNKNOWN,36.02947998,0.249199823,STANDARD,36.5488472,1
H16,H3,E00,gBlocks,26.06347656,-0.019,STANDARD,35.40838242,1,STANDARD,34.66812897,1,STANDARD,Undetermined,1
H17,A1,E05,gBlocks,31.32652855,4.586,STANDARD,19.6677494,100000,STANDARD,18.37040901,100000,STANDARD,20.21684074,100000
H17,A2,E05,gBlocks,31.8557663,5.115,STANDARD,19.58127594,100000,STANDARD,18.20375252,100000,STANDARD,20.08807182,100000
H17,A3,E05,gBlocks,31.3702507,4.630,STANDARD,19.66169739,100000,STANDARD,18.25671005,100000,STANDARD,20.13195992,100000
H17,B1,E04,gBlocks,27.1133709,0.373,STANDARD,22.86846542,10000,STANDARD,21.432724,10000,STANDARD,23.31012917,10000
H17,B2,E04,gBlocks,27.24246788,0.502,STANDARD,22.88092041,10000,STANDARD,21.55317116,10000,STANDARD,23.36265373,10000
H17,B3,E04,gBlocks,26.77673721,0.036,STANDARD,22.96432686,10000,STANDARD,21.580019,10000,STANDARD,23.49966621,10000
H17,C1,E03,gBlocks,26.55656433,-0.184,STANDARD,26.25408745,1000,STANDARD,24.86897087,1000,STANDARD,26.78486061,1000
H17,C2,E03,gBlocks,26.95809746,0.218,STANDARD,26.29188538,1000,STANDARD,24.73141098,1000,STANDARD,26.62309647,1000
H17,C3,E03,gBlocks,26.47741318,-0.263,STANDARD,26.3815403,1000,STANDARD,24.96657753,1000,STANDARD,26.92215157,1000
H17,D1,E02,gBlocks,26.63455772,-0.106,STANDARD,29.57429695,100,STANDARD,27.93813705,100,STANDARD,29.91300392,100
H17,D2,E02,gBlocks,26.67998886,-0.060,STANDARD,29.39498711,100,STANDARD,27.98072624,100,STANDARD,29.58420372,100
H17,D3,E02,gBlocks,26.67506027,-0.065,STANDARD,29.39110947,100,STANDARD,27.6985569,100,STANDARD,29.77376556,100
H17,E1,E01,gBlocks,26.74730301,0.007,STANDARD,33.03342438,10,STANDARD,31.02363968,10,STANDARD,33.060009,10
H17,E2,E01,gBlocks,26.64973259,-0.091,STANDARD,32.51450348,10,STANDARD,31.45656204,10,STANDARD,32.83412552,10
H17,E3,E01,gBlocks,26.75139809,0.011,STANDARD,33.1348114,10,STANDARD,31.19990921,10,STANDARD,33.36875153,10
H17,F1,5,gBlocks,26.57507133,-0.165,STANDARD,33.96477509,5,STANDARD,32.12139511,5,STANDARD,34.58885193,5
H17,F2,5,gBlocks,26.77709579,0.037,STANDARD,33.96225357,5,STANDARD,31.90917778,5,STANDARD,34.86852646,5
H17,F3,5,gBlocks,26.68905258,-0.051,STANDARD,33.02285385,5,STANDARD,31.92198563,5,STANDARD,33.45946121,5
H17,G1,E00,gBlocks,26.61452103,-0.126,STANDARD,34.88196564,1,STANDARD,33.793293,1,UNKNOWN,39.12306976,0.128987029
H17,G2,E00,gBlocks,26.66808891,-0.072,STANDARD,35.15188599,1,STANDARD,34.26133728,1,STANDARD,35.22934723,1
H17,G3,E00,gBlocks,26.71886635,-0.021,STANDARD,34.97423935,1,STANDARD,33.90101624,1,STANDARD,35.13986969,1
H17,H1,E00,gBlocks,26.73743057,-0.003,STANDARD,Undetermined,1,STANDARD,33.47789001,1,STANDARD,37.34596634,1
H17,H2,E00,gBlocks,26.62155914,-0.119,STANDARD,35.42564011,1,STANDARD,35.1826973,1,STANDARD,37.97735596,1
H17,H3,E00,gBlocks,26.61648941,-0.124,STANDARD,35.64439774,1,STANDARD,34.39678574,1,STANDARD,34.85158539,1
