qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul,hake.confirmed,lamprey.confirmed,eulachon.confirmed
H16,O3,727,unknowns,UNKNOWN,25.993,-0.090,,,1.00,35.684,0.771,Undetermined,,Undetermined,,,,
H16,O4,735,unknowns,UNKNOWN,38.937,12.854,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H16,O5,735,unknowns,UNKNOWN,45,18.918,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H16,O6,735,unknowns,UNKNOWN,45,18.918,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H16,O7,743,unknowns,UNKNOWN,26.108,0.026,,,1.00,33.722,3.179,Undetermined,,Undetermined,,,,
H16,O8,743,unknowns,UNKNOWN,26.132,0.050,,,1.00,33.842,2.916,Undetermined,,Undetermined,,,,
H16,O9,743,unknowns,UNKNOWN,26.317,0.234,,,1.00,33.171,4.734,Undetermined,,Undetermined,,,,
H16,O10,751,unknowns,UNKNOWN,26.071,-0.012,,,1.00,31.940,11.522,Undetermined,,Undetermined,,,,
H16,O11,751,unknowns,UNKNOWN,26.103,0.021,,,1.00,32.198,9.560,Undetermined,,Undetermined,,,,
H16,O12,751,unknowns,UNKNOWN,26.146,0.063,,,1.00,32.244,9.246,Undetermined,,Undetermined,,,,
H16,O13,759,unknowns,UNKNOWN,45,18.918,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H16,O14,759,unknowns,UNKNOWN,45,18.918,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H16,O15,759,unknowns,UNKNOWN,45,18.918,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H16,O16,767,unknowns,UNKNOWN,26.328,0.246,,,1.00,33.502,3.728,Undetermined,,Undetermined,,,,
H16,O17,767,unknowns,UNKNOWN,26.212,0.130,,,1.00,33.215,4.587,Undetermined,,Undetermined,,,,
H16,O18,767,unknowns,UNKNOWN,26.333,0.250,,,1.00,32.632,6.988,Undetermined,,Undetermined,,,,
H16,P1,728,unknowns,UNKNOWN,25.895,-0.187,,,1.00,35.751,0.734,Undetermined,,Undetermined,,,,
H16,P2,728,unknowns,UNKNOWN,25.931,-0.152,,,1.00,36.869,0.327,Undetermined,,Undetermined,,,,
H16,P3,728,unknowns,UNKNOWN,25.702,-0.380,,,1.00,34.524,1.782,Undetermined,,Undetermined,,,,
H16,P4,736,unknowns,UNKNOWN,25.676,-0.406,,,1.00,35.962,0.630,Undetermined,,Undetermined,,,,
H16,P5,736,unknowns,UNKNOWN,25.729,-0.353,,,1.00,34.955,1.304,Undetermined,,Undetermined,,,,
H16,P6,736,unknowns,UNKNOWN,25.883,-0.199,,,1.00,34.930,1.329,Undetermined,,Undetermined,,,,
H16,P7,744,unknowns,UNKNOWN,26.026,-0.057,,,1.00,36.217,0.524,Undetermined,,Undetermined,,,,
H16,P8,744,unknowns,UNKNOWN,25.930,-0.152,,,1.00,34.644,1.634,Undetermined,,Undetermined,,,,
H16,P9,744,unknowns,UNKNOWN,26.242,0.160,,,1.00,34.441,1.891,Undetermined,,Undetermined,,,,
H16,P10,752,unknowns,UNKNOWN,25.934,-0.148,,,1.00,35.193,1.099,Undetermined,,Undetermined,,,,
H16,P11,752,unknowns,UNKNOWN,26.101,0.019,,,1.00,35.933,0.644,Undetermined,,Undetermined,,,,
H16,P12,752,unknowns,UNKNOWN,25.891,-0.191,,,1.00,34.923,1.335,Undetermined,,Undetermined,,,,
H16,P13,760,unknowns,UNKNOWN,26.117,0.035,,,1.00,28.728,117.319,Undetermined,,Undetermined,,,,
H16,P14,760,unknowns,UNKNOWN,26.115,0.033,,,1.00,28.741,116.188,Undetermined,,Undetermined,,,,
H16,P15,760,unknowns,UNKNOWN,25.954,-0.129,,,1.00,28.606,128.114,Undetermined,,Undetermined,,,,
H16,P16,768,unknowns,UNKNOWN,26.617,0.534,NO,,1.00,39.585,0.046,Undetermined,,Undetermined,,,,
H16,P17,768,unknowns,UNKNOWN,27.746,1.664,NO,,1.00,40.921,0.018,Undetermined,,Undetermined,,,,
H16,P18,768,unknowns,UNKNOWN,28.055,1.973,NO,,1.00,36.388,0.463,Undetermined,,Undetermined,,,,
H17,A4,5,unknowns,UNKNOWN,27.118,0.378,YES,YES,1.00,34.652,2.029,Undetermined,,Undetermined,,,,
H17,A5,5,unknowns,UNKNOWN,27.932,1.192,YES,YES,1.00,36.444,0.549,Undetermined,,Undetermined,,,,
H17,A6,5,unknowns,UNKNOWN,27.548,0.807,YES,YES,1.00,36.499,0.527,Undetermined,,Undetermined,,,,
H17,A7,29,unknowns,UNKNOWN,27.009,0.269,YES,YES,1.00,35.607,1.011,Undetermined,,Undetermined,,,,
H17,A8,29,unknowns,UNKNOWN,27.388,0.648,YES,YES,1.00,37.207,0.315,Undetermined,,Undetermined,,,,
H17,A9,29,unknowns,UNKNOWN,27.209,0.469,YES,YES,1.00,34.664,2.012,Undetermined,,Undetermined,,,,
H17,A10,94,unknowns,UNKNOWN,26.820,0.080,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,A11,94,unknowns,UNKNOWN,27.009,0.269,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,A12,94,unknowns,UNKNOWN,27.044,0.303,YES,YES,1.00,36.726,0.447,Undetermined,,Undetermined,,,,
H17,A13,174,unknowns,UNKNOWN,26.958,0.217,YES,YES,1.00,37.063,0.350,Undetermined,,Undetermined,,,,
H17,A14,174,unknowns,UNKNOWN,27.087,0.347,YES,YES,1.00,39.916,0.044,Undetermined,,Undetermined,,,,
H17,A15,174,unknowns,UNKNOWN,27.036,0.295,YES,YES,1.00,37.957,0.182,Undetermined,,Undetermined,,,,
H17,A16,189,unknowns,UNKNOWN,27.241,0.501,NO,YES,1.00,33.747,3.927,Undetermined,,Undetermined,,,,
H17,A17,189,unknowns,UNKNOWN,28.117,1.377,NO,YES,1.00,34.237,2.746,Undetermined,,Undetermined,,,,
H17,A18,189,unknowns,UNKNOWN,27.911,1.171,NO,YES,1.00,34.767,1.866,Undetermined,,Undetermined,,,,
H17,A19,222,unknowns,UNKNOWN,26.857,0.116,YES,YES,1.00,32.326,11.071,Undetermined,,Undetermined,,,,
H17,A20,222,unknowns,UNKNOWN,26.959,0.219,YES,YES,1.00,32.247,11.721,Undetermined,,Undetermined,,,,
H17,A21,222,unknowns,UNKNOWN,26.886,0.146,YES,YES,1.00,32.117,12.890,Undetermined,,Undetermined,,,,
H17,A22,ntc,ntc,NTC,26.757,0.017,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,A23,ntc,ntc,NTC,26.625,-0.116,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,A24,ntc,ntc,NTC,26.898,0.158,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B4,6,unknowns,UNKNOWN,35.619,8.879,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B5,6,unknowns,UNKNOWN,40.203,13.462,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B6,6,unknowns,UNKNOWN,42.710,15.970,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B7,31,unknowns,UNKNOWN,26.929,0.189,YES,YES,1.00,34.255,2.711,Undetermined,,Undetermined,,,,
H17,B8,31,unknowns,UNKNOWN,27.114,0.374,YES,YES,1.00,34.402,2.435,Undetermined,,Undetermined,,,,
H17,B9,31,unknowns,UNKNOWN,26.974,0.234,YES,YES,1.00,34.607,2.097,Undetermined,,Undetermined,,,,
H17,B10,105,unknowns,UNKNOWN,27.448,0.707,NO,YES,1.00,29.495,87.279,Undetermined,,Undetermined,,,,
H17,B11,105,unknowns,UNKNOWN,27.602,0.861,NO,YES,1.00,29.856,67.043,Undetermined,,Undetermined,,,,
H17,B12,105,unknowns,UNKNOWN,27.198,0.458,NO,YES,1.00,29.650,77.951,Undetermined,,Undetermined,,,,
H17,B13,175,unknowns,UNKNOWN,27.030,0.290,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B14,175,unknowns,UNKNOWN,27.418,0.678,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B15,175,unknowns,UNKNOWN,27.008,0.267,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B16,198,unknowns,UNKNOWN,26.918,0.177,YES,YES,1.00,32.901,7.275,Undetermined,,Undetermined,,,,
H17,B17,198,unknowns,UNKNOWN,26.874,0.134,YES,YES,1.00,33.041,6.571,Undetermined,,Undetermined,,,,
H17,B18,198,unknowns,UNKNOWN,26.847,0.107,YES,YES,1.00,33.246,5.660,Undetermined,,Undetermined,,,,
H17,B19,225,unknowns,UNKNOWN,27.160,0.420,YES,YES,1.00,32.979,6.875,Undetermined,,Undetermined,,,,
H17,B20,225,unknowns,UNKNOWN,27.181,0.441,YES,YES,1.00,33.980,3.312,Undetermined,,Undetermined,,,,
H17,B21,225,unknowns,UNKNOWN,27.010,0.269,YES,YES,1.00,33.539,4.569,Undetermined,,Undetermined,,,,
H17,B22,ntc,ntc,NTC,26.760,0.020,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B23,ntc,ntc,NTC,26.622,-0.118,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,B24,ntc,ntc,NTC,26.677,-0.063,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C4,11,unknowns,UNKNOWN,26.922,0.182,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C5,11,unknowns,UNKNOWN,27.164,0.423,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C6,11,unknowns,UNKNOWN,27.007,0.266,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C7,58,unknowns,UNKNOWN,26.806,0.065,YES,YES,1.00,34.023,3.209,Undetermined,,Undetermined,,,,
H17,C8,58,unknowns,UNKNOWN,27.008,0.267,YES,YES,1.00,35.081,1.484,Undetermined,,Undetermined,,,,
H17,C9,58,unknowns,UNKNOWN,26.853,0.112,YES,YES,1.00,34.646,2.039,Undetermined,,Undetermined,,,,
H17,C10,106,unknowns,UNKNOWN,27.291,0.550,NO,YES,1.00,44.968,0.001,Undetermined,,Undetermined,,,,
H17,C11,106,unknowns,UNKNOWN,27.463,0.722,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C12,106,unknowns,UNKNOWN,27.334,0.594,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C13,176,unknowns,UNKNOWN,38.597,11.857,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C14,176,unknowns,UNKNOWN,42.374,15.633,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C15,176,unknowns,UNKNOWN,42.476,15.736,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C16,199,unknowns,UNKNOWN,26.923,0.183,YES,YES,1.00,33.086,6.360,Undetermined,,Undetermined,,,,
H17,C17,199,unknowns,UNKNOWN,27.065,0.324,YES,YES,1.00,32.663,8.655,Undetermined,,Undetermined,,,,
H17,C18,199,unknowns,UNKNOWN,26.931,0.190,YES,YES,1.00,32.800,7.830,Undetermined,,Undetermined,,,,
H17,C19,226,unknowns,UNKNOWN,27.078,0.338,YES,YES,1.00,36.455,0.545,Undetermined,,Undetermined,,,,
H17,C20,226,unknowns,UNKNOWN,27.230,0.489,YES,YES,1.00,37.870,0.194,Undetermined,,Undetermined,,,,
H17,C21,226,unknowns,UNKNOWN,27.109,0.369,YES,YES,1.00,38.274,0.145,Undetermined,,Undetermined,,,,
H17,C22,ntc,ntc,UNKNOWN,26.780,0.040,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C23,ntc,ntc,UNKNOWN,26.700,-0.040,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,C24,ntc,ntc,UNKNOWN,26.682,-0.058,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D4,12,unknowns,UNKNOWN,26.984,0.243,YES,YES,1.00,39.446,0.061,Undetermined,,Undetermined,,,,
H17,D5,12,unknowns,UNKNOWN,27.071,0.330,YES,YES,1.00,38.992,0.086,Undetermined,,Undetermined,,,,
H17,D6,12,unknowns,UNKNOWN,27.021,0.280,YES,YES,1.00,38.809,0.098,Undetermined,,Undetermined,,,,
H17,D7,59,unknowns,UNKNOWN,26.950,0.210,YES,YES,1.00,34.866,1.736,Undetermined,,Undetermined,,,,
H17,D8,59,unknowns,UNKNOWN,26.960,0.219,YES,YES,1.00,35.153,1.408,Undetermined,,Undetermined,,,,
H17,D9,59,unknowns,UNKNOWN,27.039,0.299,YES,YES,1.00,34.602,2.104,Undetermined,,Undetermined,,,,
H17,D10,135,unknowns,UNKNOWN,26.882,0.142,YES,YES,1.00,34.969,1.610,Undetermined,,Undetermined,,,,
H17,D11,135,unknowns,UNKNOWN,26.942,0.201,YES,YES,1.00,34.288,2.646,Undetermined,,Undetermined,,,,
H17,D12,135,unknowns,UNKNOWN,26.959,0.219,YES,YES,1.00,34.498,2.270,Undetermined,,Undetermined,,,,
H17,D13,177,unknowns,UNKNOWN,42.526,15.786,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D14,177,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D15,177,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D16,200,unknowns,UNKNOWN,27.247,0.507,NO,YES,1.00,36.032,0.741,Undetermined,,Undetermined,,,,
H17,D17,200,unknowns,UNKNOWN,27.657,0.916,NO,YES,1.00,35.648,0.981,Undetermined,,Undetermined,,,,
H17,D18,200,unknowns,UNKNOWN,27.452,0.712,NO,YES,1.00,35.660,0.973,Undetermined,,Undetermined,,,,
H17,D19,237,unknowns,UNKNOWN,27.171,0.431,YES,YES,1.00,38.375,0.134,Undetermined,,Undetermined,,,,
H17,D20,237,unknowns,UNKNOWN,27.128,0.387,YES,YES,1.00,38.296,0.142,Undetermined,,Undetermined,,,,
H17,D21,237,unknowns,UNKNOWN,27.173,0.432,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D22,ntc,ntc,UNKNOWN,26.758,0.018,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D23,ntc,ntc,UNKNOWN,26.660,-0.081,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,D24,ntc,ntc,UNKNOWN,26.964,0.223,YES,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,E4,15,unknowns,UNKNOWN,26.853,0.113,YES,YES,1.00,35.246,1.315,Undetermined,,Undetermined,,,,
H17,E5,15,unknowns,UNKNOWN,27.142,0.401,YES,YES,1.00,34.480,2.301,Undetermined,,Undetermined,,,,
H17,E6,15,unknowns,UNKNOWN,27.066,0.325,YES,YES,1.00,37.292,0.296,Undetermined,,Undetermined,,,,
H17,E7,82,unknowns,UNKNOWN,26.924,0.184,YES,YES,1.00,36.423,0.558,Undetermined,,Undetermined,,,,
H17,E8,82,unknowns,UNKNOWN,27.196,0.455,YES,YES,1.00,39.812,0.047,Undetermined,,Undetermined,,,,
H17,E9,82,unknowns,UNKNOWN,27.295,0.555,YES,YES,1.00,38.290,0.143,Undetermined,,Undetermined,,,,
H17,E10,150,unknowns,UNKNOWN,29.177,2.437,NO,YES,1.00,37.079,0.346,Undetermined,,Undetermined,,,,
H17,E11,150,unknowns,UNKNOWN,30.929,4.189,NO,YES,1.00,40.236,0.035,Undetermined,,Undetermined,,,,
H17,E12,150,unknowns,UNKNOWN,31.181,4.440,NO,YES,1.00,41.928,0.010,Undetermined,,Undetermined,,,,
H17,E13,185,unknowns,UNKNOWN,26.969,0.229,YES,YES,1.00,34.770,1.862,Undetermined,,Undetermined,,,,
H17,E14,185,unknowns,UNKNOWN,26.982,0.242,YES,YES,1.00,34.178,2.867,Undetermined,,Undetermined,,,,
H17,E15,185,unknowns,UNKNOWN,27.010,0.269,YES,YES,1.00,33.632,4.270,Undetermined,,Undetermined,,,,
H17,E16,201,unknowns,UNKNOWN,27.181,0.441,NO,YES,1.00,34.274,2.673,Undetermined,,Undetermined,,,,
H17,E17,201,unknowns,UNKNOWN,27.954,1.213,NO,YES,1.00,35.775,0.895,Undetermined,,Undetermined,,,,
H17,E18,201,unknowns,UNKNOWN,27.841,1.101,NO,YES,1.00,35.099,1.465,Undetermined,,Undetermined,,,,
H17,E19,238,unknowns,UNKNOWN,27.015,0.275,YES,YES,1.00,41.521,0.014,Undetermined,,Undetermined,,,,
H17,E20,238,unknowns,UNKNOWN,27.238,0.497,YES,YES,1.00,35.586,1.026,Undetermined,,Undetermined,,,,
H17,E21,238,unknowns,UNKNOWN,27.011,0.271,YES,YES,1.00,35.971,0.775,Undetermined,,Undetermined,,,,
H17,F4,16,unknowns,UNKNOWN,27.011,0.271,YES,YES,1.00,37.521,0.250,Undetermined,,Undetermined,,,,
H17,F5,16,unknowns,UNKNOWN,27.093,0.353,YES,YES,1.00,37.763,0.210,Undetermined,,Undetermined,,,,
H17,F6,16,unknowns,UNKNOWN,27.055,0.314,YES,YES,1.00,35.089,1.475,Undetermined,,Undetermined,,,,
H17,F7,83,unknowns,UNKNOWN,27.353,0.612,YES,YES,1.00,37.663,0.226,Undetermined,,Undetermined,,,,
H17,F8,83,unknowns,UNKNOWN,27.170,0.430,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,F9,83,unknowns,UNKNOWN,27.169,0.428,YES,YES,1.00,37.212,0.314,Undetermined,,Undetermined,,,,
H17,F10,151,unknowns,UNKNOWN,33.160,6.420,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,F11,151,unknowns,UNKNOWN,34.524,7.784,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,F12,151,unknowns,UNKNOWN,31.514,4.774,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,F13,186,unknowns,UNKNOWN,27.299,0.559,NO,YES,1.00,32.794,7.867,Undetermined,,Undetermined,,,,
H17,F14,186,unknowns,UNKNOWN,27.481,0.740,NO,YES,1.00,32.856,7.519,Undetermined,,Undetermined,,,,
H17,F15,186,unknowns,UNKNOWN,27.461,0.720,NO,YES,1.00,33.970,3.338,Undetermined,,Undetermined,,,,
H17,F16,212,unknowns,UNKNOWN,26.955,0.215,YES,YES,1.00,32.015,13.883,Undetermined,,Undetermined,,,,
H17,F17,212,unknowns,UNKNOWN,27.024,0.284,YES,YES,1.00,32.174,12.368,Undetermined,,Undetermined,,,,
H17,F18,212,unknowns,UNKNOWN,27.255,0.514,YES,YES,1.00,32.151,12.577,Undetermined,,Undetermined,,,,
H17,F19,247,unknowns,UNKNOWN,26.996,0.256,YES,YES,1.00,32.831,7.658,Undetermined,,Undetermined,,,,
H17,F20,247,unknowns,UNKNOWN,27.006,0.266,YES,YES,1.00,32.341,10.947,Undetermined,,Undetermined,,,,
H17,F21,247,unknowns,UNKNOWN,26.877,0.137,YES,YES,1.00,32.380,10.644,Undetermined,,Undetermined,,,,
H17,G4,17,unknowns,UNKNOWN,27.061,0.320,YES,YES,1.00,39.294,0.069,Undetermined,,Undetermined,,,,
H17,G5,17,unknowns,UNKNOWN,27.055,0.315,YES,YES,1.00,37.569,0.242,Undetermined,,Undetermined,,,,
H17,G6,17,unknowns,UNKNOWN,27.122,0.381,YES,YES,1.00,39.057,0.082,Undetermined,,Undetermined,,,,
H17,G7,92,unknowns,UNKNOWN,27.018,0.277,YES,YES,1.00,33.297,5.450,Undetermined,,Undetermined,,,,
H17,G8,92,unknowns,UNKNOWN,27.180,0.440,YES,YES,1.00,33.525,4.616,Undetermined,,Undetermined,,,,
H17,G9,92,unknowns,UNKNOWN,26.943,0.203,YES,YES,1.00,33.102,6.283,Undetermined,,Undetermined,,,,
H17,G10,162,unknowns,UNKNOWN,32.248,5.508,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,G11,162,unknowns,UNKNOWN,34.869,8.129,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,G12,162,unknowns,UNKNOWN,31.050,4.310,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,G13,187,unknowns,UNKNOWN,27.102,0.361,NO,YES,1.00,35.085,1.480,Undetermined,,Undetermined,,,,
H17,G14,187,unknowns,UNKNOWN,27.161,0.420,NO,YES,1.00,35.987,0.766,Undetermined,,Undetermined,,,,
H17,G15,187,unknowns,UNKNOWN,27.493,0.753,NO,YES,1.00,35.837,0.855,Undetermined,,Undetermined,,,,
H17,G16,213,unknowns,UNKNOWN,27.137,0.397,YES,YES,1.00,32.001,14.024,Undetermined,,Undetermined,,,,
H17,G17,213,unknowns,UNKNOWN,27.169,0.428,YES,YES,1.00,31.976,14.287,Undetermined,,Undetermined,,,,
H17,G18,213,unknowns,UNKNOWN,27.240,0.500,YES,YES,1.00,32.079,13.253,Undetermined,,Undetermined,,,,
H17,G19,249,unknowns,UNKNOWN,26.903,0.163,YES,YES,1.00,32.973,6.905,Undetermined,,Undetermined,,,,
H17,G20,249,unknowns,UNKNOWN,26.804,0.064,YES,YES,1.00,33.514,4.652,Undetermined,,Undetermined,,,,
H17,G21,249,unknowns,UNKNOWN,26.870,0.130,YES,YES,1.00,33.063,6.466,Undetermined,,Undetermined,,,,
H17,H4,18,unknowns,UNKNOWN,26.888,0.148,YES,YES,1.00,39.428,0.062,Undetermined,,Undetermined,,,,
H17,H5,18,unknowns,UNKNOWN,27.169,0.429,YES,YES,1.00,36.788,0.427,Undetermined,,Undetermined,,,,
H17,H6,18,unknowns,UNKNOWN,26.876,0.135,YES,YES,1.00,37.171,0.323,Undetermined,,Undetermined,,,,
H17,H7,93,unknowns,UNKNOWN,27.009,0.269,YES,YES,1.00,35.080,1.485,Undetermined,,Undetermined,,,,
H17,H8,93,unknowns,UNKNOWN,27.180,0.440,YES,YES,1.00,38.517,0.121,Undetermined,,Undetermined,,,,
H17,H9,93,unknowns,UNKNOWN,26.987,0.247,YES,YES,1.00,34.985,1.592,Undetermined,,Undetermined,,,,
H17,H10,163,unknowns,UNKNOWN,31.027,4.287,NO,YES,1.00,43.980,0.002,Undetermined,,Undetermined,,,,
H17,H11,163,unknowns,UNKNOWN,33.718,6.977,NO,YES,1.00,42.777,0.005,Undetermined,,Undetermined,,,,
H17,H12,163,unknowns,UNKNOWN,30.927,4.187,NO,YES,1.00,43.211,0.004,Undetermined,,Undetermined,,,,
H17,H13,188,unknowns,UNKNOWN,26.931,0.191,YES,YES,1.00,35.638,0.989,Undetermined,,Undetermined,,,,
H17,H14,188,unknowns,UNKNOWN,26.825,0.085,YES,YES,1.00,35.645,0.984,Undetermined,,Undetermined,,,,
H17,H15,188,unknowns,UNKNOWN,26.817,0.076,YES,YES,1.00,35.186,1.374,Undetermined,,Undetermined,,,,
H17,H16,221,unknowns,UNKNOWN,26.966,0.226,YES,YES,1.00,32.400,10.489,Undetermined,,Undetermined,,,,
H17,H17,221,unknowns,UNKNOWN,26.937,0.196,YES,YES,1.00,32.455,10.076,Undetermined,,Undetermined,,,,
H17,H18,221,unknowns,UNKNOWN,26.713,-0.028,YES,YES,1.00,33.018,6.681,Undetermined,,Undetermined,,,,
H17,H19,250,unknowns,UNKNOWN,26.786,0.045,YES,YES,1.00,32.536,9.498,Undetermined,,Undetermined,,,,
H17,H20,250,unknowns,UNKNOWN,26.887,0.147,YES,YES,1.00,32.809,7.783,Undetermined,,Undetermined,,,,
H17,H21,250,unknowns,UNKNOWN,26.757,0.017,YES,YES,1.00,32.674,8.585,Undetermined,,Undetermined,,,,
H17,I1,245,unknowns,UNKNOWN,26.648,-0.093,YES,YES,1.00,33.992,3.283,Undetermined,,Undetermined,,,,
H17,I2,245,unknowns,UNKNOWN,26.728,-0.012,YES,YES,1.00,33.334,5.306,Undetermined,,Undetermined,,,,
H17,I3,245,unknowns,UNKNOWN,26.794,0.053,YES,YES,1.00,32.754,8.100,Undetermined,,Undetermined,,,,
H17,I4,309,unknowns,UNKNOWN,27.349,0.609,NO,YES,1.00,34.721,1.930,Undetermined,,Undetermined,,,,
H17,I5,309,unknowns,UNKNOWN,29.699,2.959,NO,YES,1.00,38.257,0.146,Undetermined,,Undetermined,,,,
H17,I6,309,unknowns,UNKNOWN,28.579,1.838,NO,YES,1.00,35.971,0.776,Undetermined,,Undetermined,,,,
H17,I7,345,unknowns,UNKNOWN,26.944,0.204,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I8,345,unknowns,UNKNOWN,26.962,0.222,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I9,345,unknowns,UNKNOWN,26.954,0.213,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I10,383,unknowns,UNKNOWN,27.506,0.766,NO,YES,1.00,36.813,0.419,Undetermined,,Undetermined,,,,
H17,I11,383,unknowns,UNKNOWN,29.122,2.382,NO,YES,1.00,41.148,0.018,Undetermined,,Undetermined,,,,
H17,I12,383,unknowns,UNKNOWN,28.163,1.423,NO,YES,1.00,36.229,0.642,Undetermined,,Undetermined,,,,
H17,I13,430,unknowns,UNKNOWN,30.286,3.546,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I14,430,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I15,430,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I16,463,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I17,463,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,I18,463,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,J1,246,unknowns,UNKNOWN,26.721,-0.020,YES,YES,1.00,31.946,14.607,Undetermined,,Undetermined,,,,
H17,J2,246,unknowns,UNKNOWN,26.657,-0.083,YES,YES,1.00,32.257,11.643,Undetermined,,Undetermined,,,,
H17,J3,246,unknowns,UNKNOWN,26.739,-0.002,YES,YES,1.00,32.297,11.304,Undetermined,,Undetermined,,,,
H17,J4,318,unknowns,UNKNOWN,27.075,0.334,YES,YES,1.00,38.375,0.134,Undetermined,,Undetermined,,,,
H17,J5,318,unknowns,UNKNOWN,27.120,0.380,YES,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,J6,318,unknowns,UNKNOWN,27.100,0.360,YES,YES,1.00,37.601,0.236,Undetermined,,Undetermined,,,,
H17,J7,356,unknowns,UNKNOWN,27.002,0.262,YES,YES,1.00,31.080,27.472,Undetermined,,Undetermined,,,,
H17,J8,356,unknowns,UNKNOWN,27.088,0.347,YES,YES,1.00,31.421,21.410,Undetermined,,Undetermined,,,,
H17,J9,356,unknowns,UNKNOWN,27.122,0.381,YES,YES,1.00,31.041,28.257,Undetermined,,Undetermined,,,,
H17,J10,394,unknowns,UNKNOWN,40.459,13.719,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,J11,394,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H17,J12,394,unknowns,UNKNOWN,45,18.260,NO,YES,1.00,Undetermined,,Undetermined,,Undetermined,,,,
