Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
457.2,16S_Prey,792006,21464,21370,21460,20768,20768,17501
486.1,16S_Prey,786921,19289,19177,19276,18922,18922,17429
988.2,16S_Prey,611570,12194,12180,12192,12113,12113,11948
1209.2,16S_Prey,502051,16681,16621,16613,16366,16366,15003
463.2,16S_Prey,575888,18611,18588,18605,18346,18346,16276
779.2,16S_Prey,472942,15104,15101,15101,15101,15101,15101
