Date UTC,Tube #,CTD cast,Niskin,depth,comments,water.filtered.L,drop.sample,field.negative.type,Filter size (un),extraction,Extraction technician,elution (ul),comments,qubit (ng/ul),Fluor,Zymo columns,
7/25/2021,557,x25_500,3,300,,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,558,x25_500,4,300,,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,559,x25_500,5,200,,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,560,x25_500,6,200,ST,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,561,x25_500,7,150,ST,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,562,x25_500,8,150,ST,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,563,x25_500,9,50,ST,2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,564,x25_500,10,50,ST,2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,565,x25_300,sfc,sfc,"lots of jellyfish at this station, CTD had been sitting for 30'before collection",2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,566,x25_300,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,567,x25_300,1,300,CTD sat for 30' before water collection,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,568,x25_300,2,300,"filter fell on bench, CTD sat for 30' before water collection",2.5,Y,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,569,x25_300,3,200,CTD sat for 30' before water collection,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,570,x25_300,4,200,CTD sat for 30' before water collection,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,571,x25_300,5,150,"ST, CTD sat for 30' before water collection",2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,572,x25_300,6,150,"ST, CTD sat for 30' before water collection",2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 2 hours at room temp. Only 2ml in Chloroform steps.",,,,
7/25/2021,573,x25_300,7,50,"ST, CTD sat for 30' before water collection",2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,574,x25_300,8,50,"ST, CTD sat for 30' before water collection",2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,575,x25_150,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,576,x25_150,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,577,x25_150,1,150,,2.5,,,1,20211110,,100,"Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,578,x25_150,2,159,,2.5,,,1,20211110,,100,"Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,579,x25_150,3,50,ST,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,580,x25_150,4,50,ST,2.5,,,1,20211110,,100,"Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,581,x25_50,sfc,sfc,"two filters that took an 1 each because it clogged, very orange",2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,582,x25_50,sfc,sfc,"two filters that took an 1 each because it clogged, very orange",2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,583,x25_50,1,50,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,584,x25_50,2,50,ST,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,585,x27_50,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,586,x27_50,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,587,x27_50,1,36,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/25/2021,588,x27_50,2,36,ST,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,589,x29_50,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,590,x29_50,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,591,x29_50,1,50,,2.5,,,1,20211110,,100,"Visible pellet. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,592,x29_50,2,50,ST,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,593,x29_150,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,594,x29_150,sfc,sfc,,2.5,,,1,20211110,,100,"Visible pellet. Didn't finish drying, stored in freezer until dried on 11/15/21. Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,595,x29_150,1,140,,2.5,,,1,20211110,,100,"Samples were incubated and then stored in fridge overnight due to power outage, samples were taken through remaining protocol in one day with isoprecips sitting for 3.25 hours at room temp.",,,,
7/26/2021,596,x29_150,2,140,,2.5,,,1,20211116,,100,,,,,
7/26/2021,597,x29_150,3,50,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,598,x29_150,4,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,599,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211116,,100,,,,,
7/26/2021,600,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211116,,100,,,,,
7/26/2021,601,x29_300,sfc,sfc,,2.5,,,1,20211116,,100,,,,,
7/26/2021,602,x29_300,sfc,sfc,,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,603,x29_300,1,280,,2.5,,,1,20211116,,100,,,,,
7/26/2021,604,x29_300,2,280,,2.5,,,1,20211116,,100,,,,,
7/26/2021,605,x29_300,3,200,,2.5,,,1,20211116,,100,,,,,
7/26/2021,606,x29_300,4,200,,2.5,,,1,20211116,,100,,,,,
7/26/2021,607,x29_300,5,150,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,608,x29_300,6,150,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,609,x29_300,7,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,610,x29_300,8,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,611,x29_500,sfc,sfc,,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,612,x29_500,sfc,sfc,,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,613,x29_500,1,480,,2.5,,,1,20211116,,100,,,,,
7/26/2021,614,x29_500,2,480,,2.5,,,1,20211116,,100,,,,,
7/26/2021,615,x29_500,3,300,,2.5,,,1,20211116,,100,,,,,
7/26/2021,616,x29_500,4,300,,2.5,,,1,20211116,,100,,,,,
7/26/2021,617,x29_500,5,200,,2.5,,,1,20211116,,100,,,,,
7/26/2021,618,x29_500,6,200,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,619,x29_500,7,150,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,620,x29_500,8,150,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,621,x29_500,9,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,622,x29_500,10,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,623,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20211116,,100,,,,,
7/26/2021,624,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20211116,,100,,,,,
7/26/2021,625,x29_500.1,sfc,sfc,,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,626,x29_500.1,sfc,sfc,,2.5,,,1,20211116,,100,,,,,
7/26/2021,627,x29_500.1,1,500,,2.5,,,1,20211116,,100,,,,,
7/26/2021,628,x29_500.1,2,500,,2.5,,,1,20211116,,100,,,,,
7/26/2021,629,x29_500.1,3,300,,2.5,,,1,20211116,,100,,,,,
7/26/2021,630,x29_500.1,4,300,,2.5,,,1,20211116,,100,,,,,
7/26/2021,631,x29_500.1,5,200,,2.5,,,1,20211116,,100,,,,,
7/26/2021,632,x29_500.1,6,200,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,633,x29_500.1,7,150,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,634,x29_500.1,8,150,ST,2.5,,,1,20211116,,100,,,,,
7/26/2021,635,x29_500.1,9,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,636,x29_500.1,10,50,ST,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,637,x29_1500,sfc,sfc,,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,638,x29_1500,sfc,sfc,,2.5,,,1,20211116,,100,Visible pellet.,,,,
7/26/2021,639,x29_1500,1,500,,2.5,,,1,20211116,,100,,,,,
7/26/2021,640,x29_1500,2,500,,2.5,,,1,20211116,,100,,,,,
7/26/2021,641,x29_1500,3,300,,2.5,,,1,20211116,,100,,,,,
7/26/2021,642,x29_1500,4,300,,2.5,,,1,20211116,,100,,,,,
7/26/2021,643,x29_1500,5,200,,2.5,,,1,20211118,,100,,,,,
7/26/2021,644,x29_1500,6,200,ST,2.5,,,1,20211118,,100,,,,,
7/26/2021,645,x29_1500,7,150,ST,2.5,,,1,20211118,,100,,,,,
7/26/2021,646,x29_1500,8,150,ST,2.5,,,1,20211118,,100,,,,,
7/26/2021,647,x29_1500,9,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,648,x29_1500,10,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,649,x29_1500,1,500,,2.5,,,1,20211118,,100,,,,,
7/26/2021,650,x29_1500,2,500,,2.5,,,1,20211118,,100,,,,,
7/26/2021,651,x29_1500,3,300,,2.5,,,1,20211118,,100,,,,,
7/26/2021,652,x29_1500,4,300,,2.5,,,1,20211118,,100,,,,,
7/26/2021,653,x29_1500,9,50,"ST, tiny salp on filter",2.5,,,1,20211118,,100,Visible pellet. Not dried so froze until 11/22/21 when drying contiuned.,,,,
7/26/2021,654,x29_1500,10,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,655,x31_1500,sfc,sfc,,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,656,x31_1500,sfc,sfc,,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,657,x31_1500,1,500,,2.5,,,1,20211118,,100,,,,,
7/26/2021,658,x31_1500,2,500,,2.5,,,1,20211118,,100,,,,,
7/26/2021,659,x31_1500,3,300,,2.5,,,1,20211118,,100,,,,,
7/26/2021,660,x31_1500,4,300,,2.5,,,1,20211118,,100,,,,,
7/26/2021,661,x31_1500,5,200,,2.5,,,1,20211118,,100,,,,,
7/26/2021,662,x31_1500,6,200,ST,2.5,,,1,20211118,,100,,,,,
7/26/2021,663,x31_1500,7,150,ST,2.5,,,1,20211118,,100,,,,,
7/26/2021,664,x31_1500,8,150,ST,2.5,,,1,20211118,,100,,,,,
7/26/2021,665,x31_1500,9,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,666,x31_1500,10,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,667,x31_1500,1,500,,2.5,,,1,20211118,,100,,,,,
7/26/2021,668,x31_1500,2,500,,2.5,,,1,20211118,,100,,,,,
7/26/2021,669,x31_1500,3,300,,2.5,,,1,20211118,,100,,,,,
7/26/2021,670,x31_1500,4,300,,2.5,,,1,20211118,,100,,,,,
7/26/2021,671,x31_1500,9,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/26/2021,672,x31_1500,10,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/27/2021,673,x33_1500,sfc,sfc,,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/27/2021,674,x33_1500,sfc,sfc,,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/27/2021,675,x33_1500,1,500,,2.5,,,1,20211118,,100,,,,,
7/27/2021,676,x33_1500,2,500,,2.5,,,1,20211118,,100,,,,,
7/27/2021,677,x33_1500,3,300,,2.5,,,1,20211118,,100,,,,,
7/27/2021,678,x33_1500,4,300,,2.5,,,1,20211118,,100,,,,,
7/27/2021,679,x33_1500,5,200,,2.5,,,1,20211118,,100,,,,,
7/27/2021,680,x33_1500,6,200,ST,2.5,,,1,20211118,,100,,,,,
7/27/2021,681,x33_1500,7,150,ST,2.5,,,1,20211118,,100,,,,,
7/27/2021,682,x33_1500,8,150,ST,2.5,,,1,20211118,,100,,,,,
7/27/2021,683,x33_1500,9,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/27/2021,684,x33_1500,10,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/27/2021,685,x33_1500,1,500,,2.5,,,1,20211118,,100,,,,,
7/27/2021,686,x33_1500,2,500,,2.5,,,1,20211118,,100,,,,,
7/27/2021,687,x33_1500,3,300,,2.5,,,1,20211118,,100,,,,,
7/27/2021,688,x33_1500,4,300,,2.5,,,1,20211118,,100,,,,,
7/27/2021,689,x33_1500,9,50,ST,2.5,,,1,20211118,,100,Visible pellet.,,,,
7/27/2021,690,x33_1500,10,50,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,691,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211123,,100,,,,,
7/27/2021,692,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45), possible contamination from reusable cup from a spill from the sample next to it",2.5,,Evap.H2O.dispose,0.45,20211123,,100,,,,,
7/27/2021,693,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20211123,,100,,,,,
7/27/2021,694,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20211123,,100,,,,,
7/27/2021,695,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20211123,,100,,,,,
7/27/2021,696,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20211123,,100,,,,,
7/27/2021,697,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20211123,,100,,,,,
7/27/2021,698,x35_50,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,699,x35_50,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,700,x35_50,1,50,ST,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,701,x35_50,2,50,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,702,x35_150,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,703,x35_150,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,704,x35_150,1,150,,2.5,,,1,20211123,,100,,,,,
7/27/2021,705,x35_150,2,150,,2.5,,,1,20211123,,100,,,,,
7/27/2021,706,x35_150,3,50,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,707,x35_150,4,50,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,708,x35_300,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,709,x35_300,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,710,x35_300,1,300,,2.5,,,1,20211123,,100,,,,,
7/27/2021,711,x35_300,2,300,,2.5,,,1,20211123,,100,,,,,
7/27/2021,712,x35_300,3,200,,2.5,,,1,20211123,,100,,,,,
7/27/2021,713,x35_300,4,200,"Did not take shallower samples because it was so close to the previous station. In fact, we did not move, we were just drifted while deploying previous CTD",2.5,,,1,20211123,,100,,,,,
7/27/2021,714,x35_500,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,715,x35_500,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/27/2021,716,x35_500,1,500,,2.5,,,1,20211123,,100,,,,,
7/27/2021,717,x35_500,2,500,,2.5,,,1,20211123,,100,,,,,
7/27/2021,718,x35_500,3,300,,2.5,,,1,20211123,,100,,,,,
7/27/2021,719,x35_500,4,300,,2.5,,,1,20211123,,100,,,,,
7/27/2021,720,x35_500,5,200,,2.5,,,1,20211123,,100,,,,,
7/27/2021,721,x35_500,6,200,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,722,x35_500,7,150,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,723,x35_500,8,150,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,724,x35_500,9,50,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,725,x35_500,10,50,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,726,x35_500,3,300,,2.5,,,1,20211123,,100,,,,,
7/27/2021,727,x35_500,4,300,,2.5,,,1,20211123,,100,,,,,
7/27/2021,728,x35_500,9,50,ST,2.5,,,1,20211123,,100,,,,,
7/27/2021,729,x35_500,10,50,ST,2.5,,,1,20211123,,100,,,,,
7/28/2021,730,x37_50,sfc,sfc,"blue whale spotted by the bow, probable signal on this cast",2.5,,,1,20211123,,100,Visible pellet.,,,,
7/28/2021,731,x37_50,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/28/2021,732,x37_50,1,50,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/28/2021,733,x37_50,2,50,ST,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/28/2021,734,x37_150,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/28/2021,735,x37_150,sfc,sfc,,2.5,,,1,20211123,,100,Visible pellet.,,,,
7/28/2021,736,x37_150,1,150,,2.5,,,1,20211123,,100,,,,,
7/28/2021,737,x37_150,2,150,,2.5,,,1,20220103,,100,,,,,
7/28/2021,738,x37_150,3,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,739,x37_150,4,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,740,x37_300,sfc,sfc,,2.5,,,1,20220103,,100,Visible pellet.,,,,
7/28/2021,741,x37_300,sfc,sfc,,2.5,"Y, ext issue",,1,20220103,,100,Seal broke in C2-> I step.,,,,
7/28/2021,742,x37_300,1,300,,2.5,"Y, ext issue",,1,20220103,,100,"In C2 -> I step, not all of sample was transferred",,,,
7/28/2021,743,x37_300,2,300,,2.5,,,1,20220103,,100,,,,,
7/28/2021,744,x37_300,3,200,,2.5,,,1,20220103,,100,,,,,
7/28/2021,745,x37_300,4,200,,2.5,,,1,20220103,,100,,,,,
7/28/2021,746,x37_300,5,150,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,747,x37_300,6,150,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,748,x37_300,7,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,749,x37_300,8,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,750,x37_500,sfc,sfc,,2.5,,,1,20220103,,100,Visible pellet. Froze o/n to continue drying next day.,,,,
7/28/2021,751,x37_500,sfc,sfc,,2.5,,,1,20220103,,100,Visible pellet.,,,,
7/28/2021,752,x37_500,1,456,,2.5,,,1,20220103,,100,,,,,
7/28/2021,753,x37_500,2,456,,2.5,,,1,20220103,,100,,,,,
7/28/2021,754,x37_500,3,300,,2.5,,,1,20220103,,100,,,,,
7/28/2021,755,x37_500,4,300,,2.5,,,1,20220103,,100,,,,,
7/28/2021,756,x37_500,5,200,,2.5,,,1,20220103,,100,,,,,
7/28/2021,757,x37_500,6,200,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,758,x37_500,7,150,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,759,x37_500,8,150,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,760,x37_500,9,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,761,x37_500,10,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,762,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220103,,100,,,,,
7/28/2021,763,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20220103,,100,,,,,
7/28/2021,764,x37_1500,sfc,sfc,,2.5,,,1,20220103,,100,Visible pellet.,,,,
7/28/2021,765,x37_1500,sfc,sfc,,2.5,,,1,20220103,,100,Visible pellet.,,,,
7/28/2021,766,x37_1500,1,500,,2.5,,,1,20220103,,100,,,,,
7/28/2021,767,x37_1500,2,500,,2.5,,,1,20220103,,100,,,,,
7/28/2021,768,x37_1500,3,300,,2.5,,,1,20220103,,100,,,,,
7/28/2021,769,x37_1500,4,300,,2.5,,,1,20220103,,100,,,,,
7/28/2021,770,x37_1500,5,200,,2.5,,,1,20220103,,100,,,,,
7/28/2021,771,x37_1500,6,200,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,772,x37_1500,7,150,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,773,x37_1500,8,150,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,774,x37_1500,9,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,775,x37_1500,10,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,776,x37_1500,1,500,little critter (ascydian?) on filter,2.5,,,1,20220103,,100,,,,,
7/28/2021,777,x37_1500,2,500,,2.5,,,1,20220103,,100,Froze o/n to continue drying next day.,,,,
7/28/2021,778,x37_1500,3,300,,2.5,,,1,20220103,,100,,,,,
7/28/2021,779,x37_1500,4,300,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,780,x37_1500,9,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,781,x37_1500,10,50,ST,2.5,,,1,20220103,,100,,,,,
7/28/2021,782,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220103,,100,,,,,
7/28/2021,783,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220103,,100,,,,,
7/28/2021,784,x39_1500,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/28/2021,785,x39_1500,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/28/2021,786,x39_1500,1,500,,2.5,,,1,20220104,,100,,,,,
7/28/2021,787,x39_1500,2,500,,2.5,,,1,20220104,,100,,,,,
