Date UTC,Tube #,CTD cast,Niskin,depth,comments,water.filtered.L,drop.sample,field.negative.type,Filter size (un),extraction,Extraction technician,elution (ul),comments,qubit (ng/ul),Fluor,Zymo columns,
9/13/2021,1791,x73_500,10,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1792,x73_300,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1793,x73_300,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1794,x73_300,1,300,,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1795,x73_300,2,300,,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1796,x73_300,3,200,,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1797,x73_300,4,200,,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1798,x73_300,5,150,ST,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1799,x73_300,6,150,ST,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1800,x73_300,7,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1801,x73_300,8,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1802,x73_150,sfc,sfc,Half hour proccesing delay due to backlog,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1803,x73_150,sfc,sfc,Half hour proccesing delay due to backlog,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1804,x73_150,1,142,Half hour proccesing delay due to backlog,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1805,x73_150,2,142,Half hour proccesing delay due to backlog,2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1806,x73_150,3,50,"ST, Half hour proccesing delay due to backlog",2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1807,x73_150,4,50,"ST, Half hour proccesing delay due to backlog",2.5,,,1,20221109,AW,100,,,,,
9/13/2021,1808,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20221109,AW,100,,,,,
9/13/2021,1809,N/A,N/A,N/A,"Ship DI, 2.5L, single use (1.0 un)",2.5,,Evap.H2O.dispose,1,20221109,AW,100,,,,,
9/13/2021,1810,x73_50,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1811,x73_50,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1812,x73_50,1,50,"Organisms on filter, see pic",2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1813,x73_50,2,50,"Organisms on filter, see pic",2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/13/2021,1814,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20221109,AW,100,,,,,
9/13/2021,1815,N/A,N/A,N/A,"Lab DI, 2L, single use (1.0un)",2,,Lab.H2O.dispose,1,20221109,AW,100,,,,,
9/13/2021,1816,N/A,N/A,N/A,"Aerial 5 min, single use (1.0un) cup, active",N/A,,Aerial.5min,1,20221109,AW,100,,,,,
9/13/2021,1817,N/A,N/A,N/A,"Aerial 5 min, single use (1.0un) cup, active",N/A,,Aerial.5min,1,20221109,AW,100,,,,,
9/13/2021,1818,N/A,N/A,N/A,"Aerial 5 min, single use (1.0un) cup, active",N/A,,Aerial.5min,1,20221109,AW,100,,,,,
9/14/2021,1819,x75_50,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1820,x75_50,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1821,x75_50,1,47,"Bottle leaky, may not be depth specific",2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1822,x75_50,2,47,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1823,x75_150,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1824,x75_150,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1825,x75_150,1,143,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1826,x75_150,2,143,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1827,x75_150,3,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1828,x75_150,4,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1829,x75_300,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1830,x75_300,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1831,x75_300,1,300,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1832,x75_300,2,300,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1833,x75_300,3,200,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1834,x75_300,4,200,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1835,x75_300,5,150,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1836,x75_300,6,150,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1837,x75_300,7,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1838,x75_300,8,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1839,x75_500,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1840,x75_500,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1841,x75_500,1,466,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1842,x75_500,2,466,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1843,x75_500,3,300,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1844,x75_500,4,300,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1845,x75_500,5,200,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1846,x75_500,6,200,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1847,x75_500,7,150,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1848,x75_500,8,150,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1849,x75_500,9,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1850,x75_500,10,50,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1851,x75_500.1,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1852,x75_500.1,sfc,sfc,,2.5,,,1,20221109,AW,100,Visible pellet,,,,
9/14/2021,1853,x75_500.1,1,500,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1854,x75_500.1,2,500,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1855,x75_500.1,3,300,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1856,x75_500.1,4,300,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1857,x75_500.1,5,200,,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1858,x75_500.1,6,200,ST,2.5,,,1,20221109,AW,100,,,,,
9/14/2021,1859,x75_500.1,7,150,ST,2.5,,,1,,,,,,,,
9/14/2021,1860,x75_500.1,8,150,ST,2.5,,,1,,,,,,,,
9/14/2021,1861,x75_500.1,9,50,ST,2.5,,,1,,,,,,,,
9/14/2021,1862,x75_500.1,10,50,ST,2.5,,,1,,,,,,,,
9/14/2021,1863,x75_500.2,sfc,sfc,,2.5,,,1,,,,,,,,
9/14/2021,1864,x75_500.2,sfc,sfc,,2.5,,,1,,,,,,,,
9/14/2021,1865,x75_500.2,1,500,,2.5,,,1,,,,,,,,
9/14/2021,1866,x75_500.2,2,500,,2.5,,,1,,,,,,,,
9/14/2021,1867,x75_500.2,3,300,,2.5,,,1,,,,,,,,
9/14/2021,1868,x75_500.2,4,300,,2.5,,,1,,,,,,,,
9/14/2021,1869,x75_500.2,5,200,,2.5,,,1,,,,,,,,
9/14/2021,1870,x75_500.2,6,200,ST,2.5,,,1,,,,,,,,
9/14/2021,1871,x75_500.2,7,150,ST,2.5,,,1,,,,,,,,
9/14/2021,1872,x75_500.2,8,150,ST,2.5,,,1,,,,,,,,
9/14/2021,1873,x75_500.2,9,50,ST,2.5,,,1,,,,,,,,
9/14/2021,1874,x75_500.2,10,50,ST,2.5,,,1,,,,,,,,
9/14/2021,1875,x75_1500,sfc,sfc,,2.5,,,1,,,,,,,,
9/14/2021,1876,x75_1500,sfc,sfc,,2.5,,,1,,,,,,,,
9/14/2021,1877,x75_1500,1,500,,2.5,,,1,,,,,,,,
9/14/2021,1878,x75_1500,2,500,,2.5,,,1,,,,,,,,
9/14/2021,1879,x75_1500,3,300,,2.5,,,1,,,,,,,,
9/14/2021,1880,x75_1500,4,300,,2.5,,,1,,,,,,,,
9/14/2021,1881,x75_1500,5,200,,2.5,,,1,,,,,,,,
9/14/2021,1882,x75_1500,6,200,,2.5,,,1,,,,,,,,
9/14/2021,1883,x75_1500,7,150,ST,2.5,,,1,,,,,,,,
9/14/2021,1884,x75_1500,8,150,ST,2.5,,,1,,,,,,,,
9/14/2021,1885,x75_1500,9,50,ST,2.5,,,1,,,,,,,,
9/14/2021,1886,x75_1500,10,50,ST,2.5,,,1,,,,,,,,
9/14/2021,1887,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,,,,,,,,
9/14/2021,1888,N/A,N/A,N/A,"Ship DI, 2.5L, single use (1.0 un)",2.5,,Evap.H2O.dispose,1,,,,,,,,
9/15/2021,1889,x77_1500,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1890,x77_1500,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1891,x77_1500,1,500,,2.5,,,1,,,,,,,,
9/15/2021,1892,x77_1500,2,500,,2.5,,,1,,,,,,,,
9/15/2021,1893,x77_1500,3,300,,2.5,,,1,,,,,,,,
9/15/2021,1894,x77_1500,4,300,,2.5,,,1,,,,,,,,
9/15/2021,1895,x77_1500,5,200,,2.5,,,1,,,,,,,,
9/15/2021,1896,x77_1500,6,200,ST,2.5,,,1,,,,,,,,
9/15/2021,1897,x77_1500,7,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1898,x77_1500,8,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1899,x77_1500,9,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1900,x77_1500,10,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1901,x77_500.1,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1902,x77_500.1,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1903,x77_500.1,1,500,,2.5,,,1,,,,,,,,
9/15/2021,1904,x77_500.1,2,500,,2.5,,,1,,,,,,,,
9/15/2021,1905,x77_500.1,3,300,,2.5,,,1,,,,,,,,
9/15/2021,1906,x77_500.1,4,300,,2.5,,,1,,,,,,,,
9/15/2021,1907,x77_500.1,5,200,,2.5,,,1,,,,,,,,
9/15/2021,1908,x77_500.1,6,200,,2.5,,,1,,,,,,,,
9/15/2021,1909,x77_500.1,7,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1910,x77_500.1,8,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1911,x77_500.1,9,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1912,x77_500.1,10,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1913,x77_500,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1914,x77_500,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1915,x77_500,1,500,,2.5,,,1,,,,,,,,
9/15/2021,1916,x77_500,2,500,,2.5,,,1,,,,,,,,
9/15/2021,1917,x77_500,3,300,,2.5,,,1,,,,,,,,
9/15/2021,1918,x77_500,4,300,,2.5,,,1,,,,,,,,
9/15/2021,1919,x77_500,5,200,,2.5,,,1,,,,,,,,
9/15/2021,1920,x77_500,6,200,ST,2.5,,,1,,,,,,,,
9/15/2021,1921,x77_500,7,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1922,x77_500,8,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1923,x77_500,9,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1924,x77_500,10,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1925,x77_300,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1926,x77_300,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1927,x77_300,1,300,,2.5,,,1,,,,,,,,
9/15/2021,1928,x77_300,2,300,,2.5,,,1,,,,,,,,
9/15/2021,1929,x77_300,3,200,,2.5,,,1,,,,,,,,
9/15/2021,1930,x77_300,4,200,,2.5,,,1,,,,,,,,
9/15/2021,1931,x77_300,5,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1932,x77_300,6,150,ST,2.5,,,1,,,,,,,,
9/15/2021,1933,x77_300,7,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1934,x77_300,8,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1935,x77_150,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1936,x77_150,sfc,sfc,,2.5,,,1,,,,,,,,
9/15/2021,1937,x77_150,1,143,,2.5,,,1,,,,,,,,
9/15/2021,1938,x77_150,2,143,,2.5,,,1,,,,,,,,
9/15/2021,1939,x77_150,3,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1940,x77_150,4,50,ST,2.5,,,1,,,,,,,,
9/15/2021,1941,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,,,,,,,,
9/15/2021,1942,N/A,N/A,N/A,"Ship DI, 2.5L, single use (1.0 un)",2.5,,Evap.H2O.dispose,1,,,,,,,,
9/16/2021,1943,x77_50,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1944,x77_50,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1945,x77_50,1,45,,2.5,,,1,,,,,,,,
9/16/2021,1946,x77_50,2,45,ST,2.5,,,1,,,,,,,,
9/16/2021,1947,x79_50,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1948,x79_50,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1949,x79_50,1,44,,2.5,,,1,,,,,,,,
9/16/2021,1950,x79_50,2,44,ST,2.5,,,1,,,,,,,,
9/16/2021,1951,x79_150,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1952,x79_150,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1953,x79_150,3,50,,2.5,,,1,,,,,,,,
9/16/2021,1954,x79_150,4,50,,2.5,,,1,,,,,,,,
9/16/2021,1955,x79_300,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1956,x79_300,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1957,x79_300,1,300,,2.5,,,1,,,,,,,,
9/16/2021,1958,x79_300,2,300,,2.5,,,1,,,,,,,,
9/16/2021,1959,x79_300,3,200,,2.5,,,1,,,,,,,,
9/16/2021,1960,x79_300,4,200,,2.5,,,1,,,,,,,,
9/16/2021,1961,x79_300,5,150,ST,2.5,,,1,,,,,,,,
9/16/2021,1962,x79_300,6,150,ST,2.5,,,1,,,,,,,,
9/16/2021,1963,x79_300,7,50,ST,2.5,,,1,,,,,,,,
9/16/2021,1964,x79_300,8,50,ST,2.5,,,1,,,,,,,,
9/16/2021,1965,x79_500,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1966,x79_500,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1967,x79_500,1,500,,2.5,,,1,,,,,,,,
9/16/2021,1968,x79_500,2,500,,2.5,,,1,,,,,,,,
9/16/2021,1969,x79_500,3,300,,2.5,,,1,,,,,,,,
9/16/2021,1970,x79_500,4,300,,2.5,,,1,,,,,,,,
9/16/2021,1971,x79_500,5,200,,2.5,,,1,,,,,,,,
9/16/2021,1972,x79_500,6,200,ST,2.5,,,1,,,,,,,,
9/16/2021,1973,x79_500,7,150,ST,2.5,,,1,,,,,,,,
9/16/2021,1974,x79_500,8,150,ST,2.5,,,1,,,,,,,,
9/16/2021,1975,x79_500,9,50,ST,2.5,,,1,,,,,,,,
9/16/2021,1976,x79_500,10,50,ST,2.5,,,1,,,,,,,,
9/16/2021,1977,x79_500.1,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1978,x79_500.1,sfc,sfc,,2.5,,,1,,,,,,,,
9/16/2021,1979,x79_500.1,1,500,,2.5,,,1,,,,,,,,
9/16/2021,1980,x79_500.1,2,500,,2.5,,,1,,,,,,,,
9/16/2021,1981,x79_500.1,3,300,,2.5,,,1,,,,,,,,
9/16/2021,1982,x79_500.1,4,300,,2.5,,,1,,,,,,,,
9/16/2021,1983,x79_500.1,5,200,,2.5,,,1,,,,,,,,
9/16/2021,1984,x79_500.1,6,200,ST,2.5,,,1,,,,,,,,
9/16/2021,1985,x79_500.1,7,150,ST,2.5,,,1,,,,,,,,
9/16/2021,1986,x79_500.1,8,150,ST,2.5,,,1,,,,,,,,
9/16/2021,1987,x79_500.1,9,50,ST,2.5,,,1,,,,,,,,
9/16/2021,1988,x79_500.1,10,50,ST,2.5,,,1,,,,,,,,
9/16/2021,1989,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,,,,,,,,
9/16/2021,1990,N/A,N/A,N/A,"Lab DI, 2L, single use (1.0un)",2,,Lab.H2O.dispose,1,,,,,,,,
9/16/2021,1991,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,,,,,,,,
9/16/2021,1992,N/A,N/A,N/A,"Ship DI, 2.5L, single use (1.0 un)",2.5,,Evap.H2O.dispose,1,,,,,,,,
9/17/2021,1993,x79_1500,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,1994,x79_1500,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,1995,x79_1500,1,500,,2.5,,,1,,,,,,,,
9/17/2021,1996,x79_1500,2,500,,2.5,,,1,,,,,,,,
9/17/2021,1997,x79_1500,3,300,,2.5,,,1,,,,,,,,
9/17/2021,1998,x79_1500,4,300,,2.5,,,1,,,,,,,,
9/17/2021,1999,x79_1500,5,200,,2.5,,,1,,,,,,,,
9/17/2021,2000,x79_1500,6,200,,2.5,,,1,,,,,,,,
9/17/2021,2001,x79_1500,7,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2002,x79_1500,8,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2003,x79_1500,9,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2004,x79_1500,10,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2005,x79_500.5,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,2006,x79_500.5,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,2007,x79_500.5,1,500,,2.5,,,1,,,,,,,,
9/17/2021,2008,x79_500.5,2,500,,2.5,,,1,,,,,,,,
9/17/2021,2009,x79_500.5,3,300,,2.5,,,1,,,,,,,,
9/17/2021,2010,x79_500.5,4,300,,2.5,,,1,,,,,,,,
9/17/2021,2011,x79_500.5,5,200,,2.5,,,1,,,,,,,,
9/17/2021,2012,x79_500.5,6,200,ST,2.5,,,1,,,,,,,,
9/17/2021,2013,x79_500.5,7,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2014,x79_500.5,8,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2015,x79_500.5,9,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2016,x79_500.5,10,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2017,x79_500.4,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,2018,x79_500.4,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,2019,x79_500.4,1,500,,2.5,,,1,,,,,,,,
9/17/2021,2020,x79_500.4,2,500,,2.5,,,1,,,,,,,,
9/17/2021,2021,x79_500.4,3,300,,2.5,,,1,,,,,,,,
9/17/2021,2022,x79_500.4,4,300,,2.5,,,1,,,,,,,,
9/17/2021,2023,x79_500.4,5,200,,2.5,,,1,,,,,,,,
9/17/2021,2024,x79_500.4,6,200,ST,2.5,,,1,,,,,,,,
9/17/2021,2025,x79_500.4,7,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2026,x79_500.4,8,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2027,x79_500.4,9,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2028,x79_500.4,10,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2029,x79_500.2,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,2030,x79_500.2,sfc,sfc,,2.5,,,1,,,,,,,,
9/17/2021,2031,x79_500.2,1,500,,2.5,,,1,,,,,,,,
9/17/2021,2032,x79_500.2,2,500,,2.5,,,1,,,,,,,,
9/17/2021,2033,x79_500.2,3,300,,2.5,,,1,,,,,,,,
9/17/2021,2034,x79_500.2,4,300,,2.5,,,1,,,,,,,,
9/17/2021,2035,x79_500.2,5,200,,2.5,,,1,,,,,,,,
9/17/2021,2036,x79_500.2,6,200,ST,2.5,,,1,,,,,,,,
9/17/2021,2037,x79_500.2,7,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2038,x79_500.2,8,150,ST,2.5,,,1,,,,,,,,
9/17/2021,2039,x79_500.2,9,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2040,x79_500.2,10,50,ST,2.5,,,1,,,,,,,,
9/17/2021,2041,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,,,,,,,,
9/17/2021,2042,N/A,N/A,N/A,"Ship DI, 2.5L, single use (1.0 un)",2.5,,Evap.H2O.dispose,1,,,,,,,,
9/20/2021,2043,x83_150,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2044,x83_150,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2045,x83_150,1,140,,2.5,,,1,,,,,,,,
9/20/2021,2046,x83_150,2,140,,2.5,,,1,,,,,,,,
9/20/2021,2047,x83_150,3,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2048,x83_150,4,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2049,x83_300,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2050,x83_300,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2051,x83_300,1,295,,2.5,,,1,,,,,,,,
9/20/2021,2052,x83_300,2,295,,2.5,,,1,,,,,,,,
9/20/2021,2053,x83_300,3,200,,2.5,,,1,,,,,,,,
9/20/2021,2054,x83_300,4,200,,2.5,,,1,,,,,,,,
9/20/2021,2055,x83_300,5,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2056,x83_300,6,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2057,x83_300,7,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2058,x83_300,8,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2059,x83_500,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2060,x83_500,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2061,x83_500,1,475,,2.5,,,1,,,,,,,,
9/20/2021,2062,x83_500,2,475,,2.5,,,1,,,,,,,,
9/20/2021,2063,x83_500,3,300,,2.5,,,1,,,,,,,,
9/20/2021,2064,x83_500,4,300,,2.5,,,1,,,,,,,,
9/20/2021,2065,x83_500,5,200,,2.5,,,1,,,,,,,,
9/20/2021,2066,x83_500,6,200,ST,2.5,,,1,,,,,,,,
9/20/2021,2067,x83_500,7,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2068,x83_500,8,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2069,x83_500,9,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2070,x83_500,10,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2071,x83_500.1,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2072,x83_500.1,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2073,x83_500.1,1,500,,2.5,,,1,,,,,,,,
9/20/2021,2074,x83_500.1,2,500,,2.5,,,1,,,,,,,,
9/20/2021,2075,x83_500.1,3,300,,2.5,,,1,,,,,,,,
9/20/2021,2076,x83_500.1,4,300,,2.5,,,1,,,,,,,,
9/20/2021,2077,x83_500.1,5,200,,2.5,,,1,,,,,,,,
9/20/2021,2078,x83_500.1,6,200,ST,2.5,,,1,,,,,,,,
9/20/2021,2079,x83_500.1,7,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2080,x83_500.1,8,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2081,x83_500.1,9,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2082,x83_500.1,10,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2083,x83_500.2,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2084,x83_500.2,sfc,sfc,,2.5,,,1,,,,,,,,
9/20/2021,2085,x83_500.2,1,500,,2.5,,,1,,,,,,,,
9/20/2021,2086,x83_500.2,2,500,,2.5,,,1,,,,,,,,
9/20/2021,2087,x83_500.2,3,300,,2.5,,,1,,,,,,,,
9/20/2021,2088,x83_500.2,4,300,,2.5,,,1,,,,,,,,
9/20/2021,2089,x83_500.2,5,200,,2.5,,,1,,,,,,,,
9/20/2021,2090,x83_500.2,6,200,ST,2.5,,,1,,,,,,,,
9/20/2021,2091,x83_500.2,7,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2092,x83_500.2,8,150,ST,2.5,,,1,,,,,,,,
9/20/2021,2093,x83_500.2,9,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2094,x83_500.2,10,50,ST,2.5,,,1,,,,,,,,
9/20/2021,2095,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,,,,,,,,
9/20/2021,2096,N/A,N/A,N/A,"Ship DI, 2.5L, single use (1.0 un)",2.5,,Evap.H2O.dispose,1,,,,,,,,
9/20/2021,2097,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,,,,,,,,
9/20/2021,2098,N/A,N/A,N/A,"Lab DI, 2L, single use (1.0un)",2,,Lab.H2O.dispose,1,,,,,,,,
9/20/2021,2099,N/A,N/A,N/A,"Aerial 5 min, single use (1.0un) cup, active",N/A,,Aerial.5min,1,,,,,,,,
9/20/2021,2100,N/A,N/A,N/A,"Aerial 5 min, single use (1.0un) cup, active",N/A,,Aerial.5min,1,,,,,,,,
9/20/2021,2101,N/A,N/A,N/A,"Aerial 5 min, single use (1.0un) cup, active",N/A,,Aerial.5min,1,,,,,,,,
9/21/2021,2102,x85_50,sfc,sfc,,2.5,,,1,,,,,,,,
9/21/2021,2103,x85_50,sfc,sfc,,2.5,,,1,,,,,,,,
9/21/2021,2104,x85_50,1,200,"May be back contaminated by each other due to a hose connection issue, consider dropping",2.5,"Y, collection issue",,1,,,,,,,,
9/21/2021,2105,x85_50,2,200,"May be back contaminated by each other due to a hose connection issue, consider dropping",2.5,"Y, collection issue",,1,,,,,,,,
9/21/2021,2106,x85_50,3,150,"May be back contaminated by each other due to a hose connection issue, consider dropping",2.5,"Y, collection issue",,1,,,,,,,,
9/21/2021,2107,x85_50,4,150,ST,2.5,,,1,,,,,,,,
9/21/2021,2108,x85_50,5,50,ST,2.5,,,1,,,,,,,,
9/21/2021,2109,x85_50,6,50,ST,2.5,,,1,,,,,,,,
9/21/2021,2110,x85_150,sfc,sfc,Took longer to filter than normal,2.5,,,1,,,,,,,,
9/21/2021,2111,x85_150,sfc,sfc,Took longer to filter than normal,2.5,,,1,,,,,,,,
9/21/2021,2112,x85_150,1,145,,2.5,,,1,,,,,,,,
9/21/2021,2113,x85_150,2,145,,2.5,,,1,,,,,,,,
