Sample_name,Locus,Hash,nReads
1004.3,16S_Prey,9bfc8673f3bea00b9682a4562234d365b5a42b6b,1927
1004.3,16S_Prey,5af404705630e44509109eefa4b9839242d2db0f,3220
1004.3,16S_Prey,924a1afa1a137685c33261a4beba6a3c6b334e0a,120
1004.3,16S_Prey,bcf83f2da7815e497656f7a6ffc6633acf942329,2467
1004.3,16S_Prey,923f9e5058e1dc9c31846147795492f7f9b4a546,1397
1004.3,16S_Prey,cb1951c5ab044ea51ef4cde838035489d02b1801,566
1004.3,16S_Prey,2c40ddf9d082f7c6894967a16a5a70326d454321,409
1004.3,16S_Prey,67b26031b89ba941838dbb2a6d53421018ae804a,166
1004.3,16S_Prey,6f37ae99bb62480a387c5b72bdf38bb86222111d,162
1004.3,16S_Prey,a4300319b93d45f36183cecd76b6ca9ee47f1521,120
1004.3,16S_Prey,982403271171f71539d9d31e3ab9cbdf28259026,108
1004.3,16S_Prey,440e129d67f17c5b53c40b968a25d406f86e1347,100
1004.3,16S_Prey,011e66526121e7fe3185c4ff59f0e113469bf1eb,98
1004.3,16S_Prey,3eff29fcf7cce54f6bdc04a96f6204d3d6993608,94
1004.3,16S_Prey,1bbb74a8d286b7182250c79b47f933a4177923b5,62
1004.3,16S_Prey,daf120f7ef197f7ce83671d4bc9ea9414603813d,61
1205.1,16S_Prey,42737cd65bab38b57ea8949256ab1dbc59f5d054,7990
1205.1,16S_Prey,394941fe61578579e0311cf90225a8cdce9c63c9,1360
1205.1,16S_Prey,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,22025
1205.1,16S_Prey,5dd046e872a3d4a2d69e5d74a88f680516715f9f,11083
1205.1,16S_Prey,e71684194a2a061ff7daa95baf0472a01cda855b,9567
1205.1,16S_Prey,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,65
1205.1,16S_Prey,6e9a86014ad3e5248de93f3de3f2e49f4f3cf61d,190
1205.1,16S_Prey,b78edca048766f88d5bab588ba84246211283e0c,2662
1205.1,16S_Prey,49ba747104f300db74b98f713dec4ece01303d68,8371
1205.1,16S_Prey,d3056655cdf43b6d31d8ef85bd94d9fbdf3f94cd,594
1205.1,16S_Prey,2a50ada14de227fb9f8e78922a7aa3ed0f53c308,272
1205.1,16S_Prey,c7fcf819d4947dcf3c163e4bee7d8e5b773ca8be,227
1205.1,16S_Prey,d16946209d740efffdc258091dfdb82a577921e8,158
1205.1,16S_Prey,016017422aad96fb0e46701638f7197a9f953344,104
1205.1,16S_Prey,d1a4732ea34b7e9a11f72f3d03459bba81f38de8,62
1205.1,16S_Prey,1a09d078e80ab58eead96c021ec45f4e3366fbdf,231
1205.1,16S_Prey,ad1922ec799020a61056f1c8c407d5661d159cd3,221
1205.1,16S_Prey,2af7ea7507ecdab129719cdf350b09b0fa024cd8,213
1205.1,16S_Prey,a4254a5d6d647bc6707f5d3af65cdf3cbfd50250,196
1205.1,16S_Prey,f82fc85f0ad09802cf445c37d65eaef538ab48b7,187
1205.1,16S_Prey,81e03872b56917437958a3dcd3addc118269d7ba,183
1205.1,16S_Prey,ab7efc98137e68eec6bdf218600529077637880b,168
1205.1,16S_Prey,a1d1e0cef01a62a02345e6075c0cc5a1724e23ac,163
1205.1,16S_Prey,b94722d6701fff3778aa2e6c72b4909c6f2f4bc4,146
1205.1,16S_Prey,bd3328cb44cbe1f37dc39eaae442c1c596c81989,43
1205.1,16S_Prey,5839781ad24e7228fff6b976e4107fad7721f7f7,24
1205.2,16S_Prey,42737cd65bab38b57ea8949256ab1dbc59f5d054,900
1205.2,16S_Prey,394941fe61578579e0311cf90225a8cdce9c63c9,144
1205.2,16S_Prey,7de221449042e1da583f638bbc7dd6e0a353c851,507
1205.2,16S_Prey,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,11107
1205.2,16S_Prey,5dd046e872a3d4a2d69e5d74a88f680516715f9f,4108
1205.2,16S_Prey,7818bdd7939aa411e9b402022f9eab34020aa16b,2879
1205.2,16S_Prey,78bc87be1cb86ffd6ebb028518571db3bade8e4c,9454
1205.2,16S_Prey,b78edca048766f88d5bab588ba84246211283e0c,6385
1205.2,16S_Prey,9c9a29499030c39f474ca37c50e7132f298e9958,966
1205.2,16S_Prey,d3056655cdf43b6d31d8ef85bd94d9fbdf3f94cd,315
1205.2,16S_Prey,2a50ada14de227fb9f8e78922a7aa3ed0f53c308,116
1205.2,16S_Prey,016017422aad96fb0e46701638f7197a9f953344,13
1205.2,16S_Prey,d0fbe17ea13614c2d8fa9717a3f66f284dea1663,413
1205.2,16S_Prey,8a71250ea17d3901b7f014be6837d01893575606,166
1205.2,16S_Prey,423fbcbff4bd7193a3fc14f1d3374c99f91869af,280
1205.2,16S_Prey,13addd7683d53080988ddf686e8ac10c6b8db2f9,136
1205.2,16S_Prey,9df115e72b6eae22eb85a0f2a8eab261ed56aebd,64
1205.2,16S_Prey,c03a239e8dd60a8c72e905f57918c44feeb3eff1,1
1205.3,16S_Prey,42737cd65bab38b57ea8949256ab1dbc59f5d054,319
1205.3,16S_Prey,394941fe61578579e0311cf90225a8cdce9c63c9,29
1205.3,16S_Prey,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,123
1205.3,16S_Prey,78bc87be1cb86ffd6ebb028518571db3bade8e4c,174
1205.3,16S_Prey,dcd5c0624182972839c97ca4bb77e8fac0372896,208
1205.3,16S_Prey,9c9a29499030c39f474ca37c50e7132f298e9958,201
1205.3,16S_Prey,283c8023e0bc2e4eb1631a62884dbb375bdfdfa6,62
1205.3,16S_Prey,145a9e9883c318c2f3d6b6af10436d1270f8e15b,65
1205.3,16S_Prey,ac58ad8948dea28df39485960daf569b79bba9d0,72
1205.4,16S_Prey,42737cd65bab38b57ea8949256ab1dbc59f5d054,4567
1205.4,16S_Prey,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,4360
1205.4,16S_Prey,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,83
1205.4,16S_Prey,c5c9292b1299f44d8ef53d164ecf420695e5f686,10561
1205.4,16S_Prey,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,4383
1205.4,16S_Prey,d3056655cdf43b6d31d8ef85bd94d9fbdf3f94cd,143
1205.4,16S_Prey,d16946209d740efffdc258091dfdb82a577921e8,87
1205.4,16S_Prey,ccdd58466ab78c57ac4e8c99513fad707cec86dc,991
1205.4,16S_Prey,d4fb4fa4d6fd031f2ab158f5d4e4387ba3cf1af1,268
1205.4,16S_Prey,26f208c38a1feec8beb3fbe6baf8fbf593cf4060,530
1205.4,16S_Prey,308f3c293cb9c346a4a0de918a709b2101ff0c4c,348
1205.4,16S_Prey,554079aa6f82cfd59de801a905a7f4929767d95e,235
1206.1,16S_Prey,42737cd65bab38b57ea8949256ab1dbc59f5d054,10
1206.1,16S_Prey,394941fe61578579e0311cf90225a8cdce9c63c9,927
1206.1,16S_Prey,7de221449042e1da583f638bbc7dd6e0a353c851,1225
1206.1,16S_Prey,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,6604
1206.1,16S_Prey,5dd046e872a3d4a2d69e5d74a88f680516715f9f,10925
1206.1,16S_Prey,db2b65dd77635828f6ba4e9845c212a57b37e7ef,2142
1206.1,16S_Prey,e71684194a2a061ff7daa95baf0472a01cda855b,544
1206.1,16S_Prey,7818bdd7939aa411e9b402022f9eab34020aa16b,274
1206.1,16S_Prey,c5c9292b1299f44d8ef53d164ecf420695e5f686,334
1206.1,16S_Prey,78bc87be1cb86ffd6ebb028518571db3bade8e4c,6414
1206.1,16S_Prey,b78edca048766f88d5bab588ba84246211283e0c,2420
1206.1,16S_Prey,9c9a29499030c39f474ca37c50e7132f298e9958,552
1206.1,16S_Prey,5af404705630e44509109eefa4b9839242d2db0f,94
