Miseq_run,Sample_name,Hash,nReads
Run7,511-2,e2b489d36030cf76ab89588b54ae9924b3567a4a,30
Run7,512-1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,12657
Run7,512-1,0ba6207a688f2de2f453e2ccf0541cf8953023bf,434
Run7,512-1,13193d973ca1060ab1b619d1d59d94077fd1d4b1,984
Run7,512-1,14f5aa06be1a69dd98ece0d89d2bb3f41b307b2b,990
Run7,512-1,179a42fcd3fa863e9f54de8b12336da18d21ffeb,144
Run7,512-1,327334d08a8db7733a537c33c7bd1e4b9896c736,140
Run7,512-1,394941fe61578579e0311cf90225a8cdce9c63c9,3922
Run7,512-1,74066494c72c1695219c035c049f10e696375826,2398
Run7,512-1,7d3b2fd17279d4feb95be4890d9953a3f167d752,397
Run7,512-1,806ca444f6a197b8bb7e8fab7801bf9da9cc5040,1241
Run7,512-1,8f9d2f04549dd67c605bd31cb4ed3f04ec024476,373
Run7,512-1,90e343bf24600512137db6435e19ebc2a9ebb0bd,3131
Run7,512-1,a224fbd5699c930284dfd644d5e6b1b47c5b3dde,4
Run7,512-1,b858e6c72e890d3beb2a3d54ce7ce70c25abdc54,261
Run7,512-1,c8049f8ff74e387f0186c4a0403c77a9904680ec,13227
Run7,512-1,ce9b83c11c6c2c7adf10d5668f9e7e64c34abcce,2
Run7,512-1,ceeef90eb147b9672c36201812711d41250edff7,87
Run7,512-1,d2559b41f619629aeadb7e3bb0bc5da55b1fb923,136
Run7,512-1,d661f8f447e8774603e13671a48f68bca4056e19,383
Run7,512-1,e44557dd4b64b3b1ac387d666b8458e3e9ea1d6c,63787
Run7,512-2,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,22056
Run7,512-2,327334d08a8db7733a537c33c7bd1e4b9896c736,927
Run7,512-2,37a7b073724b7ead2cc64981ef18ad5d35323054,262
Run7,512-2,394941fe61578579e0311cf90225a8cdce9c63c9,10755
Run7,512-2,6646ab5dcf5405214a70749662f0eb1c9f2e5ac0,214
Run7,512-2,6e0d6aa643fc54e3fbe55d9787f7cb05903915a0,267
Run7,512-2,7518c17d4741c6f8b849dd61353a3ff6564d2b4d,33
Run7,512-2,c51d02833eb54b3b3f14da3b6ae5d7d70adae027,790
Run7,512-2,c8049f8ff74e387f0186c4a0403c77a9904680ec,2430
Run7,512-2,cd9f7d529fc6ac4e7db98e34968f25e6787d66aa,295
Run7,512-2,ceeef90eb147b9672c36201812711d41250edff7,2057
Run7,512-2,d042babf3f5a11ec6af125dcb8f1bb02d8a9661a,491
Run7,512-2,d661f8f447e8774603e13671a48f68bca4056e19,1713
Run7,512-2,e44557dd4b64b3b1ac387d666b8458e3e9ea1d6c,122
Run7,513-1,033ced900a259b730755f782fb11d915c3f7ed40,1925
Run7,513-1,08e65ee9555907a60199feeabb0652b94900e7ea,504
Run7,513-1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,22235
Run7,513-1,0fee547f1b602e47d16ad6fcdd47ae0d3bdd1dda,76
Run7,513-1,21b2a7c5a0e2135da6d73ae5ce7085c0316a9654,153
Run7,513-1,327334d08a8db7733a537c33c7bd1e4b9896c736,16
Run7,513-1,394941fe61578579e0311cf90225a8cdce9c63c9,8509
Run7,513-1,42221b51b96dc83d89fabb363315ce2905414cbb,5245
Run7,513-1,42737cd65bab38b57ea8949256ab1dbc59f5d054,6
Run7,513-1,438d0e3934885d6d72a35f42df117b4ee205deeb,6
Run7,513-1,4e80f363d19aebedda3bbb8924bcf353b1dcb6ef,242
Run7,513-1,5201927556f5cd3a4343b3c237838cd6c644702c,608
Run7,513-1,5a37b901b164a3fbb85101c3654fa8a27352defb,413
Run7,513-1,af321e58c546065c3473ef25920c7132e6dcfc5a,3391
Run7,513-1,ba11b9a4633160d010ccaf47e12b43e0511a4a4d,168
Run7,513-1,c2607b11d8285f1715f7456ea37ac38a96b5cf10,122
Run7,513-1,c2d3384aae219108d01f12422119d7bc8224a976,921
Run7,513-1,c51d02833eb54b3b3f14da3b6ae5d7d70adae027,15
Run7,513-1,c66456e0eb8e0da9a43d3d7dce73d6bc92ef5459,278
Run7,513-1,c8049f8ff74e387f0186c4a0403c77a9904680ec,431
Run7,513-1,ceeef90eb147b9672c36201812711d41250edff7,50
Run7,513-1,da163fe79d36d02d567336dfb14458a22e07eaa3,865
Run7,513-1,e44557dd4b64b3b1ac387d666b8458e3e9ea1d6c,39744
Run7,513-1,f036ea14a494e49e49d887ff3c4efe79401f7551,668
Run7,513-2,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,6142
Run7,513-2,17665362b8a33c8125f3219374208ab057be56e0,1079
Run7,513-2,327334d08a8db7733a537c33c7bd1e4b9896c736,1512
Run7,513-2,361ff3ac45eb901725dc1bb2da80376769e1e45b,1296
Run7,513-2,394941fe61578579e0311cf90225a8cdce9c63c9,28223
Run7,513-2,42737cd65bab38b57ea8949256ab1dbc59f5d054,289
Run7,513-2,44d4bb7cb72939261f82ca532eb2a70e5472b0d2,856
Run7,513-2,512d74080a9dfe0da701db657342ee5cc4f549b0,332
Run7,513-2,5a3d31636e867b799f6682e0b5e2eee6e3b31039,141
Run7,513-2,5b68774dabd730ed65b23cef6855ffe6988b18fa,660
Run7,513-2,74066494c72c1695219c035c049f10e696375826,1707
Run7,513-2,827f6384febcebda526464a197bca5d31dd65a62,4072
Run7,513-2,8ac9650aa93edade9e4425761082e2a92df2377f,231
Run7,513-2,8f9d2f04549dd67c605bd31cb4ed3f04ec024476,1035
Run7,513-2,9ad11df82b00aefad3ba0646e97c54c897612449,325
Run7,513-2,9e6979bd5a03256e872e0cca27f07fd6ddb944a0,161
Run7,513-2,b67655b52a626ea7b34c8d12a9bad389506110db,129
Run7,513-2,c51d02833eb54b3b3f14da3b6ae5d7d70adae027,845
Run7,513-2,c8049f8ff74e387f0186c4a0403c77a9904680ec,96
Run7,513-2,cd9f7d529fc6ac4e7db98e34968f25e6787d66aa,514
Run7,513-2,ceeef90eb147b9672c36201812711d41250edff7,4228
Run7,513-2,d661f8f447e8774603e13671a48f68bca4056e19,77
Run7,513-2,e44557dd4b64b3b1ac387d666b8458e3e9ea1d6c,3650
Run7,58-1,03317cbc8449f766b18fd1c8b485619dc71c99d7,201
Run7,58-1,09634633b62eea664914842a286ee6c7ee969234,57471
Run7,58-1,0d5f542cf552173a77bfef9a7d66f41fc77a048c,384
Run7,58-1,10a72dcf1d6af132ae36ce2f08ee3b03bcc1b7ee,842
Run7,58-1,16de9a11ae216e5ea9907cf49d12127907eff0a6,1021
Run7,58-1,180f00d077c08c6e0267473570be9bcdd799542a,604
Run7,58-1,1aaac444c84ce21226853a90787e32c718aaa642,100
Run7,58-1,20d7bb645e7da0c3abab8b2b5675fa2cb1c1b832,973
Run7,58-1,31c814de21af79429788b77f771c48f2f5cbeb67,206
Run7,58-1,394941fe61578579e0311cf90225a8cdce9c63c9,53248
Run7,58-1,479650c434d9fcc75c69a0013f3a37c7d6b89691,643
Run7,58-1,5482ff917134eaa8a4d61df8843de63d22d5302e,599
Run7,58-1,7d072ecea5f9f3f152d9203f7c51a6d91db1d9e9,919
Run7,58-1,7de221449042e1da583f638bbc7dd6e0a353c851,34132
Run7,58-1,80b5efacf40c5a62476927eb835708c4d641c1eb,105
Run7,58-1,84fc18ba5cc36c5eecd6de8421f0278a979f4dc7,1476
Run7,58-1,8d3815ef856a857d6f499ba7ba4bd326958d2567,425
Run7,58-1,8fb3686f1ad1d4beb1270f156ef1a94d35e21755,6451
Run7,58-1,924a1afa1a137685c33261a4beba6a3c6b334e0a,682
Run7,58-1,9297caf3b8ccfe9afa82fd5bfd2669ac62a78fac,208
Run7,58-1,a466a438220c1446c2c8169620bbb28d7c7c6bee,65
Run7,58-1,c43300ef437d3b01115b5ffe202bef0d5eddeea9,523
Run7,58-1,d64f57b9e4172ed681164b5a6e4d0e81bdb6b4de,892
Run7,58-1,e44acccafae83667eeb7061f818a0a871859aea9,600
Run7,58-1,fd91120272f5fa9399d9e6ac9302c0dd7aa69dd7,420
Run7,59-1,06b06390e88fc05fe13411849e883450d21ce2e5,837
Run7,59-1,08b95f0c853417a7dbdc29cb8dc805a75e6696e7,969
Run7,59-1,12469b2670f495178871c48f219d434ab8db2c99,1404
Run7,59-1,1437cd7c75f0aeb794489953faec00bbcaf5fcb7,6691
Run7,59-1,27fc5461d5cabf24f66ac48dd2e9370be6f328d2,274
Run7,59-1,29baeb4a1d5c77f3bc1dda57ad052e2ce569c1da,957
Run7,59-1,308da908052c2fcb86f5a8c351b4fd0986a43ca8,99
Run7,59-1,31c814de21af79429788b77f771c48f2f5cbeb67,6088
Run7,59-1,394941fe61578579e0311cf90225a8cdce9c63c9,401
Run7,59-1,3a6a037eecbd27a2f5ef4f35a267e4c7d5929118,7784
Run7,59-1,62de04f61f282d3af378be83a67a38675fb2b40f,679
Run7,59-1,733677964f27c05fcb25aa43ca666c25c11ee8a2,160
Run7,59-1,74616646e4e262a940ac634acd96f10dac29128d,516
Run7,59-1,7818bdd7939aa411e9b402022f9eab34020aa16b,43037
Run7,59-1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,94
Run7,59-1,7de221449042e1da583f638bbc7dd6e0a353c851,2705
Run7,59-1,97dccae379ea6902ba0a890a24aa79f842a0312b,913
Run7,59-1,b0208794ecfa0d5f47572fdbb1efe627ebd8390f,5624
Run7,59-1,b777b8ae8eaaa3c9cf1bf2a6beb8d1f55065cb75,719
Run7,59-1,c25a825e1169e37718dbe86a5f8d292e3ef0da66,3
Run7,59-1,d263e0c102e388e9126fd3ea4d7c8898bf63db85,1512
Run7,59-1,d5ee5da490111db3d45d638e9e2786b129b9adbc,2599
Run7,59-1,dea58d826ec0916e8cf1f30dc5142f8ebdcd54b6,45
Run7,59-1,e2aac13ea9aa7405959af13bd922e2ca786c89ec,312
Run7,59-1,e4d5144ad27ad5de18321b825481ec511afd5de2,470
Run7,59-1,e71684194a2a061ff7daa95baf0472a01cda855b,332
Run7,59-1,f3fcfcb40ae97397b88ed63d741a9393b9a61bd2,317
Run7,59-1,f88bd72d20700136b5acd5ec07c31c6b8ec4fb57,89
Run7,59-1,ff18c8463c0ca4b7f23e85869e4eec4f2f945b1d,6027
Run7,60-1,023cafc4157ff18bdfe12220c9a366eb120c0080,88
Run7,60-1,1056ae7735b9691b75f512a3f16e0b948d42a23c,669
Run7,60-1,3002152cb8ee7756a97a1466e6a3ff6917335965,878
Run7,60-1,394941fe61578579e0311cf90225a8cdce9c63c9,3785
Run7,60-1,3e0bac749502901db6770bb8e0a57ffd5dfa25e1,912
Run7,60-1,42737cd65bab38b57ea8949256ab1dbc59f5d054,4113
Run7,60-1,48c816eef9feda4eff65c50a60fb1b3979df0321,10119
Run7,60-1,5af404705630e44509109eefa4b9839242d2db0f,3505
Run7,60-1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,1218
Run7,60-1,64fcb0253c56c6128a86c14994e90205fe7957db,50
Run7,60-1,6e04643131557aa4cf9a3ebd4c75536955602276,162
Run7,60-1,71fc7ca118bc105ae93206397d22f02de3967dc9,90
Run7,60-1,769b718d24e0d1c094860c8f8c03127b31c617c7,140
Run7,60-1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,2047
Run7,60-1,7b7bc42701f8a02c7e5c6038455862e00fa48c08,467
Run7,60-1,7de221449042e1da583f638bbc7dd6e0a353c851,3742
Run7,60-1,84758ca26d885861509e21946655883627a1453f,29
Run7,60-1,99556b5f607948be9fdc3921655d9da0939a58a6,6725
Run7,60-1,9f10a6dff162a3fc3fc08b683a2e6c0735916e24,341
Run7,60-1,abf7dad83d6bfe5e723f60c49b54e1a657484545,900
Run7,60-1,bc3b478302928eaf8c7682165b9e37bfa0e5611b,119
Run7,60-1,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,29521
Run7,60-1,c24cd6f511a9910bf064943a6b0143d548ac55ff,79
Run7,60-1,c5b9a4f8b4acd87572a5e574825733d91fb6e8b6,771
Run7,60-1,d16946209d740efffdc258091dfdb82a577921e8,239
Run7,60-1,d50087bce623e9a56807454144cf8baa264fbe2e,271
Run7,60-1,d73dc6573a6ce00fb8d7c346dd3e91c764b95966,290
Run7,60-1,e076b706779ccf319197bb0d4914cc52a6d7c61f,21814
Run7,60-1,e6ef0bc0cd69cc7cfaaa1bd595893927d6883985,186
Run7,60-1,f1c9bc1646b157e87b38dbf3821900b182bfa01b,10693
Run7,60-1,f26f0474848d1a687866a4ad0becdb25ee47ff1b,848
Run7,60-2,0093d63e94b07954f12647f91e8a2d058edcde7d,472
Run7,60-2,08c08eab74e9963caec6b22cea9f50a2834e60f2,2
Run7,60-2,0ce6f1fe02c79f2a761797de2a582dae1ef99bd5,774
Run7,60-2,0f740b1473a415bd41042529be620050c89fac51,268
Run7,60-2,1bae9c13b9e6bbf6f9a2ecd048b995d9a7dca56b,974
Run7,60-2,283c8023e0bc2e4eb1631a62884dbb375bdfdfa6,1200
Run7,60-2,2b2ae8eefcb313f70cef2afa55218dea43811287,113
Run7,60-2,30b35f66927de3867fed784fdda70ce96b13d41c,487
Run7,60-2,394941fe61578579e0311cf90225a8cdce9c63c9,1699
Run7,60-2,42737cd65bab38b57ea8949256ab1dbc59f5d054,3983
Run7,60-2,4310f965a9a708b7343b9e505a6db0dec5bec605,18694
Run7,60-2,4880ceda6416de88c5d44d23c1245aa73234e656,564
Run7,60-2,48c816eef9feda4eff65c50a60fb1b3979df0321,22275
Run7,60-2,6480ff9dcff0413624477d00599bb30873de53e2,569
Run7,60-2,760fc3cb05911cd49affeee1052ade0166c54bc9,19780
Run7,60-2,79731920302e2e44d9a158c99b986462ff3a62f4,452
Run7,60-2,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,11285
Run7,60-2,82fcaaa4c7d84a579578cf4e5b1d09743df86203,16552
Run7,60-2,8a90e9615c953b3297784d1a9a5afa6141daa5d6,470
Run7,60-2,95f65dd148754a75d1dc366009019d1cb045d654,413
Run7,60-2,9c9a29499030c39f474ca37c50e7132f298e9958,630
Run7,60-2,a1749d3fbdb06caac4f709216e820bec3ea793d8,158
Run7,60-2,a4444805570515e36fa925ee3b05e8e0bb35b39e,1212
Run7,60-2,a897d50c598a32186acb61ff88f92298a55bbac8,266
Run7,60-2,ab18e79ce6185d821b187f3f2383bc456425fa0c,192
Run7,60-2,abf7dad83d6bfe5e723f60c49b54e1a657484545,4836
Run7,60-2,acf8a42a385e30f7d901d14df92e5129ed734316,238
Run7,60-2,b220afd73ce83f4813ba5ad01bd956c813121aa0,64
Run7,60-2,b777b8ae8eaaa3c9cf1bf2a6beb8d1f55065cb75,1116
Run7,60-2,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,1534
Run7,60-2,c48d8148501836d402772a06605a32cd2d428393,28392
Run7,60-2,c898a40e00078d05db751fbcbfa7c97bf469383b,304
Run7,60-2,d263e0c102e388e9126fd3ea4d7c8898bf63db85,2160
Run7,60-2,d94eacaade1659bef21bf8e1f3a9b14276bf6d19,177
Run7,60-2,e0f66df36a42fdc31aa03c1fa3209aeca94b248b,564
Run7,61-1,12f04bfc56ceca1c1f2a0f171dd0f3e9e8d59e34,260
Run7,61-1,1444a99165e181c88bb78e1d7af03b554a15ff36,2576
Run7,61-1,283c8023e0bc2e4eb1631a62884dbb375bdfdfa6,8402
Run7,61-1,394941fe61578579e0311cf90225a8cdce9c63c9,2660
Run7,61-1,397dbb379b6d1d761ace9092535d744244075165,176
Run7,61-1,3dcd4b7516987c13cdca3af29e13ec3d763f47af,91
Run7,61-1,42737cd65bab38b57ea8949256ab1dbc59f5d054,771
Run7,61-1,42daad386cbab941117d1dc82bb96684e1255cbd,246
Run7,61-1,523145cbaa3d439b488b70b84fa1722a79564f66,768
Run7,61-1,57134e483af93c1f82aff5d64bec3777fd37c8ff,142
Run7,61-1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,6963
Run7,61-1,9c9a29499030c39f474ca37c50e7132f298e9958,3448
Run7,61-1,a05155d8e6ee2c219acc77f0a08c7e0cad4460a0,102
Run7,61-1,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,15791
Run7,61-1,c117ddf6ff8a2f7d52171c4690e5d7b868708ceb,143
Run7,61-1,d16946209d740efffdc258091dfdb82a577921e8,156
Run7,61-1,ed9763414f223c09ddb4e9d3246169156c617a3a,27
Run7,61-1,eea6fcae1c725b4c2716178cf923f114f9130ea6,100
Run7,61-2,0343d860a32ff25d701178896d653461d037e843,191
Run7,61-2,0625ee3755216028160260799687e712a051a505,4380
Run7,61-2,0a542d7460e806ae4ca464e415bcfb52a86540e0,361
Run7,61-2,0c1431122d4c45d0ec00e8ca2b1314dac03efc66,186
Run7,61-2,109f654806eb98e2b609081cc93a506ab4f09c27,705
Run7,61-2,15b57bd353089eb1cd1a26441e2f9bf3d9101d46,275
Run7,61-2,27e75f985d922415c058de469137e2b36a0f0611,173
Run7,61-2,283c8023e0bc2e4eb1631a62884dbb375bdfdfa6,47191
Run7,61-2,308da908052c2fcb86f5a8c351b4fd0986a43ca8,1449
Run7,61-2,3508e98fdbff409a2bd5b4562d8e0680d2531b33,420
Run7,61-2,38be290458932f331605b07032191e35cb998a3f,43
Run7,61-2,394941fe61578579e0311cf90225a8cdce9c63c9,73840
Run7,61-2,3affc3f85e815d496cdd5ef256fd86b8f401670c,2234
Run7,61-2,3c2cfbf1f6e325a102443417621b2245e0255ab0,1119
Run7,61-2,3c340f4d08d84b05a859e0981a286316491745bb,62
Run7,61-2,3cc2156d4ba71e4e883cbe748e442eeb8662a3b5,542
Run7,61-2,42737cd65bab38b57ea8949256ab1dbc59f5d054,35532
Run7,61-2,4861069be12d81653beb908691075c001f1468ad,280
Run7,61-2,4880ceda6416de88c5d44d23c1245aa73234e656,1553
Run7,61-2,4b6402cbbe2f1ddc68942e05405277b10c4375f8,299
Run7,61-2,4dda379abb2e775fd1ed0e73b7a560d59ffeaaae,2304
Run7,61-2,516cb816ca38df0e13977012af365ef089c95567,238
Run7,61-2,517038ef885402f025b0c6974634d00bb17f4e3e,676
Run7,61-2,5195d8e6851745be8c5414a34461cdfedc97efbf,203
Run7,61-2,5bee3f1d80225ccfdb285031fef44d3b30ddf25b,234
Run7,61-2,696f9d3a433fc1e3acb236a201abefce67a9b782,2327
Run7,61-2,6c061ae7aefc2a074850fd8b266cba9c63d6572c,171
Run7,61-2,6c59c40f1dc32c72d1b2c7225c807aa1a866820a,43
Run7,61-2,6c95bc83a3f4cbfb19b1373634ef41e9544da8a7,376
Run7,61-2,6ec48ccd308868128aa82e3a23f4062cdc504e8d,226
Run7,61-2,73214ee3308001380e3332d52fb53eab3c29742e,2889
Run7,61-2,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,39305
Run7,61-2,82dea6a31c4cce8fa7eb506e2071ac07376433be,1281
Run7,61-2,8c8fa7ae61a15beec4e6a9cd105aad6b671ce48a,1134
Run7,61-2,924a1afa1a137685c33261a4beba6a3c6b334e0a,304
Run7,61-2,9356edf537f77f577d43efe33e9efd493d6d75bb,945
Run7,61-2,9cacdb4c3311ec36a05cacdcce37d4eb611e3a9d,301
Run7,61-2,a00ae3f41230fafe53b02aeb9e185ddd8ce77743,396
Run7,61-2,a1561792070c60ec7ffe54a4267cf73704f412a3,445
Run7,61-2,a239fea8101a8b4c006b0283024561201e021dc7,355
Run7,61-2,abf7dad83d6bfe5e723f60c49b54e1a657484545,16791
Run7,61-2,ba262cf32faf51ed57d8947bd5dd97f1ed68f78f,1394
Run7,61-2,bcc1fde3e8233df1dc7020d0f44a4270ec59b74d,132
Run7,61-2,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,81690
Run7,61-2,c07fdcb3b3f1aa346ef83a69bc6b022abd601b56,23
Run7,61-2,c38f4b5a9c51782041b0b54f1b11b2ae6467fda3,662
Run7,61-2,c4f4c3bdb7e052b07050800453af3c7ead47e8f4,439
Run7,61-2,c5c9292b1299f44d8ef53d164ecf420695e5f686,18089
Run7,61-2,d36f92010e187ea6318a3b12d8292af2757b8866,258
Run7,61-2,d94eacaade1659bef21bf8e1f3a9b14276bf6d19,578
Run7,61-2,e076b706779ccf319197bb0d4914cc52a6d7c61f,4123
Run7,61-2,e4e03974b68eb583b3515cc8354a3084f2d6195d,9310
Run7,61-2,e61290c71175230da358516096055fca16c0d5d1,3747
Run7,61-2,e6a397485ea2385c0560331f02e3ed2a46aa20de,150
Run7,61-2,eaa3cece7f08245b8d405aadb1efa910bb919bee,37
Run7,61-2,ee81a0e437c184c981c96688bd227fcabfb96f9c,29
Run7,61-2,f03338c2d06021f4efc861c38fa2ecb29f6662d3,5412
Run7,61-2,f814d62346fdfad02916365f1b84bc7142907363,344
Run7,61-2,facb3fab398902021c38ee51a7eddb9be428dfd2,175
Run7,61-2,fee0d0346932810e4081e200fe8331863de812aa,744
Run7,61-3,18dbbf492bd44d880b7c30bed6fdc8f48753c97d,183
Run7,61-3,1dee26063427dd558a2bb41457e47e701c10e6ca,233
Run7,61-3,255f3be99225e6c9fb37d17765fb2e094f07179f,200
Run7,61-3,283c8023e0bc2e4eb1631a62884dbb375bdfdfa6,13186
Run7,61-3,37883bff22ce3a35054ec5bbe75acd24c7c2921b,184
Run7,61-3,3a6a037eecbd27a2f5ef4f35a267e4c7d5929118,14400
Run7,61-3,3fd6f59e87ab10d82fb49d33bd5ac380ee4bfb5e,2038
Run7,61-3,416733f26788e4d49336ec6fde07ab4ffa11c7be,82
Run7,61-3,42737cd65bab38b57ea8949256ab1dbc59f5d054,3538
Run7,61-3,526f612d753273939524933b65ef9a38d2369606,454
Run7,61-3,5aa50944e86bfbf068c4db1f259f2c7f99e5bd39,162
Run7,61-3,656de8283603bde781b5e7a3c88b2dfccaf26887,223
Run7,61-3,733677964f27c05fcb25aa43ca666c25c11ee8a2,3064
Run7,61-3,7373e2957eaaff38e2b3430a5921d5ccaa9e8b9f,548
Run7,61-3,73c861a1c1b3d5a7859b5818dd1b88b72c67f77c,63
Run7,61-3,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,3757
Run7,61-3,83ef3c0627507a05c9cc9b2043bafc50ea061add,44
Run7,61-3,9d88654f81c088895d234a198c2a56f8607e160e,128
Run7,61-3,abf7dad83d6bfe5e723f60c49b54e1a657484545,1833
Run7,61-3,b139e3b14357f169c06dc8f5bd029d542ab3ebec,667
Run7,61-3,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,30450
Run7,61-3,c7fcf819d4947dcf3c163e4bee7d8e5b773ca8be,266
Run7,61-3,d16946209d740efffdc258091dfdb82a577921e8,241
Run7,61-3,d4469798c68f83eca3520ab7062177f129dd4de9,479
Run7,61-3,d8b8cf3b83849c6f6b3fa779c4dbf5304044e70f,247
Run7,61-3,de46eb604aea58e97092d09f3e9e50966a49a7f1,697
Run7,61-3,e71684194a2a061ff7daa95baf0472a01cda855b,6751
Run7,62-1,084c808d5d3a1ca6a09f4e184aa9dff21398a739,2820
Run7,62-1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,10265
Run7,62-1,0b4bf79dfcb6594e8d778d40e6b9504574cba828,292
Run7,62-1,0e883e316811e97a2c01998e3f0fe287f1c79848,281
Run7,62-1,10514aff00caac7d913df22305c27fa0ada95074,49
Run7,62-1,3799b4de277e420fa49cadb124c3cbc4529a7000,65
Run7,62-1,3fa706fb1f153887248617ef9f37fd6540791c76,94
Run7,62-1,4422dc5c1fdab9e0bf31767f21dce38513beb7cd,3445
Run7,62-1,4a0e95c38b60c96ad29ba26f3537238f97be3748,148
Run7,62-1,6d7f6373eab9a77d9d7fe59ac08110457be818c1,2241
Run7,62-1,7d74b4857920d66ad95a4f2014f1476e5714de41,1723
Run7,62-1,7edc82ae907368e2ba93f8d04552ca58def53f5b,3017
Run7,62-1,a0cc3b333cdb3e61d70b00a71c96bca299026dc9,1198
Run7,62-1,a9632b1629bbab996bca412a795c331f4dc009c3,2112
Run7,62-1,ad4a85160abfdbab5115008660485b8d2a7ae3e7,956
Run7,62-1,be450704be214a97e33a734e865eb6009c188d20,4501
Run7,62-1,cb72ee34740ff3bb7b5e61af44721e92bd328d34,194
Run7,62-1,dd658b5becf261561fdbb0b76fb8289c0505ea40,280
Run7,62-1,e008adfd9eaa231ba8f6666b316a290596b6844b,614
Run7,62-1,ee380db4845ebe23398cee9d21a85b5a6f4e66cc,2289
Run7,62-1,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,2195
Run7,62-1,fcf8bce20e93b7b411b0a04a0801ba84beecefbe,199
Run7,63-1,01c7aff54b7fee799f66dfe0302c16d88ccc5214,10
Run7,63-1,22fcb6e863723de2e50c8e5e0d0e489b52f3026a,2049
Run7,63-1,294a9b60b4af88350007786ea12f539e4c87f2aa,101
Run7,63-1,3043f51517250c1d9789dfb27b95b0194e978b4b,395
Run7,63-1,45b4d875c860a9751b0f6bc66f74b75beac485e9,649
Run7,63-1,468ea049f19521da07b0c06a4398893df20d9c6d,6977
Run7,63-1,4f385cc634e3b24fdba75a6a8f053747c8e7476c,407
Run7,63-1,74066494c72c1695219c035c049f10e696375826,145
Run7,63-1,74f355fa4bd0ac7eec829c4c743f1fe52ba5b879,2411
Run7,63-1,76d05848dbc427299d0297d81ab18a19e14be346,1952
Run7,63-1,78670ad98d15d3b397c97829ecb7ad108c53c925,168
Run7,63-1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,52
Run7,63-1,7d3b2fd17279d4feb95be4890d9953a3f167d752,32470
Run7,63-1,a5e46beec71f15834fa461dd43c3755db6e4e6a6,527
Run7,63-1,bb390d3849054c0e0b265bad87ff0c15ad22e894,3213
Run7,63-1,c5e81b10d2d09cf58e8b50a38bea3eb0f0643e29,2422
Run7,63-1,cc2ceade627f577afafb1b40deafa3394023a022,1483
Run7,63-1,d72daca5b3384a691d15bc43e0dd8e64ca1e5938,56
Run7,69-1,1859fffa6cea64b7e98a45bdc9f62760d669b699,540
Run7,69-1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,571
Run7,69-1,2c7a4cfca593728ba40505707f3f9f5a77c8152a,3346
Run7,69-1,3d93e9753e58c59a65605680bf8a46735ed450e9,15985
Run7,69-1,40bf6998a006431e321570aa38dfb1a1185b925b,292
Run7,69-1,42737cd65bab38b57ea8949256ab1dbc59f5d054,40314
Run7,69-1,52fce09b2d8b0068879776197340a25097a4553a,222
Run7,69-1,5fdda72d0d261ad2a1c93d5006844a26c160f6a2,713
Run7,69-1,73240d191a334f7e832b770c560e03cc20c7a63d,180
Run7,69-1,992270f72b61ebf2e60d91da4a94a00fd00f235b,14346
Run7,69-1,d0f8020c13b75fe2ea9d3824125f82a4185282ff,455
Run7,69-1,d4d330ad0c28f4db0d1d53828d9070036fa43d19,226
Run7,69-1,d9357e061cf7a5b54fd997e102b075f1103509be,1502
Run7,69-1,f090e018e60fb39b61a4e7282e59edc0ff404309,922
Run7,69-1,fba2cec814708092c7d22bd25b562528c6acd371,225
Run7,70-2,10414e6920ccd98fad42b1d6bbc502124a8d8944,621
Run7,70-2,42737cd65bab38b57ea8949256ab1dbc59f5d054,3543
Run7,70-2,50caf99b71bc485fe0de67a00acf06529f9b41b1,235
Run7,70-2,50f711b8685fc40972423202f4d8715eca05e27b,347
Run7,70-2,6e82711d6515a0aec2808ae8be7d99113f3f5f64,19460
Run7,70-2,7048c938aa22adcfe306270849416e6dc27c3049,201
Run7,70-2,a80c7dc659fce8fee0131902b85c12f45e7249f1,152
Run7,70-2,d5510acf2643c779f73a9be7dd9138ce5f5df11e,272
Run7,70-2,ee218cad8a54bc88b50a55f98142e40dc25a413c,12692
Run7,779-1,37937dedbcfee403553dac820a6425ecfc0eb7b2,275
Run7,779-1,42737cd65bab38b57ea8949256ab1dbc59f5d054,926
