eDNA.sample,rep,class,order,taxon,nReads,Transect,position,depth,lat,lon
1207,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,1862,67,1,25,45.39631833,-124.0406283
1207,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,7299,67,1,25,45.39631833,-124.0406283
1207,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,62,67,1,25,45.39631833,-124.0406283
1207,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,318,67,1,25,45.39631833,-124.0406283
1207,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,40,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,21613,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,722,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1387,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1869,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4519,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,28194,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,2316,67,1,25,45.39631833,-124.0406283
1208,1,Actinopteri,Scombriformes,Scombridae%NA%NA,43,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,887,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,2729,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,16151,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3909,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,4,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,1642,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,6449,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Perciformes,Cottidae%Artedius%Artedius fenestralis|lateralis,1354,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,258,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,4283,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,52,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,524,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,3408,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,5807,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Scombriformes,Scombridae%NA%NA,113,67,1,25,45.39631833,-124.0406283
1208,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,8664,67,1,25,45.39631833,-124.0406283
1208,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,1706,67,1,25,45.39631833,-124.0406283
1210,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,625,67,1,sfc,45.39631833,-124.0406283
1210,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,59842,67,1,sfc,45.39631833,-124.0406283
1210,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1264,67,1,sfc,45.39631833,-124.0406283
1210,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,75,67,1,sfc,45.39631833,-124.0406283
1210,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,116024,67,1,sfc,45.39631833,-124.0406283
1210,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,44,67,1,sfc,45.39631833,-124.0406283
1210,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,5944,67,1,sfc,45.39631833,-124.0406283
1210,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,95,67,1,sfc,45.39631833,-124.0406283
1210,2,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus,16,67,1,sfc,45.39631833,-124.0406283
1219,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,2604,67,3,291,45.39612167,-124.4226133
1219,1,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,7072,67,3,291,45.39612167,-124.4226133
1219,1,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,60784,67,3,291,45.39612167,-124.4226133
1219,1,Actinopteri,Scombriformes,Scombridae%Scomber%NA,4430,67,3,291,45.39612167,-124.4226133
1219,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,50291,67,3,291,45.39612167,-124.4226133
1219,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,109466,67,3,291,45.39612167,-124.4226133
1219,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,45425,67,3,291,45.39612167,-124.4226133
1219,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,19094,67,3,291,45.39612167,-124.4226133
1220,1,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,10317,67,3,291,45.39612167,-124.4226133
1220,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,32472,67,3,291,45.39612167,-124.4226133
1220,1,Actinopteri,Perciformes,Zoarcidae%Lycodapus%Lycodapus mandibularis,5702,67,3,291,45.39612167,-124.4226133
1220,1,Actinopteri,Perciformes,Zoarcidae%Lycodapus%NA,323,67,3,291,45.39612167,-124.4226133
1220,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,4,67,3,291,45.39612167,-124.4226133
1220,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,114335,67,3,291,45.39612167,-124.4226133
1220,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,12969,67,3,291,45.39612167,-124.4226133
1220,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,2595,67,3,291,45.39612167,-124.4226133
1220,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes polyspinis|variabilis|ciliatus|crameri,10278,67,3,291,45.39612167,-124.4226133
1220,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,16113,67,3,291,45.39612167,-124.4226133
1225,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,10344,67,3,50,45.39612167,-124.4226133
1225,1,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,11797,67,3,50,45.39612167,-124.4226133
1225,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,363,67,3,50,45.39612167,-124.4226133
1225,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas,23423,67,3,50,45.39612167,-124.4226133
1225,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,9436,67,3,50,45.39612167,-124.4226133
1228,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,952,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1929,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,15,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,9,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,1100,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,101,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10745,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,134,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,18,67,3,sfc,45.39612167,-124.4226133
1228,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,104,67,3,sfc,45.39612167,-124.4226133
1228,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,230,67,3,sfc,45.39612167,-124.4226133
1228,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,238,67,3,sfc,45.39612167,-124.4226133
1228,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,553,67,3,sfc,45.39612167,-124.4226133
1228,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,557,67,3,sfc,45.39612167,-124.4226133
1228,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,11,67,3,sfc,45.39612167,-124.4226133
1228,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,11810,67,3,sfc,45.39612167,-124.4226133
1228,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,895,67,3,sfc,45.39612167,-124.4226133
1265,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,5,67,7,500,45.398275,-125.0283033
1265,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,33,67,7,500,45.398275,-125.0283033
1265,1,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,3,67,7,500,45.398275,-125.0283033
1265,1,Actinopteri,Scombriformes,Scombridae%NA%NA,5953,67,7,500,45.398275,-125.0283033
1265,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,56731,67,7,500,45.398275,-125.0283033
1265,2,Actinopteri,Scombriformes,Scombridae%NA%NA,13326,67,7,500,45.398275,-125.0283033
1265,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,118911,67,7,500,45.398275,-125.0283033
1266,1,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,25,67,7,500,45.398275,-125.0283033
1266,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,107558,67,7,500,45.398275,-125.0283033
1266,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,11,67,7,500,45.398275,-125.0283033
1266,2,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,98,67,7,500,45.398275,-125.0283033
1266,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,79198,67,7,500,45.398275,-125.0283033
1273,1,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus,129667,67,7,50,45.398275,-125.0283033
1273,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,2068,67,7,50,45.398275,-125.0283033
1273,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,3150,67,7,50,45.398275,-125.0283033
1273,2,Actinopteri,Perciformes,Zoarcidae%NA%NA,3,67,7,50,45.398275,-125.0283033
1274,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,64799,67,7,50,45.398275,-125.0283033
1274,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,41383,67,7,50,45.398275,-125.0283033
1274,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,23562,67,7,50,45.398275,-125.0283033
1274,1,Actinopteri,Stomiiformes,Stomiidae%Aristostomias%Aristostomias scintillans,867,67,7,50,45.398275,-125.0283033
1274,2,Actinopteri,Scombriformes,Scombridae%NA%NA,2941,67,7,50,45.398275,-125.0283033
1274,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,59035,67,7,50,45.398275,-125.0283033
1535,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,4088,77,1,sfc,47.063255,-124.396465
1535,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1793,77,1,sfc,47.063255,-124.396465
1535,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,131,77,1,sfc,47.063255,-124.396465
1535,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,274,77,1,sfc,47.063255,-124.396465
1535,1,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,2027,77,1,sfc,47.063255,-124.396465
1535,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,51214,77,1,sfc,47.063255,-124.396465
1535,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,2834,77,1,sfc,47.063255,-124.396465
1535,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,186,77,1,sfc,47.063255,-124.396465
1535,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,172,77,1,sfc,47.063255,-124.396465
1535,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,48432,77,1,sfc,47.063255,-124.396465
1535,2,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,1291,77,1,sfc,47.063255,-124.396465
1535,2,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus,751,77,1,sfc,47.063255,-124.396465
1537,1,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,4415,77,1,50,47.063255,-124.396465
1537,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,11318,77,1,50,47.063255,-124.396465
1537,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1783,77,1,50,47.063255,-124.396465
1537,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,18495,77,1,50,47.063255,-124.396465
1537,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,3111,77,1,50,47.063255,-124.396465
1537,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4171,77,1,50,47.063255,-124.396465
1537,1,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,3379,77,1,50,47.063255,-124.396465
1537,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,7258,77,1,50,47.063255,-124.396465
1537,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,35,77,1,50,47.063255,-124.396465
1537,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,693,77,1,50,47.063255,-124.396465
1537,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,88,77,1,50,47.063255,-124.396465
1537,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,820,77,1,50,47.063255,-124.396465
1537,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,811,77,1,50,47.063255,-124.396465
1537,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,193,77,1,50,47.063255,-124.396465
1537,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,441,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,768,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,5268,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Perciformes,Pholidae%Pholis%NA,319,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,6,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2683,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,880,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,379,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,587,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,9327,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,9078,77,1,50,47.063255,-124.396465
1538,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,1001,77,1,50,47.063255,-124.396465
1538,1,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,9,77,1,50,47.063255,-124.396465
1538,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,10896,77,1,50,47.063255,-124.396465
1538,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,82,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1594,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,10254,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,432,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,2,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Gadiformes,Gadidae%Microgadus%NA,1987,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Perciformes,Cottidae%Leptocottus%Leptocottus armatus,6913,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,61,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,9358,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1152,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,42689,77,1,50,47.063255,-124.396465
1538,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,27223,77,1,50,47.063255,-124.396465
1538,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,12,77,1,50,47.063255,-124.396465
1538,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,2436,77,1,50,47.063255,-124.396465
1538,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,42690,77,1,50,47.063255,-124.396465
1538,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,562,77,1,50,47.063255,-124.396465
1538,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,952,77,1,50,47.063255,-124.396465
1538,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1934,77,1,50,47.063255,-124.396465
1538,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1675,77,1,50,47.063255,-124.396465
1538,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,4024,77,1,50,47.063255,-124.396465
1538,3,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,2103,77,1,50,47.063255,-124.396465
1538,3,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,436,77,1,50,47.063255,-124.396465
1538,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,1135,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,263,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,12262,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,7895,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,3202,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,2859,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,10505,77,1,50,47.063255,-124.396465
1538,4,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,13734,77,1,50,47.063255,-124.396465
1538,4,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,176,77,1,50,47.063255,-124.396465
1538,4,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,233,77,1,50,47.063255,-124.396465
1538,4,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,505,77,1,50,47.063255,-124.396465
1538,4,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,16339,77,1,50,47.063255,-124.396465
1539,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,3413,77,1,25,47.063255,-124.396465
1539,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,4850,77,1,25,47.063255,-124.396465
1539,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1116,77,1,25,47.063255,-124.396465
1539,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,69,77,1,25,47.063255,-124.396465
1539,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,2038,77,1,25,47.063255,-124.396465
1539,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4401,77,1,25,47.063255,-124.396465
1539,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,496,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,6870,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,6929,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,314,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,1089,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,3076,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,104,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,7097,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,735,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,332,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,2595,77,1,25,47.063255,-124.396465
1539,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,2857,77,1,25,47.063255,-124.396465
1539,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,3710,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,42,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,68,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,867,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1620,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,500,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,405,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,5421,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,342,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4582,77,1,25,47.063255,-124.396465
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Pleuronichthys%Pleuronichthys decurrens,353,77,1,25,47.063255,-124.396465
1540,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,2603,77,1,25,47.063255,-124.396465
1540,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,189,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,7,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,2579,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,740,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,2173,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Perciformes,Cottidae%NA%NA,2253,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,21,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1131,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,216,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,8581,77,1,25,47.063255,-124.396465
1540,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,9111,77,1,25,47.063255,-124.396465
1540,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,2320,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,343,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,530,77,1,25,47.063255,-124.396465
