eDNA.sample,rep,class,order,taxon,nReads,Transect,position,depth,lat,lon
1540,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,7774,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1745,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,5601,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,18307,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,4849,77,1,25,47.063255,-124.396465
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,21514,77,1,25,47.063255,-124.396465
1540,3,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,708,77,1,25,47.063255,-124.396465
1540,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,15784,77,1,25,47.063255,-124.396465
1540,3,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,2541,77,1,25,47.063255,-124.396465
1541,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,11014,77,2,sfc,47.06391667,-124.8705967
1541,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,2949,77,2,sfc,47.06391667,-124.8705967
1541,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,308,77,2,sfc,47.06391667,-124.8705967
1541,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,615,77,2,sfc,47.06391667,-124.8705967
1541,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,10073,77,2,sfc,47.06391667,-124.8705967
1541,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,1249,77,2,sfc,47.06391667,-124.8705967
1543,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,1020,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%NA,212,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,117,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,19890,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,14214,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,18185,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,11024,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,5486,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,76831,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,6,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%Atheresthes evermanni|stomias,10423,77,2,143,47.06391667,-124.8705967
1543,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA,2571,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,833,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Clupeiformes,Clupeidae%Alosa%NA,475,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,26725,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Perciformes,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,3514,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Perciformes,Zoarcidae%NA%NA,122386,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%Atheresthes evermanni|stomias,19100,77,2,143,47.06391667,-124.8705967
1543,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA,811,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,2497,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,3,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Perciformes,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,5792,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,15006,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Perciformes,Stichaeidae%Poroclinus%Poroclinus rothrocki,1715,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,38957,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,14091,77,2,143,47.06391667,-124.8705967
1544,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,10291,77,2,143,47.06391667,-124.8705967
1544,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,5896,77,2,143,47.06391667,-124.8705967
1544,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,41896,77,2,143,47.06391667,-124.8705967
1544,2,Actinopteri,Perciformes,Zoarcidae%NA%NA,91997,77,2,143,47.06391667,-124.8705967
1544,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,17671,77,2,143,47.06391667,-124.8705967
1544,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,20702,77,2,143,47.06391667,-124.8705967
1547,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1396,77,2,50,47.06391667,-124.8705967
1547,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1348,77,2,50,47.06391667,-124.8705967
1547,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,3844,77,2,50,47.06391667,-124.8705967
1547,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,7339,77,2,50,47.06391667,-124.8705967
1547,1,Actinopteri,Perciformes,Cottidae%NA%NA,66142,77,2,50,47.06391667,-124.8705967
1547,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,7958,77,2,50,47.06391667,-124.8705967
1547,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,6957,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,89,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,4606,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,211,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,2557,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%NA,118,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,13337,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1509,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,3671,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,3773,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,1685,77,2,50,47.06391667,-124.8705967
1548,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,3447,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,26033,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,45,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,5577,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,423,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,16,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,34,77,2,50,47.06391667,-124.8705967
1548,2,Actinopteri,Scombriformes,Scombridae%Scomber%NA,60687,77,2,50,47.06391667,-124.8705967
1573,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,4879,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,350,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,8630,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,11033,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,3972,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,504,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,1006,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,6069,77,6,sfc,47.06442,-125.2157667
1573,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,339,77,6,sfc,47.06442,-125.2157667
1573,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,586,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,13175,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,17732,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,608,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,5714,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,5473,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1100,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,4524,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,602,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3296,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,180,77,6,sfc,47.06442,-125.2157667
1573,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,1166,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,96,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,2113,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,1630,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,543,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10255,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,17300,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,11515,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,585,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1909,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,7746,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,442,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastolobus%Sebastolobus altivelis,839,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,2400,77,6,sfc,47.06442,-125.2157667
1574,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,1879,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,1865,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,354,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,4179,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,2907,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,282,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,9551,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,829,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,1927,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,2448,77,6,sfc,47.06442,-125.2157667
1574,2,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,2138,77,6,sfc,47.06442,-125.2157667
1575,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,112047,77,6,500,47.06442,-125.2157667
1575,1,Actinopteri,Scombriformes,Scombridae%NA%NA,10361,77,6,500,47.06442,-125.2157667
1575,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,56801,77,6,500,47.06442,-125.2157667
1719,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,49736,81,1,sfc,47.72953333,-124.680385
1719,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,4812,81,1,sfc,47.72953333,-124.680385
1719,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1481,81,1,sfc,47.72953333,-124.680385
1719,1,Actinopteri,Salmoniformes,Salmonidae%Salvelinus%NA,158,81,1,sfc,47.72953333,-124.680385
1719,1,Actinopteri,Salmoniformes,Salmonidae%Salvelinus%Salvelinus environmental|leucomaenis|fontinalis,2257,81,1,sfc,47.72953333,-124.680385
1719,1,Hexanauplia,Pedunculata,Pollicipedidae%Pollicipes%Pollicipes polymerus,13,81,1,sfc,47.72953333,-124.680385
1719,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,1950,81,1,sfc,47.72953333,-124.680385
1719,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,651,81,1,sfc,47.72953333,-124.680385
1719,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,202,81,1,sfc,47.72953333,-124.680385
1719,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,453,81,1,sfc,47.72953333,-124.680385
1719,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,157,81,1,sfc,47.72953333,-124.680385
1719,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Psettichthys%Psettichthys melanostictus,5854,81,1,sfc,47.72953333,-124.680385
1723,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,288828,81,1,25,47.72953333,-124.680385
1725,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3088,81,1,3,47.72953333,-124.680385
1725,1,Actinopteri,Perciformes,Cottidae%NA%NA,7921,81,1,3,47.72953333,-124.680385
1725,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,41,81,1,3,47.72953333,-124.680385
1725,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,150863,81,1,3,47.72953333,-124.680385
1725,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,114,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,5682,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,3,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Perciformes,Cottidae%NA%NA,14046,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,50,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,31,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,259825,81,1,3,47.72953333,-124.680385
1725,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,214,81,1,3,47.72953333,-124.680385
1755,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,19003,81,5,50,47.73109333,-125.2471967
1755,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,55487,81,5,50,47.73109333,-125.2471967
1755,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,14782,81,5,50,47.73109333,-125.2471967
1755,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,7814,81,5,50,47.73109333,-125.2471967
1755,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,55702,81,5,50,47.73109333,-125.2471967
1755,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,314,81,5,50,47.73109333,-125.2471967
1755,2,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,20734,81,5,50,47.73109333,-125.2471967
1755,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,111367,81,5,50,47.73109333,-125.2471967
1755,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,111,81,5,50,47.73109333,-125.2471967
1755,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,503,81,5,50,47.73109333,-125.2471967
1755,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,370,81,5,50,47.73109333,-125.2471967
1755,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150000|glaucus|matsubarae|vulpes|aleutianus|trivittatus|borealis|proriger|diploproa,2265,81,5,50,47.73109333,-125.2471967
1756,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,101249,81,5,50,47.73109333,-125.2471967
1756,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,38639,81,5,50,47.73109333,-125.2471967
1756,2,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,1320,81,5,50,47.73109333,-125.2471967
1756,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,10187,81,5,50,47.73109333,-125.2471967
1756,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,2262,81,5,50,47.73109333,-125.2471967
1756,2,Actinopteri,Perciformes,Liparidae%Liparis%Liparis fucensis|callyodon,431,81,5,50,47.73109333,-125.2471967
1769,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,765,81,9,sfc,47.73233,-125.742555
1769,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,11424,81,9,sfc,47.73233,-125.742555
1769,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,14340,81,9,sfc,47.73233,-125.742555
1769,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,1283,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Aulopiformes,Paralepididae%Magnisudis%Magnisudis atlantica,14,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,152,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,447,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,23407,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,19799,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,614,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,23,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,29,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,9,81,9,sfc,47.73233,-125.742555
1769,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,4340,81,9,sfc,47.73233,-125.742555
1769,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,122,81,9,sfc,47.73233,-125.742555
1769,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,11,81,9,sfc,47.73233,-125.742555
1770,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,265,81,9,sfc,47.73233,-125.742555
1770,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,4070,81,9,sfc,47.73233,-125.742555
1770,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,17973,81,9,sfc,47.73233,-125.742555
1770,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,1265,81,9,sfc,47.73233,-125.742555
1770,1,Actinopteri,Scombriformes,Scombridae%NA%NA,1002,81,9,sfc,47.73233,-125.742555
1770,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,7665,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,3102,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,518,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,31047,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,16655,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,136,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,20,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Scombriformes,Scombridae%NA%NA,59,81,9,sfc,47.73233,-125.742555
1770,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,6730,81,9,sfc,47.73233,-125.742555
1770,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,450,81,9,sfc,47.73233,-125.742555
1779,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,4376,81,9,50,47.73233,-125.742555
1779,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,231,81,9,50,47.73233,-125.742555
1779,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1656,81,9,50,47.73233,-125.742555
1779,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,3439,81,9,50,47.73233,-125.742555
1779,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,2503,81,9,50,47.73233,-125.742555
1779,2,Actinopteri,Perciformes,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,709,81,9,50,47.73233,-125.742555
1779,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,668,81,9,50,47.73233,-125.742555
1780,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,3626,81,9,50,47.73233,-125.742555
1780,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,11535,81,9,50,47.73233,-125.742555
1780,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,6090,81,9,50,47.73233,-125.742555
1780,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,25984,81,9,50,47.73233,-125.742555
1780,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,40727,81,9,50,47.73233,-125.742555
1780,2,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,1159,81,9,50,47.73233,-125.742555
1780,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,9293,81,9,50,47.73233,-125.742555
1780,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,139,81,9,50,47.73233,-125.742555
1780,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10662,81,9,50,47.73233,-125.742555
1780,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,23,81,9,50,47.73233,-125.742555
1780,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,13562,81,9,50,47.73233,-125.742555
282,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,2128,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1459,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes ensifer,174,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,2197,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,8770,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Perciformes,Zaniolepididae%Zaniolepis%NA,573,35,1,48,40.065505,-124.1372783
