Hash,phylum,class,order,taxa
afc45349c2f81c0d94a2dfb86b447fcaf6261aa3,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
7ac608a417efe7b0e9b29f0e62bf4d7d7cca46f0,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
f70db5fb9dbe1e5b0f9f06496490ddf2ddd103a7,Chordata,Actinopteri,"NA",NA%NA%NA
c86b36464f72e7a8050e01a2e64ac07a64f68075,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
6696eedfe294586c3d0ad34732f5fd141994b889,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
4625dcbafe6249c415212f0319ff13c804e05e0e,Chordata,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni
05423c173033261cb34da727eba2db63b52a9bee,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
abe570952e5d3c142a60d083c0a9363a8499e4c1,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
7d90fb2b750ef08ff057d964c305dd2ae445a3b3,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
90082b989a8da4c2d3bc35cd2fb0e4477755059d,Chordata,Actinopteri,Perciformes,Cottidae%Artedius%NA
9fed5169e2019ef1f30e82b46e9dce87f2ba3e38,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
11ac46148851426ddbc5cb1a63609f4ab0ebddb8,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
d06e069f5cf024eb16e552fd9e761fc5ca268eb2,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
7fe9d917f6787560a947624c2dac81159707a999,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
d3bcc1d3359958653c3125da01a29a3d00fcc580,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
fe9db98eb14a743eccc9a410e89a8a1e464262f8,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
e54b584c3b1478b985e0285e6b2b7e0a0a01bbed,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis
9035f9b8d441bbd2a85515b75caf9ec1e6cb835c,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
58c1177cd0d5c9d978e1c8c3f3cf6a376134b940,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
e79c2e8396211ef085e386384cda0d2ffd3d1a32,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
bd38b0a1fc70866ce3b1137699f70b44d7c6d74b,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
50f561ed51611e15fc217aef2ed342c64cb69792,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
1f912d8e218793a771699bde5c9a863ae016d200,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
4b5a6b8940bb845f11c0e78ed55596202b8e97d3,Chordata,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus
448edc469c4a9b0558caa62dc83cd27552f6df3b,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
17790d204c1046ddd319b4abee711f48daa7d68b,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
2820e601c48c8b48efd4591cec822037ef4aec3a,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
c998bdf87b3bd40cc2e37116a134dcac8268ee1e,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
81eb154fd277670bcf4d7234cc0b4c7576a1ca79,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
858349107c46705bfe883f56ad8560fd7243f5d8,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
d85b1b0762b7552ba85f7c483946d363754ac5a5,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
a3921ebcc35ecc1b69804f469a59ab608b6b4a2e,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
83ff838477aeaa521040b48270ff0267d33529ee,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
7d13c6e875ff1f75ef5455e557d9f5f9925f7d30,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
f276dd497b44e33b519b550b8827857be3a75004,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
5a21b0cbca750ae7876a9817be2114d7191f3b7f,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5a4c97662de8e33289f50fd1672e655e97fe6395,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
35f86b8d7fff38f608b6a7b21e0637fb0fcfd482,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%NA
2ed7d0f2b6bfd66a72ab3241cdd8c4f4614155c8,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5839781ad24e7228fff6b976e4107fad7721f7f7,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes pinniger
8a9f46ee978316b7c650945ccbc965281aab3d6b,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
b0754451b008216d91cff007377d359106ef32a0,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
fb5a2eb16c3ced5aeb6b2d2fa73f62813db22733,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
f7df17e5e15d800fa60267c2ac75d057fa3fd051,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
28de41764f3d4f97a5dd7daea18f079316c6fcf3,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
cc9197d0a781683ac499ee860fc6c6e696c6a1e1,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
14e0b070bad965a8c2fd0b7420477c3fdba695fd,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
af99873196a0896db937b05de857b4fe2e950cdf,Chordata,Actinopteri,Argentiniformes,Microstomatidae%NA%NA
ba1a947315cfb5e26cad2fe0f4a99199e9e08c59,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae%NA%NA
8725a0f1da08d7a1d3628aa093e07e80f1e56aa9,Chordata,Actinopteri,"NA",NA%NA%NA
f8a5c1f988f3514cd89f3d190ebd74c85a98cbd9,Chordata,Actinopteri,Argentiniformes,Microstomatidae%NA%NA
565f57dc9e65b28af3b3b0270f3c671dfa82bd55,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
010cea69d05c12d62bbd81d61b9b44c513f283c8,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
431564a365a3c572e868c64cd66ee0ae60f36bac,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
2f4975b20586fee824e13d1fc9c0602abf6f750e,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
4d27ad400d87f338e7e0bc3f19a43f4858a5ea14,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
6b10cbef1bb00f498c876f2e828307d2a70a5396,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
d4c2564ad51807f136409b0e5dee0584a4097398,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
8801eddd8620142fe7991ab2f7781d1596362101,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
5abc18ff908ee949789e94be0fa21695f7300453,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
a87b4d75377fb37c6218e0c8da5c37773efea60a,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
f7a521d490e47ee61ae688360cf6a62b8b153ed5,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
e903628796dd82cf7047448d98f7542c0ae1f89f,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
02831adb12b4df552d83d1fdb2fa129115d11d7d,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
bb1840927078de5d19aaf0bae9ca48f229e6985f,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
4e750b7c5ecf5b03d5c95bef3924fdb12b6237f5,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
f65d59198ce44d10bacb0df852a1514a609480c2,Chordata,Actinopteri,Gadiformes,Gadidae%NA%NA
1e3cc66ea46343e9b8ec9f783266b5ad470b0a89,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
91a2a8d309ddeb2a44cc8372975b0463f5af8c53,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
4f6992caeacd90c296c12177cfb24230f3753e0c,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
2852b8b433ff0190c0ec998dd1cfc00400e839cb,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
4a66972fe6e26337073ca6062bf220858ef402a6,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
3e652cb60dd66ddc2a98cb66a2601e2dc1088f60,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
41a104c80fa4a16796732c5b1c54325b047af192,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
57024b21799d0dd181a552b06d352c72e7ecc0ad,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
f4f344c07887b0f2fabca4005f95542b2d00b29a,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
3f4a4bc21a25fc7324700a23fab983222385913c,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
c4ee75745770008012ecc3814ca720be5481acf0,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
b5ad687e2d792bb5da859a96d526cffaf153e3e1,Chordata,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis
05ac13934097d8cfd02be86169b0a93acd023ab7,Chordata,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti
d8077616a668eb3f0007c812e44f565e6e9fe5ba,Chordata,Actinopteri,Perciformes,NA%NA%NA
7028906aeeb1bd64fcd91a7c8cab11df31044860,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
e247631fbae7320bfdf130cb523195637270e994,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
16e83b47371911a7c13d0426160fabb41ba474fe,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
64316915c3a82d4ce0de693d51fad93bc113dbe2,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
b9bb5c4ab6f478ebce7e789d13e575a3988dbb19,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
581f11bf3ad4a8cd2863208e07b84c1d5b6b4299,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
a02bafd94fb2b347a675569b25ded6ee395bdca3,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
1bc9604560a063ab74b223697d3a810c31f18a18,Chordata,Actinopteri,Perciformes,Hexagrammidae%Hexagrammos%Hexagrammos decagrammus
0f3013438ee0117d1ab96d6eae5f797e2f5b4cf5,Chordata,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti
1e52a2f078d82ee17274181d5b3a44a20f5163db,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
6c7fa6dccccab05267bdcce055ea4faea4d4bcdd,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
f8a31deb49d5da60c913e234a07c3265d33d6d66,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
7357c51ca03ad961b3227c6aa19e1caf2cdc090c,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
8f6c14a860f7474a94b5bb962e879ddaea471443,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
c8399ba990731242f8cf5961441c0a881899d177,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
7ea7c5681160a0bdfc90200035733fd25bd2f5e4,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
9635023b726ef69485f0d9e89205f434eedb5c5d,Arthropoda,Hexanauplia,Pedunculata,Pollicipedidae%Pollicipes%Pollicipes polymerus
184fbff5d28505496096419db723d723d165def1,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
1c0e431d3b1b3c62291ed6bc27c7b5a6304f4130,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
a547efb449ec4bf8806e5089501e2f7b4057d8b8,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca
f6e520c585c6e62c0015e68ea53696c254e65b93,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
2f8d01b1086ca4616a288b6536d15f94b43daf5a,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
c900b6a9104066ddd58a4e9d5adc49518fa7268a,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
f7e2202aaacc581ac0b4d2954386e97ee6086b12,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
cf701e3f8b7d68dbffc1a70e7954d727df521359,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
cb02ff11f2bbaed932a1875667fd8968d5ccd471,Chordata,Actinopteri,Perciformes,Pholidae%Pholis%NA
72a24462ad54fd46ce8b0d9bd5cc8aeb01e69511,Chordata,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus
cdac65023b5ea72a8111672c89d972c325037c91,Chordata,Actinopteri,"NA",NA%NA%NA
fd0ebe9a82e24bf58d2c80c03823ad0bcecf6482,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
8952376f983e91f2eae968fc1edd88b958b260e8,Chordata,Actinopteri,"NA",Embiotocidae%Zalembius%Zalembius rosaceus
fc1fc936b89a34734d2d7b73d433ccfb084fa296,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
4de67a0ef1e048ee41ea521f63d0ffb3e32fe6e2,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
b1c233ec989c1186eb00d878647363c47c596d72,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
a991f1427f53a2497cac653b20432a099b7c96b1,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
c525b31d5ceab66364d56dc1ef6ba5c681a5e182,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
9f14f26ab7d05588d212055c432577f10b68b80f,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
6fffca93770ad9170eeaed325bb257150e108bbd,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
44db50ea18575f3f8fead3f0a916014c76b741fe,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
d06d60913290f7c8116f731563f3baeda0804b96,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
4262a8fc03677186d50ba3d9017f697b5b229993,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas
61e27096e7a5da228d1079e76e7be4f2f73b7e57,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
0a669680883979b2ef8d43cc4a8100da14e3ff3e,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
1be946db3ed611386632595e02f613bdd6250b10,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
ab4bb3b97da2af3dda876a4dc1f46f70bb9411c3,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
4af8ac70be20b876b0e1dacba89119b9cfc08152,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis
a789cbb6b3fec7133bbfc26686e7e0a8b312b71b,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
b4a68db1a2f4c394d9d7434523e7abc21287d132,Chordata,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola
54c9c1df2203f11a51189baf7df0acdb2130ffd9,Chordata,Actinopteri,Perciformes,Cottidae%Radulinus%Radulinus asprellus
1e0737f8b673443b707cc0f75d6621509fdc6f66,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
c858030af9d3469e47d9b90f5fbe435774867677,Chordata,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax
e0f0d41788939e4974ce54199d4021ad5b526cda,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
0a950037cf0546631a5fae7cdf0fcd658c00304a,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
de210ed671959225fe93ad81da15842c815bbdc5,Chordata,Actinopteri,"NA",NA%NA%NA
947136d837228d86c93101c68f063b107f3ec5c7,Chordata,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus
a144972496b8eabce1fd80b105110dfb072001d2,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
011b9ef99dbf09245a098722ff48fbd957de689f,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
75d71ba6a76008ba53d7d7c867a659a757f29374,Chordata,Actinopteri,Perciformes,NA%NA%NA
2ea1581430cbbb4d02e45b9ad105c4e734ce0ddc,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
99a381b3da53cf684d81bfb9cd77042f17d1eb1d,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
66ab4c459f8a14893400e4e1e9d0fcc989b95899,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
48c816eef9feda4eff65c50a60fb1b3979df0321,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
5703b98cacf845f980376f46532d4a133d061c11,Chordata,Actinopteri,Argentiniformes,Microstomatidae%NA%NA
c48d8148501836d402772a06605a32cd2d428393,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
e076b706779ccf319197bb0d4914cc52a6d7c61f,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
abf7dad83d6bfe5e723f60c49b54e1a657484545,Chordata,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina
6b4d6e14fd813003e1cece3972aca413ee339da8,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
4310f965a9a708b7343b9e505a6db0dec5bec605,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha
26c6956d1eaa6e7a2de4849d7efca8344acb972d,Chordata,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis
887c3a07ee684f43c172da3e575e6056646529be,Chordata,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus
9cadd8f6ac4ac7062f9223e2876ef75fe6b9b2a9,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha
f3b74d9322d8a6c3c56c0d090520b69853470b3d,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
992270f72b61ebf2e60d91da4a94a00fd00f235b,Chordata,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA
733677964f27c05fcb25aa43ca666c25c11ee8a2,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
1e9d1bdcddb32072ac52f950b389b6d30b12374c,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
dd07f6a5f4793f1cc891e765659ffc6072c792bb,Chordata,Actinopteri,Argentiniformes,Microstomatidae%NA%NA
f1c9bc1646b157e87b38dbf3821900b182bfa01b,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
b18341ca4f94829d686b182087e0ec3542adbff9,Chordata,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria
3023b640a37298d8bbdb2a7d2ea4db3be064f77b,Chordata,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus
514ea6b7e9913e1d12d47fa0969e7e4733f83bd7,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
d36bc05e13a433ece75f43f4d9c58acc556873b5,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis
5b4e6b7cbe95e6f11954e6d10b9dcffb22802416,Chordata,Actinopteri,Argentiniformes,Microstomatidae%NA%NA
d9357e061cf7a5b54fd997e102b075f1103509be,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
45583b2e75935f07b9c1999e5f0200283c24a7a0,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta
631945242d324bbfff5041f8c267f989f63f392e,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus
6ff8194ca8c90bd430832bf76df4c2f64a354046,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
77cc933db476d35a60bca59841cf74eb7708a975,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha
8fb3686f1ad1d4beb1270f156ef1a94d35e21755,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
f8dfaffc62848194b37b34f913912e29fb6d7c05,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
705f860217bcb01bb4c4345dcd32f0055213bc58,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
20300531e224f99bf94902a80a3c0daccd4d04d2,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
be450704be214a97e33a734e865eb6009c188d20,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
892966cc270b6501a261e48ba86fbed57008aac8,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
61564ecc679930074f4036efe6ea074126ae182d,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
d929a66cb3beafc94c8fab3143ba8728d42a4e79,Chordata,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria
9f9c36719d14eec0c52186a2cf1b162f1984cdf6,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
b0208794ecfa0d5f47572fdbb1efe627ebd8390f,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis
f03338c2d06021f4efc861c38fa2ecb29f6662d3,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
42221b51b96dc83d89fabb363315ce2905414cbb,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
02ad992eb16879dc7fbe36a0235a097d39be4daa,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
90fb65ad72dcfc67d2ef9d8d3f7d5583f8dc30aa,Chordata,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus
3cc5a01e8db3f3d7c467ff5eae55cdd5c4043068,Chordata,Actinopteri,Perciformes,NA%NA%NA
1c9ae6921fd1c0c76a7ee5b588ce1be5beb0f7a5,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
bd4dd1508fe7a702aa6e9f9ccfb4659383a7401f,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
f5e1b14b87347cf995453ca03ad06862e8a509a1,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
2fcc09bfcff8caed24e6a738f70203fdbae3e678,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
8b9622cc78003861afe73a81908f989b6fbe89a1,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
0625ee3755216028160260799687e712a051a505,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani
1ec646be89bf07e7c7b5d99f3f559ab00134df04,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
98fe4e18489a3566732afa5c7a853a4495043ead,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
827f6384febcebda526464a197bca5d31dd65a62,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
e19123e04f8a73e5c88779e6ef700b9b15371e8d,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha
7c3dcbf4416f9ad2ea59bb77e47b65a84161960f,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
bce7798201145021d1e5254ba2012c4514ec93ae,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha
dd7ef30451320cf4effa3a477e3d3f94c30bdd5a,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus kisutch
d871be2f6fffdd04bbf0645aaf46abb0f092e731,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
e61290c71175230da358516096055fca16c0d5d1,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
5757820e14c6b161a80c0de777f0510d391143c0,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
a66f31c17543c1afaf16387556281621f75177a5,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
f3825a6609aa611d902f61973ca6fc41c601f476,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
4422dc5c1fdab9e0bf31767f21dce38513beb7cd,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
af321e58c546065c3473ef25920c7132e6dcfc5a,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
a9ddeb171879e60200fb0d40205d68a6a02024d1,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
ecf3aa7ba498ed9333f3f59e3ca95645646cece2,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
004390d45fc3536644526c432d597868a5b5d8cf,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
e2672bcf844ae3e74870304ff4b4b57e6f9fc86f,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha
bb390d3849054c0e0b265bad87ff0c15ad22e894,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
90e343bf24600512137db6435e19ebc2a9ebb0bd,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%NA
5f98ae902fa0060f4519c7a7868323518298a9bd,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
1a57477efc4a7c8e63ae71c66d10b258345aa22e,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
7c57977807872e74d38c54fcbbb202c723ed5f7a,Chordata,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria
