Var1,Var2,value
UDP0134,UDP0086,0.7
UDP0135,UDP0086,0.7
UDP0136,UDP0086,0.8
UDP0137,UDP0086,0.8
UDP0138,UDP0086,0.7
UDP0139,UDP0086,0.8
UDP0140,UDP0086,0.8
UDP0141,UDP0086,0.7
UDP0142,UDP0086,1
UDP0143,UDP0086,0.6
UDP0144,UDP0086,0.8
UDP0145,UDP0086,0.5
UDP0146,UDP0086,1
UDP0147,UDP0086,0.8
UDP0148,UDP0086,0.8
UDP0149,UDP0086,1
UDP0150,UDP0086,0.5
UDP0151,UDP0086,0.6
UDP0152,UDP0086,0.9
UDP0153,UDP0086,0.9
UDP0154,UDP0086,0.9
UDP0155,UDP0086,0.8
UDP0156,UDP0086,0.6
UDP0157,UDP0086,0.5
UDP0158,UDP0086,1
UDP0159,UDP0086,0.6
UDP0160,UDP0086,0.7
UDP0161,UDP0086,0.8
UDP0162,UDP0086,0.7
UDP0163,UDP0086,0.8
UDP0164,UDP0086,0.8
UDP0165,UDP0086,0.5
UDP0166,UDP0086,1
UDP0167,UDP0086,0.8
UDP0168,UDP0086,0.6
UDP0169,UDP0086,0.6
UDP0170,UDP0086,0.9
UDP0171,UDP0086,0.7
UDP0172,UDP0086,0.9
UDP0173,UDP0086,0.7
UDP0174,UDP0086,0.7
UDP0175,UDP0086,0.8
UDP0176,UDP0086,0.9
UDP0177,UDP0086,0.5
UDP0178,UDP0086,0.9
UDP0179,UDP0086,0.8
UDP0180,UDP0086,0.8
UDP0181,UDP0086,0.8
UDP0182,UDP0086,0.9
UDP0183,UDP0086,0.6
UDP0184,UDP0086,0.7
UDP0185,UDP0086,0.7
UDP0186,UDP0086,0.8
UDP0187,UDP0086,0.8
UDP0188,UDP0086,0.5
UDP0189,UDP0086,0.8
UDP0190,UDP0086,0.9
UDP0191,UDP0086,0.5
UDP0192,UDP0086,0.6
UDP0001,UDP0087,0.7
UDP0002,UDP0087,0.7
UDP0003,UDP0087,0.6
UDP0004,UDP0087,0.5
UDP0005,UDP0087,0.9
UDP0006,UDP0087,0.9
UDP0007,UDP0087,0.7
UDP0008,UDP0087,0.7
UDP0009,UDP0087,0.8
UDP0010,UDP0087,0.8
UDP0011,UDP0087,0.7
UDP0012,UDP0087,0.7
UDP0013,UDP0087,0.7
UDP0014,UDP0087,1
UDP0015,UDP0087,0.7
UDP0016,UDP0087,0.6
UDP0017,UDP0087,0.9
UDP0018,UDP0087,0.9
UDP0019,UDP0087,0.6
UDP0020,UDP0087,0.8
UDP0021,UDP0087,0.8
UDP0022,UDP0087,0.8
UDP0023,UDP0087,0.7
UDP0024,UDP0087,1
UDP0025,UDP0087,0.9
UDP0026,UDP0087,0.7
UDP0027,UDP0087,0.9
UDP0028,UDP0087,0.9
UDP0029,UDP0087,0.7
UDP0030,UDP0087,0.6
UDP0031,UDP0087,0.8
UDP0032,UDP0087,0.5
UDP0033,UDP0087,0.6
UDP0034,UDP0087,0.6
UDP0035,UDP0087,0.9
UDP0036,UDP0087,0.7
UDP0037,UDP0087,0.8
UDP0038,UDP0087,0.8
UDP0039,UDP0087,0.7
UDP0040,UDP0087,0.7
UDP0041,UDP0087,0.5
UDP0042,UDP0087,0.9
UDP0043,UDP0087,0.7
UDP0044,UDP0087,0.7
UDP0045,UDP0087,0.7
UDP0046,UDP0087,0.9
UDP0047,UDP0087,0.6
UDP0048,UDP0087,0.7
UDP0049,UDP0087,0.8
UDP0050,UDP0087,1
UDP0051,UDP0087,0.5
UDP0052,UDP0087,0.9
UDP0053,UDP0087,0.9
UDP0054,UDP0087,0.7
UDP0055,UDP0087,0.7
UDP0056,UDP0087,0.7
UDP0057,UDP0087,0.6
UDP0058,UDP0087,0.8
UDP0059,UDP0087,0.8
UDP0060,UDP0087,0.9
UDP0061,UDP0087,0.7
UDP0062,UDP0087,0.9
UDP0063,UDP0087,0.8
UDP0064,UDP0087,0.8
UDP0065,UDP0087,1
UDP0066,UDP0087,0.8
UDP0067,UDP0087,0.9
UDP0068,UDP0087,0.8
UDP0069,UDP0087,0.9
UDP0070,UDP0087,0.9
UDP0071,UDP0087,0.4
UDP0072,UDP0087,0.7
UDP0073,UDP0087,0.6
UDP0074,UDP0087,0.8
UDP0075,UDP0087,0.8
UDP0076,UDP0087,0.8
UDP0077,UDP0087,0.8
UDP0078,UDP0087,0.7
UDP0079,UDP0087,0.8
UDP0080,UDP0087,0.8
UDP0081,UDP0087,0.8
UDP0082,UDP0087,0.8
UDP0083,UDP0087,0.9
UDP0084,UDP0087,0.9
UDP0085,UDP0087,0.9
UDP0086,UDP0087,0.9
UDP0087,UDP0087,0
UDP0088,UDP0087,0.9
UDP0089,UDP0087,0.8
UDP0090,UDP0087,0.6
UDP0091,UDP0087,0.7
UDP0092,UDP0087,0.8
UDP0093,UDP0087,0.7
UDP0094,UDP0087,0.7
UDP0095,UDP0087,0.7
UDP0096,UDP0087,0.6
UDP0097,UDP0087,0.8
UDP0098,UDP0087,0.7
UDP0099,UDP0087,0.7
UDP0100,UDP0087,0.7
UDP0101,UDP0087,1
UDP0102,UDP0087,0.7
UDP0103,UDP0087,0.8
UDP0104,UDP0087,0.6
UDP0105,UDP0087,0.7
UDP0106,UDP0087,1
UDP0107,UDP0087,0.7
UDP0108,UDP0087,0.5
UDP0109,UDP0087,0.7
UDP0110,UDP0087,0.8
UDP0111,UDP0087,0.7
UDP0112,UDP0087,0.9
UDP0113,UDP0087,0.5
UDP0114,UDP0087,1
UDP0115,UDP0087,0.8
UDP0116,UDP0087,0.8
UDP0117,UDP0087,0.6
UDP0118,UDP0087,0.7
UDP0119,UDP0087,0.7
UDP0120,UDP0087,0.9
UDP0121,UDP0087,0.7
UDP0122,UDP0087,0.8
UDP0123,UDP0087,0.7
UDP0124,UDP0087,0.7
UDP0125,UDP0087,0.9
UDP0126,UDP0087,0.8
UDP0127,UDP0087,0.6
UDP0128,UDP0087,0.6
UDP0129,UDP0087,0.6
UDP0130,UDP0087,0.9
UDP0131,UDP0087,1
UDP0132,UDP0087,0.7
UDP0133,UDP0087,0.9
UDP0134,UDP0087,0.7
UDP0135,UDP0087,0.8
UDP0136,UDP0087,0.8
UDP0137,UDP0087,0.5
UDP0138,UDP0087,0.6
UDP0139,UDP0087,0.9
UDP0140,UDP0087,0.7
UDP0141,UDP0087,0.7
UDP0142,UDP0087,0.7
UDP0143,UDP0087,0.8
UDP0144,UDP0087,0.5
UDP0145,UDP0087,0.9
UDP0146,UDP0087,0.7
UDP0147,UDP0087,0.6
UDP0148,UDP0087,0.6
UDP0149,UDP0087,0.8
UDP0150,UDP0087,0.9
UDP0151,UDP0087,0.7
UDP0152,UDP0087,0.8
UDP0153,UDP0087,0.7
UDP0154,UDP0087,0.7
UDP0155,UDP0087,0.9
UDP0156,UDP0087,0.7
UDP0157,UDP0087,0.8
UDP0158,UDP0087,0.8
UDP0159,UDP0087,0.6
UDP0160,UDP0087,0.9
UDP0161,UDP0087,0.9
UDP0162,UDP0087,1
UDP0163,UDP0087,0.6
UDP0164,UDP0087,0.4
UDP0165,UDP0087,0.9
UDP0166,UDP0087,0.6
UDP0167,UDP0087,0.7
UDP0168,UDP0087,0.7
UDP0169,UDP0087,0.8
UDP0170,UDP0087,0.6
UDP0171,UDP0087,0.9
UDP0172,UDP0087,0.4
UDP0173,UDP0087,0.8
UDP0174,UDP0087,0.6
UDP0175,UDP0087,0.7
UDP0176,UDP0087,0.6
UDP0177,UDP0087,0.6
UDP0178,UDP0087,0.6
UDP0179,UDP0087,0.8
UDP0180,UDP0087,0.8
UDP0181,UDP0087,0.8
UDP0182,UDP0087,0.9
UDP0183,UDP0087,0.5
UDP0184,UDP0087,0.9
UDP0185,UDP0087,0.6
UDP0186,UDP0087,1
UDP0187,UDP0087,1
UDP0188,UDP0087,1
UDP0189,UDP0087,0.7
UDP0190,UDP0087,0.5
UDP0191,UDP0087,0.8
UDP0192,UDP0087,0.6
UDP0001,UDP0088,0.6
UDP0002,UDP0088,0.6
UDP0003,UDP0088,0.9
UDP0004,UDP0088,0.8
UDP0005,UDP0088,0.5
UDP0006,UDP0088,1
UDP0007,UDP0088,0.7
UDP0008,UDP0088,0.7
UDP0009,UDP0088,0.9
UDP0010,UDP0088,0.7
UDP0011,UDP0088,0.9
UDP0012,UDP0088,0.7
UDP0013,UDP0088,0.6
UDP0014,UDP0088,0.5
UDP0015,UDP0088,1
UDP0016,UDP0088,0.8
UDP0017,UDP0088,0.7
UDP0018,UDP0088,0.7
UDP0019,UDP0088,0.7
UDP0020,UDP0088,0.7
UDP0021,UDP0088,0.9
UDP0022,UDP0088,0.9
UDP0023,UDP0088,0.6
UDP0024,UDP0088,1
UDP0025,UDP0088,0.8
UDP0026,UDP0088,0.8
UDP0027,UDP0088,0.5
UDP0028,UDP0088,0.8
UDP0029,UDP0088,0.7
UDP0030,UDP0088,0.6
UDP0031,UDP0088,0.6
UDP0032,UDP0088,0.5
UDP0033,UDP0088,0.7
UDP0034,UDP0088,0.5
UDP0035,UDP0088,0.7
UDP0036,UDP0088,0.6
UDP0037,UDP0088,0.8
UDP0038,UDP0088,0.8
UDP0039,UDP0088,0.6
UDP0040,UDP0088,0.8
UDP0041,UDP0088,0.9
UDP0042,UDP0088,0.7
UDP0043,UDP0088,0.7
UDP0044,UDP0088,0.9
UDP0045,UDP0088,0.6
UDP0046,UDP0088,0.5
UDP0047,UDP0088,0.6
UDP0048,UDP0088,0.9
UDP0049,UDP0088,0.8
UDP0050,UDP0088,0.8
UDP0051,UDP0088,0.6
UDP0052,UDP0088,0.7
UDP0053,UDP0088,0.6
UDP0054,UDP0088,0.7
UDP0055,UDP0088,0.7
UDP0056,UDP0088,0.7
UDP0057,UDP0088,0.9
UDP0058,UDP0088,0.7
UDP0059,UDP0088,0.9
UDP0060,UDP0088,0.6
UDP0061,UDP0088,0.8
UDP0062,UDP0088,0.7
UDP0063,UDP0088,0.6
UDP0064,UDP0088,0.9
UDP0065,UDP0088,0.9
UDP0066,UDP0088,0.8
UDP0067,UDP0088,0.6
UDP0068,UDP0088,0.8
UDP0069,UDP0088,0.8
UDP0070,UDP0088,0.7
UDP0071,UDP0088,0.9
UDP0072,UDP0088,0.8
UDP0073,UDP0088,0.7
UDP0074,UDP0088,0.9
UDP0075,UDP0088,0.9
UDP0076,UDP0088,0.9
UDP0077,UDP0088,0.9
UDP0078,UDP0088,0.7
UDP0079,UDP0088,0.7
UDP0080,UDP0088,0.7
UDP0081,UDP0088,0.7
UDP0082,UDP0088,0.8
UDP0083,UDP0088,0.7
UDP0084,UDP0088,0.8
UDP0085,UDP0088,0.8
UDP0086,UDP0088,0.8
UDP0087,UDP0088,0.9
UDP0088,UDP0088,0
UDP0089,UDP0088,0.9
UDP0090,UDP0088,0.8
UDP0091,UDP0088,0.7
UDP0092,UDP0088,0.8
UDP0093,UDP0088,0.9
UDP0094,UDP0088,0.7
UDP0095,UDP0088,0.8
UDP0096,UDP0088,0.6
UDP0097,UDP0088,0.7
UDP0098,UDP0088,0.8
UDP0099,UDP0088,1
UDP0100,UDP0088,0.7
UDP0101,UDP0088,0.9
UDP0102,UDP0088,0.6
UDP0103,UDP0088,0.9
UDP0104,UDP0088,0.6
UDP0105,UDP0088,0.9
UDP0106,UDP0088,0.8
UDP0107,UDP0088,0.6
UDP0108,UDP0088,0.7
UDP0109,UDP0088,0.6
UDP0110,UDP0088,0.9
UDP0111,UDP0088,1
UDP0112,UDP0088,0.7
UDP0113,UDP0088,0.8
UDP0114,UDP0088,0.7
UDP0115,UDP0088,0.8
UDP0116,UDP0088,0.9
UDP0117,UDP0088,0.9
UDP0118,UDP0088,0.8
UDP0119,UDP0088,0.7
UDP0120,UDP0088,0.7
UDP0121,UDP0088,0.5
UDP0122,UDP0088,0.9
UDP0123,UDP0088,0.6
UDP0124,UDP0088,0.9
UDP0125,UDP0088,0.4
UDP0126,UDP0088,0.6
UDP0127,UDP0088,0.7
UDP0128,UDP0088,0.9
UDP0129,UDP0088,0.8
UDP0130,UDP0088,0.6
UDP0131,UDP0088,0.8
UDP0132,UDP0088,0.8
UDP0133,UDP0088,0.8
UDP0134,UDP0088,0.7
UDP0135,UDP0088,0.8
UDP0136,UDP0088,0.7
UDP0137,UDP0088,0.7
UDP0138,UDP0088,0.6
UDP0139,UDP0088,0.8
UDP0140,UDP0088,0.8
UDP0141,UDP0088,0.9
UDP0142,UDP0088,0.7
UDP0143,UDP0088,0.5
UDP0144,UDP0088,0.8
UDP0145,UDP0088,0.8
UDP0146,UDP0088,0.8
UDP0147,UDP0088,0.8
UDP0148,UDP0088,1
UDP0149,UDP0088,0.8
UDP0150,UDP0088,1
UDP0151,UDP0088,1
UDP0152,UDP0088,0.8
UDP0153,UDP0088,0.6
UDP0154,UDP0088,0.6
UDP0155,UDP0088,0.6
UDP0156,UDP0088,0.6
UDP0157,UDP0088,0.6
UDP0158,UDP0088,0.6
UDP0159,UDP0088,0.9
UDP0160,UDP0088,0.7
UDP0161,UDP0088,0.9
UDP0162,UDP0088,0.7
UDP0163,UDP0088,0.8
UDP0164,UDP0088,0.8
UDP0165,UDP0088,0.7
UDP0166,UDP0088,0.8
UDP0167,UDP0088,0.7
UDP0168,UDP0088,0.8
UDP0169,UDP0088,0.8
UDP0170,UDP0088,0.6
UDP0171,UDP0088,0.8
UDP0172,UDP0088,0.7
UDP0173,UDP0088,0.8
UDP0174,UDP0088,0.7
UDP0175,UDP0088,0.6
UDP0176,UDP0088,0.8
UDP0177,UDP0088,0.6
UDP0178,UDP0088,0.8
UDP0179,UDP0088,0.7
UDP0180,UDP0088,0.8
UDP0181,UDP0088,0.6
UDP0182,UDP0088,0.6
UDP0183,UDP0088,1
UDP0184,UDP0088,0.9
UDP0185,UDP0088,0.9
UDP0186,UDP0088,0.5
UDP0187,UDP0088,0.7
UDP0188,UDP0088,0.7
UDP0189,UDP0088,0.7
UDP0190,UDP0088,0.9
UDP0191,UDP0088,0.9
UDP0192,UDP0088,0.9
UDP0001,UDP0089,0.7
UDP0002,UDP0089,0.9
UDP0003,UDP0089,0.8
UDP0004,UDP0089,0.7
UDP0005,UDP0089,0.7
UDP0006,UDP0089,0.7
UDP0007,UDP0089,0.9
UDP0008,UDP0089,0.8
UDP0009,UDP0089,0.7
UDP0010,UDP0089,0.7
UDP0011,UDP0089,0.8
UDP0012,UDP0089,0.7
UDP0013,UDP0089,0.8
UDP0014,UDP0089,0.8
UDP0015,UDP0089,0.8
UDP0016,UDP0089,0.8
UDP0017,UDP0089,0.8
UDP0018,UDP0089,0.6
UDP0019,UDP0089,1
UDP0020,UDP0089,0.7
UDP0021,UDP0089,0.7
UDP0022,UDP0089,0.8
UDP0023,UDP0089,0.8
UDP0024,UDP0089,0.6
UDP0025,UDP0089,0.6
UDP0026,UDP0089,0.6
UDP0027,UDP0089,1
UDP0028,UDP0089,0.8
UDP0029,UDP0089,0.8
UDP0030,UDP0089,0.9
UDP0031,UDP0089,0.8
UDP0032,UDP0089,0.9
UDP0033,UDP0089,0.9
UDP0034,UDP0089,0.9
UDP0035,UDP0089,0.7
UDP0036,UDP0089,0.8
UDP0037,UDP0089,0.8
UDP0038,UDP0089,0.6
UDP0039,UDP0089,1
UDP0040,UDP0089,1
UDP0041,UDP0089,0.7
UDP0042,UDP0089,0.5
UDP0043,UDP0089,0.8
UDP0044,UDP0089,0.7
UDP0045,UDP0089,0.9
UDP0046,UDP0089,0.9
UDP0047,UDP0089,0.5
UDP0048,UDP0089,0.8
UDP0049,UDP0089,0.8
UDP0050,UDP0089,0.6
UDP0051,UDP0089,0.9
UDP0052,UDP0089,0.5
UDP0053,UDP0089,0.8
UDP0054,UDP0089,0.9
UDP0055,UDP0089,0.6
UDP0056,UDP0089,0.9
UDP0057,UDP0089,1
UDP0058,UDP0089,0.6
UDP0059,UDP0089,0.8
UDP0060,UDP0089,0.7
UDP0061,UDP0089,0.8
UDP0062,UDP0089,0.8
UDP0063,UDP0089,0.8
UDP0064,UDP0089,0.6
UDP0065,UDP0089,0.8
UDP0066,UDP0089,0.5
UDP0067,UDP0089,1
UDP0068,UDP0089,0.7
UDP0069,UDP0089,0.7
UDP0070,UDP0089,0.6
UDP0071,UDP0089,0.7
UDP0072,UDP0089,0.8
UDP0073,UDP0089,0.8
UDP0074,UDP0089,0.6
UDP0075,UDP0089,0.6
UDP0076,UDP0089,0.7
UDP0077,UDP0089,0.6
UDP0078,UDP0089,1
UDP0079,UDP0089,0.8
UDP0080,UDP0089,0.8
UDP0081,UDP0089,0.7
UDP0082,UDP0089,0.7
UDP0083,UDP0089,0.9
UDP0084,UDP0089,0.7
UDP0085,UDP0089,1
UDP0086,UDP0089,0.8
UDP0087,UDP0089,0.8
UDP0088,UDP0089,0.9
UDP0089,UDP0089,0
UDP0090,UDP0089,0.9
UDP0091,UDP0089,1
UDP0092,UDP0089,0.9
UDP0093,UDP0089,0.9
UDP0094,UDP0089,0.9
UDP0095,UDP0089,0.6
UDP0096,UDP0089,0.9
UDP0097,UDP0089,0.7
UDP0098,UDP0089,0.7
UDP0099,UDP0089,0.6
UDP0100,UDP0089,0.8
UDP0101,UDP0089,0.6
UDP0102,UDP0089,0.9
UDP0103,UDP0089,0.6
UDP0104,UDP0089,0.8
UDP0105,UDP0089,0.8
UDP0106,UDP0089,0.5
UDP0107,UDP0089,0.5
UDP0108,UDP0089,0.8
UDP0109,UDP0089,0.7
UDP0110,UDP0089,0.9
UDP0111,UDP0089,0.6
UDP0112,UDP0089,0.8
UDP0113,UDP0089,0.8
UDP0114,UDP0089,0.8
UDP0115,UDP0089,0.9
UDP0116,UDP0089,0.6
UDP0117,UDP0089,0.8
UDP0118,UDP0089,0.6
UDP0119,UDP0089,0.7
UDP0120,UDP0089,0.9
UDP0121,UDP0089,1
UDP0122,UDP0089,0.7
UDP0123,UDP0089,1
UDP0124,UDP0089,0.4
UDP0125,UDP0089,0.8
UDP0126,UDP0089,0.7
UDP0127,UDP0089,0.9
UDP0128,UDP0089,0.8
UDP0129,UDP0089,0.9
UDP0130,UDP0089,0.6
UDP0131,UDP0089,0.5
UDP0132,UDP0089,0.9
UDP0133,UDP0089,0.9
UDP0134,UDP0089,0.7
UDP0135,UDP0089,0.7
UDP0136,UDP0089,0.8
UDP0137,UDP0089,0.9
UDP0138,UDP0089,0.6
UDP0139,UDP0089,0.9
UDP0140,UDP0089,0.6
UDP0141,UDP0089,0.7
UDP0142,UDP0089,0.8
UDP0143,UDP0089,0.7
UDP0144,UDP0089,0.8
UDP0145,UDP0089,0.8
UDP0146,UDP0089,0.6
UDP0147,UDP0089,1
UDP0148,UDP0089,0.6
UDP0149,UDP0089,0.7
UDP0150,UDP0089,0.7
UDP0151,UDP0089,0.6
UDP0152,UDP0089,0.7
UDP0153,UDP0089,0.8
UDP0154,UDP0089,0.5
UDP0155,UDP0089,0.8
UDP0156,UDP0089,0.9
UDP0157,UDP0089,0.8
UDP0158,UDP0089,0.9
UDP0159,UDP0089,0.8
UDP0160,UDP0089,0.5
UDP0161,UDP0089,0.9
UDP0162,UDP0089,0.8
UDP0163,UDP0089,0.6
UDP0164,UDP0089,1
UDP0165,UDP0089,0.9
UDP0166,UDP0089,1
UDP0167,UDP0089,0.8
UDP0168,UDP0089,0.7
UDP0169,UDP0089,0.8
UDP0170,UDP0089,0.8
UDP0171,UDP0089,0.5
UDP0172,UDP0089,0.9
UDP0173,UDP0089,0.6
UDP0174,UDP0089,0.7
UDP0175,UDP0089,0.7
UDP0176,UDP0089,0.7
UDP0177,UDP0089,0.7
UDP0178,UDP0089,0.6
UDP0179,UDP0089,0.6
UDP0180,UDP0089,0.7
UDP0181,UDP0089,0.8
UDP0182,UDP0089,0.8
UDP0183,UDP0089,0.4
UDP0184,UDP0089,0.7
UDP0185,UDP0089,0.8
UDP0186,UDP0089,0.6
UDP0187,UDP0089,0.7
UDP0188,UDP0089,0.8
UDP0189,UDP0089,0.9
UDP0190,UDP0089,0.4
UDP0191,UDP0089,0.8
UDP0192,UDP0089,0.8
UDP0001,UDP0090,0.6
UDP0002,UDP0090,0.6
UDP0003,UDP0090,0.8
UDP0004,UDP0090,0.5
UDP0005,UDP0090,0.9
UDP0006,UDP0090,0.9
UDP0007,UDP0090,0.9
UDP0008,UDP0090,0.6
UDP0009,UDP0090,0.7
UDP0010,UDP0090,0.7
UDP0011,UDP0090,0.8
UDP0012,UDP0090,0.6
UDP0013,UDP0090,0.7
UDP0014,UDP0090,0.9
UDP0015,UDP0090,0.7
UDP0016,UDP0090,0.7
UDP0017,UDP0090,0.9
UDP0018,UDP0090,0.7
UDP0019,UDP0090,0.5
UDP0020,UDP0090,0.9
UDP0021,UDP0090,0.8
UDP0022,UDP0090,0.8
UDP0023,UDP0090,0.6
UDP0024,UDP0090,0.8
UDP0025,UDP0090,0.7
UDP0026,UDP0090,0.7
UDP0027,UDP0090,0.7
UDP0028,UDP0090,0.6
UDP0029,UDP0090,0.6
UDP0030,UDP0090,0.5
UDP0031,UDP0090,0.6
UDP0032,UDP0090,0.7
UDP0033,UDP0090,0.6
UDP0034,UDP0090,0.8
UDP0035,UDP0090,0.9
UDP0036,UDP0090,0.7
UDP0037,UDP0090,0.8
UDP0038,UDP0090,0.8
UDP0039,UDP0090,0.7
UDP0040,UDP0090,0.7
UDP0041,UDP0090,0.7
UDP0042,UDP0090,0.7
UDP0043,UDP0090,0.5
UDP0044,UDP0090,0.8
UDP0045,UDP0090,0.8
UDP0046,UDP0090,0.6
UDP0047,UDP0090,1
UDP0048,UDP0090,0.8
UDP0049,UDP0090,0.8
UDP0050,UDP0090,0.8
UDP0051,UDP0090,0.7
UDP0052,UDP0090,0.8
UDP0053,UDP0090,1
UDP0054,UDP0090,0.7
UDP0055,UDP0090,0.9
UDP0056,UDP0090,0.5
UDP0057,UDP0090,0.8
UDP0058,UDP0090,0.8
UDP0059,UDP0090,0.8
UDP0060,UDP0090,0.8
UDP0061,UDP0090,0.7
UDP0062,UDP0090,0.8
UDP0063,UDP0090,0.6
UDP0064,UDP0090,1
UDP0065,UDP0090,0.8
UDP0066,UDP0090,0.6
UDP0067,UDP0090,0.7
UDP0068,UDP0090,0.8
UDP0069,UDP0090,0.9
UDP0070,UDP0090,0.8
UDP0071,UDP0090,0.7
UDP0072,UDP0090,0.7
UDP0073,UDP0090,0.7
UDP0074,UDP0090,0.7
UDP0075,UDP0090,0.5
UDP0076,UDP0090,0.9
UDP0077,UDP0090,0.6
UDP0078,UDP0090,0.5
UDP0079,UDP0090,0.6
UDP0080,UDP0090,0.9
UDP0081,UDP0090,0.8
UDP0082,UDP0090,0.7
UDP0083,UDP0090,0.8
UDP0084,UDP0090,0.7
UDP0085,UDP0090,0.9
UDP0086,UDP0090,0.8
UDP0087,UDP0090,0.6
UDP0088,UDP0090,0.8
UDP0089,UDP0090,0.9
UDP0090,UDP0090,0
UDP0091,UDP0090,0.5
UDP0092,UDP0090,0.8
UDP0093,UDP0090,0.6
UDP0094,UDP0090,0.6
UDP0095,UDP0090,0.8
UDP0096,UDP0090,0.6
UDP0097,UDP0090,0.9
UDP0098,UDP0090,0.6
UDP0099,UDP0090,0.7
UDP0100,UDP0090,0.9
UDP0101,UDP0090,0.7
UDP0102,UDP0090,0.7
UDP0103,UDP0090,0.8
UDP0104,UDP0090,0.8
UDP0105,UDP0090,0.9
UDP0106,UDP0090,0.7
UDP0107,UDP0090,0.9
UDP0108,UDP0090,0.6
UDP0109,UDP0090,0.7
UDP0110,UDP0090,0.8
UDP0111,UDP0090,0.6
UDP0112,UDP0090,0.9
UDP0113,UDP0090,0.7
UDP0114,UDP0090,0.9
UDP0115,UDP0090,0.8
UDP0116,UDP0090,0.8
UDP0117,UDP0090,0.7
UDP0118,UDP0090,0.9
UDP0119,UDP0090,0.7
UDP0120,UDP0090,0.5
UDP0121,UDP0090,0.8
UDP0122,UDP0090,0.9
UDP0123,UDP0090,0.6
UDP0124,UDP0090,0.9
UDP0125,UDP0090,0.7
UDP0126,UDP0090,0.9
UDP0127,UDP0090,0.7
UDP0128,UDP0090,0.6
UDP0129,UDP0090,0.5
UDP0130,UDP0090,0.7
UDP0131,UDP0090,1
UDP0132,UDP0090,0.6
UDP0133,UDP0090,0.7
UDP0134,UDP0090,0.8
UDP0135,UDP0090,0.9
UDP0136,UDP0090,0.7
UDP0137,UDP0090,0.9
UDP0138,UDP0090,0.9
UDP0139,UDP0090,0.9
UDP0140,UDP0090,0.8
UDP0141,UDP0090,0.7
UDP0142,UDP0090,0.5
UDP0143,UDP0090,0.7
UDP0144,UDP0090,0.4
UDP0145,UDP0090,0.7
UDP0146,UDP0090,0.9
UDP0147,UDP0090,0.7
UDP0148,UDP0090,0.7
UDP0149,UDP0090,0.7
UDP0150,UDP0090,0.8
UDP0151,UDP0090,0.8
UDP0152,UDP0090,0.9
UDP0153,UDP0090,0.8
UDP0154,UDP0090,0.7
UDP0155,UDP0090,0.8
UDP0156,UDP0090,0.7
UDP0157,UDP0090,0.7
UDP0158,UDP0090,0.8
UDP0159,UDP0090,0.7
UDP0160,UDP0090,0.9
UDP0161,UDP0090,0.4
UDP0162,UDP0090,0.9
UDP0163,UDP0090,0.6
UDP0164,UDP0090,0.7
UDP0165,UDP0090,0.7
UDP0166,UDP0090,0.8
UDP0167,UDP0090,0.7
UDP0168,UDP0090,0.8
UDP0169,UDP0090,0.7
UDP0170,UDP0090,0.7
UDP0171,UDP0090,0.9
UDP0172,UDP0090,0.6
UDP0173,UDP0090,0.8
UDP0174,UDP0090,0.7
UDP0175,UDP0090,0.7
UDP0176,UDP0090,0.4
UDP0177,UDP0090,0.9
UDP0178,UDP0090,0.6
UDP0179,UDP0090,0.6
UDP0180,UDP0090,0.8
UDP0181,UDP0090,0.5
UDP0182,UDP0090,0.5
UDP0183,UDP0090,0.9
UDP0184,UDP0090,0.9
UDP0185,UDP0090,0.8
UDP0186,UDP0090,0.8
UDP0187,UDP0090,0.7
UDP0188,UDP0090,0.7
UDP0189,UDP0090,0.8
UDP0190,UDP0090,0.9
UDP0191,UDP0090,0.9
UDP0192,UDP0090,0.7
UDP0001,UDP0091,0.6
UDP0002,UDP0091,0.8
UDP0003,UDP0091,1
UDP0004,UDP0091,0.8
UDP0005,UDP0091,0.8
UDP0006,UDP0091,0.9
UDP0007,UDP0091,0.7
UDP0008,UDP0091,0.5
UDP0009,UDP0091,0.7
UDP0010,UDP0091,0.9
UDP0011,UDP0091,0.7
UDP0012,UDP0091,0.8
UDP0013,UDP0091,0.9
UDP0014,UDP0091,0.7
UDP0015,UDP0091,0.5
UDP0016,UDP0091,0.8
UDP0017,UDP0091,0.7
UDP0018,UDP0091,0.7
UDP0019,UDP0091,0.6
UDP0020,UDP0091,1
UDP0021,UDP0091,0.7
UDP0022,UDP0091,0.8
UDP0023,UDP0091,0.8
UDP0024,UDP0091,0.8
UDP0025,UDP0091,0.8
UDP0026,UDP0091,0.8
UDP0027,UDP0091,0.5
UDP0028,UDP0091,0.9
UDP0029,UDP0091,0.6
UDP0030,UDP0091,0.4
UDP0031,UDP0091,0.7
UDP0032,UDP0091,0.6
UDP0033,UDP0091,0.5
UDP0034,UDP0091,0.9
UDP0035,UDP0091,0.9
UDP0036,UDP0091,0.7
UDP0037,UDP0091,0.7
UDP0038,UDP0091,0.8
UDP0039,UDP0091,0.7
UDP0040,UDP0091,0.5
UDP0041,UDP0091,0.9
UDP0042,UDP0091,0.7
UDP0043,UDP0091,0.6
UDP0044,UDP0091,0.7
UDP0045,UDP0091,0.9
UDP0046,UDP0091,0.9
UDP0047,UDP0091,0.9
UDP0048,UDP0091,0.9
UDP0049,UDP0091,0.8
UDP0050,UDP0091,1
UDP0051,UDP0091,0.7
UDP0052,UDP0091,0.8
UDP0053,UDP0091,0.8
