Var1,Var2,value
UDP0062,UDP0039,0.6
UDP0063,UDP0039,0.8
UDP0064,UDP0039,0.9
UDP0065,UDP0039,0.6
UDP0066,UDP0039,0.7
UDP0067,UDP0039,0.9
UDP0068,UDP0039,0.7
UDP0069,UDP0039,0.8
UDP0070,UDP0039,0.6
UDP0071,UDP0039,0.9
UDP0072,UDP0039,0.6
UDP0073,UDP0039,0.6
UDP0074,UDP0039,1
UDP0075,UDP0039,0.7
UDP0076,UDP0039,0.8
UDP0077,UDP0039,1
UDP0078,UDP0039,0.5
UDP0079,UDP0039,1
UDP0080,UDP0039,0.7
UDP0081,UDP0039,1
UDP0082,UDP0039,0.9
UDP0083,UDP0039,0.8
UDP0084,UDP0039,0.8
UDP0085,UDP0039,0.9
UDP0086,UDP0039,1
UDP0087,UDP0039,0.7
UDP0088,UDP0039,0.6
UDP0089,UDP0039,1
UDP0090,UDP0039,0.7
UDP0091,UDP0039,0.7
UDP0092,UDP0039,0.7
UDP0093,UDP0039,0.6
UDP0094,UDP0039,0.5
UDP0095,UDP0039,0.8
UDP0096,UDP0039,0.6
UDP0097,UDP0039,0.7
UDP0098,UDP0039,0.5
UDP0099,UDP0039,0.9
UDP0100,UDP0039,0.7
UDP0101,UDP0039,0.8
UDP0102,UDP0039,0.5
UDP0103,UDP0039,1
UDP0104,UDP0039,1
UDP0105,UDP0039,0.7
UDP0106,UDP0039,0.9
UDP0107,UDP0039,0.7
UDP0108,UDP0039,0.7
UDP0109,UDP0039,0.9
UDP0110,UDP0039,0.5
UDP0111,UDP0039,0.9
UDP0112,UDP0039,0.7
UDP0113,UDP0039,0.6
UDP0114,UDP0039,0.9
UDP0115,UDP0039,0.9
UDP0116,UDP0039,0.8
UDP0117,UDP0039,0.7
UDP0118,UDP0039,0.7
UDP0119,UDP0039,0.8
UDP0120,UDP0039,0.8
UDP0121,UDP0039,0.7
UDP0122,UDP0039,0.8
UDP0123,UDP0039,0.7
UDP0124,UDP0039,0.9
UDP0125,UDP0039,0.8
UDP0126,UDP0039,0.8
UDP0127,UDP0039,0.7
UDP0128,UDP0039,0.6
UDP0129,UDP0039,0.8
UDP0130,UDP0039,0.8
UDP0131,UDP0039,0.9
UDP0132,UDP0039,0.8
UDP0133,UDP0039,0.5
UDP0134,UDP0039,0.7
UDP0135,UDP0039,0.9
UDP0136,UDP0039,0.7
UDP0137,UDP0039,0.7
UDP0138,UDP0039,0.9
UDP0139,UDP0039,0.7
UDP0140,UDP0039,0.7
UDP0141,UDP0039,0.8
UDP0142,UDP0039,0.5
UDP0143,UDP0039,1
UDP0144,UDP0039,0.6
UDP0145,UDP0039,0.8
UDP0146,UDP0039,0.8
UDP0147,UDP0039,0.8
UDP0148,UDP0039,0.8
UDP0149,UDP0039,0.6
UDP0150,UDP0039,0.9
UDP0151,UDP0039,0.8
UDP0152,UDP0039,0.6
UDP0153,UDP0039,0.8
UDP0154,UDP0039,0.8
UDP0155,UDP0039,0.6
UDP0156,UDP0039,0.9
UDP0157,UDP0039,0.7
UDP0158,UDP0039,0.5
UDP0159,UDP0039,0.9
UDP0160,UDP0039,0.7
UDP0161,UDP0039,0.7
UDP0162,UDP0039,0.6
UDP0163,UDP0039,0.8
UDP0164,UDP0039,0.7
UDP0165,UDP0039,0.7
UDP0166,UDP0039,0.7
UDP0167,UDP0039,1
UDP0168,UDP0039,0.8
UDP0169,UDP0039,0.7
UDP0170,UDP0039,0.7
UDP0171,UDP0039,0.9
UDP0172,UDP0039,0.4
UDP0173,UDP0039,1
UDP0174,UDP0039,0.9
UDP0175,UDP0039,0.6
UDP0176,UDP0039,0.7
UDP0177,UDP0039,0.8
UDP0178,UDP0039,0.8
UDP0179,UDP0039,0.7
UDP0180,UDP0039,0.8
UDP0181,UDP0039,0.7
UDP0182,UDP0039,0.7
UDP0183,UDP0039,1
UDP0184,UDP0039,0.8
UDP0185,UDP0039,1
UDP0186,UDP0039,0.8
UDP0187,UDP0039,0.8
UDP0188,UDP0039,0.9
UDP0189,UDP0039,0.7
UDP0190,UDP0039,0.7
UDP0191,UDP0039,0.7
UDP0192,UDP0039,0.8
UDP0001,UDP0040,0.7
UDP0002,UDP0040,0.7
UDP0003,UDP0040,0.7
UDP0004,UDP0040,0.8
UDP0005,UDP0040,0.6
UDP0006,UDP0040,0.7
UDP0007,UDP0040,0.6
UDP0008,UDP0040,0.4
UDP0009,UDP0040,0.6
UDP0010,UDP0040,0.8
UDP0011,UDP0040,0.8
UDP0012,UDP0040,0.8
UDP0013,UDP0040,0.6
UDP0014,UDP0040,0.7
UDP0015,UDP0040,0.6
UDP0016,UDP0040,0.8
UDP0017,UDP0040,0.8
UDP0018,UDP0040,0.8
UDP0019,UDP0040,0.8
UDP0020,UDP0040,0.7
UDP0021,UDP0040,0.6
UDP0022,UDP0040,0.6
UDP0023,UDP0040,1
UDP0024,UDP0040,0.8
UDP0025,UDP0040,0.8
UDP0026,UDP0040,0.8
UDP0027,UDP0040,0.4
UDP0028,UDP0040,1
UDP0029,UDP0040,0.6
UDP0030,UDP0040,0.6
UDP0031,UDP0040,0.7
UDP0032,UDP0040,0.8
UDP0033,UDP0040,0.6
UDP0034,UDP0040,0.8
UDP0035,UDP0040,0.9
UDP0036,UDP0040,0.8
UDP0037,UDP0040,0.8
UDP0038,UDP0040,1
UDP0039,UDP0040,0.8
UDP0040,UDP0040,0
UDP0041,UDP0040,0.9
UDP0042,UDP0040,0.9
UDP0043,UDP0040,0.9
UDP0044,UDP0040,0.6
UDP0045,UDP0040,0.8
UDP0046,UDP0040,0.8
UDP0047,UDP0040,0.7
UDP0048,UDP0040,0.8
UDP0049,UDP0040,0.6
UDP0050,UDP0040,0.8
UDP0051,UDP0040,0.7
UDP0052,UDP0040,0.8
UDP0053,UDP0040,0.6
UDP0054,UDP0040,0.8
UDP0055,UDP0040,0.9
UDP0056,UDP0040,0.7
UDP0057,UDP0040,0.5
UDP0058,UDP0040,0.9
UDP0059,UDP0040,0.6
UDP0060,UDP0040,0.7
UDP0061,UDP0040,0.4
UDP0062,UDP0040,0.6
UDP0063,UDP0040,0.8
UDP0064,UDP0040,0.8
UDP0065,UDP0040,0.5
UDP0066,UDP0040,0.9
UDP0067,UDP0040,0.8
UDP0068,UDP0040,0.6
UDP0069,UDP0040,0.9
UDP0070,UDP0040,0.9
UDP0071,UDP0040,0.5
UDP0072,UDP0040,0.8
UDP0073,UDP0040,0.7
UDP0074,UDP0040,0.7
UDP0075,UDP0040,0.9
UDP0076,UDP0040,0.9
UDP0077,UDP0040,0.5
UDP0078,UDP0040,0.7
UDP0079,UDP0040,0.7
UDP0080,UDP0040,1
UDP0081,UDP0040,0.8
UDP0082,UDP0040,0.7
UDP0083,UDP0040,0.5
UDP0084,UDP0040,0.9
UDP0085,UDP0040,0.7
UDP0086,UDP0040,0.5
UDP0087,UDP0040,0.7
UDP0088,UDP0040,0.8
UDP0089,UDP0040,1
UDP0090,UDP0040,0.7
UDP0091,UDP0040,0.5
UDP0092,UDP0040,0.7
UDP0093,UDP0040,1
UDP0094,UDP0040,0.8
UDP0095,UDP0040,0.8
UDP0096,UDP0040,0.7
UDP0097,UDP0040,0.9
UDP0098,UDP0040,0.7
UDP0099,UDP0040,0.8
UDP0100,UDP0040,0.6
UDP0101,UDP0040,0.9
UDP0102,UDP0040,0.9
UDP0103,UDP0040,0.6
UDP0104,UDP0040,0.5
UDP0105,UDP0040,0.8
UDP0106,UDP0040,0.8
UDP0107,UDP0040,0.8
UDP0108,UDP0040,0.9
UDP0109,UDP0040,0.6
UDP0110,UDP0040,0.5
UDP0111,UDP0040,0.9
UDP0112,UDP0040,0.8
UDP0113,UDP0040,0.7
UDP0114,UDP0040,0.7
UDP0115,UDP0040,0.8
UDP0116,UDP0040,0.8
UDP0117,UDP0040,0.8
UDP0118,UDP0040,0.7
UDP0119,UDP0040,0.8
UDP0120,UDP0040,0.7
UDP0121,UDP0040,0.7
UDP0122,UDP0040,0.5
UDP0123,UDP0040,0.6
UDP0124,UDP0040,0.9
UDP0125,UDP0040,0.9
UDP0126,UDP0040,1
UDP0127,UDP0040,0.6
UDP0128,UDP0040,0.7
UDP0129,UDP0040,0.7
UDP0130,UDP0040,0.8
UDP0131,UDP0040,0.5
UDP0132,UDP0040,0.9
UDP0133,UDP0040,0.6
UDP0134,UDP0040,0.9
UDP0135,UDP0040,0.8
UDP0136,UDP0040,0.7
UDP0137,UDP0040,0.7
UDP0138,UDP0040,0.9
UDP0139,UDP0040,0.8
UDP0140,UDP0040,0.6
UDP0141,UDP0040,0.6
UDP0142,UDP0040,1
UDP0143,UDP0040,0.6
UDP0144,UDP0040,0.6
UDP0145,UDP0040,0.4
UDP0146,UDP0040,1
UDP0147,UDP0040,0.7
UDP0148,UDP0040,0.9
UDP0149,UDP0040,0.7
UDP0150,UDP0040,0.6
UDP0151,UDP0040,0.9
UDP0152,UDP0040,0.8
UDP0153,UDP0040,0.9
UDP0154,UDP0040,0.9
UDP0155,UDP0040,0.8
UDP0156,UDP0040,0.5
UDP0157,UDP0040,0.8
UDP0158,UDP0040,0.9
UDP0159,UDP0040,0.6
UDP0160,UDP0040,0.9
UDP0161,UDP0040,0.6
UDP0162,UDP0040,0.7
UDP0163,UDP0040,0.9
UDP0164,UDP0040,0.6
UDP0165,UDP0040,0.7
UDP0166,UDP0040,0.7
UDP0167,UDP0040,0.8
UDP0168,UDP0040,0.6
UDP0169,UDP0040,0.8
UDP0170,UDP0040,0.8
UDP0171,UDP0040,1
UDP0172,UDP0040,0.7
UDP0173,UDP0040,0.9
UDP0174,UDP0040,0.7
UDP0175,UDP0040,0.7
UDP0176,UDP0040,0.7
UDP0177,UDP0040,0.7
UDP0178,UDP0040,0.7
UDP0179,UDP0040,0.7
UDP0180,UDP0040,0.7
UDP0181,UDP0040,0.5
UDP0182,UDP0040,0.7
UDP0183,UDP0040,0.7
UDP0184,UDP0040,0.8
UDP0185,UDP0040,0.8
UDP0186,UDP0040,1
UDP0187,UDP0040,0.9
UDP0188,UDP0040,0.8
UDP0189,UDP0040,0.7
UDP0190,UDP0040,0.8
UDP0191,UDP0040,0.7
UDP0192,UDP0040,0.7
UDP0001,UDP0041,0.8
UDP0002,UDP0041,0.8
UDP0003,UDP0041,0.6
UDP0004,UDP0041,0.5
UDP0005,UDP0041,0.9
UDP0006,UDP0041,0.9
UDP0007,UDP0041,0.7
UDP0008,UDP0041,0.8
UDP0009,UDP0041,0.8
UDP0010,UDP0041,0.6
UDP0011,UDP0041,0.9
UDP0012,UDP0041,0.9
UDP0013,UDP0041,0.9
UDP0014,UDP0041,0.8
UDP0015,UDP0041,0.9
UDP0016,UDP0041,0.9
UDP0017,UDP0041,0.9
UDP0018,UDP0041,0.7
UDP0019,UDP0041,0.8
UDP0020,UDP0041,0.6
UDP0021,UDP0041,0.7
UDP0022,UDP0041,0.8
UDP0023,UDP0041,0.6
UDP0024,UDP0041,0.9
UDP0025,UDP0041,0.7
UDP0026,UDP0041,0.7
UDP0027,UDP0041,1
UDP0028,UDP0041,0.5
UDP0029,UDP0041,0.7
UDP0030,UDP0041,0.8
UDP0031,UDP0041,0.9
UDP0032,UDP0041,0.6
UDP0033,UDP0041,0.9
UDP0034,UDP0041,0.7
UDP0035,UDP0041,0.9
UDP0036,UDP0041,0.6
UDP0037,UDP0041,0.7
UDP0038,UDP0041,0.7
UDP0039,UDP0041,0.9
UDP0040,UDP0041,0.9
UDP0041,UDP0041,0
UDP0042,UDP0041,1
UDP0043,UDP0041,0.8
UDP0044,UDP0041,0.8
UDP0045,UDP0041,0.9
UDP0046,UDP0041,0.9
UDP0047,UDP0041,0.7
UDP0048,UDP0041,0.5
UDP0049,UDP0041,0.7
UDP0050,UDP0041,0.9
UDP0051,UDP0041,0.8
UDP0052,UDP0041,0.8
UDP0053,UDP0041,0.9
UDP0054,UDP0041,0.8
UDP0055,UDP0041,0.7
UDP0056,UDP0041,0.7
UDP0057,UDP0041,0.6
UDP0058,UDP0041,1
UDP0059,UDP0041,0.9
UDP0060,UDP0041,0.8
UDP0061,UDP0041,0.9
UDP0062,UDP0041,0.9
UDP0063,UDP0041,0.5
UDP0064,UDP0041,0.6
UDP0065,UDP0041,0.8
UDP0066,UDP0041,0.8
UDP0067,UDP0041,0.7
UDP0068,UDP0041,0.8
UDP0069,UDP0041,0.8
UDP0070,UDP0041,0.8
UDP0071,UDP0041,0.7
UDP0072,UDP0041,0.6
UDP0073,UDP0041,0.5
UDP0074,UDP0041,0.9
UDP0075,UDP0041,0.9
UDP0076,UDP0041,0.8
UDP0077,UDP0041,0.7
UDP0078,UDP0041,0.8
UDP0079,UDP0041,0.8
UDP0080,UDP0041,0.7
UDP0081,UDP0041,0.6
UDP0082,UDP0041,0.7
UDP0083,UDP0041,0.8
UDP0084,UDP0041,0.6
UDP0085,UDP0041,0.8
UDP0086,UDP0041,1
UDP0087,UDP0041,0.5
UDP0088,UDP0041,0.9
UDP0089,UDP0041,0.7
UDP0090,UDP0041,0.7
UDP0091,UDP0041,0.9
UDP0092,UDP0041,0.6
UDP0093,UDP0041,0.6
UDP0094,UDP0041,0.8
UDP0095,UDP0041,0.8
UDP0096,UDP0041,0.6
UDP0097,UDP0041,0.6
UDP0098,UDP0041,1
UDP0099,UDP0041,0.7
UDP0100,UDP0041,0.7
UDP0101,UDP0041,0.7
UDP0102,UDP0041,0.7
UDP0103,UDP0041,0.8
UDP0104,UDP0041,0.7
UDP0105,UDP0041,0.8
UDP0106,UDP0041,0.8
UDP0107,UDP0041,0.7
UDP0108,UDP0041,0.6
UDP0109,UDP0041,0.8
UDP0110,UDP0041,0.9
UDP0111,UDP0041,0.7
UDP0112,UDP0041,0.6
UDP0113,UDP0041,0.7
UDP0114,UDP0041,1
UDP0115,UDP0041,0.5
UDP0116,UDP0041,0.6
UDP0117,UDP0041,0.7
UDP0118,UDP0041,0.8
UDP0119,UDP0041,0.7
UDP0120,UDP0041,0.9
UDP0121,UDP0041,0.8
UDP0122,UDP0041,0.8
UDP0123,UDP0041,0.8
UDP0124,UDP0041,0.7
UDP0125,UDP0041,0.7
UDP0126,UDP0041,0.6
UDP0127,UDP0041,0.8
UDP0128,UDP0041,1
UDP0129,UDP0041,0.5
UDP0130,UDP0041,0.8
UDP0131,UDP0041,0.9
UDP0132,UDP0041,0.7
UDP0133,UDP0041,0.8
UDP0134,UDP0041,0.8
UDP0135,UDP0041,0.7
UDP0136,UDP0041,0.8
UDP0137,UDP0041,0.8
UDP0138,UDP0041,0.7
UDP0139,UDP0041,0.7
UDP0140,UDP0041,0.8
UDP0141,UDP0041,0.9
UDP0142,UDP0041,0.8
UDP0143,UDP0041,0.7
UDP0144,UDP0041,0.7
UDP0145,UDP0041,0.9
UDP0146,UDP0041,0.7
UDP0147,UDP0041,0.7
UDP0148,UDP0041,0.6
UDP0149,UDP0041,0.6
UDP0150,UDP0041,0.8
UDP0151,UDP0041,0.8
UDP0152,UDP0041,0.9
UDP0153,UDP0041,0.6
UDP0154,UDP0041,0.5
UDP0155,UDP0041,0.5
UDP0156,UDP0041,0.9
UDP0157,UDP0041,1
UDP0158,UDP0041,0.8
UDP0159,UDP0041,0.6
UDP0160,UDP0041,0.8
UDP0161,UDP0041,0.7
UDP0162,UDP0041,0.8
UDP0163,UDP0041,0.5
UDP0164,UDP0041,0.7
UDP0165,UDP0041,1
UDP0166,UDP0041,0.5
UDP0167,UDP0041,0.6
UDP0168,UDP0041,0.8
UDP0169,UDP0041,0.8
UDP0170,UDP0041,0.6
UDP0171,UDP0041,0.7
UDP0172,UDP0041,0.6
UDP0173,UDP0041,0.7
UDP0174,UDP0041,0.7
UDP0175,UDP0041,0.9
UDP0176,UDP0041,0.7
UDP0177,UDP0041,0.9
UDP0178,UDP0041,0.6
UDP0179,UDP0041,0.7
UDP0180,UDP0041,0.8
UDP0181,UDP0041,0.6
UDP0182,UDP0041,0.8
UDP0183,UDP0041,0.7
UDP0184,UDP0041,0.5
UDP0185,UDP0041,0.5
UDP0186,UDP0041,0.9
UDP0187,UDP0041,0.8
UDP0188,UDP0041,1
UDP0189,UDP0041,0.8
UDP0190,UDP0041,0.8
UDP0191,UDP0041,1
UDP0192,UDP0041,0.8
UDP0001,UDP0042,0.8
UDP0002,UDP0042,0.8
UDP0003,UDP0042,1
UDP0004,UDP0042,0.7
UDP0005,UDP0042,0.7
UDP0006,UDP0042,0.7
UDP0007,UDP0042,0.9
UDP0008,UDP0042,0.6
UDP0009,UDP0042,0.6
UDP0010,UDP0042,0.8
UDP0011,UDP0042,0.7
UDP0012,UDP0042,0.5
UDP0013,UDP0042,0.9
UDP0014,UDP0042,0.8
UDP0015,UDP0042,0.9
UDP0016,UDP0042,0.5
UDP0017,UDP0042,0.7
UDP0018,UDP0042,0.9
UDP0019,UDP0042,0.7
UDP0020,UDP0042,0.8
UDP0021,UDP0042,0.9
UDP0022,UDP0042,0.8
UDP0023,UDP0042,0.8
UDP0024,UDP0042,0.5
UDP0025,UDP0042,0.7
UDP0026,UDP0042,0.7
UDP0027,UDP0042,0.8
UDP0028,UDP0042,0.9
UDP0029,UDP0042,0.7
UDP0030,UDP0042,0.8
UDP0031,UDP0042,0.6
UDP0032,UDP0042,0.9
UDP0033,UDP0042,0.7
UDP0034,UDP0042,0.9
UDP0035,UDP0042,0.5
UDP0036,UDP0042,0.8
UDP0037,UDP0042,0.7
UDP0038,UDP0042,0.7
UDP0039,UDP0042,0.9
UDP0040,UDP0042,0.9
UDP0041,UDP0042,1
UDP0042,UDP0042,0
UDP0043,UDP0042,0.7
UDP0044,UDP0042,0.8
UDP0045,UDP0042,0.7
UDP0046,UDP0042,0.9
UDP0047,UDP0042,0.7
UDP0048,UDP0042,0.9
UDP0049,UDP0042,0.9
UDP0050,UDP0042,0.7
UDP0051,UDP0042,0.7
UDP0052,UDP0042,0.8
UDP0053,UDP0042,0.9
UDP0054,UDP0042,0.6
UDP0055,UDP0042,0.9
UDP0056,UDP0042,0.7
UDP0057,UDP0042,1
UDP0058,UDP0042,0.6
UDP0059,UDP0042,0.7
UDP0060,UDP0042,0.8
UDP0061,UDP0042,0.9
UDP0062,UDP0042,0.9
UDP0063,UDP0042,0.7
UDP0064,UDP0042,0.9
UDP0065,UDP0042,0.9
UDP0066,UDP0042,0.6
UDP0067,UDP0042,0.8
UDP0068,UDP0042,0.8
UDP0069,UDP0042,1
UDP0070,UDP0042,0.6
UDP0071,UDP0042,0.7
UDP0072,UDP0042,0.8
UDP0073,UDP0042,0.9
UDP0074,UDP0042,0.5
UDP0075,UDP0042,0.6
UDP0076,UDP0042,0.8
UDP0077,UDP0042,0.9
UDP0078,UDP0042,0.6
UDP0079,UDP0042,0.8
UDP0080,UDP0042,0.7
UDP0081,UDP0042,0.7
UDP0082,UDP0042,0.9
UDP0083,UDP0042,0.8
UDP0084,UDP0042,0.8
UDP0085,UDP0042,0.8
UDP0086,UDP0042,0.5
UDP0087,UDP0042,0.9
UDP0088,UDP0042,0.7
UDP0089,UDP0042,0.5
UDP0090,UDP0042,0.7
UDP0091,UDP0042,0.7
UDP0092,UDP0042,0.8
UDP0093,UDP0042,0.8
UDP0094,UDP0042,0.8
UDP0095,UDP0042,0.6
UDP0096,UDP0042,0.9
UDP0097,UDP0042,0.8
UDP0098,UDP0042,0.6
UDP0099,UDP0042,0.7
UDP0100,UDP0042,0.9
UDP0101,UDP0042,0.7
UDP0102,UDP0042,0.9
UDP0103,UDP0042,0.8
UDP0104,UDP0042,0.7
UDP0105,UDP0042,0.6
UDP0106,UDP0042,0.6
UDP0107,UDP0042,0.9
UDP0108,UDP0042,1
UDP0109,UDP0042,0.8
UDP0110,UDP0042,0.7
UDP0111,UDP0042,0.7
UDP0112,UDP0042,0.8
UDP0113,UDP0042,0.7
UDP0114,UDP0042,0.6
UDP0115,UDP0042,0.9
UDP0116,UDP0042,0.8
UDP0117,UDP0042,0.7
UDP0118,UDP0042,0.8
UDP0119,UDP0042,0.9
UDP0120,UDP0042,0.7
UDP0121,UDP0042,0.8
UDP0122,UDP0042,0.8
UDP0123,UDP0042,0.8
UDP0124,UDP0042,0.7
UDP0125,UDP0042,0.7
UDP0126,UDP0042,0.8
UDP0127,UDP0042,0.8
UDP0128,UDP0042,0.8
UDP0129,UDP0042,0.9
UDP0130,UDP0042,0.8
UDP0131,UDP0042,0.7
UDP0132,UDP0042,0.5
UDP0133,UDP0042,0.8
UDP0134,UDP0042,0.8
UDP0135,UDP0042,0.9
UDP0136,UDP0042,1
UDP0137,UDP0042,1
UDP0138,UDP0042,0.5
UDP0139,UDP0042,0.7
UDP0140,UDP0042,0.8
UDP0141,UDP0042,0.7
UDP0142,UDP0042,1
UDP0143,UDP0042,0.5
UDP0144,UDP0042,0.9
UDP0145,UDP0042,0.7
UDP0146,UDP0042,0.9
UDP0147,UDP0042,0.9
UDP0148,UDP0042,1
UDP0149,UDP0042,0.8
UDP0150,UDP0042,0.8
UDP0151,UDP0042,0.6
UDP0152,UDP0042,0.7
UDP0153,UDP0042,0.8
UDP0154,UDP0042,0.7
UDP0155,UDP0042,0.9
UDP0156,UDP0042,0.7
UDP0157,UDP0042,0.6
UDP0158,UDP0042,0.8
UDP0159,UDP0042,0.8
UDP0160,UDP0042,0.6
UDP0161,UDP0042,0.9
UDP0162,UDP0042,0.8
UDP0163,UDP0042,0.7
UDP0164,UDP0042,0.9
UDP0165,UDP0042,0.8
UDP0166,UDP0042,0.9
UDP0167,UDP0042,0.6
UDP0168,UDP0042,0.8
UDP0169,UDP0042,0.6
UDP0170,UDP0042,0.8
UDP0171,UDP0042,0.7
UDP0172,UDP0042,1
UDP0173,UDP0042,0.5
UDP0174,UDP0042,0.7
UDP0175,UDP0042,0.7
UDP0176,UDP0042,0.9
UDP0177,UDP0042,0.5
UDP0178,UDP0042,0.8
UDP0179,UDP0042,0.7
UDP0180,UDP0042,0.8
UDP0181,UDP0042,1
UDP0182,UDP0042,0.6
UDP0183,UDP0042,0.5
UDP0184,UDP0042,0.7
UDP0185,UDP0042,0.9
UDP0186,UDP0042,0.5
UDP0187,UDP0042,0.8
UDP0188,UDP0042,0.4
UDP0189,UDP0042,0.8
UDP0190,UDP0042,0.8
UDP0191,UDP0042,0.8
UDP0192,UDP0042,0.8
UDP0001,UDP0043,0.7
UDP0002,UDP0043,0.8
UDP0003,UDP0043,0.9
UDP0004,UDP0043,0.9
UDP0005,UDP0043,1
UDP0006,UDP0043,0.9
UDP0007,UDP0043,0.6
UDP0008,UDP0043,0.8
UDP0009,UDP0043,0.9
UDP0010,UDP0043,1
UDP0011,UDP0043,0.5
UDP0012,UDP0043,0.8
UDP0013,UDP0043,0.8
UDP0014,UDP0043,0.7
UDP0015,UDP0043,0.7
UDP0016,UDP0043,0.5
UDP0017,UDP0043,0.8
UDP0018,UDP0043,0.7
UDP0019,UDP0043,0.5
UDP0020,UDP0043,0.9
UDP0021,UDP0043,0.8
UDP0022,UDP0043,0.8
UDP0023,UDP0043,0.6
UDP0024,UDP0043,0.8
UDP0025,UDP0043,0.8
UDP0026,UDP0043,0.9
UDP0027,UDP0043,0.7
UDP0028,UDP0043,0.8
UDP0029,UDP0043,0.6
UDP0030,UDP0043,0.4
UDP0031,UDP0043,0.6
UDP0032,UDP0043,0.8
UDP0033,UDP0043,0.7
UDP0034,UDP0043,0.6
UDP0035,UDP0043,0.9
UDP0036,UDP0043,0.7
UDP0037,UDP0043,0.6
UDP0038,UDP0043,1
UDP0039,UDP0043,0.6
UDP0040,UDP0043,0.9
UDP0041,UDP0043,0.8
UDP0042,UDP0043,0.7
UDP0043,UDP0043,0
UDP0044,UDP0043,0.8
UDP0045,UDP0043,0.7
UDP0046,UDP0043,0.7
UDP0047,UDP0043,1
UDP0048,UDP0043,0.6
UDP0049,UDP0043,0.8
UDP0050,UDP0043,0.9
UDP0051,UDP0043,0.6
UDP0052,UDP0043,0.7
UDP0053,UDP0043,0.8
UDP0054,UDP0043,0.7
UDP0055,UDP0043,0.9
UDP0056,UDP0043,0.7
UDP0057,UDP0043,0.8
UDP0058,UDP0043,0.7
UDP0059,UDP0043,0.6
UDP0060,UDP0043,0.6
UDP0061,UDP0043,0.9
UDP0062,UDP0043,0.8
UDP0063,UDP0043,0.7
UDP0064,UDP0043,0.9
UDP0065,UDP0043,0.6
UDP0066,UDP0043,0.7
UDP0067,UDP0043,0.8
UDP0068,UDP0043,0.9
UDP0069,UDP0043,0.9
UDP0070,UDP0043,0.8
UDP0071,UDP0043,0.6
UDP0072,UDP0043,0.8
UDP0073,UDP0043,0.6
UDP0074,UDP0043,0.9
UDP0075,UDP0043,0.6
UDP0076,UDP0043,0.5
UDP0077,UDP0043,0.6
UDP0078,UDP0043,0.6
UDP0079,UDP0043,0.8
UDP0080,UDP0043,0.9
UDP0081,UDP0043,0.9
UDP0082,UDP0043,0.8
UDP0083,UDP0043,0.8
UDP0084,UDP0043,0.5
UDP0085,UDP0043,0.8
UDP0086,UDP0043,0.8
UDP0087,UDP0043,0.7
UDP0088,UDP0043,0.7
UDP0089,UDP0043,0.8
UDP0090,UDP0043,0.5
UDP0091,UDP0043,0.6
UDP0092,UDP0043,0.8
UDP0093,UDP0043,0.5
UDP0094,UDP0043,0.7
UDP0095,UDP0043,0.5
UDP0096,UDP0043,0.6
UDP0097,UDP0043,1
UDP0098,UDP0043,0.6
UDP0099,UDP0043,0.8
UDP0100,UDP0043,0.8
UDP0101,UDP0043,0.8
UDP0102,UDP0043,0.8
UDP0103,UDP0043,0.8
UDP0104,UDP0043,1
UDP0105,UDP0043,0.9
UDP0106,UDP0043,0.7
UDP0107,UDP0043,0.9
UDP0108,UDP0043,0.7
UDP0109,UDP0043,1
UDP0110,UDP0043,0.8
UDP0111,UDP0043,1
UDP0112,UDP0043,0.6
UDP0113,UDP0043,0.7
UDP0114,UDP0043,0.8
UDP0115,UDP0043,0.8
UDP0116,UDP0043,1
UDP0117,UDP0043,0.6
UDP0118,UDP0043,0.7
UDP0119,UDP0043,0.8
UDP0120,UDP0043,0.6
UDP0121,UDP0043,0.8
UDP0122,UDP0043,0.9
UDP0123,UDP0043,0.7
UDP0124,UDP0043,0.6
UDP0125,UDP0043,0.8
UDP0126,UDP0043,0.9
UDP0127,UDP0043,0.9
UDP0128,UDP0043,0.7
UDP0129,UDP0043,0.6
UDP0130,UDP0043,0.8
UDP0131,UDP0043,0.9
UDP0132,UDP0043,0.7
UDP0133,UDP0043,0.9
UDP0134,UDP0043,0.8
UDP0135,UDP0043,0.7
UDP0136,UDP0043,0.6
UDP0137,UDP0043,0.6
UDP0138,UDP0043,1
UDP0139,UDP0043,0.7
UDP0140,UDP0043,1
UDP0141,UDP0043,0.5
UDP0142,UDP0043,0.6
UDP0143,UDP0043,0.9
UDP0144,UDP0043,0.9
UDP0145,UDP0043,0.6
UDP0146,UDP0043,0.9
UDP0147,UDP0043,0.7
UDP0148,UDP0043,0.7
UDP0149,UDP0043,0.7
UDP0150,UDP0043,0.9
UDP0151,UDP0043,0.7
UDP0152,UDP0043,0.7
UDP0153,UDP0043,0.6
UDP0154,UDP0043,0.9
UDP0155,UDP0043,0.8
UDP0156,UDP0043,0.7
UDP0157,UDP0043,0.5
UDP0158,UDP0043,0.6
UDP0159,UDP0043,0.8
UDP0160,UDP0043,0.8
UDP0161,UDP0043,0.7
UDP0162,UDP0043,0.8
UDP0163,UDP0043,0.6
UDP0164,UDP0043,0.8
UDP0165,UDP0043,0.7
UDP0166,UDP0043,0.7
UDP0167,UDP0043,0.9
UDP0168,UDP0043,0.9
UDP0169,UDP0043,0.9
UDP0170,UDP0043,0.6
UDP0171,UDP0043,0.8
UDP0172,UDP0043,0.7
UDP0173,UDP0043,0.7
UDP0174,UDP0043,0.6
UDP0175,UDP0043,0.8
