Date UTC,Tube #,CTD cast,Niskin,depth,comments,extraction,comments,qubit (ng/ul),water filtered (L),elution (ul),Fluor,Zymo columns
7/6/2019,176,29-6,sfc,sfc,,1/13/2020,Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 169-184.,,2.5,,4.01056,Yes
7/6/2019,177,29-6,sfc,sfc,took longer to filter,1/13/2020,Extraction batch 169-184.,,2.5,,4.01056,Yes
7/7/2019,178,31-9,1,500,,1/13/2020,No vis pellet. Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 169-184.,,2.5,,0.01086,
7/7/2019,179,31-9,2,500,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,0.01086,
7/7/2019,180,31-9,3,300,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,-0.0022,
7/7/2019,181,31-9,4,300,~1.6 L,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,-0.0022,
7/7/2019,182,31-9,5,150,,1/13/2020,No vis pellet. Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 169-184.,,2.5,,0.00626,
7/7/2019,183,31-9,6,150,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,0.00626,
7/7/2019,184,31-9,7,100,,1/13/2020,Extraction batch 169-184.,,2.5,,0.89654,
7/7/2019,185,31-9,8,100,,1/13/2020,Extraction batch 185-200,,2.5,,0.89654,Yes
7/7/2019,186,31-9,9,50,,1/13/2020,Extraction batch 185-200,,2.5,,3.13317,Yes
7/7/2019,187,31-9,10,50,,1/13/2020,Extraction batch 185-200,,2.5,,3.13317,Yes
7/7/2019,188,31-9,sfc,sfc,,1/13/2020,Extraction batch 185-200,,2.5,,2.47901,Yes
7/7/2019,189,31-9,sfc,sfc,,1/13/2020,Extraction batch 185-200,,2.5,,2.47901,Yes
7/7/2019,190,31-7,1,500,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,0.01354,
7/7/2019,191,31-7,2,500,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,0.01354,
7/7/2019,192,31-7,3,300,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,0.00237,
7/7/2019,193,31-7,4,300,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,0.00237,
7/7/2019,194,31-7,5,150,,1/13/2020,No vis pellet. Extraction batch 169-184.,,2.5,,#######,
7/7/2019,195,31-7,6,150,,1/13/2020,No vis pellet. Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 185-200,,2.5,,#######,
7/7/2019,196,31-7,7,100,,1/13/2020,No vis pellet. Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 185-201,,2.5,,0.01063,
7/7/2019,197,31-7,8,100,,1/13/2020,No vis pellet. Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 185-202,,2.5,,0.01063,
7/7/2019,198,31-7,9,50,,1/13/2020,Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 185-200,,2.5,,2.47956,Yes
7/7/2019,199,31-7,10,50,,1/13/2020,Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 185-200,,2.5,,2.47956,Yes
7/7/2019,200,31-7,sfc,sfc,,1/13/2020,"Pellet not dried by departure time on 1/14/2020, capped, and stored in fridge overnight, resumed air drying in 1/15/19 morning. Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 185-200",,2.5,,2.14656,Yes
7/7/2019,201,31-7,sfc,sfc,,1/13/2020,"Pellet not dried by departure time on 1/14/2020, capped, and stored in fridge overnight, resumed air drying in 1/15/19 morning. Extraction batch 201-215 plus neg  neg overnight in firdge and continued drying 1/15/2020)..",,2.5,,2.14656,Yes
7/7/2019,202,31-4,1,494,ST,1/13/2020,No vis pellet. Not all of aquesous layer succesfully transfered between chloroform steps. Extraction batch 201-215 plus neg   neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.01536,
7/7/2019,203,31-4,2,494,ST,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg ( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.01536,
7/7/2019,204,31-4,3,300,ST,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg ( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.01047,
7/7/2019,205,31-4,4,300,ST,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg. neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.01047,
7/7/2019,206,31-4,5,150,ST,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg ( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.00915,
7/7/2019,207,31-4,6,150,ST,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.00915,
7/7/2019,208,31-4,7,100,,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.04101,
7/7/2019,209,31-4,8,100,,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.04101,
7/7/2019,210,31-4,9,50,,1/13/2020,Phenol step pippeted due to presence of brown gunk on aqueous side of grease. Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.19303,
7/7/2019,211,31-4,10,50,,1/13/2020,Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.19303,
7/7/2019,212,31-4,sfc,sfc,,1/13/2020,Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,10.4558,Yes
7/7/2019,213,31-4,sfc,sfc,,1/13/2020,Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,10.4558,Yes
7/7/2019,214,-,-,-,"DI water from bucket pre use, ~2L",1/13/2020,No vis pellet. Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,,
7/7/2019,215,31-2,1,146,,1/13/2020,No vis pellet. Extraction batch 201-215 plus neg.( neg overnight in firdge and continued drying 1/15/2020)..,,2.5,,0.01106,
7/7/2019,216,31-2,2,146,,1/15/2020,No vis pellet. Ext batch 216-224 plus neg.,,2.5,,0.01106,
7/7/2019,217,31-2,3,100,,1/15/2020,No vis pellet. Ext batch 216-224 plus neg.,,2.5,,0.0375,
7/7/2019,218,31-2,4,100,ST,1/15/2020,Ext batch 216-224 plus neg.,,2.5,,0.0375,
7/7/2019,219,31-2,5,50,ST,1/15/2020,Ext batch 216-224 plus neg.,,2.5,,0.20151,
7/7/2019,220,31-2,6,50,ST,1/15/2020,Ext batch 216-224 plus neg.,,2.5,,0.20151,
7/7/2019,221,31-2,sfc,sfc,,1/15/2020,Ext batch 216-224 plus neg.,,2.5,,9.62193,Yes
7/7/2019,222,31-2,sfc,sfc,,1/15/2020,Ext batch 216-224 plus neg.,,2.5,,9.62193,Yes
7/7/2019,223,31-1,1,25,,1/15/2020,Dark pellet. Ext batch 216-224 plus neg.,,2.5,,0.96127,
7/7/2019,224,31-1,2,25,,1/15/2020,Dark pellet. Ext batch 216-224 plus neg.,,2.5,,0.96127,
7/7/2019,225,31-1,sfc,sfc,,1/21/2020,"Dark pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,1.6884,Yes
7/7/2019,226,31-1,sfc,sfc,,1/21/2020,"Dark pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,1.6884,Yes
7/8/2019,227,33-9,1,500,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.01193,
7/8/2019,228,33-9,2,500,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.01193,
7/8/2019,229,33-9,3,300,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.00791,
7/8/2019,230,33-9,4,300,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.00791,
7/8/2019,231,33-9,5,150,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.00267,
7/8/2019,232,33-9,6,150,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.00267,
7/8/2019,233,33-9,7,100,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,-0.0017,
7/8/2019,234,33-9,8,100,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,-0.0017,
7/8/2019,235,33-9,9,50,,1/21/2020,"Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.20772,
7/8/2019,236,33-9,10,50,,1/21/2020,"Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.20772,
7/8/2019,237,33-9,sfc,sfc,,1/21/2020,"Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.63256,Yes
7/8/2019,238,33-9,sfc,sfc,,1/21/2020,"Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.63256,Yes
7/8/2019,239,33-5,1,500,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.01282,
7/8/2019,240,33-5,2,500,,1/21/2020,"No vis pellet. Ext batch 225-240, ext neg for day not in this batch.",,2.5,,0.01282,
7/8/2019,241,33-5,3,300,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.00674,
7/8/2019,242,33-5,4,300,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.00674,
7/8/2019,243,33-5,5,150,ST,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.01474,
7/8/2019,244,33-5,6,150,ST,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.01474,
7/8/2019,245,33-5,7,100,ST,1/21/2020,"Ext batch 241-255, plus neg. ",,2.5,,0.02135,
7/8/2019,246,33-5,8,100,ST,1/21/2020,"Ext batch 241-255, plus neg. ",,2.5,,0.02135,
7/8/2019,247,33-5,9,50,,1/21/2020,"Ext batch 241-255, plus neg. ",,2.5,,2.51035,Yes
7/8/2019,248,33-5,10,50,,1/21/2020,"Ext batch 241-255, plus neg. ",,2.5,,2.51035,
7/8/2019,249,33-5,sfc,sfc,,1/21/2020,"Ext batch 241-255, plus neg. ",,2.5,,4.3844,Yes
7/8/2019,250,33-5,sfc,sfc,,1/21/2020,"Ext batch 241-255, plus neg. ",,2.5,,4.3844,Yes
7/8/2019,251,33-4,1,467,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.02174,
7/8/2019,252,33-4,2,467,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.02174,
7/8/2019,253,33-4,3,300,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.01044,
7/8/2019,254,33-4,4,300,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.01044,
7/8/2019,255,33-4,5,150,,1/21/2020,"No vis pellet. Ext batch 241-255, plus neg. ",,2.5,,0.00718,
7/8/2019,256,33-4,6,150,ST,1/22/2020,"No vis pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.00718,
7/8/2019,257,33-4,7,100,ST,1/22/2020,"No vis pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.02132,
7/8/2019,258,33-4,8,100,ST,1/22/2020,"No vis pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.02132,
7/8/2019,259,33-4,9,50,ST,1/22/2020,"Dark pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.18234,
7/8/2019,260,33-4,10,50,ST,1/22/2020,"Dark pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.18234,
7/8/2019,261,33-4,sfc,sfc,,1/22/2020,"Ext batch 256-271, neg for day not in this batch. ",,2.5,,13.704,Yes
7/8/2019,262,33-4,sfc,sfc,,1/22/2020,"Ext batch 256-271, neg for day not in this batch. ",,2.5,,13.704,Yes
7/8/2019,263,33-2,1,137,,1/22/2020,"Dark pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.01771,
7/8/2019,264,33-2,2,137,,1/22/2020,"No vis pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.01771,
7/8/2019,265,33-2,3,100,,1/22/2020,"No vis pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.03311,
7/8/2019,266,33-2,4,100,ST,1/22/2020,"Dark pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.03311,
7/8/2019,267,33-2,5,50,ST,1/22/2020,"Dark pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.04218,
7/8/2019,268,33-2,6,50,ST,1/22/2020,"No vis pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.04218,
7/8/2019,269,33-2,sfc,sfc,,1/22/2020,"Ext batch 256-271, neg for day not in this batch. ",,2.5,,6.87277,
7/8/2019,270,33-2,sfc,sfc,,1/22/2020,"Ext batch 256-271, neg for day not in this batch. ",,2.5,,6.87277,
7/8/2019,271,33-1,1,50,,1/22/2020,"Dark pellet. Ext batch 256-271, neg for day not in this batch. ",,2.5,,0.15295,
7/8/2019,272,33-1,2,50,,1/22/2020,"Dark pellet.Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.15295,
7/8/2019,273,33-1,3,25,,1/22/2020,"Dark pellet.Ext batch 273-278, 288-295, plus neg. ",,2.5,,1.50098,
7/8/2019,274,33-1,4,25,,1/22/2020,"Dark pellet.Ext batch 273-278, 288-295, plus neg. ",,2.5,,1.50098,
7/8/2019,275,33-1,5,sfc,,1/22/2020,"Sample tube was very brown, color passed through all clean steps leading to yellow/brown isopropanol step. Ext batch 273-278, 288-295, plus neg. ",,2.5,,16.8433,Yes
7/8/2019,276,33-1,6,sfc,,1/22/2020,"Sample tube was very brown, color passed through all clean steps leading to yellow/brown isopropanol step. Ext batch 273-278, 288-295, plus neg. ",,2.5,,16.8433,Yes
7/8/2019,277,33-1,sfc,sfc,,1/22/2020,"Sample tube was very brown, color passed through all clean steps leading to yellow/brown isopropanol step. Ext batch 273-278, 288-295, plus neg. ",,2.5,,16.8433,Yes
7/8/2019,278,33-1,sfc,sfc,,1/22/2020,"Sample tube was very brown, color passed through all clean steps leading to yellow/brown isopropanol step. Ext batch 273-278, 288-295, plus neg. ",,2.5,,16.8433,Yes
7/9/2019,279,-,-,-,"DI water from bucket post use, ~2L",11/05/2019,"Ext batch 273-278, 288-295, plus neg. ",0.221,2.5,100,,
7/9/2019,280,-,-,-,"DI water from bucket, pre use, ~1.7L",11/05/2019,"Ext batch 273-278, 288-295, plus neg. ",too low,2.5,100,,
7/9/2019,281,-,-,-,Lab DI water,11/05/2019,"Ext batch 273-278, 288-295, plus neg. ",0.263,2.5,100,,
7/9/2019,282,35-1,1,48,,11/05/2019,"Ext batch 273-278, 288-295, plus neg. ",140,2.5,100,0.09139,
7/9/2019,283,35-1,2,48,,11/05/2019,"Ext batch 273-278, 288-295, plus neg. ",71.5,2.5,100,0.09139,
7/9/2019,284,35-1,3,25,,11/05/2019,big pellet,too high,2.5,100,2.3781,
7/9/2019,285,35-1,4,25,,11/05/2019,big pellet,too high,2.5,100,2.3781,
7/9/2019,286,35-1,sfc,sfc,,11/05/2019,big pellet,too high,2.5,100,9.36501,Yes
7/9/2019,287,35-1,sfc,sfc,,11/05/2019,big pellet,too high,2.5,100,9.36501,Yes
7/9/2019,288,35-3,1,300,,1/22/2020,"No vis pellet. Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.00892,
7/9/2019,289,35-3,2,300,,1/22/2020,"No vis pellet. Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.00892,
7/9/2019,290,35-3,3,150,,1/22/2020,"Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.01031,
7/9/2019,291,35-3,4,150,,1/22/2020,"Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.01031,
7/9/2019,292,35-3,5,100,,1/22/2020,"Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.01162,
7/9/2019,293,35-3,6,100,,1/22/2020,"Ext batch 273-278, 288-295, plus neg. ",,2.5,,0.01162,
7/9/2019,294,35-3,7,50,,1/22/2020,"Ext batch 273-278, 288-295, plus neg. ",,2.5,,2.31144,
7/9/2019,295,35-3,8,50,,1/22/2020,"Dropped on floor while drying. Ext batch 273-278, 288-295, plus neg. ",,2.5,,2.31144,
7/9/2019,296,35-3,sfc,sfc,,1/23/2020,"Yellow pellet. Issues with steps, not all volume transferred from 1st chloroform step, no quantification, only metagenomics. Ext batch 296-311, neg for day in other batch. ",,2.5,,10.6138,Yes
7/9/2019,297,35-3,sfc,sfc,,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,10.6138,
7/9/2019,298,35-5,1,500,,1/23/2020,"No vis pellet. Chloroform step 2 grease failed, some chloro may have entered ISO. Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.01061,
7/9/2019,299,35-5,2,500,,1/23/2020,"No vis pellet.Pippieetted Chloroform 2 step. Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.01061,
7/9/2019,300,35-5,3,300,,1/23/2020,"no vis pellet.Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.00707,
7/9/2019,301,35-5,4,300,ST,1/23/2020,"No vis pellet. Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.00707,
7/9/2019,302,35-5,5,150,ST,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.07369,
7/9/2019,303,35-5,6,150,ST,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.07369,
7/9/2019,304,35-5,7,100,ST,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.75032,
7/9/2019,305,35-5,8,100,,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.75032,
7/9/2019,306,35-5,9,50,,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.4127,
7/9/2019,307,35-5,10,50,,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.4127,
7/9/2019,308,35-5,sfc,sfc,,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,1.02238,Yes
7/9/2019,309,35-5,sfc,sfc,,1/23/2020,"Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,1.02238,Yes
7/9/2019,310,35-7,1,500,,1/23/2020,"No vis pellet. Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.01349,
7/9/2019,311,35-7,2,500,,1/23/2020,"No vis pellet. Ext batch 296-311, neg for day in other batch. Pipetter Chloroform step 1. ",,2.5,,0.01349,
7/9/2019,312,35-7,3,300,,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet.",,2.5,,0.01259,
7/9/2019,313,35-7,4,300,,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet.",,2.5,,0.01259,
7/9/2019,314,35-7,5,150,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet.",,2.5,,0.0214,
7/9/2019,315,35-7,6,150,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet.",,2.5,,0.0214,
7/9/2019,316,35-7,7,100,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. ",,2.5,,0.18504,
7/9/2019,317,35-7,8,100,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. ",,2.5,,0.18504,
7/9/2019,318,35-7,9,50,,11/05/2019,,,2.5,100,1.46624,Yes
7/9/2019,319,35-7,10,50,,11/06/2019,,,2.5,100,1.46624,Yes
7/9/2019,320,35-7,sfc,sfc,,11/06/2019,,,2.5,100,2.3009,Yes
7/9/2019,321,35-7,sfc,sfc,,11/06/2019,,,2.5,100,2.3009,Yes
7/9/2019,322,35-9,1,500,,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet. ",,2.5,,0.0129,
7/9/2019,323,35-9,2,500,,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet. ",,2.5,,0.0129,
7/9/2019,324,35-9,3,300,,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet. ",,2.5,,0.00956,
7/9/2019,325,35-9,4,300,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet. ",,2.5,,0.00956,
7/9/2019,326,35-9,5,150,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet. ",,2.5,,0.04486,
7/9/2019,327,35-9,6,150,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. No vis pellet. ",,2.5,,0.04486,
7/9/2019,328,35-9,7,100,ST,1/23/2020,"Ext batch 312-317, 322-330, neg. ",,2.5,,0.10145,
7/9/2019,329,35-9,8,100,"ST, ~2L",1/23/2020,"Ext batch 312-317, 322-330, neg. ",,2.5,,0.10145,
7/9/2019,330,35-9,9,50,,1/23/2020,"Ext batch 312-317, 322-330, neg. ",,2.5,,0.4844,
7/9/2019,331,35-9,10,50,,1/27/2020,"Ext batch 331-341,346-349, neg. ",,2.5,,0.4844,
7/9/2019,332,35-9,sfc,sfc,,1/27/2020,"Ext batch 331-341,346-349, neg. ",,2.5,,0.70944,Yes
7/9/2019,333,35-9,sfc,sfc,,1/27/2020,"Ext batch 331-341,346-349, neg. ",,2.5,,0.70944,Yes
7/9/2019,334,35-11,1,500,ST,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,0.00795,
7/9/2019,335,35-11,2,500,ST,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,0.00795,
7/9/2019,336,35-11,3,300,,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,0.0048,
7/9/2019,337,35-11,4,300,ST,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,0.0048,
7/9/2019,338,35-11,5,150,ST,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,-0.0089,
7/9/2019,339,35-11,6,150,ST,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,-0.0089,
7/9/2019,340,35-11,7,100,,1/27/2020,"Ext batch 331-341,346-349, neg. ",,2.5,,0.10619,
7/9/2019,341,35-11,8,100,,1/27/2020,"Ext batch 331-341,346-349, neg. ",,2.5,,0.10619,
7/9/2019,342,35-11,9,50,,11/06/2019,,,2.5,100,0.9537,
7/9/2019,343,35-11,10,50,,11/06/2019,,,2.5,100,0.9537,
7/9/2019,344,35-11,sfc,sfc,,11/06/2019,,,2.5,100,0.72785,Yes
7/9/2019,345,35-11,sfc,sfc,,11/06/2019,,,2.5,100,0.72785,Yes
7/10/2019,346,-,-,-,"Di water, from bucket post use, ~2L",1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,,
7/10/2019,347,-,-,-,"Evap DI water, ~2L",1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,,
7/10/2019,348,37-9,1,500,,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,0.02111,
7/10/2019,349,37-9,2,500,,1/27/2020,"Ext batch 331-341,346-349, neg. No vis pellet.",,2.5,,0.02111,
7/10/2019,350,37-9,3,300,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.01353,
7/10/2019,351,37-9,4,300,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.01353,
7/10/2019,352,37-9,5,150,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.04422,
7/10/2019,353,37-9,6,150,ST,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.04422,
7/10/2019,354,37-9,7,100,ST,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.11768,
7/10/2019,355,37-9,8,100,ST,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.11768,
7/10/2019,356,37-9,9,50,ST,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.42895,Yes
7/10/2019,357,37-9,10,50,ST,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.42895,
7/10/2019,358,37-9,sfc,sfc,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.51647,Yes
7/10/2019,359,37-9,sfc,sfc,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.51647,Yes
7/10/2019,360,37-7,1,500,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.01345,
7/10/2019,361,37-7,2,500,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.01345,
7/10/2019,362,37-7,3,300,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.01319,
7/10/2019,363,37-7,4,300,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. No vis pellet. ",,2.5,,0.01319,
7/10/2019,364,37-7,5,150,,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.05708,
7/10/2019,365,37-7,6,150,ST,1/27/2020,"Ext batch 350-365, neg for day in earlier batch. ",,2.5,,0.05708,
7/10/2019,366,37-7,7,100,ST,1/28/2020,"Ext batch 366-381, neg for day in later batch. ",,2.5,,0.20336,
7/10/2019,367,37-7,8,100,ST,1/28/2020,"Ext batch 366-381, neg for day in later batch. ",,2.5,,0.20336,
7/10/2019,368,37-7,9,50,ST,1/28/2020,"Ext batch 366-381, neg for day in later batch. ",,2.5,,0.2589,
7/10/2019,369,37-7,10,50,,1/28/2020,"Ext batch 366-381, neg for day in later batch. ",,2.5,,0.2589,Yes
7/10/2019,370,37-7,sfc,sfc,,1/28/2020,"Ext batch 366-381, neg for day in later batch. ",,2.5,,0.62872,Yes
7/10/2019,371,37-7,sfc,sfc,,1/28/2020,"Ext batch 366-381, neg for day in later batch. ",,2.5,,0.62872,Yes
7/10/2019,372,37-5,1,500,,1/28/2020,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,,0.0157,
7/10/2019,373,37-5,2,500,,1/28/2020,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,,0.0157,
7/10/2019,374,37-5,3,300,,1/28/2020,"Ext batch 366-381, neg for day in later batch. No grease in chlroform tube 1, pipetted aq layer by hand. No vis pellet.",,2.5,,0.01082,
7/10/2019,375,37-5,4,300,ST,1/28/2020,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,,0.01082,
7/10/2019,376,37-5,5,150,,1/28/2020,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,,0.02892,
7/10/2019,377,37-5,6,150,ST,1/28/2020,"Ext batch 366-381, neg for day in later batch. No vis pellet. ",,2.5,,0.02892,
7/10/2019,378,37-5,7,100,ST,1/28/2020,"Ext batch 366-381, neg for day in later batch. No grease in chlroform tube 1, pipetted aq layer by hand. ",,2.5,,0.06369,
