Date UTC,Tube #,CTD cast,Niskin,depth,comments,extraction,comments,qubit (ng/ul),water filtered (L),elution (ul),Fluor,Zymo columns
7/14/2019,587,43-5,6,150,ST,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,0.01363,
7/14/2019,588,43-5,7,100,ST,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.02096,
7/14/2019,589,43-5,8,100,ST,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.02096,
7/14/2019,590,43-5,9,50,ST,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.44029,
7/14/2019,591,43-5,10,50,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.44029,
7/14/2019,592,43-5,sfc,sfc,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.67594,Yes
7/14/2019,593,43-5,sfc,sfc,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.67594,Yes
7/14/2019,594,43-4,1,442,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.00685,
7/14/2019,595,43-4,2,442,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.00685,
7/14/2019,596,43-4,3,300,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,0.00273,
7/14/2019,597,43-4,4,300,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,0.00273,
7/14/2019,598,43-4,5,150,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,-0.0096,
7/14/2019,599,43-4,6,150,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,-0.0096,
7/14/2019,600,43-4,7,100,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,-0.0025,
7/14/2019,601,43-4,8,100,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,,-0.0025,
7/14/2019,602,43-4,9,50,,02/03/2020,"Ext batch 571-602, neg for day in previous batch. ",,2.5,,0.09282,
7/14/2019,603,43-4,10,50,,02/04/2020,Non vis pellet.,,2.5,,0.09282,
7/14/2019,604,43-4,sfc,sfc,,02/04/2020,,,2.5,,0.63622,
7/14/2019,605,43-4,sfc,sfc,,02/04/2020,,,2.5,,0.63622,
7/14/2019,606,43-2,1,135,,02/04/2020,Non vis pellet.,,2.5,,0.01461,
7/14/2019,607,43-2,2,135,,02/04/2020,Non vis pellet.,,2.5,,0.01461,
7/14/2019,608,43-2,3,100,,02/04/2020,Non vis pellet.,,2.5,,-0.0091,
7/14/2019,609,43-2,4,100,,02/04/2020,Non vis pellet.,,2.5,,-0.0091,
7/14/2019,610,43-2,5,50,,02/04/2020,Non vis pellet.,,2.5,,0.02172,
7/14/2019,611,43-2,6,50,,02/04/2020,Non vis pellet.,,2.5,,0.02172,
7/14/2019,612,43-2,sfc,sfc,,02/04/2020,,,2.5,,0.5934,
7/14/2019,613,43-2,sfc,sfc,,02/04/2020,,,2.5,,0.5934,
7/14/2019,614,-,-,-,Lab DI water,02/04/2020,,,2.5,,,
7/21/2019,615,-,-,-,"Evap DI water, ~2L",02/04/2020,Non vis pellet.,,2.5,,,
7/21/2019,616,-,-,-,"DI water from bucket priot to use, ~1.9 L",02/04/2020,Non vis pellet.,,2.5,,,
7/21/2019,617,47-9,1,500,,02/04/2020,Non vis pellet.,,2.5,,0.00806,
7/21/2019,618,47-9,2,500,,02/04/2020,Non vis pellet.,,2.5,,0.00806,
7/21/2019,619,47-9,3,300,,02/04/2020,Non vis pellet.,,2.5,,0.0013,
7/21/2019,620,47-9,4,300,,02/04/2020,Non vis pellet.,,2.5,,0.0013,
7/21/2019,621,47-9,5,150,,02/04/2020,Non vis pellet.,,2.5,,0.00866,
7/21/2019,622,47-9,6,150,,02/04/2020,Non vis pellet.,,2.5,,0.00866,
7/21/2019,623,47-9,7,100,ST,02/04/2020,Non vis pellet.,,2.5,,0.0056,
7/21/2019,624,47-9,8,100,ST,02/04/2020,Non vis pellet.,,2.5,,0.0056,
7/21/2019,625,47-9,9,50,ST,02/04/2020,,,2.5,,0.23391,
7/21/2019,626,47-9,10,50,ST,02/04/2020,,,2.5,,0.23391,
7/21/2019,627,47-9,sfc,sfc,,02/04/2020,Big pellet.,,2.5,,3.45541,
7/21/2019,628,47-9,sfc,sfc,,02/04/2020,Big pellet.,,2.5,,3.45541,
7/21/2019,629,47-7,1,500,Incorrect CTD data file,02/04/2020,Non vis pellet.,,2.5,,0.00207,
7/21/2019,630,47-7,2,500,Incorrect CTD data file,02/04/2020,Non vis pellet.,,2.5,,0.00207,
7/21/2019,631,47-7,3,300,Incorrect CTD data file,02/04/2020,Non vis pellet.,,2.5,,-0.0053,
7/21/2019,632,47-7,4,300,Incorrect CTD data file,02/04/2020,Non vis pellet.,,2.5,,-0.0053,
7/21/2019,633,47-7,5,150,Incorrect CTD data file,02/04/2020,Non vis pellet.,,2.5,,-0.0044,
7/21/2019,634,47-7,6,150,Incorrect CTD data file,02/04/2020,Non vis pellet.,,2.5,,-0.0044,
7/21/2019,635,47-7,7,100,ST; Incorrect CTD data file; leaking on deck,02/04/2020,,,2.5,,0.00517,
7/21/2019,636,47-7,8,100,ST; Incorrect CTD data file,02/04/2020,,,2.5,,0.00517,
7/21/2019,637,47-7,9,50,ST; Incorrect CTD data file,02/04/2020,Big pellet.,,2.5,,0.15616,
7/21/2019,638,47-7,10,50,ST; Incorrect CTD data file,02/04/2020,Big pellet.,,2.5,,0.15616,
7/21/2019,639,47-7,sfc,sfc,Incorrect CTD data file,02/04/2020,Big pellet.,,2.5,,1.70589,
7/21/2019,640,47-7,sfc,sfc,Incorrect CTD data file,02/04/2020,Big pellet.,,2.5,,1.70589,
7/21/2019,641,47-5,1,500,,02/04/2020,,,2.5,,0.00581,
7/21/2019,642,47-5,2,500,,02/04/2020,,,2.5,,0.00581,
7/21/2019,643,47-5,3,300,,02/04/2020,Non vis pellet.,,2.5,,-0.0024,
7/21/2019,644,47-5,4,300,,02/04/2020,Non vis pellet.,,2.5,,-0.0024,
7/21/2019,645,47-5,5,150,,02/04/2020,Non vis pellet.,,2.5,,-0.0098,
7/21/2019,646,47-5,6,150,,02/04/2020,Non vis pellet.,,2.5,,-0.0098,
7/21/2019,647,47-5,7,100,ST,02/04/2020,,,2.5,,0.02069,
7/21/2019,648,47-5,8,100,ST,02/04/2020,,,2.5,,0.02069,
7/21/2019,649,47-5,9,50,ST,02/04/2020,Big pellet.,,2.5,,1.20836,
7/21/2019,650,47-5,10,50,ST,02/04/2020,Big pellet.,,2.5,,1.20836,
7/21/2019,651,47-5,sfc,sfc,,02/04/2020,Big pellet.,,2.5,,1.49409,
7/21/2019,652,47-5,sfc,sfc,,02/04/2020,Big pellet.,,2.5,,1.49409,
7/21/2019,653,47-3,1,268,,02/04/2020,Non vis pellet.,,2.5,,NaN,
7/21/2019,654,47-3,2,268,,02/04/2020,Non vis pellet.,,2.5,,NaN,
7/21/2019,655,47-3,3,150,,02/04/2020,Non vis pellet.,,2.5,,-0.0146,
7/21/2019,656,47-3,4,150,,02/04/2020,Non vis pellet.,,2.5,,-0.0146,
7/21/2019,657,47-3,5,100,,02/04/2020,Non vis pellet.,,2.5,,-0.0025,
7/21/2019,658,47-3,6,100,ST,02/04/2020,Non vis pellet.,,2.5,,-0.0025,
7/21/2019,659,47-3,7,50,ST,02/04/2020,,,2.5,,1.18377,
7/21/2019,660,47-3,8,50,ST,02/04/2020,,,2.5,,1.18377,
7/21/2019,661,47-3,sfc,sfc,,02/04/2020,,,2.5,,1.54182,
7/21/2019,662,47-3,sfc,sfc,,02/04/2020,,,2.5,,1.54182,
7/21/2019,663,47-2,1,100,,02/04/2020,Non vis pellet.,,2.5,,0.01232,
7/21/2019,664,47-2,2,100,,02/04/2020,Non vis pellet.,,2.5,,0.01232,
7/21/2019,665,47-2,3,50,,02/04/2020,Big pellet.,,2.5,,0.58698,
7/21/2019,666,47-2,4,50,ST,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,,0.58698,
7/21/2019,667,47-2,sfc,sfc,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,,1.12797,
7/21/2019,668,47-2,sfc,sfc,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,,1.12797,
7/21/2019,669,47-1,1,43,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,,0.21004,
7/21/2019,670,47-1,2,43,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Non vis pellet.,,2.5,,0.21004,
7/21/2019,671,47-1,3,25,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,,0.32085,
7/21/2019,672,47-1,4,25,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,,0.32085,
7/21/2019,673,47-1,sfc,sfc,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,,0.52485,
7/21/2019,674,47-1,sfc,sfc,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,,0.52485,
7/22/2019,675,-,-,-,"Evap DI water, ~2L",02/04/2020,Lost when transferring from tube to plate,,2.5,,,
7/22/2019,676,49-2,1,150,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,,0.00374,
7/22/2019,677,49-2,2,150,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,,0.00374,
7/22/2019,678,49-2,3,100,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,,0.0061,
7/22/2019,679,49-2,4,100,,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,,0.0061,
7/22/2019,680,49-2,5,50,ST,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,,0.53742,
7/22/2019,681,49-2,6,50,ST,02/04/2020,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,,0.53742,
7/22/2019,682,49-2,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,1.03146,
7/22/2019,683,49-2,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,1.03146,
7/22/2019,684,49-4,1,496,,02/05/2020,,,2.5,,0.01576,
7/22/2019,685,49-4,2,496,,02/05/2020,,,2.5,,0.01576,
7/22/2019,686,49-4,3,300,,02/05/2020,,,2.5,,-8.06E-04,
7/22/2019,687,49-4,4,300,,02/05/2020,,,2.5,,-8.06E-04,
7/22/2019,688,49-4,5,150,,02/05/2020,,,2.5,,-0.004,
7/22/2019,689,49-4,6,150,,02/05/2020,,,2.5,,-0.004,
7/22/2019,690,49-4,7,100,ST,02/05/2020,,,2.5,,-0.0066,
7/22/2019,691,49-4,8,100,ST,02/05/2020,,,2.5,,-0.0066,
7/22/2019,692,49-4,9,50,ST,02/05/2020,,,2.5,,0.19445,
7/22/2019,693,49-4,10,50,ST,02/05/2020,,,2.5,,0.19445,
7/22/2019,694,49-4,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,3.48412,
7/22/2019,695,49-4,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,3.48412,
7/22/2019,696,49-5,1,500,,02/05/2020,,,2.5,,0.0018,
7/22/2019,697,49-5,2,500,,02/05/2020,,,2.5,,0.0018,
7/22/2019,698,49-5,3,300,,02/05/2020,,,2.5,,#######,
7/22/2019,699,49-5,4,300,,02/05/2020,,,2.5,,#######,
7/22/2019,700,49-5,5,150,,02/05/2020,,,2.5,,-0.0035,
7/22/2019,701,49-5,6,150,,02/05/2020,,,2.5,,-0.0035,
7/22/2019,702,49-5,7,100,ST,02/05/2020,,,2.5,,0.01031,
7/22/2019,703,49-5,8,100,ST,02/05/2020,,,2.5,,0.01031,
7/22/2019,704,49-5,9,50,ST,02/05/2020,,,2.5,,0.31788,
7/22/2019,705,49-5,10,50,ST,02/05/2020,,,2.5,,0.31788,
7/22/2019,706,49-5,sfc,sfc,,02/05/2020,,,2.5,,3.66429,
7/22/2019,707,49-5,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,3.66429,
7/22/2019,708,49-7,1,500,,02/05/2020,Big pellet.,,2.5,,0.00819,
7/22/2019,709,49-7,2,500,,02/05/2020,,,2.5,,0.00819,
7/22/2019,710,49-7,3,300,,02/05/2020,,,2.5,,-1.25E-04,
7/22/2019,711,49-7,4,300,,02/05/2020,,,2.5,,-1.25E-04,
7/22/2019,712,49-7,5,150,,02/05/2020,,,2.5,,-0.004,
7/22/2019,713,49-7,6,150,ST,02/05/2020,,,2.5,,-0.004,
7/22/2019,714,49-7,7,100,ST,02/05/2020,,,2.5,,0.04389,
7/22/2019,715,49-7,8,100,ST,02/05/2020,,,2.5,,0.04389,
7/22/2019,716,49-7,9,50,ST,02/05/2020,,,2.5,,0.48393,
7/22/2019,717,49-7,10,50,ST,02/05/2020,,,2.5,,0.48393,
7/22/2019,718,49-7,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,1.95359,
7/22/2019,719,49-7,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,1.95359,
7/22/2019,720,49-9,sfc,sfc,No other 49-9 samples,02/05/2020,Big pellet.,,2.5,,,
7/22/2019,721,49-9,sfc,sfc,No other 49-9 samples,02/05/2020,Big pellet.,,2.5,,,
7/23/2019,722,-,-,-,"Evap DI water, ~2L",02/05/2020,,,2.5,,,
7/23/2019,723,-,-,-,Lab DI water,02/05/2020,,,2.5,,,
7/23/2019,724,51-9,1,500,,02/05/2020,,,2.5,,0.00572,
7/23/2019,725,51-9,2,500,,02/05/2020,,,2.5,,0.00572,
7/23/2019,726,51-9,3,300,,02/05/2020,,,2.5,,-0.0043,
7/23/2019,727,51-9,4,300,,02/05/2020,,,2.5,,-0.0043,
7/23/2019,728,51-9,5,150,,02/05/2020,,,2.5,,4.31E-04,
7/23/2019,729,51-9,6,150,,02/05/2020,,,2.5,,4.31E-04,
7/23/2019,730,51-9,7,100,ST,02/05/2020,,,2.5,,0.06309,
7/23/2019,731,51-9,8,100,ST,02/05/2020,,,2.5,,0.06309,
7/23/2019,732,51-9,9,50,ST,02/05/2020,Big pellet.,,2.5,,1.10637,
7/23/2019,733,51-9,10,50,ST,02/05/2020,Big pellet.,,2.5,,1.10637,
7/23/2019,734,51-9,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,0.3644,
7/23/2019,735,51-9,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,0.3644,
7/23/2019,736,51-5,1,500,,02/05/2020,,,2.5,,,
7/23/2019,737,51-5,2,500,,02/05/2020,,,2.5,,,
7/23/2019,738,51-5,3,300,,02/05/2020,,,2.5,,,
7/23/2019,739,51-5,4,300,,02/05/2020,,,2.5,,,
7/23/2019,740,51-5,5,150,,02/05/2020,,,2.5,,,
7/23/2019,741,51-5,6,150,ST,02/05/2020,,,2.5,,,
7/23/2019,742,51-5,7,100,ST,02/05/2020,,,2.5,,,
7/23/2019,743,51-5,8,100,ST,02/05/2020,,,2.5,,,
7/23/2019,744,51-5,9,50,ST,02/05/2020,,,2.5,,,
7/23/2019,745,51-5,10,50,ST,02/05/2020,,,2.5,,,
7/23/2019,746,51-5,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,,
7/23/2019,747,51-5,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,,
7/23/2019,748,51-4,1,500,,02/05/2020,,,2.5,,0.00304,
7/23/2019,749,51-4,2,500,,02/05/2020,,,2.5,,0.00304,
7/23/2019,750,51-4,3,300,,02/05/2020,,,2.5,,-0.0032,
7/23/2019,751,51-4,4,300,,02/05/2020,,,2.5,,-0.0032,
7/23/2019,752,51-4,5,150,,02/05/2020,,,2.5,,-0.0102,
7/23/2019,753,51-4,6,150,,02/05/2020,,,2.5,,-0.0102,
7/23/2019,754,51-4,7,100,ST,02/05/2020,,,2.5,,0.00578,
7/23/2019,755,51-4,8,100,ST,02/05/2020,,,2.5,,0.00578,
7/23/2019,756,51-4,9,50,ST,02/05/2020,,,2.5,,0.19545,
7/23/2019,757,51-4,10,50,ST,02/05/2020,,,2.5,,0.19545,
7/23/2019,758,51-4,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,1.34047,
7/23/2019,759,51-4,sfc,sfc,,02/05/2020,Big pellet.,,2.5,,1.34047,
7/23/2019,760,51-3,1,280,,02/06/2020,,,2.5,,0.00188,
7/23/2019,761,51-3,2,280,,02/06/2020,,,2.5,,0.00188,
7/23/2019,762,51-3,3,150,,02/06/2020,,,2.5,,-0.0053,
7/23/2019,763,51-3,4,150,,02/06/2020,,,2.5,,-0.0053,
7/23/2019,764,51-3,5,100,ST,02/06/2020,,,2.5,,-0.004,
7/23/2019,765,51-3,6,100,ST,02/06/2020,,,2.5,,-0.004,
7/23/2019,766,51-3,7,50,ST,02/06/2020,,,2.5,,0.24915,
7/23/2019,767,51-3,8,50,ST,02/06/2020,,,2.5,,0.24915,
7/23/2019,768,51-3,sfc,sfc,,02/06/2020,,,2.5,,1.71754,
7/23/2019,769,51-3,sfc,sfc,,02/06/2020,,,2.5,,1.71754,
7/23/2019,770,51-2,1,130,,02/06/2020,,,2.5,,0.06454,
7/23/2019,771,51-2,2,130,,02/06/2020,,,2.5,,0.06454,
7/23/2019,772,51-2,3,100,,02/06/2020,,,2.5,,5.32E-04,
7/23/2019,773,51-2,4,100,ST,02/06/2020,,,2.5,,5.32E-04,
7/23/2019,774,51-2,5,50,ST,02/06/2020,,,2.5,,0.2054,
7/23/2019,775,51-2,6,50,ST,02/06/2020,,,2.5,,0.2054,
7/23/2019,776,51-2,sfc,sfc,,02/06/2020,,,2.5,,1.27275,
7/23/2019,777,51-2,sfc,sfc,,02/06/2020,,,2.5,,1.27275,
7/24/2019,778,-,-,-,"Evap DI water, ~2L",11/07/2019,,,2.5,100,,
7/24/2019,779,53-1,1,40,,11/07/2019,,,2.5,100,0.51963,
7/24/2019,780,53-1,2,40,,11/07/2019,,,2.5,100,0.51963,
7/24/2019,781,53-1,3,25,,11/07/2019,,,2.5,100,1.24098,
7/24/2019,782,53-1,4,25,,11/07/2019,,,2.5,100,1.24098,
7/24/2019,783,53-1,sfc,sfc,,11/07/2019,,,2.5,100,1.37963,
7/24/2019,784,53-1,sfc,sfc,,11/07/2019,,,2.5,100,1.37963,
7/24/2019,785,53-2,1,140,,02/06/2020,,,2.5,,0.02084,
7/24/2019,786,53-2,2,140,,02/06/2020,,,2.5,,0.02084,
7/24/2019,787,53-2,3,100,,02/06/2020,,,2.5,,0.00256,
7/24/2019,788,53-2,4,100,,02/06/2020,,,2.5,,0.00256,
7/24/2019,789,53-2,5,50,ST,02/06/2020,,,2.5,,0.19283,
7/24/2019,790,53-2,6,50,ST,02/06/2020,,,2.5,,0.19283,
7/24/2019,791,53-2,sfc,sfc,,02/06/2020,,,2.5,,0.6421,
7/24/2019,792,53-2,sfc,sfc,,02/06/2020,,,2.5,,0.6421,
7/24/2019,793,53-3,1,280,,02/06/2020,,,2.5,,0.00355,
7/24/2019,794,53-3,2,280,,02/06/2020,,,2.5,,0.00355,
7/24/2019,795,53-3,3,150,,02/06/2020,,,2.5,,-0.0093,
7/24/2019,796,53-3,4,150,,02/06/2020,,,2.5,,-0.0093,
7/24/2019,797,53-3,5,100,,02/06/2020,,,2.5,,-0.0113,
7/24/2019,798,53-3,6,100,ST,02/06/2020,,,2.5,,-0.0113,
7/24/2019,799,53-3,7,50,ST,11/07/2019,,,2.5,100,0.49159,
7/24/2019,800,53-3,8,50,ST,11/07/2019,,,2.5,100,0.49159,
7/24/2019,801,53-3,sfc,sfc,,11/07/2019,,,2.5,100,1.95491,
7/24/2019,802,53-3,sfc,sfc,,11/07/2019,,,2.5,100,1.95491,
7/24/2019,803,53-4,1,491,,02/06/2020,,,2.5,,0.00545,
7/24/2019,804,53-4,2,491,,02/06/2020,,,2.5,,0.00545,
7/24/2019,805,53-4,3,300,,02/06/2020,,,2.5,,0.00192,
7/24/2019,806,53-4,4,300,,02/06/2020,,,2.5,,0.00192,
7/24/2019,807,53-4,5,150,,02/06/2020,,,2.5,,-0.0095,
7/24/2019,808,53-4,6,150,,02/06/2020,,,2.5,,-0.0095,
7/24/2019,809,53-4,7,100,ST,02/06/2020,,,2.5,,-0.0163,
7/24/2019,810,53-4,8,100,ST,02/06/2020,,,2.5,,-0.0163,
7/24/2019,811,53-4,9,50,ST,02/06/2020,,,2.5,,0.77994,
7/24/2019,812,53-4,10,50,ST,02/06/2020,,,2.5,,0.77994,
7/24/2019,813,53-4,sfc,sfc,,02/06/2020,,,2.5,,1.94869,
7/24/2019,814,53-4,sfc,sfc,,02/06/2020,,,2.5,,1.94869,
7/24/2019,815,53-5,1,500,,02/06/2020,,,2.5,,0.00302,
7/24/2019,816,53-5,2,500,,02/06/2020,,,2.5,,0.00302,
7/24/2019,817,53-5,3,300,,02/06/2020,,,2.5,,-0.0015,
7/24/2019,818,53-5,4,300,,02/06/2020,,,2.5,,-0.0015,
7/24/2019,819,53-5,5,150,,02/06/2020,,,2.5,,-0.0197,
7/24/2019,820,53-5,6,150,,02/06/2020,Sample lost when fell on the floor,,2.5,,-0.0197,
7/24/2019,821,53-5,7,100,ST,02/06/2020,,,2.5,,-0.0143,
7/24/2019,822,53-5,8,100,ST,02/06/2020,,,2.5,,-0.0143,
7/24/2019,823,53-5,9,50,ST,02/06/2020,,,2.5,,1.14848,
7/24/2019,824,53-5,10,50,ST,02/06/2020,phase lock at 2nd chloroform wash broke and got mixed with isopropanol. Discarded the sample,,2.5,,1.14848,
7/24/2019,825,53-5,sfc,sfc,,02/06/2020,,,2.5,,1.55294,
7/24/2019,826,53-5,sfc,sfc,,02/06/2020,,,2.5,,1.55294,
7/24/2019,827,53-6,1,500,,02/06/2020,,,2.5,,0.00263,
7/24/2019,828,53-6,2,500,,02/06/2020,,,2.5,,0.00263,
7/24/2019,829,53-6,3,300,,02/06/2020,,,2.5,,-0.0015,
7/24/2019,830,53-6,4,300,,02/06/2020,,,2.5,,-0.0015,
7/24/2019,831,53-6,5,150,,02/06/2020,,,2.5,,-0.0135,
7/24/2019,832,53-6,6,150,,02/06/2020,,,2.5,,-0.0135,
7/24/2019,833,53-6,7,100,ST,02/06/2020,,,2.5,,0.0186,
7/24/2019,834,53-6,8,100,ST,,,,2.5,,0.0186,
7/24/2019,835,53-6,9,50,ST,,,,2.5,,1.34119,
7/24/2019,836,53-6,10,50,ST,,,,2.5,,1.34119,
7/24/2019,837,53-6,sfc,sfc,took longer than other sfc samples,,,,2.5,,2.59177,
7/24/2019,838,53-6,sfc,sfc,took longer than other sfc samples,,,,2.5,,2.59177,
7/24/2019,839,53-7,1,500,,,,,2.5,,0.00406,
7/24/2019,840,53-7,2,500,,,,,2.5,,0.00406,
7/24/2019,841,53-7,3,300,,,,,2.5,,-0.0045,
7/24/2019,842,53-7,4,300,,,,,2.5,,-0.0045,
7/24/2019,843,53-7,5,150,,,,,2.5,,-0.0171,
7/24/2019,844,53-7,6,150,,,,,2.5,,-0.0171,
7/24/2019,845,53-7,7,100,ST,,,,2.5,,0.05621,
7/24/2019,846,53-7,8,100,ST,,,,2.5,,0.05621,
7/24/2019,847,53-7,9,50,ST,11/07/2019,,,2.5,100,1.22099,
7/24/2019,848,53-7,10,50,ST,11/07/2019,,,2.5,100,1.22099,
7/24/2019,849,53-7,sfc,sfc,,11/07/2019,,,2.5,100,1.59395,
7/24/2019,850,53-7,sfc,sfc,,11/07/2019,,,2.5,100,1.59395,
7/24/2019,851,53-8,1,500,,,,,2.5,,0.00184,
7/24/2019,852,53-8,2,500,,,,,2.5,,0.00184,
7/24/2019,853,53-8,3,300,,,,,2.5,,-0.0013,
7/24/2019,854,53-8,4,300,,,,,2.5,,-0.0013,
7/24/2019,855,53-8,5,150,,,,,2.5,,-0.0085,
7/24/2019,856,53-8,6,150,ST,,,,2.5,,-0.0085,
7/24/2019,857,53-8,7,100,ST,,,,2.5,,0.07776,
7/24/2019,858,53-8,8,100,ST,,,,2.5,,0.07776,
7/24/2019,859,53-8,9,50,ST,,,,2.5,,0.88396,
7/24/2019,860,53-8,10,50,ST,,,,2.5,,0.88396,
7/24/2019,861,53-8,sfc,sfc,,,,,2.5,,0.46392,
7/24/2019,862,53-8,sfc,sfc,,,,,2.5,,0.46392,
7/25/2019,863,-,-,-,"Evap DI water, ~2L",,,,2.5,,,
7/25/2019,864,55-8,1,500,,,,,2.5,,0.003,
7/25/2019,865,55-8,2,500,,,,,2.5,,0.003,
7/25/2019,866,55-8,3,300,,,,,2.5,,-0.0067,
7/25/2019,867,55-8,4,300,,,,,2.5,,-0.0067,
7/25/2019,868,55-8,5,150,,,,,2.5,,-0.0186,
7/25/2019,869,55-8,6,150,ST,,,,2.5,,-0.0186,
7/25/2019,870,55-8,7,100,ST,,,,2.5,,0.18339,
7/25/2019,871,55-8,8,100,ST,,,,2.5,,0.18339,
7/25/2019,872,55-8,9,50,ST,,,,2.5,,0.63156,
7/25/2019,873,55-8,10,50,ST,,,,2.5,,0.63156,
7/25/2019,874,55-8,sfc,sfc,,,,,2.5,,0.12815,
7/25/2019,875,55-8,sfc,sfc,,,,,2.5,,0.12815,
7/25/2019,876,55-7,1,500,,,,,2.5,,0.00547,
7/25/2019,877,55-7,2,500,,,,,2.5,,0.00547,
7/25/2019,878,55-7,3,300,,,,,2.5,,-0.0023,
7/25/2019,879,55-7,4,300,,,,,2.5,,-0.0023,
7/25/2019,880,55-7,5,150,,,,,2.5,,-0.0085,
7/25/2019,881,55-7,6,150,ST,,,,2.5,,-0.0085,
7/25/2019,882,55-7,7,100,ST,,,,2.5,,0.10503,
7/25/2019,883,55-7,8,100,ST,,,,2.5,,0.10503,
7/25/2019,884,55-7,9,50,ST,,,,2.5,,0.87397,
7/25/2019,885,55-7,10,50,ST,,,,2.5,,0.87397,
7/25/2019,886,55-7,sfc,sfc,,,,,2.5,,0.17936,
7/25/2019,887,55-7,sfc,sfc,,,,,2.5,,0.17936,
7/25/2019,888,55-6,1,500,,,,,2.5,,0.00198,
7/25/2019,889,55-6,2,500,,,,,2.5,,0.00198,
7/25/2019,890,55-6,3,300,,,,,2.5,,-9.26E-04,
7/25/2019,891,55-6,4,300,,,,,2.5,,-9.26E-04,
7/25/2019,892,55-6,5,150,,,,,2.5,,-0.0116,
7/25/2019,893,55-6,6,150,ST,,,,2.5,,-0.0116,
7/25/2019,894,55-6,7,100,ST,,,,2.5,,0.00858,
7/25/2019,895,55-6,8,100,ST,,,,2.5,,0.00858,
7/25/2019,896,55-6,9,50,ST,,,,2.5,,1.86219,
7/25/2019,897,55-6,10,50,ST,,,,2.5,,1.86219,
7/25/2019,898,55-6,sfc,sfc,,,,,2.5,,0.62745,
7/25/2019,899,55-6,sfc,sfc,,,,,2.5,,0.62745,
7/25/2019,900,55-5,1,500,,,,,2.5,,0.00313,
7/25/2019,901,55-5,2,500,,,,,2.5,,0.00313,
7/25/2019,902,55-5,3,300,,,,,2.5,,-0.0055,
7/25/2019,903,55-5,4,300,,,,,2.5,,-0.0055,
7/25/2019,904,55-5,5,150,,,,,2.5,,-0.0118,
7/25/2019,905,55-5,6,150,ST,,,,2.5,,-0.0118,
