Station,depth,Tube,Flour_at_sample
35-1,5,287,9.365011174785101
35-3,300,288,0.008920827770360481
35-3,300,289,0.008920827770360481
35-3,150,290,0.010310820045558087
35-3,150,291,0.010310820045558087
35-3,100,292,0.011621580547112462
35-3,100,293,0.011621580547112462
35-3,50,294,2.3114375866851598
35-3,50,295,2.3114375866851598
35-3,5,296,10.613779422382672
35-3,5,297,10.613779422382672
35-5,500,298,0.010610476190476191
35-5,500,299,0.010610476190476191
35-5,300,300,0.0070691373025516405
35-5,300,301,0.0070691373025516405
35-5,150,302,0.07368955555555555
35-5,150,303,0.07368955555555555
35-5,100,304,0.750323731884058
35-5,100,305,0.750323731884058
35-5,50,306,0.41270145278450365
35-5,50,307,0.41270145278450365
35-5,5,308,1.0223812121212121
35-5,5,309,1.0223812121212121
35-7,500,310,0.013493119266055046
35-7,500,311,0.013493119266055046
35-7,300,312,0.012593702290076336
35-7,300,313,0.012593702290076336
35-7,150,314,0.021399656652360516
35-7,150,315,0.021399656652360516
35-7,100,316,0.18504093686354378
35-7,100,317,0.18504093686354378
35-7,50,318,1.4662402898550724
35-7,50,319,1.4662402898550724
35-7,5,320,2.3008951103160404
35-7,5,321,2.3008951103160404
35-9,500,322,0.01290323886639676
35-9,500,323,0.01290323886639676
35-9,300,324,0.00956095717884131
35-9,300,325,0.00956095717884131
35-9,150,326,0.04486281368821293
35-9,150,327,0.04486281368821293
35-9,100,328,0.10144779161947905
35-9,100,329,0.10144779161947905
35-9,50,330,0.4844018683996751
35-9,50,331,0.4844018683996751
35-9,5,332,0.7094401187446989
35-9,5,333,0.7094401187446989
35-11,500,334,0.007951240875912409
35-11,500,335,0.007951240875912409
35-11,300,336,0.004797447795823666
35-11,300,337,0.004797447795823666
35-11,150,338,-0.008858458759783262
35-11,150,339,-0.008858458759783262
35-11,100,340,0.10618773062730627
35-11,100,341,0.10618773062730627
35-11,50,342,0.9536979157227005
35-11,50,343,0.9536979157227005
35-11,5,344,0.72784733276884
35-11,5,345,0.72784733276884
37-9,500,348,0.021108085106382977
37-9,500,349,0.021108085106382977
37-9,300,350,0.013532886904761905
37-9,300,351,0.013532886904761905
37-9,150,352,0.044222354497354496
37-9,150,353,0.044222354497354496
37-9,100,354,0.11767548138639282
37-9,100,355,0.11767548138639282
37-9,50,356,0.428946658259773
37-9,50,357,0.428946658259773
37-9,5,358,0.5164671679197995
37-9,5,359,0.5164671679197995
37-7,500,360,0.013450956696878147
37-7,500,361,0.013450956696878147
37-7,300,362,0.013191017964071856
37-7,300,363,0.013191017964071856
37-7,150,364,0.057076831976313844
37-7,150,365,0.057076831976313844
37-7,100,366,0.20335700389105058
37-7,100,367,0.20335700389105058
37-7,50,368,0.25890379278445885
37-7,50,369,0.25890379278445885
37-7,5,370,0.6287191368078175
37-7,5,371,0.6287191368078175
37-5,500,372,0.015698479841374752
37-5,500,373,0.015698479841374752
37-5,300,374,0.01082235294117647
37-5,300,375,0.01082235294117647
37-5,150,376,0.028923384311790826
37-5,150,377,0.028923384311790826
37-5,100,378,0.06368988764044944
37-5,100,379,0.06368988764044944
37-5,50,380,0.12996638830897703
37-5,50,381,0.12996638830897703
37-5,5,382,0.6143373942470389
37-5,5,383,0.6143373942470389
37-4,425,384,0.02939753457606735
37-4,425,385,0.02939753457606735
37-4,300,386,0.054790193965517243
37-4,300,387,0.054790193965517243
37-4,150,388,0.07101333333333333
37-4,150,389,0.07101333333333333
37-4,100,390,0.1010162962962963
37-4,100,391,0.1010162962962963
37-4,50,392,0.08310736698499319
37-4,50,393,0.08310736698499319
37-4,5,394,0.5005044015444016
37-4,5,395,0.5005044015444016
37-2,137,396,0.1293055467511886
37-2,137,397,0.1293055467511886
37-2,100,398,0.10731665062560154
37-2,100,399,0.10731665062560154
37-2,50,400,0.19629563106796116
37-2,50,401,0.19629563106796116
37-2,5,402,0.24161559734513274
37-2,5,403,0.24161559734513274
37-1,47,404,0.5603296389588581
37-1,47,405,0.5603296389588581
37-1,25,406,0.5060190369540873
37-1,25,407,0.5060190369540873
37-1,5,408,2.4641966210045663
37-1,5,409,2.4641966210045663
38-1,45,413,0.4306670436187399
38-1,45,414,0.4306670436187399
38-1,25,415,0.3616572869955157
38-1,25,416,0.3616572869955157
38-1,5,417,0.29555028702640646
38-1,5,418,0.29555028702640646
38-2,500,419,0.013362705436156764
38-2,500,420,0.013362705436156764
38-2,300,421,0.012727027027027027
38-2,300,422,0.012727027027027027
38-2,150,423,0.0327605614973262
38-2,150,424,0.0327605614973262
38-2,100,425,0.07952149944873209
38-2,100,426,0.07952149944873209
38-2,50,427,0.10805284147557329
38-2,50,428,0.10805284147557329
38-2,5,429,0.4466273333333333
38-2,5,430,0.4466273333333333
38-3,500,431,0.011314542728635682
38-3,500,432,0.011314542728635682
38-3,300,433,0.011709546827794562
38-3,300,434,0.011709546827794562
38-3,150,435,0.038384997386304236
38-3,150,436,0.038384997386304236
38-3,100,437,0.08541362991008046
38-3,100,438,0.08541362991008046
38-3,50,439,0.0920108108108108
38-3,50,440,0.0920108108108108
38-3,5,441,0.41840871632329635
38-3,5,442,0.41840871632329635
38-4,500,443,0.012908828250401284
38-4,500,444,0.012908828250401284
38-4,300,445,0.009414250913520097
38-4,300,446,0.009414250913520097
38-4,150,447,0.06099532554257095
38-4,150,448,0.06099532554257095
38-4,100,449,0.039835644937586685
38-4,100,450,0.039835644937586685
38-4,50,451,0.5461562034739454
38-4,50,452,0.5461562034739454
38-4,5,453,0.20403636363636363
38-4,5,454,0.20403636363636363
39-1,42,456,0.8228151364764268
39-1,42,457,0.8228151364764268
39-1,25,458,0.8571905405405406
39-1,25,459,0.8571905405405406
39-1,5,460,8.976431892826275
39-1,5,461,8.976431892826275
39-1,5,462,8.976431892826275
39-1,5,463,8.976431892826275
39-2,142,464,0.1321820695807315
39-2,142,465,0.1321820695807315
39-2,100,466,0.14398183990442054
39-2,100,467,0.14398183990442054
39-2,50,468,0.11005438144329897
39-2,50,469,0.11005438144329897
39-2,5,470,3.6739851485148516
39-2,5,471,3.6739851485148516
39-4,300,472,0.0216416164053076
39-4,300,473,0.0216416164053076
39-4,150,474,0.07946841552990556
39-4,150,475,0.07946841552990556
39-4,100,476,0.10141997405966278
39-4,100,477,0.10141997405966278
39-5,500,478,0.014387148936170213
39-5,500,479,0.014387148936170213
39-5,300,480,0.01242648108493933
39-5,300,481,0.01242648108493933
39-5,150,482,0.021170366886171216
39-5,150,483,0.021170366886171216
39-5,100,484,0.056626688364524
39-5,100,485,0.056626688364524
39-5,50,486,0.23630148662041625
39-5,50,487,0.23630148662041625
39-5,5,488,4.43038076555024
39-5,5,489,4.43038076555024
39-7,500,490,0.017519497400346622
39-7,500,491,0.017519497400346622
39-7,300,492,0.012665296803652968
39-7,300,493,0.012665296803652968
39-7,150,494,0.020378333333333335
39-7,150,495,0.020378333333333335
39-7,100,496,0.040841097308488616
39-7,100,497,0.040841097308488616
39-7,50,498,0.0887904761904762
39-7,50,499,0.0887904761904762
39-7,5,500,0.1972940222032451
39-7,5,501,0.1972940222032451
39-9,500,502,0.01141583198707593
39-9,500,503,0.01141583198707593
39-9,300,504,0.012709829488465397
39-9,300,505,0.012709829488465397
39-9,150,506,0.050068400392541706
39-9,150,507,0.050068400392541706
39-9,100,508,0.24642496371552977
39-9,100,509,0.24642496371552977
39-9,50,510,0.6221623306233063
39-9,50,511,0.6221623306233063
39-9,5,512,0.473446336996337
39-9,5,513,0.473446336996337
42-4,500,515,0.012374458874458875
42-4,500,516,0.012374458874458875
42-4,300,517,0.003968734491315137
42-4,300,518,0.003968734491315137
42-4,150,519,0.040611812297734626
42-4,150,520,0.040611812297734626
42-4,100,521,0.2657670520231214
42-4,100,522,0.2657670520231214
42-4,50,523,0.4613955617198336
42-4,50,524,0.4613955617198336
42-4,5,525,0.4884911479944675
42-4,5,526,0.4884911479944675
42-3,500,527,0.007188210818307906
42-3,500,528,0.007188210818307906
42-3,300,529,0.004895692307692308
42-3,300,530,0.004895692307692308
42-3,150,531,-0.0047309027777777775
42-3,150,532,-0.0047309027777777775
42-3,100,533,0.08171822503961965
42-3,100,534,0.08171822503961965
42-3,50,535,1.014381399046105
42-3,50,536,1.014381399046105
42-3,5,537,0.732106512301013
42-3,5,538,0.732106512301013
42-2,500,539,0.008084233835252436
42-2,500,540,0.008084233835252436
42-2,300,541,0.002981047492232579
42-2,300,542,0.002981047492232579
42-2,150,543,3.56827150749803e-4
42-2,150,544,3.56827150749803e-4
42-2,100,545,0.017205597964376592
42-2,100,546,0.017205597964376592
42-2,50,547,0.11667271597265383
42-2,50,548,0.11667271597265383
42-2,5,549,0.816783737244898
42-2,5,550,0.816783737244898
42-1,44,551,1.5721810918774968
42-1,44,552,1.5721810918774968
42-1,25,553,6.040812258953168
42-1,25,554,6.040812258953168
42-1,5,555,0.25681017786561267
42-1,5,556,0.25681017786561267
43-8,500,558,0.007823849372384938
43-8,500,559,0.007823849372384938
43-8,300,560,0.001235537190082645
43-8,300,561,0.001235537190082645
43-8,150,562,-6.636363636363633e-4
43-8,150,563,-6.636363636363633e-4
43-8,100,564,0.01050131406044678
43-8,100,565,0.01050131406044678
43-8,50,566,0.3720682489451477
43-8,50,567,0.3720682489451477
43-8,5,568,0.3753398037077426
43-8,5,569,0.3753398037077426
43-6,500,570,0.008179556650246306
43-6,500,571,0.008179556650246306
43-6,300,572,0.004406516290726818
43-6,300,573,0.004406516290726818
43-6,150,574,-0.004816614745586708
43-6,150,575,-0.004816614745586708
43-6,100,576,0.020685292860196665
43-6,100,577,0.020685292860196665
43-6,50,578,0.13407281105990784
43-6,50,579,0.13407281105990784
43-6,5,580,0.6313387276785715
43-6,5,581,0.6313387276785715
43-5,500,582,0.004145369583687341
43-5,500,583,0.004145369583687341
43-5,300,584,-4.557709251101319e-4
43-5,300,585,-4.557709251101319e-4
43-5,150,586,0.013626696832579185
43-5,150,587,0.013626696832579185
43-5,100,588,0.020961784675072745
43-5,100,589,0.020961784675072745
43-5,50,590,0.44029398773006134
43-5,50,591,0.44029398773006134
43-5,5,592,0.6759376379690949
43-5,5,593,0.6759376379690949
43-4,442,594,0.006848099891422367
43-4,442,595,0.006848099891422367
43-4,300,596,0.0027252252252252256
43-4,300,597,0.0027252252252252256
43-4,150,598,-0.009643908421913327
43-4,150,599,-0.009643908421913327
43-4,100,600,-0.002545454545454545
43-4,100,601,-0.002545454545454545
43-4,50,602,0.09282029598308668
43-4,50,603,0.09282029598308668
43-4,5,604,0.6362180569684639
43-4,5,605,0.6362180569684639
43-2,135,606,0.014614825581395348
43-2,135,607,0.014614825581395348
43-2,100,608,-0.009081595974119339
43-2,100,609,-0.009081595974119339
43-2,50,610,0.02172242339832869
43-2,50,611,0.02172242339832869
43-2,5,612,0.5934043434343435
43-2,5,613,0.5934043434343435
47-9,500,617,0.008063316062176166
47-9,500,618,0.008063316062176166
47-9,300,619,0.001302887139107612
47-9,300,620,0.001302887139107612
47-9,150,621,0.008660496894409939
47-9,150,622,0.008660496894409939
47-9,100,623,0.005600847457627119
47-9,100,624,0.005600847457627119
47-9,50,625,0.23391463748290015
47-9,50,626,0.23391463748290015
47-9,5,627,3.455406050955414
47-9,5,628,3.455406050955414
47-7,500,629,0.0020725146198830413
47-7,500,630,0.0020725146198830413
47-7,300,631,-0.005309811320754716
47-7,300,632,-0.005309811320754716
47-7,150,633,-0.004407142857142857
47-7,150,634,-0.004407142857142857
47-7,100,635,0.005174048442906575
47-7,100,636,0.005174048442906575
47-7,50,637,0.1561615034168565
47-7,50,638,0.1561615034168565
47-7,5,639,1.7058880685563613
47-7,5,640,1.7058880685563613
47-5,500,641,0.0058082956259426855
47-5,500,642,0.0058082956259426855
47-5,300,643,-0.002449567723342939
47-5,300,644,-0.002449567723342939
47-5,150,645,-0.009830079455164585
47-5,150,646,-0.009830079455164585
47-5,100,647,0.020690111940298506
47-5,100,648,0.020690111940298506
47-5,50,649,1.2083649275362318
47-5,50,650,1.2083649275362318
47-5,5,651,1.4940871048252913
47-5,5,652,1.4940871048252913
47-3,268,653,NaN
47-3,268,654,NaN
47-3,150,655,-0.014589780077619663
47-3,150,656,-0.014589780077619663
47-3,100,657,-0.00248031746031746
47-3,100,658,-0.00248031746031746
47-3,50,659,1.1837743243243244
47-3,50,660,1.1837743243243244
47-3,5,661,1.5418195918367348
47-3,5,662,1.5418195918367348
47-2,100,663,0.012324669603524229
47-2,100,664,0.012324669603524229
47-2,50,665,0.5869765263157894
47-2,50,666,0.5869765263157894
47-2,5,667,1.1279684547638111
47-2,5,668,1.1279684547638111
47-1,43,669,0.21003886210221795
47-1,43,670,0.21003886210221795
47-1,25,671,0.32084833333333335
47-1,25,672,0.32084833333333335
47-1,5,673,0.5248511740331492
47-1,5,674,0.5248511740331492
49-2,150,676,0.003737060301507538
49-2,150,677,0.003737060301507538
49-2,100,678,0.006101694915254237
49-2,100,679,0.006101694915254237
49-2,50,680,0.537418896925859
49-2,50,681,0.537418896925859
49-2,5,682,1.0314551831644583
49-2,5,683,1.0314551831644583
49-4,496,684,0.015761398176291793
49-4,496,685,0.015761398176291793
49-4,300,686,-8.058530510585302e-4
49-4,300,687,-8.058530510585302e-4
49-4,150,688,-0.0039651593011305235
49-4,150,689,-0.0039651593011305235
49-4,100,690,-0.006601263940520446
49-4,100,691,-0.006601263940520446
49-4,50,692,0.19445093167701863
49-4,50,693,0.19445093167701863
49-4,5,694,3.484121372854914
49-4,5,695,3.484121372854914
49-5,500,696,0.0018001177856301533
49-5,500,697,0.0018001177856301533
49-5,300,698,-1.246938775510201e-4
49-5,300,699,-1.246938775510201e-4
49-5,150,700,-0.0034870558375634515
49-5,150,701,-0.0034870558375634515
49-5,100,702,0.010310479375696768
49-5,100,703,0.010310479375696768
49-5,50,704,0.3178808080808081
49-5,50,705,0.3178808080808081
49-5,5,706,3.664285469387755
49-5,5,707,3.664285469387755
49-7,500,708,0.008188681204569056
49-7,500,709,0.008188681204569056
49-7,300,710,-7.331999999999997e-4
49-7,300,711,-7.331999999999997e-4
49-7,150,712,-0.004003204419889502
49-7,150,713,-0.004003204419889502
49-7,100,714,0.04388680089485459
49-7,100,715,0.04388680089485459
49-7,50,716,0.483925282631038
49-7,50,717,0.483925282631038
49-7,5,718,1.9535885950413223
49-7,5,719,1.9535885950413223
51-9,500,724,0.005722355105795768
51-9,500,725,0.005722355105795768
51-9,300,726,-0.004262556053811659
51-9,300,727,-0.004262556053811659
51-9,150,728,4.3093812375249535e-4
51-9,150,729,4.3093812375249535e-4
51-9,100,730,0.06308879668049792
51-9,100,731,0.06308879668049792
51-9,50,732,1.106373375
51-9,50,733,1.106373375
51-9,5,734,0.36440057405281284
51-9,5,735,0.36440057405281284
51-4,500,748,0.003035413642960813
51-4,500,749,0.003035413642960813
51-4,300,750,-0.0032485673352435525
51-4,300,751,-0.0032485673352435525
51-4,150,752,-0.010214180929095354
51-4,150,753,-0.010214180929095354
51-4,100,754,0.005778760593220339
51-4,100,755,0.005778760593220339
51-4,50,756,0.19545129384703852
51-4,50,757,0.19545129384703852
51-4,5,758,1.3404684607104413
51-4,5,759,1.3404684607104413
51-3,280,760,0.0018774471417384497
51-3,280,761,0.0018774471417384497
51-3,150,762,-0.005317316692667706
51-3,150,763,-0.005317316692667706
51-3,100,764,-0.004036590229312064
51-3,100,765,-0.004036590229312064
51-3,50,766,0.2491499100179964
51-3,50,767,0.2491499100179964
51-3,5,768,1.7175373322809786
51-3,5,769,1.7175373322809786
51-2,130,770,0.06453747054202671
51-2,130,771,0.06453747054202671
51-2,100,772,5.324812030075191e-4
51-2,100,773,5.324812030075191e-4
51-2,50,774,0.20540464527027028
51-2,50,775,0.20540464527027028
51-2,5,776,1.272750527325024
51-2,5,777,1.272750527325024
53-1,40,779,0.519626017130621
53-1,40,780,0.519626017130621
53-1,25,781,1.2409824535315985
53-1,25,782,1.2409824535315985
53-1,5,783,1.379631827309237
53-1,5,784,1.379631827309237
53-2,140,785,0.020836400986031223
53-2,140,786,0.020836400986031223
53-2,100,787,0.0025554655870445348
53-2,100,788,0.0025554655870445348
53-2,50,789,0.19282641129032257
53-2,50,790,0.19282641129032257
53-2,5,791,0.6421011940298508
53-2,5,792,0.6421011940298508
53-3,280,793,0.0035541088580576313
53-3,280,794,0.0035541088580576313
53-3,150,795,-0.009275123152709359
53-3,150,796,-0.009275123152709359
53-3,100,797,-0.011308641975308642
53-3,100,798,-0.011308641975308642
53-3,50,799,0.49158574181117537
53-3,50,800,0.49158574181117537
53-3,5,801,1.954905432780847
53-3,5,802,1.954905432780847
53-4,491,803,0.005451327433628319
53-4,491,804,0.005451327433628319
53-4,300,805,0.0019212918660287085
53-4,300,806,0.0019212918660287085
53-4,150,807,-0.009501594896331738
53-4,150,808,-0.009501594896331738
53-4,100,809,-0.01626775032509753
53-4,100,810,-0.01626775032509753
53-4,50,811,0.7799392914653784
53-4,50,812,0.7799392914653784
53-4,5,813,1.9486926454445663
53-4,5,814,1.9486926454445663
53-5,500,815,0.003015661103979461
53-5,500,816,0.003015661103979461
53-5,300,817,-0.0014997593261131164
53-5,300,818,-0.0014997593261131164
53-5,150,819,-0.019741228070175438
53-5,150,820,-0.019741228070175438
53-5,100,821,-0.014311645569620253
53-5,100,822,-0.014311645569620253
53-5,50,823,1.1484754066985645
53-5,50,824,1.1484754066985645
53-5,5,825,1.5529429693637078
53-5,5,826,1.5529429693637078
53-6,500,827,0.002626474056603774
53-6,500,828,0.002626474056603774
53-6,300,829,-0.0015425531914893614
53-6,300,830,-0.0015425531914893614
53-6,150,831,-0.013503680981595092
53-6,150,832,-0.013503680981595092
53-6,100,833,0.018598133333333332
53-6,100,834,0.018598133333333332
53-6,50,835,1.341186950642326
53-6,50,836,1.341186950642326
53-6,5,837,2.5917742574257425
53-6,5,838,2.5917742574257425
53-7,500,839,0.004059224806201551
53-7,500,840,0.004059224806201551
53-7,300,841,-0.004464094488188976
53-7,300,842,-0.004464094488188976
53-7,150,843,-0.017138183694530445
53-7,150,844,-0.017138183694530445
53-7,100,845,0.05620664983164983
53-7,100,846,0.05620664983164983
53-7,50,847,1.2209921754084265
53-7,50,848,1.2209921754084265
53-7,5,849,1.5939472835314092
53-7,5,850,1.5939472835314092
53-8,500,851,0.001844660950896337
53-8,500,852,0.001844660950896337
53-8,300,853,-0.0012764210526315786
53-8,300,854,-0.0012764210526315786
53-8,150,855,-0.00847554462403373
53-8,150,856,-0.00847554462403373
53-8,100,857,0.07776491097922848
53-8,100,858,0.07776491097922848
53-8,50,859,0.8839643017176998
53-8,50,860,0.8839643017176998
