eDNA.sample,rep,Transect,position,depth,func.group,nReads
479,1,39,5,500,Coastal; benthopelagic,0
479,1,39,5,500,Marine; bathypelagic,2715
479,1,39,5,500,Coastal; demersal,0
479,2,39,5,500,Marine; benthopelagic,0
479,2,39,5,500,Open; demersal,0
479,2,39,5,500,Coastal;pelagic-neritic,0
479,2,39,5,500,Marine; pelagic-oceanic,12
479,2,39,5,500,Open; pelagic-neritic,172094
479,2,39,5,500,Coastal; benthopelagic,14
479,2,39,5,500,Marine; bathypelagic,0
479,2,39,5,500,Coastal; demersal,0
486,1,39,5,50,Marine; benthopelagic,0
486,1,39,5,50,Open; demersal,5349
486,1,39,5,50,Coastal;pelagic-neritic,0
486,1,39,5,50,Marine; pelagic-oceanic,19175
486,1,39,5,50,Open; pelagic-neritic,2518
486,1,39,5,50,Coastal; benthopelagic,22
486,1,39,5,50,Marine; bathypelagic,3108
486,1,39,5,50,Coastal; demersal,0
486,2,39,5,50,Marine; benthopelagic,0
486,2,39,5,50,Open; demersal,0
486,2,39,5,50,Coastal;pelagic-neritic,0
486,2,39,5,50,Marine; pelagic-oceanic,36732
486,2,39,5,50,Open; pelagic-neritic,41257
486,2,39,5,50,Coastal; benthopelagic,21674
486,2,39,5,50,Marine; bathypelagic,43316
486,2,39,5,50,Coastal; demersal,0
487,1,39,5,50,Marine; benthopelagic,0
487,1,39,5,50,Open; demersal,41
487,1,39,5,50,Coastal;pelagic-neritic,0
487,1,39,5,50,Marine; pelagic-oceanic,0
487,1,39,5,50,Open; pelagic-neritic,23
487,1,39,5,50,Coastal; benthopelagic,5
487,1,39,5,50,Marine; bathypelagic,3525
487,1,39,5,50,Coastal; demersal,0
487,2,39,5,50,Marine; benthopelagic,0
487,2,39,5,50,Open; demersal,5502
487,2,39,5,50,Coastal;pelagic-neritic,0
487,2,39,5,50,Marine; pelagic-oceanic,2653
487,2,39,5,50,Open; pelagic-neritic,15748
487,2,39,5,50,Coastal; benthopelagic,935
487,2,39,5,50,Marine; bathypelagic,42962
487,2,39,5,50,Coastal; demersal,0
488,1,39,5,0,Marine; benthopelagic,0
488,1,39,5,0,Open; demersal,0
488,1,39,5,0,Coastal;pelagic-neritic,0
488,1,39,5,0,Marine; pelagic-oceanic,4331
488,1,39,5,0,Open; pelagic-neritic,23073
488,1,39,5,0,Coastal; benthopelagic,0
488,1,39,5,0,Marine; bathypelagic,0
488,1,39,5,0,Coastal; demersal,0
488,2,39,5,0,Marine; benthopelagic,0
488,2,39,5,0,Open; demersal,0
488,2,39,5,0,Coastal;pelagic-neritic,0
488,2,39,5,0,Marine; pelagic-oceanic,45725
488,2,39,5,0,Open; pelagic-neritic,33627
488,2,39,5,0,Coastal; benthopelagic,0
488,2,39,5,0,Marine; bathypelagic,0
488,2,39,5,0,Coastal; demersal,0
489,1,39,5,0,Marine; benthopelagic,0
489,1,39,5,0,Open; demersal,0
489,1,39,5,0,Coastal;pelagic-neritic,7
489,1,39,5,0,Marine; pelagic-oceanic,43861
489,1,39,5,0,Open; pelagic-neritic,0
489,1,39,5,0,Coastal; benthopelagic,0
489,1,39,5,0,Marine; bathypelagic,0
489,1,39,5,0,Coastal; demersal,0
489,2,39,5,0,Marine; benthopelagic,0
489,2,39,5,0,Open; demersal,15
489,2,39,5,0,Coastal;pelagic-neritic,0
489,2,39,5,0,Marine; pelagic-oceanic,119116
489,2,39,5,0,Open; pelagic-neritic,7
489,2,39,5,0,Coastal; benthopelagic,245
489,2,39,5,0,Marine; bathypelagic,0
489,2,39,5,0,Coastal; demersal,0
502,1,39,9,500,Marine; benthopelagic,0
502,1,39,9,500,Open; demersal,0
502,1,39,9,500,Coastal;pelagic-neritic,0
502,1,39,9,500,Marine; pelagic-oceanic,7
502,1,39,9,500,Open; pelagic-neritic,61240
502,1,39,9,500,Coastal; benthopelagic,32
502,1,39,9,500,Marine; bathypelagic,0
502,1,39,9,500,Coastal; demersal,0
503,1,39,9,500,Marine; benthopelagic,0
503,1,39,9,500,Open; demersal,0
503,1,39,9,500,Coastal;pelagic-neritic,0
503,1,39,9,500,Marine; pelagic-oceanic,0
503,1,39,9,500,Open; pelagic-neritic,18
503,1,39,9,500,Coastal; benthopelagic,0
503,1,39,9,500,Marine; bathypelagic,51667
503,1,39,9,500,Coastal; demersal,0
510,1,39,9,50,Marine; benthopelagic,0
510,1,39,9,50,Open; demersal,4
510,1,39,9,50,Coastal;pelagic-neritic,0
510,1,39,9,50,Marine; pelagic-oceanic,88228
510,1,39,9,50,Open; pelagic-neritic,35130
510,1,39,9,50,Coastal; benthopelagic,0
510,1,39,9,50,Marine; bathypelagic,89277
510,1,39,9,50,Coastal; demersal,0
510,2,39,9,50,Marine; benthopelagic,0
510,2,39,9,50,Open; demersal,0
510,2,39,9,50,Coastal;pelagic-neritic,0
510,2,39,9,50,Marine; pelagic-oceanic,86348
510,2,39,9,50,Open; pelagic-neritic,81050
510,2,39,9,50,Coastal; benthopelagic,0
510,2,39,9,50,Marine; bathypelagic,0
510,2,39,9,50,Coastal; demersal,0
511,1,39,9,50,Marine; benthopelagic,0
511,1,39,9,50,Open; demersal,8864
511,1,39,9,50,Coastal;pelagic-neritic,0
511,1,39,9,50,Marine; pelagic-oceanic,47102
511,1,39,9,50,Open; pelagic-neritic,130401
511,1,39,9,50,Coastal; benthopelagic,0
511,1,39,9,50,Marine; bathypelagic,8748
511,1,39,9,50,Coastal; demersal,0
511,2,39,9,50,Marine; benthopelagic,0
511,2,39,9,50,Open; demersal,0
511,2,39,9,50,Coastal;pelagic-neritic,0
511,2,39,9,50,Marine; pelagic-oceanic,16724
511,2,39,9,50,Open; pelagic-neritic,34299
511,2,39,9,50,Coastal; benthopelagic,0
511,2,39,9,50,Marine; bathypelagic,924
511,2,39,9,50,Coastal; demersal,0
512,1,39,9,0,Marine; benthopelagic,0
512,1,39,9,0,Open; demersal,7244
512,1,39,9,0,Coastal;pelagic-neritic,0
512,1,39,9,0,Marine; pelagic-oceanic,13257
512,1,39,9,0,Open; pelagic-neritic,83071
512,1,39,9,0,Coastal; benthopelagic,0
512,1,39,9,0,Marine; bathypelagic,0
512,1,39,9,0,Coastal; demersal,0
512,2,39,9,0,Marine; benthopelagic,0
512,2,39,9,0,Open; demersal,13553
512,2,39,9,0,Coastal;pelagic-neritic,0
512,2,39,9,0,Marine; pelagic-oceanic,25816
512,2,39,9,0,Open; pelagic-neritic,2552
512,2,39,9,0,Coastal; benthopelagic,0
512,2,39,9,0,Marine; bathypelagic,0
512,2,39,9,0,Coastal; demersal,0
513,1,39,9,0,Marine; benthopelagic,0
513,1,39,9,0,Open; demersal,12043
513,1,39,9,0,Coastal;pelagic-neritic,0
513,1,39,9,0,Marine; pelagic-oceanic,22622
513,1,39,9,0,Open; pelagic-neritic,51000
513,1,39,9,0,Coastal; benthopelagic,0
513,1,39,9,0,Marine; bathypelagic,0
513,1,39,9,0,Coastal; demersal,0
513,2,39,9,0,Marine; benthopelagic,0
513,2,39,9,0,Open; demersal,35042
513,2,39,9,0,Coastal;pelagic-neritic,0
513,2,39,9,0,Marine; pelagic-oceanic,14451
513,2,39,9,0,Open; pelagic-neritic,8107
513,2,39,9,0,Coastal; benthopelagic,0
513,2,39,9,0,Marine; bathypelagic,0
513,2,39,9,0,Coastal; demersal,0
779,1,53,1,40,Marine; benthopelagic,0
779,1,53,1,40,Open; demersal,19168
779,1,53,1,40,Coastal;pelagic-neritic,0
779,1,53,1,40,Marine; pelagic-oceanic,0
779,1,53,1,40,Open; pelagic-neritic,1411
779,1,53,1,40,Coastal; benthopelagic,0
779,1,53,1,40,Marine; bathypelagic,0
779,1,53,1,40,Coastal; demersal,7342
779,2,53,1,40,Marine; benthopelagic,0
779,2,53,1,40,Open; demersal,56764
779,2,53,1,40,Coastal;pelagic-neritic,0
779,2,53,1,40,Marine; pelagic-oceanic,36189
779,2,53,1,40,Open; pelagic-neritic,26
779,2,53,1,40,Coastal; benthopelagic,0
779,2,53,1,40,Marine; bathypelagic,0
779,2,53,1,40,Coastal; demersal,21853
780,1,53,1,40,Marine; benthopelagic,0
780,1,53,1,40,Open; demersal,51866
780,1,53,1,40,Coastal;pelagic-neritic,0
780,1,53,1,40,Marine; pelagic-oceanic,0
780,1,53,1,40,Open; pelagic-neritic,26
780,1,53,1,40,Coastal; benthopelagic,0
780,1,53,1,40,Marine; bathypelagic,0
780,1,53,1,40,Coastal; demersal,0
780,2,53,1,40,Marine; benthopelagic,0
780,2,53,1,40,Open; demersal,43130
780,2,53,1,40,Coastal;pelagic-neritic,0
780,2,53,1,40,Marine; pelagic-oceanic,0
780,2,53,1,40,Open; pelagic-neritic,2694
780,2,53,1,40,Coastal; benthopelagic,33416
780,2,53,1,40,Marine; bathypelagic,0
780,2,53,1,40,Coastal; demersal,56023
793,1,53,3,280,Marine; benthopelagic,0
793,1,53,3,280,Open; demersal,29728
793,1,53,3,280,Coastal;pelagic-neritic,245
793,1,53,3,280,Marine; pelagic-oceanic,9
793,1,53,3,280,Open; pelagic-neritic,29651
793,1,53,3,280,Coastal; benthopelagic,0
793,1,53,3,280,Marine; bathypelagic,90720
793,1,53,3,280,Coastal; demersal,0
793,2,53,3,280,Marine; benthopelagic,0
793,2,53,3,280,Open; demersal,0
793,2,53,3,280,Coastal;pelagic-neritic,0
793,2,53,3,280,Marine; pelagic-oceanic,35
793,2,53,3,280,Open; pelagic-neritic,84980
793,2,53,3,280,Coastal; benthopelagic,0
793,2,53,3,280,Marine; bathypelagic,100333
793,2,53,3,280,Coastal; demersal,0
794,1,53,3,280,Marine; benthopelagic,0
794,1,53,3,280,Open; demersal,44216
794,1,53,3,280,Coastal;pelagic-neritic,0
794,1,53,3,280,Marine; pelagic-oceanic,0
794,1,53,3,280,Open; pelagic-neritic,80577
794,1,53,3,280,Coastal; benthopelagic,0
794,1,53,3,280,Marine; bathypelagic,34313
794,1,53,3,280,Coastal; demersal,0
794,2,53,3,280,Marine; benthopelagic,0
794,2,53,3,280,Open; demersal,68381
794,2,53,3,280,Coastal;pelagic-neritic,0
794,2,53,3,280,Marine; pelagic-oceanic,0
794,2,53,3,280,Open; pelagic-neritic,119529
794,2,53,3,280,Coastal; benthopelagic,0
794,2,53,3,280,Marine; bathypelagic,0
794,2,53,3,280,Coastal; demersal,0
799,1,53,3,50,Marine; benthopelagic,0
799,1,53,3,50,Open; demersal,86273
799,1,53,3,50,Coastal;pelagic-neritic,0
799,1,53,3,50,Marine; pelagic-oceanic,0
799,1,53,3,50,Open; pelagic-neritic,2864
799,1,53,3,50,Coastal; benthopelagic,3560
799,1,53,3,50,Marine; bathypelagic,0
799,1,53,3,50,Coastal; demersal,0
799,2,53,3,50,Marine; benthopelagic,0
799,2,53,3,50,Open; demersal,132225
799,2,53,3,50,Coastal;pelagic-neritic,0
799,2,53,3,50,Marine; pelagic-oceanic,0
799,2,53,3,50,Open; pelagic-neritic,3399
799,2,53,3,50,Coastal; benthopelagic,0
799,2,53,3,50,Marine; bathypelagic,0
799,2,53,3,50,Coastal; demersal,0
800,1,53,3,50,Marine; benthopelagic,0
800,1,53,3,50,Open; demersal,0
800,1,53,3,50,Coastal;pelagic-neritic,0
800,1,53,3,50,Marine; pelagic-oceanic,0
800,1,53,3,50,Open; pelagic-neritic,110
800,1,53,3,50,Coastal; benthopelagic,0
800,1,53,3,50,Marine; bathypelagic,0
800,1,53,3,50,Coastal; demersal,0
800,2,53,3,50,Marine; benthopelagic,0
800,2,53,3,50,Open; demersal,7386
800,2,53,3,50,Coastal;pelagic-neritic,0
800,2,53,3,50,Marine; pelagic-oceanic,2097
800,2,53,3,50,Open; pelagic-neritic,19857
800,2,53,3,50,Coastal; benthopelagic,0
800,2,53,3,50,Marine; bathypelagic,0
800,2,53,3,50,Coastal; demersal,0
801,1,53,3,0,Marine; benthopelagic,0
801,1,53,3,0,Open; demersal,50330
801,1,53,3,0,Coastal;pelagic-neritic,14
801,1,53,3,0,Marine; pelagic-oceanic,0
801,1,53,3,0,Open; pelagic-neritic,0
801,1,53,3,0,Coastal; benthopelagic,0
801,1,53,3,0,Marine; bathypelagic,0
801,1,53,3,0,Coastal; demersal,0
802,1,53,3,0,Marine; benthopelagic,0
802,1,53,3,0,Open; demersal,92545
802,1,53,3,0,Coastal;pelagic-neritic,0
802,1,53,3,0,Marine; pelagic-oceanic,21
802,1,53,3,0,Open; pelagic-neritic,0
802,1,53,3,0,Coastal; benthopelagic,0
802,1,53,3,0,Marine; bathypelagic,0
802,1,53,3,0,Coastal; demersal,0
839,1,53,7,500,Marine; benthopelagic,0
839,1,53,7,500,Open; demersal,0
839,1,53,7,500,Coastal;pelagic-neritic,0
839,1,53,7,500,Marine; pelagic-oceanic,16543
839,1,53,7,500,Open; pelagic-neritic,0
839,1,53,7,500,Coastal; benthopelagic,0
839,1,53,7,500,Marine; bathypelagic,0
839,1,53,7,500,Coastal; demersal,0
840,1,53,7,500,Marine; benthopelagic,0
840,1,53,7,500,Open; demersal,0
840,1,53,7,500,Coastal;pelagic-neritic,0
840,1,53,7,500,Marine; pelagic-oceanic,26465
840,1,53,7,500,Open; pelagic-neritic,36
840,1,53,7,500,Coastal; benthopelagic,21
840,1,53,7,500,Marine; bathypelagic,21154
840,1,53,7,500,Coastal; demersal,0
848,1,53,7,50,Marine; benthopelagic,39
848,1,53,7,50,Open; demersal,1606
848,1,53,7,50,Coastal;pelagic-neritic,1038
848,1,53,7,50,Marine; pelagic-oceanic,12117
848,1,53,7,50,Open; pelagic-neritic,586
848,1,53,7,50,Coastal; benthopelagic,121
848,1,53,7,50,Marine; bathypelagic,5
848,1,53,7,50,Coastal; demersal,402
848,2,53,7,50,Marine; benthopelagic,217
848,2,53,7,50,Open; demersal,5804
848,2,53,7,50,Coastal;pelagic-neritic,4647
848,2,53,7,50,Marine; pelagic-oceanic,22463
848,2,53,7,50,Open; pelagic-neritic,1149
848,2,53,7,50,Coastal; benthopelagic,51
848,2,53,7,50,Marine; bathypelagic,72
848,2,53,7,50,Coastal; demersal,555
848,3,53,7,50,Marine; benthopelagic,289
848,3,53,7,50,Open; demersal,7553
848,3,53,7,50,Coastal;pelagic-neritic,2792
848,3,53,7,50,Marine; pelagic-oceanic,31756
848,3,53,7,50,Open; pelagic-neritic,1290
848,3,53,7,50,Coastal; benthopelagic,0
848,3,53,7,50,Marine; bathypelagic,205
848,3,53,7,50,Coastal; demersal,897
977,1,60,4,500,Marine; benthopelagic,0
977,1,60,4,500,Open; demersal,13
977,1,60,4,500,Coastal;pelagic-neritic,0
977,1,60,4,500,Marine; pelagic-oceanic,28830
977,1,60,4,500,Open; pelagic-neritic,109728
977,1,60,4,500,Coastal; benthopelagic,0
977,1,60,4,500,Marine; bathypelagic,46522
977,1,60,4,500,Coastal; demersal,0
977,2,60,4,500,Marine; benthopelagic,0
977,2,60,4,500,Open; demersal,5
977,2,60,4,500,Coastal;pelagic-neritic,0
977,2,60,4,500,Marine; pelagic-oceanic,5
977,2,60,4,500,Open; pelagic-neritic,19295
977,2,60,4,500,Coastal; benthopelagic,0
977,2,60,4,500,Marine; bathypelagic,30637
977,2,60,4,500,Coastal; demersal,0
978,1,60,4,500,Marine; benthopelagic,0
978,1,60,4,500,Open; demersal,0
978,1,60,4,500,Coastal;pelagic-neritic,0
978,1,60,4,500,Marine; pelagic-oceanic,24
978,1,60,4,500,Open; pelagic-neritic,0
978,1,60,4,500,Coastal; benthopelagic,0
978,1,60,4,500,Marine; bathypelagic,155661
978,1,60,4,500,Coastal; demersal,0
985,1,60,4,50,Marine; benthopelagic,0
985,1,60,4,50,Open; demersal,1232
985,1,60,4,50,Coastal;pelagic-neritic,0
985,1,60,4,50,Marine; pelagic-oceanic,3772
985,1,60,4,50,Open; pelagic-neritic,97397
985,1,60,4,50,Coastal; benthopelagic,0
985,1,60,4,50,Marine; bathypelagic,2347
985,1,60,4,50,Coastal; demersal,0
985,2,60,4,50,Marine; benthopelagic,0
985,2,60,4,50,Open; demersal,49
985,2,60,4,50,Coastal;pelagic-neritic,5
985,2,60,4,50,Marine; pelagic-oceanic,124
985,2,60,4,50,Open; pelagic-neritic,6471
985,2,60,4,50,Coastal; benthopelagic,0
985,2,60,4,50,Marine; bathypelagic,177
985,2,60,4,50,Coastal; demersal,0
985,3,60,4,50,Marine; benthopelagic,0
985,3,60,4,50,Open; demersal,0
985,3,60,4,50,Coastal;pelagic-neritic,0
985,3,60,4,50,Marine; pelagic-oceanic,0
985,3,60,4,50,Open; pelagic-neritic,33150
985,3,60,4,50,Coastal; benthopelagic,0
985,3,60,4,50,Marine; bathypelagic,0
985,3,60,4,50,Coastal; demersal,0
986,1,60,4,50,Marine; benthopelagic,0
986,1,60,4,50,Open; demersal,375
986,1,60,4,50,Coastal;pelagic-neritic,0
986,1,60,4,50,Marine; pelagic-oceanic,38
986,1,60,4,50,Open; pelagic-neritic,3756
986,1,60,4,50,Coastal; benthopelagic,0
986,1,60,4,50,Marine; bathypelagic,51
986,1,60,4,50,Coastal; demersal,0
986,2,60,4,50,Marine; benthopelagic,0
986,2,60,4,50,Open; demersal,0
986,2,60,4,50,Coastal;pelagic-neritic,0
986,2,60,4,50,Marine; pelagic-oceanic,0
986,2,60,4,50,Open; pelagic-neritic,17246
986,2,60,4,50,Coastal; benthopelagic,0
986,2,60,4,50,Marine; bathypelagic,0
986,2,60,4,50,Coastal; demersal,0
987,1,60,4,0,Marine; benthopelagic,0
987,1,60,4,0,Open; demersal,968
987,1,60,4,0,Coastal;pelagic-neritic,16
987,1,60,4,0,Marine; pelagic-oceanic,40201
987,1,60,4,0,Open; pelagic-neritic,38747
987,1,60,4,0,Coastal; benthopelagic,0
987,1,60,4,0,Marine; bathypelagic,300
987,1,60,4,0,Coastal; demersal,0
987,2,60,4,0,Marine; benthopelagic,0
987,2,60,4,0,Open; demersal,1896
987,2,60,4,0,Coastal;pelagic-neritic,0
987,2,60,4,0,Marine; pelagic-oceanic,27815
987,2,60,4,0,Open; pelagic-neritic,26914
987,2,60,4,0,Coastal; benthopelagic,0
987,2,60,4,0,Marine; bathypelagic,0
987,2,60,4,0,Coastal; demersal,0
988,1,60,4,0,Marine; benthopelagic,0
988,1,60,4,0,Open; demersal,49
988,1,60,4,0,Coastal;pelagic-neritic,0
988,1,60,4,0,Marine; pelagic-oceanic,231011
988,1,60,4,0,Open; pelagic-neritic,901
988,1,60,4,0,Coastal; benthopelagic,0
988,1,60,4,0,Marine; bathypelagic,0
988,1,60,4,0,Coastal; demersal,0
988,2,60,4,0,Marine; benthopelagic,0
988,2,60,4,0,Open; demersal,7
988,2,60,4,0,Coastal;pelagic-neritic,0
988,2,60,4,0,Marine; pelagic-oceanic,148708
988,2,60,4,0,Open; pelagic-neritic,892
988,2,60,4,0,Coastal; benthopelagic,0
988,2,60,4,0,Marine; bathypelagic,0
988,2,60,4,0,Coastal; demersal,0
995,1,60,2,86,Marine; benthopelagic,0
995,1,60,2,86,Open; demersal,17388
995,1,60,2,86,Coastal;pelagic-neritic,0
995,1,60,2,86,Marine; pelagic-oceanic,6091
995,1,60,2,86,Open; pelagic-neritic,7262
995,1,60,2,86,Coastal; benthopelagic,53
995,1,60,2,86,Marine; bathypelagic,0
995,1,60,2,86,Coastal; demersal,0
995,2,60,2,86,Marine; benthopelagic,0
995,2,60,2,86,Open; demersal,0
995,2,60,2,86,Coastal;pelagic-neritic,0
995,2,60,2,86,Marine; pelagic-oceanic,118
995,2,60,2,86,Open; pelagic-neritic,13372
995,2,60,2,86,Coastal; benthopelagic,0
995,2,60,2,86,Marine; bathypelagic,0
995,2,60,2,86,Coastal; demersal,0
996,1,60,2,86,Marine; benthopelagic,0
996,1,60,2,86,Open; demersal,242
996,1,60,2,86,Coastal;pelagic-neritic,75
996,1,60,2,86,Marine; pelagic-oceanic,0
996,1,60,2,86,Open; pelagic-neritic,0
996,1,60,2,86,Coastal; benthopelagic,0
996,1,60,2,86,Marine; bathypelagic,0
996,1,60,2,86,Coastal; demersal,0
997,1,60,2,50,Marine; benthopelagic,0
997,1,60,2,50,Open; demersal,0
997,1,60,2,50,Coastal;pelagic-neritic,45882
997,1,60,2,50,Marine; pelagic-oceanic,0
997,1,60,2,50,Open; pelagic-neritic,0
997,1,60,2,50,Coastal; benthopelagic,0
997,1,60,2,50,Marine; bathypelagic,0
997,1,60,2,50,Coastal; demersal,0
998,1,60,2,50,Marine; benthopelagic,0
998,1,60,2,50,Open; demersal,1439
998,1,60,2,50,Coastal;pelagic-neritic,256
998,1,60,2,50,Marine; pelagic-oceanic,0
998,1,60,2,50,Open; pelagic-neritic,0
998,1,60,2,50,Coastal; benthopelagic,0
998,1,60,2,50,Marine; bathypelagic,0
998,1,60,2,50,Coastal; demersal,0
998,2,60,2,50,Marine; benthopelagic,0
998,2,60,2,50,Open; demersal,46370
998,2,60,2,50,Coastal;pelagic-neritic,533
998,2,60,2,50,Marine; pelagic-oceanic,0
998,2,60,2,50,Open; pelagic-neritic,0
998,2,60,2,50,Coastal; benthopelagic,72018
998,2,60,2,50,Marine; bathypelagic,16
998,2,60,2,50,Coastal; demersal,0
998,3,60,2,50,Marine; benthopelagic,0
998,3,60,2,50,Open; demersal,10920
998,3,60,2,50,Coastal;pelagic-neritic,0
998,3,60,2,50,Marine; pelagic-oceanic,0
998,3,60,2,50,Open; pelagic-neritic,0
998,3,60,2,50,Coastal; benthopelagic,29636
998,3,60,2,50,Marine; bathypelagic,0
998,3,60,2,50,Coastal; demersal,0
999,1,60,2,0,Marine; benthopelagic,0
999,1,60,2,0,Open; demersal,212013
999,1,60,2,0,Coastal;pelagic-neritic,0
999,1,60,2,0,Marine; pelagic-oceanic,21
999,1,60,2,0,Open; pelagic-neritic,0
999,1,60,2,0,Coastal; benthopelagic,28
999,1,60,2,0,Marine; bathypelagic,0
999,1,60,2,0,Coastal; demersal,0
999,2,60,2,0,Marine; benthopelagic,0
999,2,60,2,0,Open; demersal,178744
999,2,60,2,0,Coastal;pelagic-neritic,0
999,2,60,2,0,Marine; pelagic-oceanic,0
999,2,60,2,0,Open; pelagic-neritic,12
999,2,60,2,0,Coastal; benthopelagic,0
999,2,60,2,0,Marine; bathypelagic,21
999,2,60,2,0,Coastal; demersal,0
1001,1,60,1,60,Marine; benthopelagic,0
1001,1,60,1,60,Open; demersal,122594
1001,1,60,1,60,Coastal;pelagic-neritic,0
1001,1,60,1,60,Marine; pelagic-oceanic,26
1001,1,60,1,60,Open; pelagic-neritic,7236
1001,1,60,1,60,Coastal; benthopelagic,0
1001,1,60,1,60,Marine; bathypelagic,0
1001,1,60,1,60,Coastal; demersal,0
1001,2,60,1,60,Marine; benthopelagic,0
1001,2,60,1,60,Open; demersal,64077
1001,2,60,1,60,Coastal;pelagic-neritic,64398
1001,2,60,1,60,Marine; pelagic-oceanic,0
1001,2,60,1,60,Open; pelagic-neritic,0
1001,2,60,1,60,Coastal; benthopelagic,0
1001,2,60,1,60,Marine; bathypelagic,0
1001,2,60,1,60,Coastal; demersal,0
1002,1,60,1,60,Marine; benthopelagic,0
1002,1,60,1,60,Open; demersal,88000
1002,1,60,1,60,Coastal;pelagic-neritic,10767
1002,1,60,1,60,Marine; pelagic-oceanic,0
1002,1,60,1,60,Open; pelagic-neritic,11051
1002,1,60,1,60,Coastal; benthopelagic,0
1002,1,60,1,60,Marine; bathypelagic,0
1002,1,60,1,60,Coastal; demersal,0
1002,2,60,1,60,Marine; benthopelagic,0
1002,2,60,1,60,Open; demersal,76534
1002,2,60,1,60,Coastal;pelagic-neritic,0
1002,2,60,1,60,Marine; pelagic-oceanic,0
1002,2,60,1,60,Open; pelagic-neritic,0
1002,2,60,1,60,Coastal; benthopelagic,0
1002,2,60,1,60,Marine; bathypelagic,0
1002,2,60,1,60,Coastal; demersal,0
1003,1,60,1,50,Marine; benthopelagic,0
1003,1,60,1,50,Open; demersal,9951
1003,1,60,1,50,Coastal;pelagic-neritic,122
1003,1,60,1,50,Marine; pelagic-oceanic,0
1003,1,60,1,50,Open; pelagic-neritic,1173
1003,1,60,1,50,Coastal; benthopelagic,0
1003,1,60,1,50,Marine; bathypelagic,0
1003,1,60,1,50,Coastal; demersal,0
1003,2,60,1,50,Marine; benthopelagic,0
1003,2,60,1,50,Open; demersal,8291
1003,2,60,1,50,Coastal;pelagic-neritic,61433
1003,2,60,1,50,Marine; pelagic-oceanic,0
1003,2,60,1,50,Open; pelagic-neritic,352
1003,2,60,1,50,Coastal; benthopelagic,0
1003,2,60,1,50,Marine; bathypelagic,215
1003,2,60,1,50,Coastal; demersal,0
1003,3,60,1,50,Marine; benthopelagic,0
1003,3,60,1,50,Open; demersal,70504
1003,3,60,1,50,Coastal;pelagic-neritic,58957
1003,3,60,1,50,Marine; pelagic-oceanic,0
1003,3,60,1,50,Open; pelagic-neritic,11668
1003,3,60,1,50,Coastal; benthopelagic,0
1003,3,60,1,50,Marine; bathypelagic,0
1003,3,60,1,50,Coastal; demersal,0
1003,4,60,1,50,Marine; benthopelagic,0
1003,4,60,1,50,Open; demersal,27826
1003,4,60,1,50,Coastal;pelagic-neritic,20489
1003,4,60,1,50,Marine; pelagic-oceanic,0
1003,4,60,1,50,Open; pelagic-neritic,3612
1003,4,60,1,50,Coastal; benthopelagic,0
1003,4,60,1,50,Marine; bathypelagic,1393
1003,4,60,1,50,Coastal; demersal,0
1004,1,60,1,50,Marine; benthopelagic,0
1004,1,60,1,50,Open; demersal,11089
1004,1,60,1,50,Coastal;pelagic-neritic,2633
1004,1,60,1,50,Marine; pelagic-oceanic,0
1004,1,60,1,50,Open; pelagic-neritic,744
1004,1,60,1,50,Coastal; benthopelagic,0
1004,1,60,1,50,Marine; bathypelagic,1976
1004,1,60,1,50,Coastal; demersal,0
1004,2,60,1,50,Marine; benthopelagic,0
1004,2,60,1,50,Open; demersal,13929
1004,2,60,1,50,Coastal;pelagic-neritic,2472
1004,2,60,1,50,Marine; pelagic-oceanic,0
1004,2,60,1,50,Open; pelagic-neritic,1983
1004,2,60,1,50,Coastal; benthopelagic,4131
1004,2,60,1,50,Marine; bathypelagic,1726
1004,2,60,1,50,Coastal; demersal,0
1005,1,60,1,25,Marine; benthopelagic,0
1005,1,60,1,25,Open; demersal,46715
1005,1,60,1,25,Coastal;pelagic-neritic,126
1005,1,60,1,25,Marine; pelagic-oceanic,4
1005,1,60,1,25,Open; pelagic-neritic,34585
1005,1,60,1,25,Coastal; benthopelagic,0
1005,1,60,1,25,Marine; bathypelagic,0
1005,1,60,1,25,Coastal; demersal,0
1005,2,60,1,25,Marine; benthopelagic,0
1005,2,60,1,25,Open; demersal,99293
1005,2,60,1,25,Coastal;pelagic-neritic,234
1005,2,60,1,25,Marine; pelagic-oceanic,20
1005,2,60,1,25,Open; pelagic-neritic,54794
1005,2,60,1,25,Coastal; benthopelagic,0
1005,2,60,1,25,Marine; bathypelagic,5
1005,2,60,1,25,Coastal; demersal,0
1205,1,67,1,45,Marine; benthopelagic,0
1205,1,67,1,45,Open; demersal,32573
1205,1,67,1,45,Coastal;pelagic-neritic,45041
1205,1,67,1,45,Marine; pelagic-oceanic,0
1205,1,67,1,45,Open; pelagic-neritic,10795
1205,1,67,1,45,Coastal; benthopelagic,0
1205,1,67,1,45,Marine; bathypelagic,0
1205,1,67,1,45,Coastal; demersal,0
1205,2,67,1,45,Marine; benthopelagic,0
1205,2,67,1,45,Open; demersal,16807
1205,2,67,1,45,Coastal;pelagic-neritic,39495
1205,2,67,1,45,Marine; pelagic-oceanic,0
1205,2,67,1,45,Open; pelagic-neritic,1343
1205,2,67,1,45,Coastal; benthopelagic,0
1205,2,67,1,45,Marine; bathypelagic,0
1205,2,67,1,45,Coastal; demersal,0
1205,3,67,1,45,Marine; benthopelagic,0
1205,3,67,1,45,Open; demersal,231
