Sample_name,Locus,file1,file2
848_2,16S_Prey,Locus_16S_Prey_848-2_S56_L001_R1_001.fastq,Locus_16S_Prey_848-2_S56_L001_R2_001.fastq
998_1,16S_Prey,Locus_16S_Prey_998-1_S46_L001_R1_001.fastq,Locus_16S_Prey_998-1_S46_L001_R2_001.fastq
998_2,16S_Prey,Locus_16S_Prey_998-2_S17_L001_R1_001.fastq,Locus_16S_Prey_998-2_S17_L001_R2_001.fastq
1210_1,16S_Prey,Locus_16S_Prey_1210-1_S23_L001_R1_001.fastq,Locus_16S_Prey_1210-1_S23_L001_R2_001.fastq
1210_2,16S_Prey,Locus_16S_Prey_1210-2_S59_L001_R1_001.fastq,Locus_16S_Prey_1210-2_S59_L001_R2_001.fastq
Tilapia_1,16S_Prey,Locus_16S_Prey_Tilapia-1_S32_L001_R1_001.fastq,Locus_16S_Prey_Tilapia-1_S32_L001_R2_001.fastq
319_1,16S_Prey,Locus_16S_Prey_319-1_S54_L001_R1_001.fastq,Locus_16S_Prey_319-1_S54_L001_R2_001.fastq
319_2,16S_Prey,Locus_16S_Prey_319-2_S31_L001_R1_001.fastq,Locus_16S_Prey_319-2_S31_L001_R2_001.fastq
779_1,16S_Prey,Locus_16S_Prey_779-1_S6_L001_R1_001.fastq,Locus_16S_Prey_779-1_S6_L001_R2_001.fastq
779_2,16S_Prey,Locus_16S_Prey_779-2_S13_L001_R1_001.fastq,Locus_16S_Prey_779-2_S13_L001_R2_001.fastq
61_1,16S_Prey,Locus_16S_Prey_61-1_S12_L001_R1_001.fastq,Locus_16S_Prey_61-1_S12_L001_R2_001.fastq
81_1,16S_Prey,Locus_16S_Prey_81-1_S68_L001_R1_001.fastq,Locus_16S_Prey_81-1_S68_L001_R2_001.fastq
282_1,16S_Prey,Locus_16S_Prey_282-1_S38_L001_R1_001.fastq,Locus_16S_Prey_282-1_S38_L001_R2_001.fastq
282_2,16S_Prey,Locus_16S_Prey_282-2_S53_L001_R1_001.fastq,Locus_16S_Prey_282-2_S53_L001_R2_001.fastq
463_1,16S_Prey,Locus_16S_Prey_463-1_S41_L001_R1_001.fastq,Locus_16S_Prey_463-1_S41_L001_R2_001.fastq
463_2,16S_Prey,Locus_16S_Prey_463-2_S71_L001_R1_001.fastq,Locus_16S_Prey_463-2_S71_L001_R2_001.fastq
488_1,16S_Prey,Locus_16S_Prey_488-1_S24_L001_R1_001.fastq,Locus_16S_Prey_488-1_S24_L001_R2_001.fastq
488_2,16S_Prey,Locus_16S_Prey_488-2_S19_L001_R1_001.fastq,Locus_16S_Prey_488-2_S19_L001_R2_001.fastq
489_1,16S_Prey,Locus_16S_Prey_489-1_S37_L001_R1_001.fastq,Locus_16S_Prey_489-1_S37_L001_R2_001.fastq
320_1,16S_Prey,Locus_16S_Prey_320-1_S16_L001_R1_001.fastq,Locus_16S_Prey_320-1_S16_L001_R2_001.fastq
320_2,16S_Prey,Locus_16S_Prey_320-2_S58_L001_R1_001.fastq,Locus_16S_Prey_320-2_S58_L001_R2_001.fastq
58_1,16S_Prey,Locus_16S_Prey_58-1_S50_L001_R1_001.fastq,Locus_16S_Prey_58-1_S50_L001_R2_001.fastq
69_1,16S_Prey,Locus_16S_Prey_69-1_S14_L001_R1_001.fastq,Locus_16S_Prey_69-1_S14_L001_R2_001.fastq
83_1,16S_Prey,Locus_16S_Prey_83-1_S70_L001_R1_001.fastq,Locus_16S_Prey_83-1_S70_L001_R2_001.fastq
286_1,16S_Prey,Locus_16S_Prey_286-1_S40_L001_R1_001.fastq,Locus_16S_Prey_286-1_S40_L001_R2_001.fastq
321_1,16S_Prey,Locus_16S_Prey_321-1_S27_L001_R1_001.fastq,Locus_16S_Prey_321-1_S27_L001_R2_001.fastq
1225_1,16S_Prey,Locus_16S_Prey_1225-1_S9_L001_R1_001.fastq,Locus_16S_Prey_1225-1_S9_L001_R2_001.fastq
1547_1,16S_Prey,Locus_16S_Prey_1547-1_S15_L001_R1_001.fastq,Locus_16S_Prey_1547-1_S15_L001_R2_001.fastq
1723_1,16S_Prey,Locus_16S_Prey_1723-1_S39_L001_R1_001.fastq,Locus_16S_Prey_1723-1_S39_L001_R2_001.fastq
801_1,16S_Prey,Locus_16S_Prey_801-1_S72_L001_R1_001.fastq,Locus_16S_Prey_801-1_S72_L001_R2_001.fastq
802_1,16S_Prey,Locus_16S_Prey_802-1_S2_L001_R1_001.fastq,Locus_16S_Prey_802-1_S2_L001_R2_001.fastq
287_1,16S_Prey,Locus_16S_Prey_287-1_S47_L001_R1_001.fastq,Locus_16S_Prey_287-1_S47_L001_R2_001.fastq
287_2,16S_Prey,Locus_16S_Prey_287-2_S8_L001_R1_001.fastq,Locus_16S_Prey_287-2_S8_L001_R2_001.fastq
318_1,16S_Prey,Locus_16S_Prey_318-1_S69_L001_R1_001.fastq,Locus_16S_Prey_318-1_S69_L001_R2_001.fastq
318_2,16S_Prey,Locus_16S_Prey_318-2_S1_L001_R1_001.fastq,Locus_16S_Prey_318-2_S1_L001_R2_001.fastq
1005_1,16S_Prey,Locus_16S_Prey_1005-1_S64_L001_R1_001.fastq,Locus_16S_Prey_1005-1_S64_L001_R2_001.fastq
1005_2,16S_Prey,Locus_16S_Prey_1005-2_S43_L001_R1_001.fastq,Locus_16S_Prey_1005-2_S43_L001_R2_001.fastq
1725_1,16S_Prey,Locus_16S_Prey_1725-1_S4_L001_R1_001.fastq,Locus_16S_Prey_1725-1_S4_L001_R2_001.fastq
1725_2,16S_Prey,Locus_16S_Prey_1725-2_S65_L001_R1_001.fastq,Locus_16S_Prey_1725-2_S65_L001_R2_001.fastq
