"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.855,3.884,11.2838,33.865,11.3107,33.8717,3.8166,3.8198,1493.05,1493.02,1493.6,6.1748,6.1005,8.7393,"",55.3114,40.0655,-124.1375,"2019-07-08","21:10:33.000000"
2,3.85,3.88,11.2839,33.8657,11.3094,33.8711,3.8166,3.8196,1493.05,1493.02,1493.6,6.1747,6.1005,8.7271,"",55.3114,40.0655,-124.1375,"2019-07-08","21:10:33.041667"
3,3.818,3.847,11.2836,33.8668,11.3057,33.8718,3.8167,3.8193,1493.05,1493.02,1493.6,6.1641,6.0912,8.7271,"",55.3114,40.0655,-124.1375,"2019-07-08","21:10:33.083334"
4,3.818,3.847,11.2849,33.867,11.3034,33.8718,3.8169,3.8191,1493.06,1493.02,1493.61,6.171,6.1062,8.7271,"",55.3114,40.0655,-124.1375,"2019-07-08","21:10:33.125001"
5,3.818,3.847,11.2859,33.8656,11.3024,33.872,3.8168,3.819,1493.06,1493.03,1493.61,6.1709,6.1001,8.7271,"",55.3358,40.0655,-124.1375,"2019-07-08","21:10:33.166668"
6,3.818,3.847,11.2854,33.8656,11.3022,33.8725,3.8168,3.819,1493.06,1493.02,1493.61,6.1816,6.1002,8.7271,"",55.3358,40.0655,-124.1375,"2019-07-08","21:10:33.208335"
7,3.786,3.815,11.2839,33.8666,11.3021,33.8721,3.8167,3.819,1493.05,1493.02,1493.6,6.1747,6.1004,8.7271,"",55.3358,40.0655,-124.1375,"2019-07-08","21:10:33.250002"
8,3.818,3.847,11.2804,33.869,11.3008,33.8726,3.8167,3.8189,1493.04,1493.01,1493.6,6.1751,6.1008,8.7271,"",55.3358,40.0655,-124.1375,"2019-07-08","21:10:33.291669"
9,3.749,3.778,11.2792,33.8692,11.2997,33.8726,3.8166,3.8188,1493.04,1493.01,1493.59,6.1858,6.1009,8.7271,"",55.3358,40.0655,-124.1375,"2019-07-08","21:10:33.333336"
10,3.786,3.815,11.2799,33.8692,11.2996,33.8715,3.8166,3.8187,1493.04,1493.01,1493.59,6.1786,6.11,8.7271,"",55.3602,40.0655,-124.1375,"2019-07-08","21:10:33.375003"
