"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.083,3.107,13.0115,32.8342,13.0092,32.8352,3.8694,3.8693,1497.71,1497.69,1498.26,6.2792,6.262,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.000000"
2,3.109,3.133,13.0113,32.8345,13.0087,32.8349,3.8694,3.8692,1497.71,1497.69,1498.26,6.2694,6.262,1.7429,"",98.9011,42.731,-124.731667,"2019-07-23","04:35:16.041667"
3,3.083,3.107,13.0115,32.8349,13.0084,32.8348,3.8695,3.8692,1497.71,1497.69,1498.26,6.2855,6.2705,1.7307,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.083334"
4,3.072,3.096,13.0117,32.8351,13.0082,32.8347,3.8695,3.8692,1497.71,1497.69,1498.26,6.2791,6.2651,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.125001"
5,3.12,3.145,13.0115,32.8354,13.0082,32.8348,3.8695,3.8692,1497.71,1497.69,1498.26,6.2596,6.2567,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.166668"
6,3.083,3.107,13.0116,32.8355,13.008,32.835,3.8696,3.8692,1497.71,1497.69,1498.26,6.2723,6.2619,1.7429,"",98.9011,42.731,-124.731667,"2019-07-23","04:35:16.208335"
7,3.083,3.107,13.0113,32.8353,13.0079,32.8352,3.8695,3.8692,1497.71,1497.69,1498.26,6.2723,6.262,1.7307,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.250002"
8,3.083,3.107,13.0107,32.836,13.0079,32.8347,3.8695,3.8691,1497.71,1497.69,1498.26,6.2724,6.2621,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.291669"
9,3.12,3.145,13.0105,32.8364,13.0077,32.8345,3.8696,3.8691,1497.71,1497.69,1498.26,6.2626,6.2621,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.333336"
10,3.04,3.064,13.0101,32.8368,13.007,32.8353,3.8696,3.8691,1497.7,1497.68,1498.26,6.2885,6.2621,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.375003"
11,3.083,3.107,13.0097,32.8371,13.007,32.8351,3.8695,3.8691,1497.7,1497.68,1498.26,6.2661,6.2622,1.7307,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.416670"
12,3.051,3.075,13.0098,32.8366,13.007,32.8351,3.8695,3.8691,1497.7,1497.68,1498.25,6.2724,6.2706,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.458337"
13,3.072,3.096,13.0098,32.8367,13.007,32.835,3.8695,3.8691,1497.7,1497.68,1498.26,6.2725,6.2653,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.500004"
14,3.051,3.075,13.0098,32.8349,13.0067,32.8347,3.8693,3.869,1497.7,1497.68,1498.25,6.2725,6.2653,1.7307,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.541671"
15,3.035,3.059,13.0098,32.8347,13.0069,32.8346,3.8693,3.869,1497.7,1497.68,1498.25,6.2529,6.2653,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.583338"
16,3.014,3.038,13.01,32.8352,13.0066,32.8347,3.8694,3.869,1497.7,1497.68,1498.25,6.2754,6.2653,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.625005"
17,3.051,3.075,13.01,32.8354,13.0062,32.8347,3.8694,3.869,1497.7,1497.68,1498.25,6.2788,6.2653,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.666672"
18,3.014,3.038,13.0096,32.8361,13.0054,32.8348,3.8694,3.8689,1497.7,1497.68,1498.25,6.2529,6.2653,1.7307,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.708339"
19,3.014,3.038,13.0095,32.8362,13.0049,32.8345,3.8694,3.8688,1497.7,1497.68,1498.25,6.2754,6.2653,1.7429,"",98.8767,42.731,-124.731667,"2019-07-23","04:35:16.750006"
