"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.293,4.326,11.1662,33.846,11.1385,33.8513,3.8037,3.8017,1492.62,1492.59,1493.17,7.618,7.4406,17.2497,"",1.7582,39.730167,-123.865,"2019-07-08","04:26:27.000000"
2,4.228,4.261,11.1694,33.8367,11.1394,33.8508,3.8031,3.8017,1492.62,1492.59,1493.17,7.6179,7.4404,17.1764,"",1.7827,39.730167,-123.865,"2019-07-08","04:26:27.041667"
3,4.192,4.224,11.1709,33.6428,11.1379,33.8513,3.7837,3.8017,1492.39,1492.36,1492.93,7.6162,7.4493,16.7735,"",1.7827,39.730167,-123.865,"2019-07-08","04:26:27.083334"
4,4.123,4.154,11.1709,33.6762,11.1374,33.8517,3.787,3.8016,1492.43,1492.4,1492.97,7.6217,7.4477,16.6147,"",1.7827,39.730167,-123.865,"2019-07-08","04:26:27.125001"
5,4.127,4.159,11.1706,33.8032,11.1384,33.8517,3.7998,3.8017,1492.59,1492.55,1493.13,7.6264,7.4417,16.6025,"",1.978,39.730167,-123.865,"2019-07-08","04:26:27.166668"
6,4.058,4.09,11.1722,33.8416,11.1402,33.8509,3.8039,3.8018,1492.64,1492.6,1493.18,7.6063,7.4396,16.6147,"",2.4176,39.730167,-123.865,"2019-07-08","04:26:27.208335"
7,3.989,4.02,11.1729,33.8454,11.1397,33.8517,3.8043,3.8019,1492.64,1492.61,1493.19,7.6131,7.4392,16.6269,"",2.5641,39.730167,-123.865,"2019-07-08","04:26:27.250002"
8,3.957,3.988,11.1739,33.8452,11.142,33.8511,3.8044,3.802,1492.64,1492.61,1493.19,7.6236,7.439,16.6269,"",2.5641,39.730167,-123.865,"2019-07-08","04:26:27.291669"
9,3.888,3.918,11.1755,33.8448,11.1465,33.8498,3.8045,3.8023,1492.65,1492.62,1493.2,7.6054,7.4387,16.6269,"",2.5397,39.730167,-123.865,"2019-07-08","04:26:27.333336"
10,3.856,3.886,11.1762,33.8443,11.1504,33.8494,3.8045,3.8026,1492.65,1492.62,1493.2,7.6124,7.4386,16.6269,"",2.5397,39.730167,-123.865,"2019-07-08","04:26:27.375003"
11,3.787,3.816,11.1757,33.845,11.1546,33.8484,3.8045,3.8029,1492.65,1492.61,1493.2,7.6124,7.4478,16.6269,"",2.5397,39.730167,-123.865,"2019-07-08","04:26:27.416670"
12,3.75,3.779,11.1771,33.8438,11.1586,33.8482,3.8045,3.8032,1492.65,1492.62,1493.2,7.6122,7.4416,16.6269,"",2.5397,39.730167,-123.865,"2019-07-08","04:26:27.458337"
13,3.674,3.703,11.1761,33.8302,11.1616,33.8478,3.803,3.8035,1492.63,1492.6,1493.18,7.613,7.4331,16.6269,"",2.5397,39.730167,-123.865,"2019-07-08","04:26:27.500004"
14,3.605,3.633,11.171,33.7851,11.1636,33.846,3.798,3.8035,1492.56,1492.52,1493.1,7.6267,7.4513,16.6269,"",2.5397,39.730167,-123.865,"2019-07-08","04:26:27.541671"
15,3.585,3.612,11.1674,33.7976,11.1644,33.8438,3.799,3.8033,1492.56,1492.52,1493.1,7.6195,7.4452,16.6269,"",2.4664,39.730167,-123.865,"2019-07-08","04:26:27.583338"
16,3.536,3.564,11.1662,33.8273,11.1636,33.8457,3.8018,3.8034,1492.59,1492.56,1493.14,7.6182,7.444,16.6269,"",2.4176,39.730167,-123.865,"2019-07-08","04:26:27.625005"
17,3.435,3.462,11.1665,33.8402,11.1744,33.8439,3.8032,3.8043,1492.6,1492.57,1493.15,7.6067,7.434,16.6269,"",2.4176,39.730167,-123.865,"2019-07-08","04:26:27.666672"
18,3.403,3.429,11.1652,33.8453,11.1879,33.8412,3.8035,3.8052,1492.61,1492.57,1493.15,7.6138,7.4399,16.6269,"",2.4176,39.730167,-123.865,"2019-07-08","04:26:27.708339"
19,3.382,3.408,11.1672,33.845,11.204,33.839,3.8037,3.8065,1492.61,1492.58,1493.16,7.6135,7.4396,16.6269,"",2.442,39.730167,-123.865,"2019-07-08","04:26:27.750006"
20,3.302,3.327,11.1702,33.8454,11.2115,33.834,3.804,3.8067,1492.62,1492.59,1493.17,7.6236,7.4483,16.6269,"",2.7595,39.730167,-123.865,"2019-07-08","04:26:27.791673"
21,3.233,3.258,11.1714,33.8458,11.2121,33.834,3.8042,3.8067,1492.62,1492.59,1493.17,7.6161,7.4327,16.6269,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:27.833340"
22,3.201,3.225,11.1707,33.8463,11.211,33.8388,3.8042,3.8071,1492.62,1492.59,1493.17,7.6162,7.448,16.6269,"",2.9548,39.730167,-123.865,"2019-07-08","04:26:27.875007"
23,3.164,3.188,11.1697,33.8464,11.2115,33.8395,3.8041,3.8073,1492.62,1492.59,1493.17,7.6056,7.4329,16.6269,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:27.916674"
24,3.175,3.2,11.169,33.8463,11.2081,33.8409,3.804,3.8071,1492.62,1492.58,1493.16,7.6236,7.4483,16.6269,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:27.958341"
25,3.042,3.066,11.1682,33.8472,11.2036,33.8427,3.804,3.8068,1492.61,1492.58,1493.16,7.6271,7.4423,16.6269,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:28.000008"
26,3.095,3.119,11.1677,33.8467,11.2008,33.8405,3.8039,3.8064,1492.61,1492.58,1493.16,7.6094,7.4424,16.6269,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:28.041675"
27,3.01,3.033,11.1668,33.8462,11.1955,33.8402,3.8038,3.8058,1492.61,1492.57,1493.15,7.6059,7.4425,16.6269,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:28.083342"
28,3.01,3.033,11.1597,33.8492,11.1881,33.8444,3.8034,3.8056,1492.58,1492.55,1493.13,7.6249,7.4436,16.4682,"",2.9304,39.730167,-123.865,"2019-07-08","04:26:28.125009"
29,2.962,2.984,11.1584,33.8481,11.1833,33.8465,3.8032,3.8053,1492.58,1492.54,1493.12,7.618,7.4438,16.2851,"",3.0525,39.730167,-123.865,"2019-07-08","04:26:28.166676"
30,2.893,2.915,11.1654,33.8458,11.1826,33.8484,3.8036,3.8055,1492.6,1492.56,1493.14,7.6168,7.4427,16.2484,"",3.2967,39.730167,-123.865,"2019-07-08","04:26:28.208343"
31,2.929,2.952,11.1757,33.8445,11.1851,33.8521,3.8044,3.8061,1492.63,1492.6,1493.18,7.6151,7.441,16.2484,"",3.37,39.730167,-123.865,"2019-07-08","04:26:28.250010"
32,2.904,2.927,11.1792,33.8458,11.1889,33.8522,3.8049,3.8064,1492.65,1492.61,1493.19,7.6144,7.4403,16.2606,"",3.37,39.730167,-123.865,"2019-07-08","04:26:28.291677"
33,2.893,2.915,11.1792,33.8463,11.1889,33.8513,3.8049,3.8063,1492.65,1492.61,1493.19,7.6144,7.4403,16.2606,"",3.37,39.730167,-123.865,"2019-07-08","04:26:28.333344"
34,2.893,2.915,11.1782,33.8469,11.1899,33.8499,3.8049,3.8063,1492.64,1492.61,1493.19,7.6146,7.4404,16.2606,"",3.5409,39.730167,-123.865,"2019-07-08","04:26:28.375011"
35,2.861,2.883,11.1761,33.8473,11.1892,33.8485,3.8047,3.8061,1492.64,1492.6,1493.18,7.6042,7.4408,16.2606,"",3.7607,39.730167,-123.865,"2019-07-08","04:26:28.416678"
36,2.904,2.927,11.1702,33.8472,11.1837,33.8494,3.8042,3.8057,1492.62,1492.58,1493.16,7.6124,7.4418,16.2606,"",3.8095,39.730167,-123.865,"2019-07-08","04:26:28.458345"
37,2.893,2.915,11.1675,33.8462,11.1821,33.8497,3.8038,3.8055,1492.61,1492.57,1493.15,7.6236,7.4423,16.2606,"",3.8095,39.730167,-123.865,"2019-07-08","04:26:28.500012"
38,2.893,2.915,11.1739,33.845,11.1849,33.8496,3.8043,3.8058,1492.63,1492.59,1493.17,7.6154,7.4505,16.2606,"",3.8095,39.730167,-123.865,"2019-07-08","04:26:28.541679"
39,2.941,2.964,11.1745,33.847,11.1896,33.8502,3.8046,3.8063,1492.63,1492.6,1493.18,7.6045,7.4443,16.2606,"",3.7851,39.730167,-123.865,"2019-07-08","04:26:28.583346"
40,2.973,2.996,11.173,33.846,11.194,33.8493,3.8043,3.8066,1492.63,1492.59,1493.17,7.6227,7.4447,16.2606,"",3.8095,39.730167,-123.865,"2019-07-08","04:26:28.625013"
41,2.994,3.017,11.1779,33.8432,11.1927,33.8495,3.8045,3.8065,1492.64,1492.61,1493.19,7.6042,7.444,16.2606,"",3.7851,39.730167,-123.865,"2019-07-08","04:26:28.666680"
42,2.998,3.022,11.1702,33.8464,11.1921,33.8503,3.8041,3.8065,1492.62,1492.58,1493.16,7.6232,7.4452,16.2606,"",3.7851,39.730167,-123.865,"2019-07-08","04:26:28.708347"
43,2.998,3.022,11.1559,33.8074,11.1963,33.8483,3.7988,3.8067,1492.52,1492.49,1493.06,7.6204,7.4494,16.2606,"",3.8095,39.730167,-123.865,"2019-07-08","04:26:28.750014"
44,3.063,3.086,11.1497,33.8047,11.1922,33.8479,3.798,3.8063,1492.5,1492.46,1493.04,7.6217,7.4506,16.2606,"",3.9805,39.730167,-123.865,"2019-07-08","04:26:28.791681"
45,3.063,3.086,11.1464,33.8354,11.1886,33.8469,3.8008,3.8059,1492.52,1492.49,1493.07,7.61,7.4497,16.2606,"",4.0781,39.730167,-123.865,"2019-07-08","04:26:28.833348"
46,3.111,3.135,11.1465,33.8495,11.1885,33.8473,3.8022,3.8059,1492.54,1492.51,1493.09,7.6166,7.4584,16.2606,"",4.0781,39.730167,-123.865,"2019-07-08","04:26:28.875015"
47,3.143,3.168,11.1629,33.8482,11.1886,33.8475,3.8036,3.8059,1492.6,1492.56,1493.14,7.6138,7.4497,16.2606,"",4.0781,39.730167,-123.865,"2019-07-08","04:26:28.916682"
48,3.164,3.188,11.1742,33.8475,11.184,33.8466,3.8046,3.8054,1492.64,1492.6,1493.18,7.6227,7.4478,16.2606,"",3.9805,39.730167,-123.865,"2019-07-08","04:26:28.958349"
49,3.201,3.225,11.1719,33.8345,11.1767,33.8481,3.8031,3.8049,1492.61,1492.58,1493.16,7.6165,7.4489,16.2606,"",3.6874,39.730167,-123.865,"2019-07-08","04:26:29.000016"
50,3.233,3.258,11.1674,33.7759,11.1734,33.8487,3.7967,3.8046,1492.53,1492.49,1493.07,7.6202,7.4524,16.2606,"",3.5897,39.730167,-123.865,"2019-07-08","04:26:29.041683"
51,3.277,3.302,11.1774,33.7973,11.1697,33.8507,3.7998,3.8045,1492.59,1492.55,1493.13,7.6068,7.4498,16.2606,"",3.5897,39.730167,-123.865,"2019-07-08","04:26:29.083350"
