"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,466.267,470.664,5.4981,34.0896,5.4978,34.0864,3.3321,3.3318,1479.31,1479.12,1479.54,0.832,0.8484,0.0091,"",8.8645,46.0645,-124.837833,"2019-08-06","22:56:34.000000"
2,466.256,470.653,5.4984,34.0898,5.4975,34.0868,3.3321,3.3318,1479.31,1479.12,1479.54,0.8487,0.8628,0.0091,"",8.8645,46.0645,-124.837833,"2019-08-06","22:56:34.041667"
3,466.289,470.686,5.4981,34.0898,5.4978,34.0866,3.3321,3.3318,1479.31,1479.12,1479.54,0.8195,0.8523,0.0091,"",8.8645,46.0645,-124.837833,"2019-08-06","22:56:34.083334"
4,466.289,470.686,5.4984,34.0895,5.4977,34.0865,3.3321,3.3318,1479.31,1479.12,1479.54,0.8319,0.8523,-0.0031,"",8.8645,46.0645,-124.837833,"2019-08-06","22:56:34.125001"
5,466.252,470.648,5.4979,34.0901,5.4977,34.0869,3.3321,3.3318,1479.31,1479.12,1479.54,0.8487,0.838,-0.0031,"",8.8889,46.0645,-124.837833,"2019-08-06","22:56:34.166668"
6,466.256,470.653,5.4979,34.0898,5.4978,34.0866,3.3321,3.3318,1479.3,1479.12,1479.54,0.8363,0.8484,0.0091,"",8.8889,46.0645,-124.837833,"2019-08-06","22:56:34.208335"
7,466.256,470.653,5.4981,34.0899,5.4977,34.0867,3.3321,3.3318,1479.31,1479.12,1479.54,0.8195,0.8628,-0.0031,"",8.8889,46.0645,-124.837833,"2019-08-06","22:56:34.250002"
8,466.267,470.664,5.4979,34.0899,5.4973,34.0869,3.3321,3.3318,1479.31,1479.12,1479.54,0.832,0.838,-0.0031,"",8.8889,46.0645,-124.837833,"2019-08-06","22:56:34.291669"
9,466.256,470.653,5.4979,34.09,5.4975,34.0866,3.3321,3.3318,1479.31,1479.12,1479.54,0.832,0.8484,0.0091,"",8.8889,46.0645,-124.837833,"2019-08-06","22:56:34.333336"
10,466.252,470.648,5.4977,34.0903,5.4975,34.0866,3.3321,3.3318,1479.3,1479.12,1479.54,0.832,0.8484,-0.0031,"",8.8889,46.0645,-124.837833,"2019-08-06","22:56:34.375003"
