"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.512,3.54,13.7821,33.5722,13.8111,33.5732,4.0196,4.0224,1501.13,1501.12,1501.75,8.2223,8.142,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.000000"
2,3.518,3.546,13.7797,33.5731,13.811,33.5737,4.0195,4.0225,1501.13,1501.12,1501.75,8.2227,8.1343,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.041667"
3,3.512,3.54,13.7748,33.5757,13.8111,33.5732,4.0193,4.0224,1501.11,1501.1,1501.73,8.2327,8.1482,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.083334"
4,3.475,3.503,13.7709,33.5776,13.8106,33.5736,4.0191,4.0224,1501.1,1501.09,1501.72,8.2272,8.1355,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.125001"
5,3.486,3.514,13.7711,33.5759,13.8111,33.5733,4.019,4.0224,1501.1,1501.09,1501.72,8.2273,8.1487,0.2655,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.166668"
6,3.486,3.514,13.7715,33.5737,13.813,33.5726,4.0188,4.0225,1501.1,1501.09,1501.72,8.2274,8.1356,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.208335"
7,3.454,3.481,13.7708,33.573,13.8167,33.5702,4.0186,4.0226,1501.1,1501.09,1501.71,8.2275,8.1408,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.250002"
8,3.475,3.503,13.7707,33.5723,13.819,33.569,4.0185,4.0227,1501.1,1501.09,1501.71,8.2276,8.1409,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.291669"
9,3.486,3.514,13.7728,33.5704,13.8184,33.5696,4.0185,4.0227,1501.1,1501.09,1501.72,8.2273,8.1406,0.2655,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.333336"
10,3.45,3.477,13.7736,33.5694,13.8175,33.57,4.0185,4.0227,1501.1,1501.09,1501.72,8.2272,8.1405,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.375003"
11,3.422,3.449,13.7701,33.5722,13.8169,33.571,4.0185,4.0227,1501.09,1501.08,1501.71,8.237,8.1409,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.416670"
12,3.443,3.47,13.7699,33.5718,13.8163,33.5723,4.0184,4.0228,1501.09,1501.08,1501.71,8.231,8.141,0.2533,"",46.2515,41.231,-124.1785,"2019-07-13","02:47:57.458337"
13,3.438,3.465,13.7688,33.5724,13.8167,33.5728,4.0184,4.0229,1501.09,1501.08,1501.71,8.2406,8.1412,0.2533,"",46.2271,41.231,-124.1785,"2019-07-13","02:47:57.500004"
