"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.489,3.518,13.8554,31.858,13.7751,32.3718,3.8415,3.8898,1499.36,1499.34,1499.88,6.1242,6.5972,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.000000"
2,3.494,3.523,13.8588,31.9883,13.7548,32.3774,3.856,3.8886,1499.52,1499.51,1500.05,6.1565,6.6159,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.041667"
3,3.489,3.518,13.8603,32.0855,13.7498,32.3759,3.8666,3.888,1499.64,1499.63,1500.17,6.1566,6.6047,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.083334"
4,3.494,3.523,13.8598,32.1522,13.7341,32.3817,3.8738,3.8871,1499.72,1499.7,1500.25,6.1548,6.6214,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.125001"
5,3.489,3.518,13.8637,32.1936,13.7384,32.394,3.8786,3.8889,1499.78,1499.76,1500.32,6.1688,6.6203,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.166668"
6,3.489,3.518,13.8699,32.2114,13.8,32.3951,3.8811,3.8946,1499.82,1499.81,1500.36,6.1868,6.6167,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.208335"
7,3.526,3.555,13.8704,32.2253,13.8578,32.3899,3.8827,3.8993,1499.84,1499.82,1500.38,6.1997,6.6355,3.0983,"",51.4286,47.7295,-124.680333,"2019-08-13","19:34:52.250002"
8,3.489,3.518,13.874,32.2375,13.88,32.3868,3.8843,3.901,1499.87,1499.85,1500.41,6.2027,6.6274,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.291669"
9,3.521,3.551,13.8779,32.2429,13.8919,32.3865,3.8852,3.902,1499.89,1499.87,1500.43,6.2121,6.6379,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.333336"
10,3.583,3.613,13.8816,32.2492,13.9084,32.383,3.8863,3.9032,1499.91,1499.89,1500.45,6.2121,6.6352,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.375003"
11,3.489,3.518,13.8804,32.2608,13.9145,32.3812,3.8874,3.9035,1499.91,1499.9,1500.46,6.2279,6.646,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.416670"
12,3.526,3.555,13.8845,32.2676,13.9134,32.3804,3.8885,3.9033,1499.94,1499.92,1500.48,6.2372,6.6514,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.458337"
13,3.553,3.583,13.8835,32.2763,13.9119,32.3806,3.8894,3.9032,1499.94,1499.93,1500.49,6.2471,6.6574,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.500004"
14,3.521,3.551,13.8896,32.2776,13.9131,32.3803,3.8901,3.9033,1499.97,1499.95,1500.51,6.2469,6.6626,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.541671"
15,3.562,3.593,13.8901,32.278,13.9163,32.3787,3.8902,3.9034,1499.97,1499.95,1500.51,6.2629,6.6687,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.583338"
16,3.521,3.551,13.9026,32.268,13.9183,32.3773,3.8902,3.9035,1500.0,1499.98,1500.54,6.2717,6.6735,3.0983,"",51.4042,47.7295,-124.680333,"2019-08-13","19:34:52.625005"
