"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.36,3.386,9.6665,33.9899,9.8401,33.9559,3.6794,3.692,1487.44,1487.39,1487.93,3.2793,3.2917,0.3266,"",52.8449,40.563667,-124.452333,"2019-07-10","21:07:26.000000"
2,3.333,3.359,9.6752,33.9892,9.8451,33.9492,3.6801,3.6918,1487.47,1487.42,1487.96,3.2786,3.281,0.3266,"",52.8449,40.563667,-124.452333,"2019-07-10","21:07:26.041667"
3,3.259,3.285,9.6799,33.9937,9.837,33.9513,3.6809,3.6913,1487.49,1487.45,1487.98,3.2781,3.2972,0.3388,"",52.8449,40.563667,-124.452333,"2019-07-10","21:07:26.083334"
4,3.264,3.289,9.6886,33.9914,9.8261,33.9566,3.6815,3.6908,1487.52,1487.48,1488.01,3.2775,3.2899,0.3388,"",52.8694,40.563667,-124.452333,"2019-07-10","21:07:26.125001"
5,3.296,3.322,9.6963,33.9881,9.8112,33.9665,3.6819,3.6904,1487.55,1487.5,1488.04,3.2886,3.2894,0.3266,"",52.8694,40.563667,-124.452333,"2019-07-10","21:07:26.166668"
6,3.285,3.311,9.7064,33.9818,9.7957,33.9769,3.6822,3.69,1487.58,1487.53,1488.06,3.2916,3.2988,0.3266,"",52.8694,40.563667,-124.452333,"2019-07-10","21:07:26.208335"
7,3.259,3.285,9.7092,33.9823,9.7876,33.98,3.6825,3.6895,1487.59,1487.54,1488.07,3.2718,3.2919,0.3266,"",52.8694,40.563667,-124.452333,"2019-07-10","21:07:26.250002"
8,3.264,3.289,9.7087,33.9855,9.7761,33.9834,3.6828,3.6888,1487.59,1487.54,1488.08,3.2797,3.2919,0.3144,"",52.8938,40.563667,-124.452333,"2019-07-10","21:07:26.291669"
9,3.259,3.285,9.7092,33.9879,9.7544,33.9945,3.6831,3.6879,1487.59,1487.55,1488.08,3.2912,3.2918,0.29,"",52.8938,40.563667,-124.452333,"2019-07-10","21:07:26.333336"
10,3.232,3.257,9.7135,33.9874,9.7411,33.9991,3.6834,3.6871,1487.61,1487.56,1488.1,3.2829,3.2914,0.2777,"",52.8938,40.563667,-124.452333,"2019-07-10","21:07:26.375003"
11,3.227,3.252,9.7206,33.9844,9.7413,33.9933,3.6838,3.6866,1487.63,1487.58,1488.12,3.294,3.3009,0.2777,"",52.8938,40.563667,-124.452333,"2019-07-10","21:07:26.416670"
