"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.551,3.58,10.6747,32.9385,10.6876,32.9348,3.6675,3.6683,1489.79,1489.74,1490.25,6.0391,5.9809,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.000000"
2,3.515,3.543,10.6749,32.9381,10.6877,32.9345,3.6675,3.6683,1489.79,1489.74,1490.25,6.039,5.9808,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.041667"
3,3.519,3.548,10.6753,32.9378,10.6879,32.9347,3.6675,3.6683,1489.79,1489.75,1490.25,6.05,5.9808,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.083334"
4,3.515,3.543,10.6757,32.9381,10.6883,32.934,3.6676,3.6683,1489.79,1489.75,1490.26,6.0314,5.9807,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.125001"
5,3.487,3.515,10.6759,32.9382,10.6885,32.9337,3.6676,3.6683,1489.79,1489.75,1490.26,6.0389,5.9902,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.166668"
6,3.482,3.511,10.6769,32.9373,10.6893,32.9327,3.6676,3.6683,1489.79,1489.75,1490.26,6.0388,5.9839,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.208335"
7,3.487,3.515,10.6783,32.9358,10.6895,32.9329,3.6676,3.6683,1489.8,1489.75,1490.26,6.0386,5.9837,7.2985,"",59.7558,44.730667,-124.161833,"2019-07-28","10:12:39.250002"
8,3.456,3.485,10.6792,32.9351,10.6899,32.9338,3.6676,3.6684,1489.8,1489.75,1490.26,6.0385,5.9836,7.2985,"",59.8291,44.730667,-124.161833,"2019-07-28","10:12:39.291669"
9,3.487,3.515,10.6805,32.9341,10.6897,32.9343,3.6676,3.6685,1489.8,1489.76,1490.27,6.0384,5.993,7.2985,"",59.8779,44.730667,-124.161833,"2019-07-28","10:12:39.333336"
10,3.413,3.441,10.6812,32.9344,10.689,32.935,3.6677,3.6685,1489.8,1489.76,1490.27,6.0493,5.9866,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.375003"
11,3.45,3.478,10.6815,32.9349,10.689,32.9351,3.6678,3.6685,1489.8,1489.76,1490.27,6.0418,5.9771,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.416670"
12,3.446,3.474,10.6819,32.9351,10.6888,32.9352,3.6678,3.6685,1489.81,1489.76,1490.27,6.0306,5.9928,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.458337"
13,3.418,3.446,10.6824,32.9356,10.6892,32.9344,3.6679,3.6684,1489.81,1489.77,1490.28,6.0491,5.9864,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.500004"
14,3.424,3.452,10.6825,32.9357,10.6889,32.9345,3.668,3.6684,1489.81,1489.77,1490.28,6.0305,5.9864,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.541671"
15,3.45,3.478,10.6835,32.9349,10.689,32.9346,3.668,3.6684,1489.81,1489.77,1490.28,6.049,5.9863,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.583338"
16,3.413,3.441,10.6831,32.9357,10.6893,32.9348,3.668,3.6685,1489.81,1489.77,1490.28,6.0304,5.9863,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.625005"
17,3.418,3.446,10.6824,32.9362,10.6902,32.9342,3.668,3.6685,1489.81,1489.77,1490.28,6.049,5.9864,7.2985,"",59.9023,44.730667,-124.161833,"2019-07-28","10:12:39.666672"
18,3.413,3.441,10.6816,32.9371,10.6902,32.934,3.668,3.6685,1489.81,1489.77,1490.27,6.0416,5.9865,7.2985,"",59.9512,44.730667,-124.161833,"2019-07-28","10:12:39.708339"
19,3.418,3.446,10.6812,32.9369,10.6907,32.9339,3.668,3.6685,1489.81,1489.76,1490.27,6.0417,5.9961,7.2985,"",60.0,44.730667,-124.161833,"2019-07-28","10:12:39.750006"
20,3.413,3.441,10.681,32.9372,10.6903,32.935,3.668,3.6686,1489.81,1489.76,1490.27,6.0528,5.9898,7.2985,"",60.0,44.730667,-124.161833,"2019-07-28","10:12:39.791673"
