"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.183,4.215,9.2412,33.9219,9.2407,33.9243,3.6338,3.634,1485.82,1485.77,1486.28,3.3068,3.2454,1.8528,"",2.2466,39.398333,-123.8355,"2019-07-07","04:08:20.000000"
2,4.258,4.291,9.2406,33.9223,9.2411,33.9244,3.6337,3.634,1485.82,1485.77,1486.28,3.295,3.2455,1.8406,"",2.2466,39.398333,-123.8355,"2019-07-07","04:08:20.041667"
3,4.252,4.284,9.2399,33.9222,9.2417,33.9239,3.6337,3.634,1485.82,1485.77,1486.28,3.3151,3.2456,1.7796,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.083334"
4,4.344,4.377,9.2396,33.9218,9.2415,33.924,3.6336,3.634,1485.82,1485.77,1486.28,3.2951,3.2456,1.6208,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.125001"
5,4.327,4.361,9.2399,33.9216,9.2413,33.924,3.6336,3.634,1485.82,1485.77,1486.28,3.2914,3.2456,1.5598,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.166668"
6,4.385,4.419,9.2402,33.9216,9.2403,33.9241,3.6337,3.6339,1485.82,1485.77,1486.28,3.3234,3.2456,1.572,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.208335"
7,4.417,4.451,9.2402,33.9222,9.2392,33.9244,3.6337,3.6338,1485.82,1485.77,1486.28,3.2951,3.2456,1.572,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.250002"
8,4.454,4.488,9.2404,33.922,9.239,33.9244,3.6337,3.6338,1485.82,1485.77,1486.28,3.3033,3.2456,1.572,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.291669"
9,4.498,4.532,9.2404,33.9218,9.2388,33.9242,3.6337,3.6338,1485.83,1485.77,1486.28,3.3033,3.2456,1.572,"",2.2711,39.398333,-123.8355,"2019-07-07","04:08:20.333336"
10,4.541,4.576,9.2399,33.9221,9.239,33.9242,3.6337,3.6338,1485.82,1485.77,1486.28,3.3034,3.2457,1.572,"",2.2711,39.398333,-123.8355,"2019-07-07","04:08:20.375003"
11,4.555,4.59,9.2396,33.922,9.2392,33.9233,3.6337,3.6337,1485.82,1485.77,1486.28,3.2915,3.2457,1.572,"",2.2711,39.398333,-123.8355,"2019-07-07","04:08:20.416670"
12,4.619,4.655,9.2391,33.9221,9.2387,33.9238,3.6336,3.6337,1485.82,1485.77,1486.28,3.3117,3.2458,1.572,"",2.2955,39.398333,-123.8355,"2019-07-07","04:08:20.458337"
13,4.636,4.671,9.2387,33.922,9.2391,33.9235,3.6336,3.6338,1485.82,1485.77,1486.28,3.3035,3.2458,1.572,"",2.3199,39.398333,-123.8355,"2019-07-07","04:08:20.500004"
14,4.656,4.692,9.2386,33.9219,9.2395,33.9236,3.6335,3.6338,1485.82,1485.77,1486.28,3.3035,3.2458,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.541671"
15,4.688,4.724,9.2385,33.9224,9.2399,33.9241,3.6336,3.6339,1485.82,1485.77,1486.28,3.3035,3.2459,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.583338"
16,4.693,4.729,9.2386,33.9222,9.2396,33.9241,3.6336,3.6339,1485.82,1485.77,1486.28,3.3035,3.2561,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.625005"
17,4.725,4.761,9.2391,33.9219,9.2393,33.9241,3.6336,3.6338,1485.82,1485.77,1486.28,3.3154,3.239,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.666672"
18,4.757,4.794,9.2396,33.9215,9.239,33.9237,3.6336,3.6338,1485.83,1485.77,1486.28,3.3072,3.2458,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.708339"
19,4.725,4.761,9.2394,33.9217,9.2387,33.9241,3.6336,3.6338,1485.83,1485.77,1486.28,3.2953,3.2458,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.750006"
20,4.757,4.794,9.2389,33.922,9.2383,33.924,3.6336,3.6337,1485.82,1485.77,1486.28,3.3154,3.2459,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.791673"
21,4.757,4.794,9.2389,33.9217,9.2381,33.9235,3.6336,3.6337,1485.82,1485.77,1486.28,3.2953,3.2561,1.572,"",2.3443,39.398333,-123.8355,"2019-07-07","04:08:20.833340"
22,4.757,4.794,9.2389,33.922,9.2378,33.9241,3.6336,3.6337,1485.82,1485.77,1486.28,3.3035,3.2492,1.572,"",2.1978,39.398333,-123.8355,"2019-07-07","04:08:20.875007"
23,4.794,4.831,9.2389,33.9218,9.2378,33.9235,3.6336,3.6336,1485.82,1485.77,1486.28,3.3035,3.2493,1.572,"",2.1001,39.398333,-123.8355,"2019-07-07","04:08:20.916674"
24,4.794,4.831,9.2392,33.9215,9.2376,33.9239,3.6336,3.6337,1485.83,1485.77,1486.28,3.3154,3.239,1.572,"",2.1001,39.398333,-123.8355,"2019-07-07","04:08:20.958341"
25,4.801,4.838,9.2387,33.9219,9.2376,33.9241,3.6336,3.6337,1485.82,1485.77,1486.28,3.2953,3.2459,1.572,"",2.1001,39.398333,-123.8355,"2019-07-07","04:08:21.000008"
26,4.757,4.794,9.2391,33.9216,9.238,33.9238,3.6336,3.6337,1485.82,1485.77,1486.28,3.3035,3.2459,1.572,"",2.0757,39.398333,-123.8355,"2019-07-07","04:08:21.041675"
27,4.79,4.826,9.2391,33.9218,9.2381,33.9234,3.6336,3.6337,1485.83,1485.77,1486.28,3.3035,3.2561,1.572,"",1.9292,39.398333,-123.8355,"2019-07-07","04:08:21.083342"
28,4.838,4.875,9.2387,33.9219,9.2381,33.9238,3.6336,3.6337,1485.82,1485.77,1486.28,3.3036,3.2493,1.572,"",1.8559,39.398333,-123.8355,"2019-07-07","04:08:21.125009"
29,4.794,4.831,9.2387,33.9218,9.2381,33.9242,3.6336,3.6337,1485.82,1485.77,1486.28,3.3155,3.2493,1.5964,"",1.8559,39.398333,-123.8355,"2019-07-07","04:08:21.166676"
30,4.826,4.863,9.2387,33.9216,9.2387,33.9233,3.6335,3.6337,1485.82,1485.77,1486.28,3.3073,3.2493,1.6086,"",1.8559,39.398333,-123.8355,"2019-07-07","04:08:21.208343"
31,4.794,4.831,9.2387,33.9218,9.2378,33.9242,3.6336,3.6337,1485.82,1485.77,1486.28,3.2953,3.239,1.6208,"",1.8803,39.398333,-123.8355,"2019-07-07","04:08:21.250010"
32,4.838,4.875,9.2392,33.9217,9.2375,33.9241,3.6336,3.6337,1485.83,1485.77,1486.28,3.3035,3.2561,1.6086,"",1.9536,39.398333,-123.8355,"2019-07-07","04:08:21.291677"
33,4.769,4.806,9.2393,33.9215,9.2372,33.9242,3.6336,3.6337,1485.82,1485.77,1486.28,3.2916,3.2492,1.6086,"",1.9536,39.398333,-123.8355,"2019-07-07","04:08:21.333344"
34,4.817,4.854,9.2392,33.9214,9.2373,33.9238,3.6336,3.6336,1485.83,1485.77,1486.28,3.3118,3.2493,1.6086,"",1.9536,39.398333,-123.8355,"2019-07-07","04:08:21.375011"
35,4.813,4.85,9.2396,33.9213,9.237,33.9243,3.6336,3.6336,1485.83,1485.77,1486.29,3.3035,3.2492,1.6086,"",1.9536,39.398333,-123.8355,"2019-07-07","04:08:21.416678"
36,4.757,4.794,9.2396,33.9217,9.2371,33.924,3.6336,3.6336,1485.83,1485.77,1486.28,3.3154,3.2492,1.6086,"",2.0024,39.398333,-123.8355,"2019-07-07","04:08:21.458345"
37,4.725,4.761,9.2396,33.9216,9.2372,33.9241,3.6336,3.6336,1485.83,1485.77,1486.28,3.2952,3.2492,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.500012"
38,4.757,4.794,9.2397,33.9214,9.2379,33.9233,3.6336,3.6336,1485.83,1485.77,1486.28,3.2916,3.2492,1.6086,"",2.0757,39.398333,-123.8355,"2019-07-07","04:08:21.541679"
39,4.693,4.729,9.2399,33.9215,9.2381,33.9238,3.6336,3.6337,1485.83,1485.77,1486.28,3.3116,3.2492,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.583346"
40,4.711,4.748,9.2402,33.921,9.239,33.9237,3.6336,3.6338,1485.83,1485.77,1486.29,3.2915,3.2491,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.625013"
41,4.693,4.729,9.2404,33.921,9.2393,33.9237,3.6336,3.6338,1485.83,1485.77,1486.29,3.3116,3.2491,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.666680"
42,4.668,4.704,9.2402,33.9214,9.2395,33.924,3.6337,3.6338,1485.83,1485.77,1486.29,3.3034,3.2491,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.708347"
43,4.624,4.66,9.2402,33.9216,9.2396,33.9238,3.6337,3.6338,1485.83,1485.77,1486.28,3.3034,3.2491,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.750014"
44,4.636,4.671,9.2402,33.9213,9.2396,33.9237,3.6336,3.6338,1485.83,1485.77,1486.28,3.3034,3.2388,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.791681"
45,4.619,4.655,9.2402,33.9213,9.2396,33.9237,3.6336,3.6338,1485.83,1485.77,1486.28,3.3153,3.256,1.6086,"",2.0513,39.398333,-123.8355,"2019-07-07","04:08:21.833348"
46,4.592,4.627,9.2402,33.9213,9.2395,33.9236,3.6336,3.6338,1485.83,1485.77,1486.28,3.2951,3.2491,1.6086,"",2.1245,39.398333,-123.8355,"2019-07-07","04:08:21.875015"
