"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.64,3.671,12.1204,32.5664,12.2259,32.5142,3.7603,3.7644,1494.38,1494.35,1494.89,6.4449,6.5236,4.5757,"",2.4176,47.563333,-124.601667,"2019-08-11","22:01:15.000000"
2,3.599,3.629,12.1167,32.5598,12.2176,32.5163,3.7592,3.7638,1494.36,1494.33,1494.86,6.4457,6.5244,4.5512,"",2.5153,47.563333,-124.601667,"2019-08-11","22:01:15.041667"
3,3.599,3.629,12.1146,32.5535,12.2014,32.5254,3.7584,3.7633,1494.35,1494.32,1494.85,6.4565,6.525,4.5512,"",2.5885,47.563333,-124.601667,"2019-08-11","22:01:15.083334"
4,3.603,3.634,12.1085,32.5534,12.1991,32.5247,3.7578,3.763,1494.32,1494.29,1494.83,6.4506,6.5259,4.5635,"",2.5885,47.563333,-124.601667,"2019-08-11","22:01:15.125001"
5,3.566,3.597,12.1,32.5566,12.2014,32.5233,3.7574,3.7631,1494.3,1494.27,1494.8,6.4619,6.5269,4.5635,"",2.5885,47.563333,-124.601667,"2019-08-11","22:01:15.166668"
6,3.571,3.601,12.1023,32.5524,12.2091,32.5186,3.7572,3.7633,1494.3,1494.27,1494.8,6.4652,6.5268,4.5635,"",2.5885,47.563333,-124.601667,"2019-08-11","22:01:15.208335"
7,3.566,3.597,12.1025,32.5496,12.2111,32.5166,3.7569,3.7633,1494.3,1494.27,1494.8,6.4688,6.5268,4.5635,"",2.6129,47.563333,-124.601667,"2019-08-11","22:01:15.250002"
8,3.539,3.569,12.0981,32.5504,12.2112,32.5209,3.7566,3.7637,1494.28,1494.25,1494.79,6.4523,6.5274,4.5635,"",2.6374,47.563333,-124.601667,"2019-08-11","22:01:15.291669"
9,3.53,3.559,12.0881,32.5567,12.2264,32.5202,3.7563,3.765,1494.26,1494.23,1494.76,6.4705,6.5286,4.5635,"",2.6374,47.563333,-124.601667,"2019-08-11","22:01:15.333336"
10,3.53,3.559,12.0847,32.558,12.2451,32.5124,3.7561,3.7659,1494.25,1494.22,1494.75,6.4642,6.529,4.5635,"",2.6374,47.563333,-124.601667,"2019-08-11","22:01:15.375003"
11,3.539,3.569,12.0923,32.5497,12.2521,32.5054,3.756,3.7658,1494.26,1494.23,1494.77,6.4737,6.5283,4.5635,"",2.6374,47.563333,-124.601667,"2019-08-11","22:01:15.416670"
