"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,2.685,2.708,14.8002,29.9167,14.7853,29.9294,3.711,3.7111,1500.15,1500.13,1500.58,4.8894,4.1099,2.8541,"",3.5409,47.624167,-122.4,"2019-08-20","17:26:12.000000"
2,2.717,2.74,14.7986,29.9187,14.7892,29.9282,3.7111,3.7113,1500.15,1500.13,1500.58,4.8804,4.1179,2.8541,"",3.663,47.624167,-122.4,"2019-08-20","17:26:12.041667"
3,2.694,2.717,14.7976,29.9201,14.7912,29.9278,3.7111,3.7114,1500.15,1500.12,1500.58,4.8862,4.1131,2.8541,"",3.7118,47.624167,-122.4,"2019-08-20","17:26:12.083334"
4,2.685,2.708,14.7964,29.9219,14.7924,29.927,3.7112,3.7114,1500.15,1500.12,1500.58,4.8863,4.1132,2.8541,"",3.7118,47.624167,-122.4,"2019-08-20","17:26:12.125001"
5,2.685,2.708,14.7957,29.9229,14.792,29.9273,3.7113,3.7114,1500.15,1500.12,1500.58,4.8954,4.1132,2.8541,"",3.7118,47.624167,-122.4,"2019-08-20","17:26:12.166668"
6,2.717,2.74,14.7945,29.9238,14.7916,29.9265,3.7113,3.7113,1500.14,1500.12,1500.57,4.8807,4.1133,2.8541,"",3.7607,47.624167,-122.4,"2019-08-20","17:26:12.208335"
7,2.694,2.717,14.794,29.9243,14.7914,29.9243,3.7113,3.7111,1500.14,1500.12,1500.57,4.8864,4.1133,2.8541,"",3.8584,47.624167,-122.4,"2019-08-20","17:26:12.250002"
8,2.685,2.708,14.794,29.9242,14.7914,29.9227,3.7113,3.7109,1500.14,1500.12,1500.57,4.8955,4.1054,2.8541,"",3.9072,47.624167,-122.4,"2019-08-20","17:26:12.291669"
9,2.749,2.772,14.7948,29.9229,14.7914,29.9237,3.7112,3.711,1500.14,1500.12,1500.57,4.8807,4.1181,2.8541,"",3.8828,47.624167,-122.4,"2019-08-20","17:26:12.333336"
10,2.685,2.708,14.7969,29.9213,14.7907,29.9269,3.7112,3.7113,1500.15,1500.12,1500.58,4.8862,4.1132,2.8541,"",3.8828,47.624167,-122.4,"2019-08-20","17:26:12.375003"
11,2.694,2.717,14.801,29.9187,14.7907,29.9287,3.7113,3.7115,1500.16,1500.13,1500.59,4.8859,4.1129,2.8541,"",3.7607,47.624167,-122.4,"2019-08-20","17:26:12.416670"
12,2.717,2.74,14.8059,29.9146,14.7902,29.9291,3.7112,3.7115,1500.17,1500.15,1500.6,4.8855,4.1126,2.8907,"",3.663,47.624167,-122.4,"2019-08-20","17:26:12.458337"
13,2.685,2.708,14.8072,29.9144,14.7897,29.929,3.7113,3.7114,1500.17,1500.15,1500.6,4.8854,4.1125,2.9151,"",3.6386,47.624167,-122.4,"2019-08-20","17:26:12.500004"
14,2.717,2.74,14.8067,29.9155,14.7914,29.9281,3.7114,3.7115,1500.17,1500.15,1500.6,4.8945,4.1125,2.9151,"",3.663,47.624167,-122.4,"2019-08-20","17:26:12.541671"
15,2.758,2.782,14.8058,29.9172,14.792,29.9282,3.7115,3.7115,1500.17,1500.15,1500.6,4.8888,4.1125,2.9151,"",3.663,47.624167,-122.4,"2019-08-20","17:26:12.583338"
16,2.749,2.772,14.805,29.9188,14.791,29.9284,3.7116,3.7115,1500.17,1500.15,1500.6,4.8798,4.1126,2.9151,"",3.5653,47.624167,-122.4,"2019-08-20","17:26:12.625005"
17,2.717,2.74,14.8051,29.9196,14.791,29.9284,3.7117,3.7115,1500.17,1500.15,1500.6,4.8855,4.1125,2.9151,"",3.4921,47.624167,-122.4,"2019-08-20","17:26:12.666672"
