"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,2.966,2.992,14.0468,31.9567,14.071,31.9643,3.8695,3.8725,1500.09,1500.08,1500.62,6.0048,6.0579,3.5378,"",4.0049,48.231167,-125.231167,"2019-08-18","18:33:54.000000"
2,2.971,2.996,14.0471,31.9543,14.0731,31.9639,3.8692,3.8726,1500.09,1500.08,1500.62,6.0049,6.0579,3.5378,"",4.0049,48.231167,-125.231167,"2019-08-18","18:33:54.041667"
3,2.966,2.992,14.0456,31.9544,14.0749,31.9635,3.8691,3.8727,1500.09,1500.07,1500.61,6.0051,6.0581,3.5378,"",4.0049,48.231167,-125.231167,"2019-08-18","18:33:54.083334"
4,2.971,2.996,14.0459,31.9539,14.0746,31.9636,3.8691,3.8727,1500.09,1500.07,1500.61,5.9957,6.0581,3.5378,"",4.0049,48.231167,-125.231167,"2019-08-18","18:33:54.125001"
5,2.966,2.992,14.0445,31.9553,14.0736,31.9633,3.8691,3.8726,1500.08,1500.07,1500.61,6.0018,6.0582,3.5378,"",4.0293,48.231167,-125.231167,"2019-08-18","18:33:54.166668"
6,2.999,3.024,14.04,31.9591,14.0713,31.9638,3.8691,3.8725,1500.07,1500.06,1500.6,6.0116,6.0587,3.5378,"",4.0293,48.231167,-125.231167,"2019-08-18","18:33:54.208335"
7,2.971,2.996,14.0339,31.9639,14.069,31.9639,3.8691,3.8723,1500.06,1500.04,1500.59,5.9969,6.0592,3.55,"",4.0293,48.231167,-125.231167,"2019-08-18","18:33:54.250002"
8,2.999,3.024,14.0302,31.9662,14.0641,31.9641,3.869,3.8718,1500.05,1500.03,1500.58,6.0032,6.0596,3.5744,"",4.0293,48.231167,-125.231167,"2019-08-18","18:33:54.291669"
9,2.971,2.996,14.0287,31.9667,14.0596,31.9642,3.8689,3.8714,1500.05,1500.03,1500.57,6.0034,6.0517,3.5744,"",4.0293,48.231167,-125.231167,"2019-08-18","18:33:54.333336"
10,2.999,3.024,14.0293,31.9639,14.0578,31.9642,3.8687,3.8713,1500.05,1500.03,1500.57,6.0034,6.0568,3.5744,"",4.0293,48.231167,-125.231167,"2019-08-18","18:33:54.375003"
