Date,Time,Button,Transect #,Station #,Methot #,CTD Cast #,uCTD #,Vertical Net #,NOTES,SciGPS-Time,SciGPS-Lat,SciGPS-Lon,SciGPS-COG,SciGPS-SOG,Gyro-MainFeed-Heading,AirTempC,Wetbulb,RelativeHumidity,TrueWind-JackStaff-SPEED,TrueWind-JackStaff-DIRECTION,Barometer-Vaisala-HCP,TSG21-SBE38-Temp-C,TSG21-Salinity,Fluorometer-Turner-10-AU-raw,EK-38kHz-DepthBelowSurface-M-VALUE,ES-50kHz-DepthBelowTransducer-M,Shaft-RPM-Message-VALUE,SideStationWinch-1-Length-M,SideStationWinch-2-Length-M
7/28/19,19:19:57,VertNet In,63,NH2,,198,,20,,191956,4443.8340N,12429.7346W,336,0.3,9.29,17,15.9,89,15.2,329.39,1022.9,14.15369,32.03332,1.707,148.2,155.61,19.25598,,
7/28/19,19:27:20,VertNet Out,63,NH2,,198,,20,,192719,4443.8132N,12429.7556W,263,0.5,5.88,17.2,16,89,13.7,332.23,1022.9,14.14512,32.04125,1.72,148.26,156.14,23.14701,,
7/28/19,19:27:22,NO bird strike ,63,NH2,,198,,20,,192722,4443.8137N,12429.7559W,312,0.6,4.95,17.2,16,89,14.52,326.42,1022.84,14.1461,32.04175,1.72,148.1,155.91,23.14701,,
7/28/19,20:55:22,CTD at Depth,63,NH3,,199,,,,205522,4443.7774N,12440.3745W,60,0.3,0.54,18.4,16.3,80,22.33,323.07,1022.3,16.43891,31.38624,1.099,296.24,306.34,33.07372,,
7/28/19,21:07:02,VertNet In,63,NH3,,199,,21,,210701,4443.7790N,12440.3515W,209,0.7,0.12,18.6,16.3,79,20.06,313.32,1022.48,16.4574,31.38411,1.09,295.62,305.28,30.30098,,
7/28/19,21:15:20,VertNet Out,63,NH3,,199,,21,,211520,4443.7741N,12440.3519W,251,0.5,337.63,18.5,16.3,80,16.48,316.08,1022.37,16.49064,31.37935,1.08,295.89,304.99,22.70276,,
7/28/19,21:15:23,NO bird strike ,63,NH3,,199,,21,,211523,4443.7743N,12440.3529W,301,1.2,337.32,18.5,16.3,80,19.51,318.71,1022.35,16.49109,31.37772,1.08,295.71,305.04,22.70276,,
7/28/19,22:20:47,CTD at Depth,63,NH4,,200,,,,222047,4443.8008N,12451.0142W,35,0.9,5.95,18.8,16,75,22.95,309.24,1022.22,18.31383,30.20644,0.991,497.38,492.86,28.41675,,
7/28/19,22:37:01,VertNet In,63,NH4,,200,,22,,223701,4443.8090N,12451.1027W,73,0.8,5.63,19.1,16.4,76,21.66,308.79,1021.96,18.31371,30.16485,0.982,501.38,514.61,19.07215,,
7/28/19,22:47:29,VertNet Out,63,NH4,,200,,22,,224728,4443.7786N,12451.1579W,300,1,349.72,19.1,16.3,75,20.02,312.42,1021.97,18.31782,30.15621,0.978,502.77,514.37,48.30081,,
7/28/19,22:47:31,NO bird strike ,63,NH4,,200,,22,,224730,4443.7792N,12451.1584W,326,1.2,350.31,19,16.3,76,22.33,313.9,1021.86,18.31782,30.15668,0.975,501.98,514.9,49.43441,,
7/29/19,0:04:53,CTD at Depth,63,NH5,,201,,,,453,4443.7886N,12501.2788W,67,0.8,359.39,18.9,16.3,77,20.79,306.85,1021.3,17.79779,30.44303,0.947,994.8,512.06,31.31204,,
7/29/19,0:21:01,VertNet In,63,NH5,,201,,23,,2100,4443.7888N,12501.2846W,66,0.6,359.24,19,16.5,78,20.2,305,1021.16,17.82762,30.4226,0.942,995.47,0,39.61493,,
7/29/19,0:33:04,VertNet Out,63,NH5,,201,,23,,3303,4443.7884N,12501.2851W,264,0.3,0.17,18.9,16.4,78,22.39,309.3,1021.05,17.82872,30.42276,0.935,995.18,655.63,29.30525,,
7/29/19,0:33:06,NO bird strike ,63,NH5,,201,,23,,3306,4443.7885N,12501.2849W,54,0.5,0.26,18.9,16.4,78,20.96,304.16,1021.02,17.8299,30.42276,0.935,995.39,655.63,29.30525,,
7/29/19,2:19:36,CTD at Depth,63,NH6,,202,,,,21936,4443.8410N,12516.9210W,330,0.4,1.16,18.4,16.3,81,21.42,311.4,1020.83,18.37761,31.05252,0.885,1665.74,513.36,34.29924,,
7/29/19,2:34:21,VertNet In,63,NH6,,202,,24,,23420,4443.8409N,12516.9409W,228,0.8,359.1,18.5,16.4,82,21.42,327.48,1020.58,18.37351,31.06015,0.88,1689.81,0,42.52554,,
7/29/19,2:45:31,VertNet Out,63,NH6,,202,,24,,24530,4443.8396N,12516.9704W,181,1.9,1.64,18.3,16.4,82,19.27,319.13,1020.69,18.3712,31.06747,0.878,1699.98,0,32.66011,,
7/29/19,2:45:34,NO bird strike ,63,NH6,,202,,24,,24534,4443.8398N,12516.9706W,345,1.2,2.08,18.3,16.3,82,18.86,305.08,1020.87,18.37221,31.06747,0.875,1691.75,0,32.66011,,
7/29/19,5:46:10,CTD at Depth,65,65-7,,203,,,,54609,4503.8056N,12506.1682W,210,2.3,353.3,18.2,15.6,77,19.61,318.59,1020.73,19.00101,29.5768,1.074,1487.48,593.42,27.39037,,
7/29/19,6:03:47,NO bird strike ,65,65-7,,203,,,,60347,4503.8573N,12506.5898W,331,1.9,353.68,18.1,15.9,80,18.55,314.09,1020.52,18.9842,29.62887,1.075,1498.58,0,30.08652,,
7/29/19,8:04:57,CTD at Depth,65,65-4,,204,,,,80456,4503.8648N,12445.0075W,237,1.7,353.48,18,15.6,78,16.17,325.67,1019.69,18.63881,29.96158,0.945,500.19,512.5,24.52572,,
7/29/19,8:23:32,NO bird strike ,65,65-4,,204,,,,82331,4503.8646N,12445.4203W,292,1.1,355.41,17.8,15.2,76,17.61,324.62,1019.81,18.61472,30.25323,0.945,451.17,463,24.23466,,
7/29/19,10:11:25,CTD at Depth,65,65-3,,205,,,,101124,4503.8321N,12424.6124W,188,0.8,352.2,16.9,14.9,80,17.6,327.16,1019.04,16.0063,31.15528,0.992,296.41,306.47,23.68317,,
7/29/19,10:25:39,NO bird strike ,65,65-3,,205,,,,102539,4503.8190N,12424.6267W,314,0.9,352.71,17.1,15.1,82,15.7,322.62,1018.93,16.00782,31.15929,0.989,296.21,307.24,35.57072,,
7/29/19,11:29:13,CTD at Depth,65,65-2,,206,,,,112912,4503.7915N,12413.4653W,48,0.4,355.33,14.7,13.9,92,10.83,0.51,1018.7,13.33222,32.12772,1.101,143.89,151.71,22.30446,,
7/29/19,11:38:03,NO bird strike ,65,65-2,,206,,,,113802,4503.7845N,12413.5068W,102,0.9,356.49,14.8,14.1,93,12.08,344.91,1018.76,13.40751,32.1106,1.104,144.27,152.23,20.74193,,
7/29/19,12:32:33,CTD at Depth,65,65-1,,207,,,,123232,4503.8378N,12403.3990W,167,0.6,354.58,12.8,12.2,93,12.88,333.77,1018.73,10.75062,33.18794,4.787,50.84,58.16,17.12664,,
7/29/19,12:37:42,NO bird strike ,65,65-1,,207,,,,123742,4503.8349N,12403.4085W,124,0.6,355.23,12.9,12.2,93,12.71,334.85,1018.76,10.73099,33.18396,4.815,51.15,58.59,16.86622,,
7/30/19,2:44:29,CTD at Depth,66,66-1,,208,,,,24428,4513.8068N,12401.7113W,116,0.1,356.22,15.4,14,86,9.69,325.74,1017.65,10.86469,33.35626,2.597,53.26,59.94,23.11637,,
7/30/19,2:51:49,NO bird strike ,66,66-1,,208,,,,25148,4513.8064N,12401.7110W,211,0.2,355.4,15.8,14.3,85,10.07,322.72,1017.76,10.75563,33.34927,2.814,53.68,59.63,28.23292,,
7/30/19,4:39:04,CTD at Depth,66,66-2,,209,,,,43904,4513.8307N,12422.9343W,190,0.1,348.24,17.7,14.4,69,13.58,329.9,1018.07,18.32152,29.2727,1.329,375.68,386.64,21.33937,,
7/30/19,4:50:42,NO bird strike ,66,66-2,,209,,,,45041,4513.8353N,12422.9685W,256,0.7,353.24,18,14.9,72,14.38,345.5,1018.14,18.36249,29.24852,1.311,376.39,387.17,22.25851,,
7/30/19,6:59:57,CTD at Depth,66,66-3,,210,,,,65957,4513.8091N,12444.4119W,162,2.1,337.39,18.2,15.1,72,12.22,315.13,1018.31,18.75212,30.85386,1.074,579.75,590.98,19.36322,,
7/30/19,7:17:52,NO bird strike ,66,66-3,,210,,,,71751,4513.7624N,12444.4360W,17,0.2,337.95,18.1,14.7,70,15.69,330.45,1018.05,18.75321,30.86386,1.066,582.4,597.73,20.60406,,
7/30/19,8:24:32,CTD at Depth,66,66-3.5,,211,,,no bird strike,82432,4513.7607N,12454.2125W,253,0.7,351.76,18,14.2,65,10.72,12.13,1018.21,18.685,31.4914,0.989,936.79,514.9,18.24493,,
7/30/19,9:50:36,CTD at Depth,66,66-4,,212,,,,95035,4513.8115N,12503.7594W,324,0.5,327.98,17.8,15.5,79,14.6,323.49,1018.05,18.83231,31.01826,0.994,1482.34,513.94,22.93254,,
7/30/19,10:09:52,NO bird strike ,66,66-4,,212,,,,100951,4513.7807N,12503.7981W,358,1.2,349.33,17.9,15.8,80,11.87,306.08,1018.27,18.7895,31.02938,0.993,1483.18,0,32.61415,,
7/30/19,11:41:29,CTD at Depth,65,65-6,,213,,,,114128,4503.6919N,12458.7790W,38,0.1,351.12,17.9,15.2,76,13.4,309.29,1018.22,18.81032,29.36855,1.056,1083.47,514.32,21.17086,,
7/30/19,12:00:46,NO bird strike ,65,65-6,,213,,,,120045,4503.6596N,12458.8442W,82,0.3,351.8,18.1,15.7,78,14.5,295.49,1018.21,18.80302,29.40788,1.063,1095.49,0,20.51214,,
7/30/19,12:54:10,CTD at Depth,65,65-5,,214,,,,125410,4503.7827N,12451.7133W,204,0.9,351.3,18,15.5,77,10.45,318.88,1018.21,18.73451,29.96799,1.031,665.68,681.7,21.6917,,
7/30/19,13:11:28,NO bird strike ,65,65-5,,214,,,,131127,4503.7910N,12451.8123W,330,0.7,351.2,18,15.6,78,12.91,319.92,1018.3,18.7276,29.96391,1.034,670.44,685.58,21.35469,,
7/31/19,4:39:33,CTD at Depth,67,67-1,,215,,,,43932,4523.7791N,12402.4377W,236,1.2,352.1,17.4,15.7,84,4.27,6.9,1017.63,13.7274,31.36274,1.845,55.03,62.03,16.14623,,
7/31/19,4:45:59,NO bird strike ,67,67-1,,215,,,,44559,4523.7532N,12402.5476W,247,0.9,353.62,17.3,15.8,86,3.43,17.04,1017.58,13.40801,31.82281,2.127,56.37,61.65,15.83985,,
7/31/19,5:44:25,CTD at Depth,67,67-2,,216,,,,54425,4523.8390N,12413.0590W,5,0.3,328.8,17.7,15.5,79,2.8,304.94,1017.53,17.4313,31.60462,1.267,151.24,159.02,11.70372,,
7/31/19,5:53:40,NO bird strike ,67,67-2,,216,,,,55340,4523.8336N,12413.1838W,239,1,328.43,17.8,15.5,79,2.68,313.83,1017.42,18.17301,30.97487,1.315,152.49,160.4,15.65602,,
7/31/19,7:04:32,CTD at Depth,67,67-3,,217,,,,70431,4523.7673N,12425.3568W,273,0.7,1.86,18,15.7,79,1.5,7.06,1017.28,19.2214,29.88843,1.385,304.03,313.74,11.73435,,
7/31/19,7:16:22,NO bird strike ,67,67-3,,217,,,,71621,4523.7757N,12425.4497W,272,1.5,358.15,17.9,15.6,79,1.43,89.31,1017.26,19.45061,29.74526,1.415,308,317.46,11.81095,,
7/31/19,8:51:32,CTD at Depth,67,67-4,,218,,,,85130,4523.7911N,12442.3762W,66,0.8,330.47,18.4,16.4,81,2.51,194.75,1016.89,18.9328,30.07487,1.207,496.88,508.75,11.58116,,
7/31/19,9:10:41,NO bird strike ,67,67-4,,218,,,,91040,4523.7571N,12442.3272W,101,0.3,349.51,18.3,16.3,82,2.97,59.76,1016.83,18.96294,28.95592,1.351,495.41,507.3,11.06032,,
7/31/19,10:04:36,CTD at Depth,67,67-5,,219,,,,100435,4523.8927N,12449.3648W,304,0.3,292.8,19.1,16.8,79,5.06,167.26,1016.83,19.18421,31.13953,1.061,822.59,513.6,10.81521,,
7/31/19,10:22:25,NO bird strike ,67,67-5,,219,,,,102224,4523.9348N,12449.3638W,279,1.3,272.95,19,16.9,81,6.06,142.89,1016.88,18.9485,31.61124,1.004,822.29,398.88,40.02855,,
7/31/19,11:21:48,CTD at Depth,67,67-6,,220,,,,112147,4523.9114N,12456.3785W,138,1.1,2   0  8 .56,18.1,17,90,9.76,111.75,1016.75,18.93501,31.81957,0.948,1181.84,0,2.19062,,
7/31/19,11:39:57,NO bird strike ,67,67-6,,220,,,,113957,4523.8272N,12456.3847W,196,0.8,238.73,18.1,17.2,92,9.2,135.64,1016.7,18.91424,31.81795,0.964,1181.64,0,2.43572,,
7/31/19,12:26:03,CTD at Depth,67,67-7,,221,,,,122603,4523.8965N,12501.6982W,330,0.2,309.71,17.8,17.3,95,1.72,36.2,1016.63,19.2024,31.86254,0.956,1471.47,513.89,2.40508,,
7/31/19,12:42:11,NO bird strike ,67,67-7,,221,,,,124210,4523.8849N,12501.7259W,161,0.6,308.72,17.9,17.4,95,2.66,28.99,1016.67,19.1677,31.86249,0.944,1480.29,656.16,10.98372,,
8/6/19,2:08:28,Start Event,,,,,,,,20828,4447.0452N,12416.2799W,329,11.4,334.35,16.6,15.8,92,8.3,329.26,1017.57,14.73363,32.03678,2.042,107.24,113.76,99.98711,,
8/6/19,8:26:18,CTD at Depth,69,69-6,,222,,,,82617,4543.8329N,12456.1697W,266,0.4,334.47,17.6,15.4,79,12.69,304.67,1018.09,18.16172,31.44162,0.952,1464.6,513.22,15.54878,,
8/6/19,8:45:28,NO bird strike ,69,69-6,,222,,,,84527,4543.8157N,12456.3065W,165,0.5,318.27,17.4,15.2,79,10.05,320.67,1017.95,18.19362,31.52245,0.939,1477.85,0,15.10453,,
8/6/19,9:22:18,CTD at Depth,69,69-5,,223,,,,92217,4543.8593N,12453.7615W,290,0.8,329.05,17.3,15,78,10.42,332.01,1017.63,18.34202,31.91521,0.874,1090.34,513.84,18.75046,,
8/6/19,9:40:00,NO bird strike ,69,69-5,,223,,,,94000,4543.8714N,12453.8229W,155,1.2,330.09,17.3,15,79,10.15,307.75,1017.55,18.351,31.9383,0.864,1091.46,0,26.94612,,
8/6/19,10:37:29,CTD at Depth,69,69-4,,224,,,,103729,4543.8935N,12446.4686W,342,0.3,325.06,17.3,15.3,81,9,343.72,1017.47,17.4225,31.35536,1.075,475.71,487.15,16.63643,,
8/6/19,10:54:20,NO bird strike ,69,69-4,,224,,,,105419,4543.8355N,12446.5306W,205,0.7,333.47,17.1,15,81,10.63,345.5,1017.4,17.42789,31.65458,0.973,488.69,498.62,18.44408,,
8/6/19,11:42:52,CTD at Depth,69,69-3,,225,,,,114252,4543.3515N,12444.6647W,28,0.8,335.07,17,14.8,79,7.27,311.82,1017.38,17.13871,31.07749,1.172,631.64,326.22,24.81678,,
8/6/19,11:56:47,NO bird strike ,69,69-3,,225,,,,115647,4543.3511N,12444.6649W,309,0.4,334.68,17.1,14.9,79,6.23,330.31,1017.46,16.943,31.97328,1.039,632.21,333,25.03125,,
8/6/19,14:02:50,CTD at Depth,69,69-2,,226,,,,140249,4543.9050N,12422.5007W,144,0.3,310.56,16.7,14.9,83,11.48,345.81,1017.44,16.72581,31.05293,1.034,148.94,157.07,32.76734,,
8/6/19,14:11:45,NO bird strike ,69,69-2,,226,,,,141144,4543.8758N,12422.5282W,229,0.7,322.36,16.7,14.9,83,12.17,352.58,1017.41,16.72571,31.04935,1.006,149.33,157.26,11.76499,,
8/6/19,16:08:04,CTD at Depth,69,69-1,,227,,,,160804,4543.8242N,12400.4016W,267,0.6,303.08,14.5,13.4,89,7.8,346.49,1017.73,12.38863,32.49975,1.557,48.25,54.53,16.03899,,
8/6/19,16:13:12,NO bird strike ,69,69-1,,227,,,,161311,4543.7916N,12400.4138W,103,0.6,9.12,14.7,13.7,90,7.09,351.87,1017.73,12.45569,32.4636,1.558,48.3,55.06,25.81251,,
8/7/19,3:47:10,CTD at Depth,71,71-6,,228,,,,34709,4603.7807N,12504.6613W,163,0.2,305.01,17.8,15.4,78,7.49,321.99,1016.15,18.81141,32.06631,0.774,1475.77,513.5,14.53773,,
8/7/19,4:02:33,NO bird strike ,71,71-6,,228,,,,40232,4603.7515N,12504.7605W,307,0.5,306.47,17.7,15.3,77,6.7,300.84,1016.2,18.81476,32.06939,0.771,1470.3,598.51,14.82879,,
8/7/19,5:00:42,CTD at Depth,71,71-5,,229,,,,50042,4603.8339N,12457.5027W,266,1,326.06,17.6,15.2,78,6.9,338.23,1016.46,18.7472,32.15955,0.78,1254.11,512.26,11.50457,,
8/7/19,5:17:59,NO bird strike ,71,71-5,,229,,,,51759,4603.8255N,12457.5988W,329,1.1,336.96,17.7,15.3,78,7.58,305.81,1016.51,18.75141,32.15968,0.775,1251.4,324.43,27.8193,,
8/7/19,6:08:21,CTD at Depth,71,71-4,,230,,,,60820,4603.8567N,12450.4012W,318,0.4,335.05,17.7,15.5,79,3.89,332.02,1016.49,18.65891,32.17947,0.76,473.61,484.46,9.28331,,
8/7/19,6:27:57,NO bird strike ,71,71-4,,230,,,,62757,4603.8476N,12450.3583W,85,4.8,89.02,17.7,15.4,79,4.4,312.18,1016.49,18.64451,32.17992,0.758,473.32,485.14,60.51005,,
8/7/19,7:15:56,CTD at Depth,71,71-3,,231,,,,71555,4603.8238N,12442.9023W,230,1,345.43,17.5,15.4,80,2.74,327.07,1016.36,17.93412,32.16301,0.798,253.64,263.17,11.79563,,
8/7/19,7:28:12,NO bird strike ,71,71-3,,231,,,,72812,4603.7925N,12442.8697W,219,0.4,347.61,17.5,15.4,80,3.55,269.28,1016.36,17.92983,32.16322,0.796,252.27,260.95,11.47393,,
8/7/19,8:17:18,CTD at Depth,71,71-2,,232,,,,81717,4603.7909N,12435.5248W,347,1.3,346.58,17.3,15.1,80,4.42,287.27,1016.34,17.01177,32.14115,0.852,157.34,165.02,16.71303,,
8/7/19,8:27:03,NO bird strike ,71,71-2,,232,,,,82702,4603.7806N,12435.5535W,95,0.2,346.97,17.3,15.1,80,2.6,269.78,1016.3,16.98472,32.13853,0.858,157.27,165.26,15.73261,,
8/7/19,11:06:15,CTD at Depth,71,71-1,,233,,,,110615,4603.8312N,12403.9252W,287,0.6,277.54,16.2,14.7,85,4.95,311.71,1015.94,15.33122,30.78541,1.808,53.11,59.74,2.45104,,
8/7/19,11:11:55,NO bird strike ,71,71-1,,233,,,,111154,4603.8037N,12403.9781W,230,1.3,277.78,16.3,14.7,85,2.22,319.89,1015.99,13.6525,31.38593,2.318,53.45,60.46,15.71729,,
8/8/19,4:25:27,CTD at Depth,71,73-1,,234,,,,42527,4623.8646N,12414.5396W,60,0.8,287.68,17,16.3,94,3.06,120.45,1016.19,15.68079,32.18883,1.557,53.35,59.84,14.79815,,
8/8/19,4:31:28,NO bird strike ,71,73-1,,234,,,,43127,4623.8657N,12414.5384W,303,0.3,281.89,16.9,16.2,93,4.39,134.27,1016.2,15.8614,32.22632,1.475,53.32,59.71,22.15127,,
8/8/19,5:54:03,CTD at Depth,71,73-2,,235,,,,55403,4623.6082N,12433.0904W,227,0.6,292.06,17.2,15.2,81,5.22,213.2,1016.22,16.8292,32.16538,1.004,149.01,156.84,12.92924,,
8/8/19,6:02:38,NO bird strike ,71,73-2,,235,,,,60237,4623.5629N,12433.1711W,307,0.4,298.02,17.2,15,80,2.02,208.32,1016.12,16.80912,32.16374,0.992,150.11,157.92,10.7233,,
8/8/19,6:45:12,CTD at Depth,71,73-4,,236,,,,64511,4623.7039N,12435.8547W,165,0.5,342.27,17.4,15.1,79,0.5,345,1016.09,17.02731,32.1382,0.987,473.02,486.05,15.19645,,
8/8/19,7:04:48,NO bird strike ,71,73-4,,236,,,,70448,4623.6889N,12435.9398W,74,0.4,344.09,17.6,15.3,78,4.04,224.01,1016.14,17.33501,32.1671,0.939,494.27,504.29,13.49604,,
8/8/19,8:02:02,CTD at Depth,73,73-5,,237,,,,80201,4623.8566N,12442.9070W,242,0.7,310.41,17.7,14.9,75,5.4,240.51,1016.09,18.39442,32.15966,0.854,1244.96,512.26,12.27052,,
8/8/19,8:19:04,NO bird strike ,73,73-5,,237,,,,81903,4623.8134N,12442.9374W,281,0.5,310.24,17.8,15.1,75,5.65,233.91,1016.11,18.40841,32.1602,0.844,1245.01,0,14.29263,,
8/8/19,9:19:22,CTD at Depth,73,73-6,,238,,,,91922,4623.9157N,12450.1869W,284,0.5,317.28,17.9,14.9,73,5.48,250.91,1015.9,18.8133,32.1382,0.786,501.33,513.41,10.53947,,
8/8/19,9:36:21,NO bird strike ,73,73-6,,238,,,,93620,4623.9236N,12450.1934W,19,0.8,317.97,18.1,15.2,74,6.4,226.4,1015.8,18.80782,32.13848,0.791,-0.03,636.72,10.35564,,
8/8/19,10:29:49,CTD at Depth,73,73-7,,239,,,,102948,4623.9699N,12457.3336W,53,0.3,298.55,18.1,15.3,74,5.03,189.27,1015.71,18.87172,32.15417,0.764,1117.43,513.41,2.4204,,
8/8/19,10:46:49,NO bird strike ,73,73-7,,239,,,,104649,4624.0064N,12457.3271W,223,1.3,286.16,18,15.2,74,3.23,279.36,1015.69,18.87291,32.15412,0.765,1116.61,0,11.76499,,
8/9/19,2:35:32,CTD at Depth,75,75-7,,240,,,,23532,4643.8385N,12514.9149W,59,0.4,345.44,19.7,16.2,70,2.9,250.66,1015.91,18.0269,32.19219,0.71,919.89,513.22,22.90191,,
8/9/19,2:51:16,NO bird strike ,75,75-7,,240,,,,25115,4643.8358N,12514.9211W,199,0.2,345.18,19.5,16,70,1.64,274.91,1015.95,18.0524,32.20073,0.705,919.49,0,24.37253,,
8/9/19,3:42:17,CTD at Depth,75,75-6,,241,,,,34217,4643.8658N,12507.6545W,29,0.4,323.17,18.7,16.1,77,0.4,209,1016.02,17.844,32.19311,0.68,870.6,512.16,25.50614,,
8/9/19,4:38:50,NO bird strike ,75,75-6,,241,,,,43849,4643.8823N,12500.3456W,33,0.7,280.08,17.8,15.9,83,3.13,176.91,1016.31,17.41721,32.15317,0.709,660.32,675.77,13.15902,,
8/9/19,4:53:06,CTD at Depth,75,75-5,,242,,,,45306,4643.8728N,12500.3773W,65,0.6,269.02,17.6,15.6,81,0.5,187,1016.17,8,32,0.713,660.29,675.49,8.93098,,
8/9/19,5:07:53,NO bird strike ,75,75-5,,242,,,,50753,4643.8440N,12500.3726W,206,1.4,194.71,17.6,15.6,81,1.43,94.96,1016.26,17.52431,32.17406,0.696,660.81,676.25,48.31613,,
8/9/19,5:57:31,CTD at Depth,75,75-4,,243,,,,55730,4643.7718N,12452.9798W,165,0.1,275.22,17.4,16,86,3.36,232.38,1016.12,17.13432,32.0951,0.759,528.11,540.82,14.21603,,
8/9/19,6:12:09,NO bird strike ,75,75-4,,243,,,,61209,4643.7323N,12453.0123W,287,1.2,275.63,17.4,16,86,3.28,219.25,1016.14,17.05851,32.08829,0.778,536.74,549.31,37.48559,,
8/9/19,6:56:44,CTD at Depth,75,75-3,,244,,,,65644,4643.8163N,12450.6662W,73,0.3,299.54,17.3,16,88,1.9,205.31,1016.18,16.83981,32.06326,0.764,330.82,340.37,18.01514,,
8/9/19,7:10:17,NO bird strike ,75,75-3,,244,,,,71017,4643.8019N,12450.6931W,195,0.7,300.59,17.1,15.9,88,0.2,262.41,1016.28,16.7935,32.06458,0.765,335.14,344.88,12.95987,,
8/9/19,8:00:05,CTD at Depth,75,75-2,,245,,,,80005,4643.7910N,12442.7763W,23,0.6,316.8,16.8,15.7,89,2.08,234.58,1016.02,16.27225,31.98088,0.836,155.39,162.84,11.6118,,
8/9/19,8:08:38,NO bird strike ,75,75-2,,245,,,,80837,4643.7958N,12442.7898W,140,0.3,323.72,16.6,15.5,89,2.59,231.36,1016,16.27961,31.98231,0.824,155.35,163.24,2.4204,,
8/9/19,10:18:37,CTD at Depth,75,75-1,,246,,,,101837,4643.8419N,12416.2743W,253,0.2,303.05,16.3,15,87,0.2,73,1015.45,15.94451,32.57377,0.877,50.73,57.56,22.7334,,
8/9/19,10:27:10,NO bird strike ,75,75-1,,246,,,,102709,4643.8442N,12416.2607W,19,0.3,302.97,16.3,15,87,0.3,199,1015.41,15.94242,32.57556,0.879,50.78,57.57,18.52067,,
8/10/19,5:47:17,CTD at Depth,77,77-1,,247,,,,54717,4703.7953N,12423.7879W,229,0.3,46.49,16.8,15.7,89,3.98,316.94,1015.35,16.74401,32.62235,0.807,53.05,59.23,8.83906,,
8/10/19,5:51:35,NO bird strike ,77,77-1,,247,,,,55135,4703.8068N,12423.8030W,16,1.4,357.06,16.8,15.7,89,5.18,300.76,1015.47,16.50463,32.65458,0.809,53.06,59.52,56.34328,,
8/10/19,7:43:58,CTD at Depth,77,77-2,,248,,,,74358,4703.8350N,12452.2358W,178,0.2,49.1,16.9,16.1,93,2.3,355.75,1015.35,14.18758,31.85051,1.332,153.87,161.47,13.55732,,
8/10/19,7:53:30,NO bird strike ,77,77-2,,248,,,,75329,4703.8354N,12452.2593W,324,0.5,51.72,16.7,16,93,2.18,1.17,1015.36,14.26459,31.85117,1.382,153.91,161.57,16.03899,,
8/10/19,8:36:50,CTD at Depth,77,77-4,,249,,,,83649,4703.8388N,12458.0039W,36,0.3,49.89,16.8,15.9,91,2.77,328.92,1015.16,16.87452,31.91381,0.9,621.65,632.26,10.89181,,
8/10/19,8:57:59,NO bird strike ,77,77-4,,249,,,,85758,4703.8676N,12458.0429W,335,0.8,50.31,16.9,15.9,91,2.77,329.75,1015,17.09022,31.94874,0.877,600.8,612.48,11.35138,,
8/10/19,9:50:17,CTD at Depth,77,77-5,,250,,,,95017,4703.8822N,12505.2552W,353,0.3,354,17,15.9,90,5.2,304.87,1014.75,17.09851,31.86738,0.793,1422.43,512.45,11.82627,,
8/10/19,10:08:30,NO bird strike ,77,77-5,,250,,,,100829,4703.9014N,12505.3222W,279,0.4,351.28,17.1,16,89,4.82,345.04,1014.97,17.10962,31.87493,0.789,1422.83,0,11.50457,,
8/10/19,10:58:59,CTD at Depth,77,77-6,,251,,,,105858,4703.8652N,12512.9460W,261,1.3,1.35,17.4,16,86,4.01,342.36,1014.9,17.34232,32.1542,0.739,484.9,513.98,2.4204,,
8/10/19,11:16:00,NO bird strike ,77,77-6,,251,,,,111559,4703.7889N,12513.1192W,238,0.8,22.87,17.3,15.8,86,5.57,322.93,1014.92,17.36817,32.15798,0.738,13.72,0,13.25094,,
8/11/19,2:35:45,CTD at Depth,79,79-8,,252,,,,23545,4723.8300N,12518.5764W,201,0.5,317.34,18.3,16.5,84,5.63,260.63,1016.18,18.33171,32.25316,0.749,1445.6,511.3,27.22186,,
8/11/19,2:51:33,NO bird strike ,79,79-8,,252,,,,25133,4723.8300N,12518.5765W,325,0.6,317.62,18.3,16.5,83,5.35,256.34,1016.33,18.32472,32.25429,0.742,1445.53,0,21.09426,,
8/11/19,3:42:37,CTD at Depth,79,79-7,,253,,,,34236,4723.8292N,12511.3191W,51,0.2,55.63,18.3,16.7,85,3.2,226.37,1016.43,17.31941,32.26724,0.708,699.6,714.97,37.56219,,
8/11/19,3:57:08,NO bird strike ,79,79-7,,253,,,,35707,4723.7793N,12511.2614W,194,1.6,149.77,18.1,16.6,86,3.73,274.11,1016.53,17.24553,32.2244,0.699,706.32,722.2,30.59204,,
8/11/19,5:05:17,CTD at Depth,79,79-6,,254,,,,50517,4723.8116N,12503.9177W,185,0.4,323.3,18,16.9,89,7.32,250.12,1016.72,17.43671,32.16156,0.716,1261.53,512.11,10.73862,,
8/11/19,5:21:11,NO bird strike ,79,79-6,,254,,,,52110,4723.8227N,12503.9124W,348,0.9,14,18,16.9,90,7.53,246.5,1016.58,17.53312,32.16193,0.721,1259.93,0,44.94595,,
8/11/19,6:11:34,CTD at Depth,79,79-5,,255,,,,61134,4723.8526N,12456.5003W,239,0.4,314.62,17.8,16.9,91,7.06,257.18,1016.79,17.38541,32.14305,0.773,1130.45,513.46,13.37349,,
