Date,Time,Button,Transect #,Station #,Methot #,CTD Cast #,uCTD #,Vertical Net #,NOTES,SciGPS-Time,SciGPS-Lat,SciGPS-Lon,SciGPS-COG,SciGPS-SOG,Gyro-MainFeed-Heading,AirTempC,Wetbulb,RelativeHumidity,TrueWind-JackStaff-SPEED,TrueWind-JackStaff-DIRECTION,Barometer-Vaisala-HCP,TSG21-SBE38-Temp-C,TSG21-Salinity,Fluorometer-Turner-10-AU-raw,EK-38kHz-DepthBelowSurface-M-VALUE,ES-50kHz-DepthBelowTransducer-M,Shaft-RPM-Message-VALUE,SideStationWinch-1-Length-M,SideStationWinch-2-Length-M
7/12/19,22:44:18,VertNet Out,41,VN017,,140,,TH2,,224418,4103.8165N,12420.2494W,269,0.4,336.81,15.7,15,94,11.14,350.77,1018.16,15.10752,33.37221,0.581,145.75,153.07,26.22613,,
7/12/19,22:44:21,NO bird strike ,41,VN017,,140,,TH2,,224420,4103.8165N,12420.2495W,232,0.3,337.05,15.7,15.1,94,11.45,352.66,1018.1,15.1127,33.3734,0.581,145.61,153.27,26.22613,,
7/12/19,23:47:32,CTD at Depth,41,VN018,,141,,TH1,,234732,4103.8376N,12414.6068W,209,0.2,338.68,15.5,15.1,96,13.86,354.41,1017.28,14.99852,33.36566,0.571,62.04,69.31,32.50692,,
7/12/19,23:55:17,VertNet In,41,VN018,,141,,TH1,,235516,4103.8498N,12414.6287W,96,0.3,344.92,15.6,15.2,96,15.3,346.45,1017.3,15.17536,33.38537,0.562,62.45,68.59,33.25755,,
7/13/19,0:02:43,VertNet Out,41,VN018,,141,,TH1,,242,4103.8340N,12414.6233W,186,0.1,346.18,15.7,15.3,96,15.09,347.26,1017.3,15.07432,33.40648,0.562,62.3,68.34,31.25076,,
7/13/19,0:02:45,NO bird strike ,41,VN018,,141,,TH1,,245,4103.8342N,12414.6232W,35,0.1,345.82,15.6,15.2,96,15.3,345.45,1017.34,15.07581,33.40682,0.562,62.48,68.77,31.25076,,
7/13/19,4:46:59,CTD at Depth,42,42-4,,142,,,,44658,4113.8782N,12457.3250W,168,0.3,340.33,15.8,15.2,94,14.8,342.38,1017.02,14.5574,32.5001,0.611,1702.71,513.17,16.13091,,
7/13/19,5:01:40,NO bird strike ,42,42-4,,142,,,,50139,4113.8151N,12457.3104W,110,0.6,341.19,15.7,15.2,95,19.97,341.62,1017.07,14.554,32.49849,0.608,1702.44,92.26,4.79485,,
7/13/19,5:51:44,CTD at Depth,42,42-3,,143,,,,55143,4113.7936N,12450.5943W,230,0.4,335.53,15.8,15.3,95,14.18,331.62,1016.71,15.53021,33.19741,0.648,1144.52,512.45,10.69266,,
7/13/19,6:06:03,NO bird strike ,42,42-3,,143,,,,60602,4113.7915N,12450.5668W,91,0.6,329.38,15.7,15.2,95,13.98,332.1,1016.82,15.54213,33.18575,0.648,1144.34,0,4.33528,,
7/13/19,7:57:02,CTD at Depth,42,42-2,,144,,,,75701,4113.9207N,12430.5609W,167,0.5,232.79,15.6,15.1,95,10.09,336.63,1016.47,14.91559,33.11864,0.658,848.7,633.79,2.4204,,
7/13/19,8:26:54,NO bird strike ,42,42-2,,144,,,,82654,4113.8484N,12428.1227W,90,10.8,91.97,15.6,15,94,12.62,325.37,1016.35,15.00071,33.13678,0.654,661.73,687.26,99.05265,,
7/13/19,9:45:35,CTD at Depth,42,42-1,,145,,,,94535,4113.8575N,12410.7114W,237,0.4,317.24,14.8,14.2,93,5.96,244.18,1015.81,13.56401,33.53554,0.595,49.17,55.43,2.38976,,
7/13/19,9:50:18,CTD at Depth,42,42-1,,145,,,USE THIS AT DEPTH,95018,4113.8548N,12410.6970W,103,0.4,318.64,14.8,14.2,93,4.5,243.86,1015.76,13.7801,33.54324,0.579,48.71,54.01,2.43572,,
7/13/19,9:58:53,NO bird strike ,42,42-1,,145,,,,95853,4113.8321N,12410.6425W,91,0.1,308.41,14.8,14.1,93,3.68,237.39,1015.68,13.7714,33.58778,0.582,47.74,53.99,2.43572,,
7/14/19,5:15:06,CTD at Depth,43,43-8,,146,,,,51505,4123.6259N,12459.2292W,214,1.2,328.24,16.1,15.7,95,17.67,328.67,1017.23,14.14429,32.52583,0.593,1514.57,0,24.74019,,
7/14/19,5:30:17,NO bird strike ,43,43-8,,146,,,,53016,4123.5702N,12459.3838W,31,0.3,336.17,16.1,15.6,95,19.39,321.2,1017,14.12277,32.51526,0.585,1534.7,0,37.20985,,
7/14/19,6:57:43,CTD at Depth,43,43-6,,147,,,,65742,4123.7788N,12444.5120W,257,1.8,327.72,16.2,15.4,93,19.12,337.47,1016.59,15.13299,33.1605,0.646,1099.09,0,21.84489,,
7/14/19,7:17:15,NO bird strike ,43,43-6,,147,,,,71715,4123.6661N,12444.9591W,313,3.7,336.94,16.1,15.4,93,16.88,346.17,1016.47,15.10032,33.16209,0.648,1092.02,297.89,44.39446,,
7/14/19,8:08:10,CTD at Depth,43,43-5,,148,,,,80810,4123.9224N,12437.5883W,191,0.7,350.34,15.5,14.9,94,9.28,358.68,1016.79,15.13691,33.10028,0.647,1052.8,0,16.40665,,
7/14/19,9:14:33,CTD at Depth,43,43-4,,149,,,,91432,4123.4986N,12430.7798W,187,1.1,201.28,14.9,14.3,94,14.26,322.08,1016.36,14.8914,33.21567,0.655,456.61,468.14,4.42719,,
7/14/19,10:29:12,CTD at Depth,43,43-2,,150,,,,102912,4123.7875N,12426.1382W,241,0.6,330.98,14.6,14.1,94,15.95,346.52,1016.17,14.7623,33.37685,0.642,143.42,151.14,18.49003,,
7/14/19,10:54:21,NO bird strike ,43,43-2,,150,,,,105420,4124.9022N,12428.3081W,309,8.8,309.03,13.8,13.4,95,13.43,3.27,1016.06,14.42183,33.38981,0.643,176.19,183.83,72.04526,,
7/14/19,22:44:10,CTD at Depth,45,45-1,,151,,,,224410,4143.8109N,12416.9334W,211,0.6,285.61,17,15.7,87,4.07,282.42,1020.16,12.83412,33.44358,1.328,52.02,56.35,24.09679,,
7/14/19,22:48:53,NO bird strike ,45,45-1,,151,,,,224852,4143.7821N,12416.9445W,221,0.2,285.82,17.2,15.8,87,4.31,284.04,1020.2,11.9449,33.58911,2.101,52.08,57.94,14.29263,,
7/18/19,23:12:13,Start Event,,,,,,,,231212,4430.3406N,12410.8644W,207,10.1,201.31,17.4,15.1,78,15.52,352.47,1019.38,15.8129,32.62066,0.775,52.94,59.36,88.49786,,
7/18/19,23:13:19,Notes,,,,,,,,231318,4430.1647N,12410.9694W,205,11.3,203,17.5,15.2,79,19.68,341.35,1019.38,15.87272,32.61829,0.76,53.05,58.73,90.04508,,
7/21/19,5:14:33,CTD at Depth,47,47-9,,152,,,,51433,4204.0631N,12509.8579W,221,0.1,324.71,14.3,13.8,95,16.52,326.21,1016.31,11.91573,33.04364,1.071,-0.02,682.08,21.66107,,
7/21/19,5:31:02,NO bird strike ,47,47-9,,152,,,,53102,4204.2736N,12510.0190W,346,2.4,330.27,14.3,13.9,95,17.58,329.87,1016.36,11.90303,33.04027,1.058,-0.02,0,28.70781,,
7/21/19,6:45:51,CTD at Depth,47,47-7,,153,,,,64551,4203.9191N,12459.9703W,330,2.5,333.06,14.8,14.4,95,19.27,335.84,1015.68,13.74672,33.2756,0.896,1230.49,0,29.30525,,
7/21/19,7:35:35,NO bird strike ,47,47-7,,153,,,,73534,4204.1048N,12500.5256W,308,0.5,338.49,14.8,14.3,95,16.18,340.5,1015.84,13.74601,33.27563,0.88,1158.63,0,25.85847,,
7/21/19,7:46:45,CTD at Depth,47,47-7,,153,,,,74645,4204.1691N,12500.6741W,302,1.9,336.53,14.8,14.3,95,17.16,343.68,1015.69,13.7352,33.27503,0.881,1150.1,0,24.81678,,
7/21/19,8:02:44,NO bird strike ,47,47-7,,153,,,,80243,4204.2704N,12500.6522W,91,7.6,88.94,14.8,14.3,95,20.3,334.3,1015.68,13.73731,33.27411,0.893,1147.87,680.64,75.61458,,
7/21/19,9:16:44,CTD at Depth,47,47-5,,154,,,,91644,4203.8751N,12446.2481W,285,1.4,325.37,13.2,12.9,96,17.27,334.95,1015.01,9.994,33.71934,0.858,637.42,652.39,23.56062,,
7/21/19,9:34:16,NO bird strike ,47,47-5,,154,,,,93416,4204.0362N,12446.4823W,9,3.5,12.31,13.1,12.8,97,16.17,326.42,1015.08,10.0019,33.71976,0.858,643.2,657.4,56.38924,,
7/21/19,10:34:15,CTD at Depth,47,47-3,,155,,,,103415,4203.8914N,12435.8714W,304,0.6,348,11.8,11.4,95,10.9,355.91,1014.89,9.3133,33.8579,0.867,268.75,277.54,24.00487,,
7/21/19,10:44:25,NO bird strike ,47,47-3,,155,,,,104425,4203.9337N,12435.8991W,210,0.5,343.13,12,11.6,95,10.09,0.35,1014.99,9.31752,33.85725,0.864,271.52,280.51,18.15302,,
7/21/19,11:33:18,CTD at Depth,47,47-2,,156,,,,113318,4203.8798N,12430.6209W,26,1.2,56.97,10.5,10.1,96,3.56,133.51,1015.37,9.02333,33.86745,0.825,118.76,126.08,28.12568,,
7/21/19,12:02:24,NO bird strike ,47,47-2,,156,,,,120224,4203.8173N,12426.5199W,90,11.4,89.96,10.5,10.3,97,0.56,63,1015.44,8.92429,33.90782,0.72,96.76,103.87,98.6084,,
7/21/19,12:32:53,CTD at Depth,47,47-1,,157,,,,123252,4203.8898N,12422.3592W,258,0.4,212.21,11.9,11.7,98,1.55,103.3,1015.56,9.2641,33.93653,0.736,52.91,58.84,2.46636,,
7/21/19,12:47:02,NO bird strike ,47,47-1,,157,,,,124702,4203.8691N,12422.2771W,115,1,210.51,12.1,11.9,98,0.88,178.21,1015.57,9.70151,33.92434,0.807,-0.02,0,2.48168,,
7/22/19,5:15:01,CTD at Depth,49,49-2,,158,,,,51500,4223.7535N,12442.7313W,276,0.9,322.73,14.2,13.7,95,19.16,298.31,1016.53,9.23061,33.63405,0.828,178.17,186.29,20.57342,,
7/22/19,5:24:14,NO bird strike ,49,49-2,,158,,,,52413,4223.6748N,12442.9407W,261,0.8,321.96,14.2,13.8,95,20.08,301.35,1016.59,9.21412,33.63507,0.829,188.75,196.77,20.32831,,
7/22/19,6:01:30,CTD at Depth,49,49-4,,159,,,,60130,4223.6509N,12446.4169W,240,1.3,334.44,14.7,14.2,95,18.53,310.62,1016.67,10.14718,33.2706,1.276,512.29,525.17,19.16407,,
7/22/19,6:17:58,NO bird strike ,49,49-4,,159,,,,61758,4223.5558N,12446.8685W,259,1.3,334.17,14.6,14.2,96,15.16,316.57,1016.77,10.30609,33.23795,1.349,545.55,556.46,18.73514,,
7/22/19,7:09:08,CTD at Depth,49,49-5,,160,,,,70907,4223.7721N,12453.6008W,252,1.7,329.03,15.1,14.6,95,14.26,319.1,1017.11,11.92639,32.83475,1.296,1402.19,473.62,17.38707,,
7/22/19,7:24:46,NO bird strike ,49,49-5,,160,,,,72445,4223.7213N,12454.0875W,270,1.5,333.27,15.1,14.6,95,13.18,313.87,1017.15,11.89911,32.83812,1.302,1449.93,0,17.99982,,
7/22/19,8:41:52,CTD at Depth,49,49-7,,161,,,,84152,4224.0330N,12507.0181W,289,1.9,341.93,15.9,15.3,95,11.67,306.13,1017.53,13.25852,32.62367,0.953,13.16,0,15.74793,,
7/22/19,8:57:30,NO bird strike ,49,49-7,,161,,,,85729,4224.1362N,12507.4926W,298,1.7,340.25,15.9,15.4,95,10.75,313.11,1017.5,12.92488,32.71583,0.91,17.28,0,15.83985,,
7/22/19,20:02:25,Notes,49,49-9,,162,,,162 Aborted last night due to sensor errors,200225,4244.3371N,12512.0727W,107,11.3,104.1,17.9,16.2,84,14.64,347.1,1019.66,16.3451,32.6043,0.624,1014.88,691.07,96.2646,,
7/23/19,7:03:09,CTD at Depth,51,51-9,,163,,,,70308,4244.0706N,12520.5366W,179,1.2,171.82,17.6,16.5,90,4.93,291.95,1019.2,16.61197,32.61816,0.653,1026.18,494.21,8.90034,,
7/23/19,7:19:22,NO bird strike ,51,51-9,,163,,,,71922,4244.0768N,12520.4790W,79,2.1,94.89,17.6,16.5,90,15.93,330.69,1019.4,16.56744,32.61793,0.654,1013.55,557.9,40.44216,,
7/23/19,9:41:54,CTD at Depth,51,51-7,,164,,,,94154,4243.7580N,12453.0099W,351,0.5,354.04,16.7,15.7,90,17.92,335.63,1018.55,16.69893,32.44352,0.66,551.19,563.74,18.44408,,
7/23/19,9:42:13,CTD at Depth,51,51-5,,164,,,,94213,4243.7583N,12453.0121W,346,0.4,353.84,16.7,15.7,90,17.59,339.43,1018.54,16.69901,32.44132,0.66,550.86,563.56,18.3062,,
7/23/19,9:57:58,NO bird strike ,51,51-5,,164,,,,95758,4243.7169N,12453.1901W,280,0.5,353.97,16.4,15.7,93,14.82,349.65,1018.48,16.68821,32.44327,0.661,570.1,582.95,19.57768,,
7/23/19,10:52:59,CTD at Depth,51,51-4,,165,,,,105259,4243.6588N,12446.1353W,40,0.1,350.26,15.8,15.2,94,19.56,333,1018.19,15.30381,32.714,0.828,517.84,529.93,15.68666,,
7/23/19,11:11:08,NO bird strike ,51,51-4,,165,,,,111108,4243.6470N,12446.1777W,135,0.6,355.81,15.5,15,95,17.98,328.19,1018.1,15.2865,32.7144,0.842,517.97,530.57,17.01941,,
7/23/19,11:44:14,CTD at Depth,51,51-3,,166,,,,114414,4243.8475N,12443.9426W,17,0.2,354.59,14.5,14.2,97,15.15,335.55,1018.35,13.1084,32.82062,0.929,289.83,299.25,23.39211,,
7/23/19,11:56:22,NO bird strike ,51,51-3,,166,,,,115622,4243.8184N,12443.9713W,195,0.8,350.38,14.7,14.5,97,15.08,332.71,1018.47,13.75822,32.73979,0.954,293.58,303.08,15.28836,,
7/23/19,12:33:16,CTD at Depth,51,51-2,,167,,,,123316,4243.8162N,12440.5208W,210,0.3,348.31,14,13.8,98,16.82,324.35,1018.54,11.17606,33.06437,0.796,140.06,147.63,11.24415,,
7/23/19,12:41:34,NO bird strike ,51,51-2,,167,,,,124133,4243.8002N,12440.5481W,331,0.5,346.36,14.2,14,98,17.3,326.8,1018.61,11.14011,33.03478,0.758,140.87,148.3,20.83384,,
7/24/19,2:36:08,CTD at Depth,53,53-1,,168,,,,23607,4303.8386N,12428.8519W,103,0.5,358.29,15,14.2,92,11.35,328.4,1022.45,10.16182,33.68729,1.136,49.6,56.02,24.34189,,
7/24/19,2:41:42,NO bird strike ,53,53-1,,168,,,,24142,4303.8384N,12428.8522W,260,0.4,357.62,15,14.2,92,10.9,335.82,1022.51,9.86952,33.73085,1.224,49.56,55.54,23.92828,,
7/24/19,3:53:04,CTD at Depth,53,53-2,,169,,,,35304,4303.9037N,12439.9609W,22,0.4,321.35,15.1,14.3,92,11.64,331.49,1022.83,12.3256,33.18365,0.756,150.86,158.3,14.26199,,
7/24/19,4:00:59,NO bird strike ,53,53-2,,169,,,,40059,4303.8973N,12440.0129W,290,0.6,313.73,15,14.2,92,11.38,331.86,1022.86,12.51541,33.19412,0.746,151.26,158.7,12.97519,,
7/24/19,5:09:56,CTD at Depth,53,53-3,,170,,,,50956,4303.8880N,12452.4988W,253,0.5,13.53,16.5,15.5,90,10.41,345.45,1023.59,15.20949,32.74184,1.006,291.25,300.21,11.12159,,
7/24/19,5:20:54,NO bird strike ,53,53-3,,170,,,,52054,4303.8799N,12452.5397W,172,0.7,13.84,16.5,15.5,90,10.44,336.58,1023.63,15.13441,32.74189,0.988,294.18,303.9,13.43476,,
7/24/19,5:54:13,CTD at Depth,53,53-4,,171,,,,55413,4303.8400N,12454.4328W,77,0.4,13.76,16.6,15.5,89,10.24,337.17,1023.8,15.21352,32.7579,0.965,499.72,511.78,11.48925,,
7/24/19,6:09:03,NO bird strike ,53,53-4,,171,,,,60902,4303.8552N,12454.5042W,330,0.6,13.04,16.6,15.6,90,9.51,340.03,1023.79,15.18161,32.75869,0.955,506.81,519.22,11.88754,,
7/24/19,7:05:57,CTD at Depth,53,53-5,,172,,,,70557,4303.8179N,12501.1573W,323,0.5,10,16.6,15.3,87,11.54,344.75,1023.9,14.94339,32.68058,0.878,1152.66,0,13.74114,,
7/24/19,7:22:31,NO bird strike ,53,53-5,,172,,,,72230,4303.8427N,12501.2738W,173,0.3,6.8,16.7,15.4,88,11.69,340.27,1023.92,14.8999,32.67259,0.867,1174.75,0,13.40412,,
7/24/19,8:19:56,CTD at Depth,53,53-6,,173,,,,81956,4303.8271N,12507.8722W,1,0.4,354.77,16.7,15.6,90,10.61,347.3,1024.12,15.69337,32.14279,1.06,499.31,506.4,19.28662,,
7/24/19,8:40:05,NO bird strike ,53,53-6,,173,,,,84004,4303.8675N,12507.8926W,213,0.5,297.23,16.6,15.6,90,10.5,340.56,1024.12,15.7187,32.15305,1.099,35.83,0,11.85691,,
7/24/19,9:37:11,CTD at Depth,53,53-7,,174,,,,93711,4303.9128N,12514.9379W,11,0.5,23.27,16.9,15.8,89,10.6,355.82,1024.13,16.44096,32.46578,0.993,499.37,511.34,18.42876,,
7/24/19,9:54:28,NO bird strike ,53,53-7,,174,,,,95427,4303.9680N,12515.0671W,281,1.1,341.9,16.9,15.9,90,11.44,348.11,1024.2,16.3513,32.42158,1.031,-0.02,0,17.95387,,
7/24/19,10:55:02,CTD at Depth,53,53-8,,175,,,,105501,4303.8815N,12516.8769W,158,0.6,35.26,16.9,15.8,89,10.66,1.73,1024.26,16.76731,32.62062,0.714,499.15,511.25,14.20071,,
7/24/19,11:11:17,NO bird strike ,53,53-8,,175,,,,111116,4303.8890N,12516.8641W,78,0.4,23.93,16.8,15.7,89,11,346.85,1024.3,16.75453,32.60275,0.704,1014.35,596.02,15.0739,,
7/25/19,2:32:50,CTD at Depth,55,55-8,,176,,,,23249,4323.7362N,12511.3439W,344,0.1,359.86,18.3,16.8,86,24.52,312.78,1020.88,17.89649,31.68831,0.675,1570.26,514.85,31.90948,,
7/25/19,2:51:39,NO bird strike ,55,55-8,,176,,,,25139,4323.7348N,12511.3436W,14,0.7,1.12,18.3,16.6,85,26.47,321.36,1020.85,17.87091,31.70725,0.673,1570.81,0,40.65663,,
7/25/19,3:41:20,CTD at Depth,55,55-7,,177,,,,34119,4323.6454N,12505.5135W,330,0.7,351.28,18,16.6,87,22.82,315.64,1020.51,17.6288,32.00335,0.696,964.52,0,30.54609,,
7/25/19,3:57:11,NO bird strike ,55,55-7,,177,,,,35710,4323.6195N,12505.8184W,221,1.8,353.18,18,16.5,86,26.7,322.51,1020.55,17.59632,31.95329,0.691,1033.35,710.69,31.97075,,
7/25/19,4:53:25,CTD at Depth,55,55-6,,178,,,,45325,4323.6326N,12458.3918W,321,1.3,353.7,17.7,16.6,90,24.39,317.22,1020.67,16.9875,32.06112,0.778,892.33,625.15,36.24475,,
7/25/19,5:07:58,NO bird strike ,55,55-6,,178,,,,50757,4323.6955N,12458.6381W,294,1.4,352.08,17.6,16.5,90,21.52,318.54,1020.73,17.06565,32.07409,0.761,909.34,679.15,30.02524,,
7/25/19,6:08:38,CTD at Depth,55,55-5,,179,,,,60837,4323.8174N,12451.7308W,201,1.5,352.62,17.3,16.3,90,18.43,325.23,1020.69,16.6815,32.09588,0.773,613.57,628.46,24.90869,,
7/25/19,6:27:41,NO bird strike ,55,55-5,,179,,,,62740,4323.7779N,12452.1149W,206,2.2,354.07,17.3,16.3,90,20.99,325.45,1020.42,16.6934,32.09673,0.773,617.39,633.39,27.39037,,
7/25/19,7:31:44,CTD at Depth,55,55-4,,180,,,,73143,4323.8137N,12444.8866W,236,0.9,356.32,17.1,16,90,19.18,325.81,1020.17,15.64183,32.07925,1.085,519.18,530.98,24.89338,,
7/25/19,7:49:39,NO bird strike ,55,55-4,,180,,,,74938,4323.7628N,12445.2148W,4,0.2,8.71,17.2,16.1,90,20.14,328.7,1019.99,15.69402,32.07597,1.069,526.37,538.8,27.52824,,
7/25/19,8:39:09,CTD at Depth,55,55-3,,181,,,,83908,4323.7775N,12440.4128W,225,0.2,357.52,17.1,16,90,21.23,323.04,1019.47,15.82755,32.40851,0.981,257.37,266.71,28.06441,,
7/25/19,8:49:07,NO bird strike ,55,55-3,,181,,,,84906,4323.7794N,12440.5873W,305,0.5,357.91,17.1,16.1,90,19.2,341.38,1019.56,15.83441,32.40614,0.99,269.88,279.41,28.09505,,
7/25/19,9:33:13,CTD at Depth,55,55-2,,182,,,,93313,4323.7671N,12435.5489W,209,0.6,355.66,16.7,15.8,91,19.47,0.51,1019.45,15.436,32.63958,0.978,146.3,154.98,28.58525,,
7/25/19,9:41:04,NO bird strike ,55,55-2,,182,,,,94103,4323.7533N,12435.7284W,286,1.4,354.56,16.6,15.8,91,22.1,356.49,1019.3,15.5417,32.63335,0.982,148.73,156.48,24.02019,,
7/25/19,10:57:24,CTD at Depth,55,55-1,,183,,,,105724,4323.8189N,12423.1792W,349,1.2,1.99,13.4,12.9,95,14.42,0.36,1019.05,10.70499,33.40143,1.352,51.82,58.16,22.24319,,
7/26/19,6:18:28,CTD at Depth,58,58-1,,184,,,,61828,4353.7751N,12412.9763W,184,0.9,345.98,13.1,12.6,94,18.65,304.97,1016.23,9.58692,33.62035,1.443,59.69,66.88,20.54278,,
7/26/19,6:24:48,NO bird strike ,58,58-1,,184,,,,62447,4353.7717N,12413.0314W,319,1,345.5,13.1,12.6,94,17.92,306.08,1016.32,9.54191,33.62254,1.422,60.51,66.73,22.3351,,
7/26/19,8:25:01,CTD at Depth,58,58-2,,185,,,,82500,4353.8234N,12433.5951W,168,0.2,344.89,16.4,16,96,13.87,316.58,1017.62,14.6474,32.53466,2.926,172.2,180.58,21.66107,,
7/26/19,8:42:43,NO bird strike ,58,58-2,,185,,,,84242,4353.8846N,12434.6680W,264,10.7,271.17,16.5,16.1,96,12.13,298.55,1017.25,14.57545,32.50822,2.982,191.68,200.59,94.31908,,
7/26/19,10:50:32,CTD at Depth,58,58-5,,186,,,,105032,4353.7952N,12500.1227W,288,1.3,347.14,17.2,16.6,95,15.78,309.25,1018.2,14.52441,32.29152,1.974,902.95,515.23,23.65254,,
7/26/19,11:10:28,NO bird strike ,58,58-5,,186,,,,111027,4353.7822N,12500.3010W,79,1,350.3,17.4,16.8,94,17.7,303.06,1018.05,14.52843,32.2974,2.093,890.66,0,25.00061,,
7/27/19,5:17:13,CTD at Depth,60,60-4,,187,,,,51712,4413.8239N,12509.4994W,341,0.7,308.34,18.5,17.9,95,2.27,236.04,1022.49,18.09671,32.15222,0.913,1529.5,511.44,11.9335,,
7/27/19,5:33:22,NO bird strike ,60,60-4,,187,,,,53322,4413.8275N,12509.5882W,214,0.7,307.07,18.3,17.8,95,2.6,248.83,1022.64,18.167,32.13374,0.913,1581.17,0,11.94882,,
7/27/19,7:15:17,CTD at Depth,60,60-3,,188,,,,71516,4413.7368N,12453.1707W,235,0.5,330.9,17.7,17.3,97,4.48,200.09,1022.92,16.85352,31.88232,0.933,2949.47,134.26,2.43572,,
7/27/19,7:23:53,NO bird strike ,60,60-3,,188,,,,72353,4413.6240N,12453.2057W,177,1.2,313.68,17.6,17.3,97,4.37,198.58,1022.98,16.6438,31.87881,0.924,-0.02,133.26,2.4204,,
7/27/19,9:08:57,CTD at Depth,60,60-2,,189,,,,90856,4413.8329N,12432.3579W,202,0.7,316.7,16.9,16.7,98,1.83,182.16,1023.24,,    3  2 ,3.424,-0.02,102.89,2.20594,,
7/27/19,9:20:28,NO bird strike ,60,60-2,,189,,,,92027,4413.8611N,12431.9749W,89,9.6,86.14,16.6,16.4,97,4.92,311.09,1023.32,12.77712,32.7269,3.302,-0.02,100.05,90.44338,,
7/27/19,10:44:05,CTD at Depth,60,60-1,,190,,,,104404,4413.9277N,12414.8557W,17,0.6,21.79,15.7,15.2,95,5.94,71.97,1023.3,13.33491,33.24252,2.93,2596.62,76.15,2.20594,,
7/27/19,11:00:21,NO bird strike ,60,60-1,,190,,,,110020,4414.0401N,12416.4821W,268,10.9,267.44,15.2,14.7,95,12.53,127.69,1023.21,11.46571,33.13516,6.238,-0.02,80.42,90.04508,,
7/28/19,5:00:03,CTD at Depth,61,61-2,,191,,,,50003,4423.7336N,12444.6531W,304,0.7,353.48,17.9,16.2,84,17.74,315.71,1023.7,14.24131,32.18022,2.137,148.59,155.99,20.52746,,
7/28/19,5:10:08,NO bird strike ,61,61-2,,191,,,,51008,4423.7426N,12444.7520W,345,0.9,353.19,17.8,16.2,85,14.17,321.18,1023.78,14.29301,32.17758,2.132,150.08,157.87,20.28236,,
7/28/19,6:00:44,CTD at Depth,61,61-3,,192,,,,60043,4423.8062N,12448.9320W,290,2,357.8,18.1,16.5,85,15.41,329.46,1023.76,16.3935,31.7183,0.961,342.04,351.51,17.40238,,
7/28/19,6:03:33,NO bird strike ,61,61-3,,192,,,,60332,4423.7924N,12448.9775W,259,1.3,353.26,18,16.4,85,17.54,330.38,1023.58,16.42171,31.72022,0.959,347.04,357.55,16.88154,,
7/28/19,6:58:35,CTD at Depth,61,61-4,,193,,,,65835,4423.7130N,12452.6889W,325,1,354.7,18.3,16.4,83,16.51,326.26,1023.71,16.61859,31.59432,0.946,502.99,515.46,23.25424,,
7/28/19,7:17:41,NO bird strike ,61,61-4,,193,,,,71740,4423.6184N,12453.1065W,218,1.2,352.25,18.1,16.4,84,19.84,326.11,1023.42,16.58249,31.60335,0.943,502.41,515.13,20.49682,,
7/28/19,8:03:07,CTD at Depth,61,61-5,,194,,,,80307,4423.7600N,12459.4898W,51,0.8,358.07,18.1,16,81,20.03,333.78,1023.81,16.72776,31.61105,0.908,645.96,661.46,24.93933,,
7/28/19,8:21:44,NO bird strike ,61,61-5,,194,,,,82143,4423.7365N,12459.8768W,263,0.8,351.74,18,16,81,18.56,334.41,1023.91,16.7504,31.60848,0.909,670.18,684.91,22.07468,,
7/28/19,9:09:12,CTD at Depth,61,61-6,,195,,,,90912,4423.7789N,12506.4782W,166,1.2,355.24,18.1,16,80,22.15,329.09,1023.74,17.78291,31.94178,0.859,1143.32,0,22.48829,,
7/28/19,9:25:43,NO bird strike ,61,61-6,,195,,,,92543,4423.7754N,12506.8426W,333,1.4,1.42,18.2,16,80,19.24,322.07,1023.69,17.7812,31.96368,0.854,1176.65,0,41.07024,,
7/28/19,10:20:57,CTD at Depth,61,61-7,,196,,,,102056,4423.8448N,12514.1991W,250,1.8,351.43,18,15.7,79,19.89,332.68,1023.86,17.96662,31.71738,0.836,1594.76,0,23.68317,,
7/28/19,10:38:40,NO bird strike ,61,61-7,,196,,,,103839,4423.8216N,12514.6026W,185,0.4,352.5,18.1,15.9,80,19.29,322.51,1023.69,17.96909,31.72019,0.837,1643.96,669.74,23.5453,,
7/28/19,17:16:18,CTD at Depth,63,NH1,,197,,,,171617,4443.8447N,12409.7156W,220,0.1,356.56,14.2,13,88,16.1,322.54,1022.9,10.72461,32.93351,2.685,62.77,69.45,32.44564,,
7/28/19,17:25:46,VertNet In,63,NH1,,197,,19,,172546,4443.8112N,12409.7238W,185,0.9,351.88,14.1,12.9,87,14.68,324.95,1023.02,10.71662,32.96217,2.795,63.01,69.44,16.59048,,
7/28/19,17:30:08,VertNet Out,63,NH1,,197,,19,,173007,4443.7656N,12409.7437W,222,1.1,10.07,14.2,12.9,87,17.2,329.59,1022.92,10.75563,32.9778,3.207,63.47,69.87,19.73087,,
7/28/19,17:38:00,NO bird strike ,63,NH1,,197,,19,,173759,4443.8266N,12409.3401W,254,2.4,264.52,14.5,13,85,17.07,300.51,1022.76,10.53971,33.06362,3.082,61.91,68.42,35.04987,,
7/28/19,19:10:55,CTD at Depth,63,NH2,,198,,,,191054,4443.8049N,12429.6864W,303,0.5,6.32,16.7,15.7,91,15.08,335.37,1022.91,14.06314,32.04942,1.775,147.53,155.52,22.94786,,
