"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.938,3.97,14.1389,32.1705,14.1473,32.1772,3.9011,3.9026,1500.66,1500.65,1501.2,8.0654,7.9989,5.7478,"",2.3443,44.3955,-124.743333,"2019-07-27","21:55:43.000000"
2,3.938,3.97,14.1418,32.1681,14.1472,32.1768,3.9011,3.9025,1500.67,1500.65,1501.21,8.065,8.0065,5.7478,"",2.3443,44.3955,-124.743333,"2019-07-27","21:55:43.041667"
3,3.91,3.942,14.143,32.1673,14.1456,32.1776,3.9011,3.9025,1500.67,1500.66,1501.21,8.0648,8.0014,5.7478,"",2.2955,44.3955,-124.743333,"2019-07-27","21:55:43.083334"
4,3.869,3.901,14.1386,32.1706,14.1448,32.1783,3.9011,3.9025,1500.66,1500.64,1501.2,8.0746,8.0099,5.7478,"",2.2955,44.3955,-124.743333,"2019-07-27","21:55:43.125001"
5,3.869,3.901,14.1334,32.175,14.145,32.1779,3.9011,3.9025,1500.65,1500.63,1501.19,8.0601,8.0056,5.7478,"",2.2955,44.3955,-124.743333,"2019-07-27","21:55:43.166668"
6,3.809,3.84,14.1318,32.1769,14.1447,32.1779,3.9012,3.9024,1500.64,1500.63,1501.18,8.0661,8.0057,5.7478,"",2.2955,44.3955,-124.743333,"2019-07-27","21:55:43.208335"
7,3.869,3.901,14.1313,32.1772,14.1433,32.1787,3.9011,3.9024,1500.64,1500.63,1501.18,8.0755,8.0059,5.7478,"",2.442,44.3955,-124.743333,"2019-07-27","21:55:43.250002"
8,3.773,3.803,14.1332,32.1744,14.1416,32.1794,3.901,3.9023,1500.64,1500.63,1501.19,8.0693,8.0056,5.7478,"",2.7595,44.3955,-124.743333,"2019-07-27","21:55:43.291669"
9,3.8,3.831,14.1354,32.1715,14.1401,32.18,3.9009,3.9022,1500.65,1500.63,1501.19,8.0691,8.0134,5.7478,"",2.8571,44.3955,-124.743333,"2019-07-27","21:55:43.333336"
10,3.768,3.799,14.1364,32.1699,14.1394,32.1801,3.9008,3.9022,1500.65,1500.63,1501.19,8.0597,8.0083,5.7478,"",2.8327,44.3955,-124.743333,"2019-07-27","21:55:43.375003"
11,3.719,3.749,14.1354,32.1704,14.1406,32.1786,3.9008,3.9021,1500.65,1500.63,1501.19,8.0658,8.0084,5.7478,"",2.8327,44.3955,-124.743333,"2019-07-27","21:55:43.416670"
12,3.768,3.799,14.1332,32.1726,14.1408,32.1776,3.9008,3.902,1500.64,1500.63,1501.18,8.0661,8.0087,5.7478,"",3.0525,44.3955,-124.743333,"2019-07-27","21:55:43.458337"
13,3.671,3.701,14.1313,32.1744,14.1414,32.1769,3.9008,3.902,1500.64,1500.62,1501.18,8.0755,8.0089,5.76,"",3.3455,44.3955,-124.743333,"2019-07-27","21:55:43.500004"
14,3.699,3.729,14.1294,32.176,14.1406,32.1776,3.9008,3.902,1500.63,1500.62,1501.17,8.0698,8.0091,5.7478,"",3.4188,44.3955,-124.743333,"2019-07-27","21:55:43.541671"
15,3.602,3.632,14.1286,32.1762,14.1389,32.1791,3.9008,3.902,1500.63,1500.61,1501.17,8.0698,8.0092,5.7478,"",3.3944,44.3955,-124.743333,"2019-07-27","21:55:43.583338"
16,3.667,3.697,14.1283,32.1764,14.1391,32.1786,3.9008,3.902,1500.63,1500.61,1501.17,8.07,8.0093,5.7478,"",3.3944,44.3955,-124.743333,"2019-07-27","21:55:43.625005"
17,3.598,3.627,14.1279,32.1757,14.1401,32.1774,3.9007,3.9019,1500.63,1500.61,1501.17,8.07,8.0093,5.76,"",3.3944,44.3955,-124.743333,"2019-07-27","21:55:43.666672"
18,3.57,3.599,14.1291,32.1734,14.1399,32.1776,3.9005,3.902,1500.63,1500.61,1501.17,8.0699,8.0092,5.7478,"",3.3944,44.3955,-124.743333,"2019-07-27","21:55:43.708339"
19,3.566,3.595,14.1301,32.1718,14.1393,32.1782,3.9004,3.902,1500.63,1500.61,1501.17,8.0698,8.0091,5.7478,"",3.3944,44.3955,-124.743333,"2019-07-27","21:55:43.750006"
20,3.538,3.567,14.1322,32.1697,14.1385,32.1793,3.9004,3.902,1500.63,1500.62,1501.17,8.0695,8.0088,5.7478,"",3.3944,44.3955,-124.743333,"2019-07-27","21:55:43.791673"
21,3.497,3.525,14.1328,32.1691,14.1384,32.1789,3.9004,3.902,1500.63,1500.62,1501.17,8.0786,8.0087,5.7845,"",3.3211,44.3955,-124.743333,"2019-07-27","21:55:43.833340"
22,3.507,3.536,14.1338,32.1687,14.1389,32.1787,3.9004,3.902,1500.64,1500.62,1501.18,8.0633,8.0086,5.8943,"",2.9304,44.3955,-124.743333,"2019-07-27","21:55:43.875007"
23,3.469,3.497,14.1335,32.1686,14.1398,32.1781,3.9004,3.902,1500.63,1500.62,1501.17,8.0692,8.0086,5.931,"",2.735,44.3955,-124.743333,"2019-07-27","21:55:43.916674"
24,3.465,3.493,14.1332,32.1695,14.1399,32.1783,3.9005,3.902,1500.63,1500.62,1501.17,8.0785,8.0086,5.931,"",2.735,44.3955,-124.743333,"2019-07-27","21:55:43.958341"
25,3.447,3.476,14.1345,32.1684,14.1407,32.1785,3.9005,3.9021,1500.64,1500.62,1501.18,8.0724,8.0084,5.9188,"",2.7595,44.3955,-124.743333,"2019-07-27","21:55:44.000008"
26,3.428,3.456,14.1386,32.1662,14.1423,32.1774,3.9006,3.9021,1500.65,1500.63,1501.19,8.0718,8.0078,5.9188,"",2.7106,44.3955,-124.743333,"2019-07-27","21:55:44.041675"
27,3.428,3.456,14.1401,32.1662,14.144,32.177,3.9007,3.9023,1500.65,1500.64,1501.19,8.0716,8.0076,5.9188,"",2.5641,44.3955,-124.743333,"2019-07-27","21:55:44.083342"
28,3.379,3.406,14.1405,32.167,14.1455,32.1769,3.9008,3.9024,1500.65,1500.64,1501.19,8.0714,8.0074,5.9188,"",2.4908,44.3955,-124.743333,"2019-07-27","21:55:44.125009"
29,3.396,3.423,14.141,32.1675,14.1463,32.1769,3.9009,3.9025,1500.66,1500.64,1501.2,8.0713,7.9993,5.9188,"",2.4908,44.3955,-124.743333,"2019-07-27","21:55:44.166676"
30,3.368,3.395,14.1413,32.1684,14.1458,32.1777,3.9011,3.9025,1500.66,1500.64,1501.2,8.0805,8.0122,5.9188,"",2.5153,44.3955,-124.743333,"2019-07-27","21:55:44.208343"
31,3.363,3.391,14.1411,32.1697,14.1448,32.179,3.9012,3.9025,1500.66,1500.64,1501.2,8.0745,7.9991,5.9188,"",2.5153,44.3955,-124.743333,"2019-07-27","21:55:44.250010"
32,3.363,3.391,14.1413,32.1702,14.1425,32.1805,3.9013,3.9025,1500.66,1500.64,1501.2,8.0744,8.004,5.9188,"",2.5397,44.3955,-124.743333,"2019-07-27","21:55:44.291677"
33,3.331,3.358,14.1417,32.17,14.1418,32.1803,3.9013,3.9024,1500.66,1500.64,1501.2,8.0836,8.004,5.9188,"",2.5397,44.3955,-124.743333,"2019-07-27","21:55:44.333344"
34,3.396,3.423,14.1424,32.1694,14.143,32.1784,3.9013,3.9023,1500.66,1500.65,1501.2,8.0777,8.012,5.9188,"",2.5397,44.3955,-124.743333,"2019-07-27","21:55:44.375011"
35,3.331,3.358,14.1424,32.1699,14.1449,32.1772,3.9013,3.9024,1500.66,1500.65,1501.2,8.0776,7.9989,5.931,"",2.5397,44.3955,-124.743333,"2019-07-27","21:55:44.416678"
36,3.327,3.354,14.1428,32.1697,14.1448,32.1783,3.9013,3.9025,1500.66,1500.65,1501.2,8.0682,8.0118,5.9188,"",2.8083,44.3955,-124.743333,"2019-07-27","21:55:44.458345"
37,3.368,3.395,14.1432,32.1703,14.1445,32.1795,3.9014,3.9026,1500.67,1500.65,1501.21,8.0741,8.0068,5.931,"",3.1502,44.3955,-124.743333,"2019-07-27","21:55:44.500012"
