"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,2.906,2.928,9.1904,33.9321,9.1903,33.9346,3.63,3.6303,1485.63,1485.57,1486.08,2.7415,2.7094,0.351,"",1.5873,38.3965,-123.140667,"2019-07-03","21:14:51.000000"
2,2.826,2.848,9.1901,33.9328,9.1906,33.9343,3.6301,3.6303,1485.63,1485.57,1486.08,2.7415,2.699,0.3388,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.041667"
3,2.863,2.885,9.1901,33.9325,9.1907,33.9346,3.63,3.6303,1485.63,1485.57,1486.08,2.7415,2.7162,0.3388,"",1.685,38.3965,-123.140667,"2019-07-03","21:14:51.083334"
4,2.768,2.789,9.1901,33.9326,9.1902,33.9349,3.6301,3.6303,1485.63,1485.57,1486.08,2.7415,2.699,0.3388,"",1.685,38.3965,-123.140667,"2019-07-03","21:14:51.125001"
5,2.805,2.826,9.1901,33.9327,9.1901,33.9348,3.6301,3.6303,1485.63,1485.57,1486.08,2.7295,2.7162,0.3388,"",1.685,38.3965,-123.140667,"2019-07-03","21:14:51.166668"
6,2.736,2.757,9.1901,33.9329,9.1902,33.9349,3.6301,3.6303,1485.62,1485.57,1486.08,2.7378,2.699,0.3388,"",1.685,38.3965,-123.140667,"2019-07-03","21:14:51.208335"
7,2.693,2.713,9.1903,33.9326,9.1902,33.9346,3.6301,3.6302,1485.62,1485.57,1486.08,2.7616,2.7162,0.3388,"",1.685,38.3965,-123.140667,"2019-07-03","21:14:51.250002"
8,2.667,2.687,9.1901,33.9325,9.19,33.9346,3.63,3.6302,1485.62,1485.57,1486.08,2.7332,2.699,0.3388,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.291669"
9,2.612,2.632,9.19,33.9328,9.1898,33.9345,3.6301,3.6302,1485.62,1485.57,1486.08,2.7533,2.7059,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.333336"
10,2.635,2.655,9.1901,33.9328,9.1896,33.9348,3.6301,3.6302,1485.62,1485.57,1486.08,2.7332,2.7059,0.3388,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.375003"
11,2.566,2.585,9.1901,33.9325,9.1898,33.9343,3.63,3.6302,1485.62,1485.57,1486.08,2.7414,2.7059,0.351,"",1.6361,38.3965,-123.140667,"2019-07-03","21:14:51.416670"
12,2.523,2.542,9.1901,33.9327,9.1898,33.9342,3.6301,3.6302,1485.62,1485.57,1486.08,2.7294,2.7058,0.3388,"",1.6117,38.3965,-123.140667,"2019-07-03","21:14:51.458337"
13,2.534,2.553,9.19,33.9329,9.1895,33.9349,3.6301,3.6302,1485.62,1485.57,1486.08,2.7496,2.7058,0.351,"",1.5873,38.3965,-123.140667,"2019-07-03","21:14:51.500004"
14,2.465,2.484,9.1901,33.9326,9.1896,33.9348,3.63,3.6302,1485.62,1485.57,1486.08,2.7533,2.7058,0.3388,"",1.5873,38.3965,-123.140667,"2019-07-03","21:14:51.541671"
15,2.465,2.484,9.1901,33.933,9.1895,33.9351,3.6301,3.6302,1485.62,1485.57,1486.08,2.7331,2.7058,0.3388,"",1.5873,38.3965,-123.140667,"2019-07-03","21:14:51.583338"
16,2.421,2.44,9.19,33.933,9.1893,33.9348,3.6301,3.6302,1485.62,1485.57,1486.08,2.7533,2.7058,0.351,"",1.6361,38.3965,-123.140667,"2019-07-03","21:14:51.625005"
17,2.396,2.414,9.1901,33.9326,9.1895,33.9342,3.63,3.6301,1485.62,1485.56,1486.08,2.7331,2.7058,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.666672"
18,2.385,2.403,9.1903,33.9324,9.1895,33.9346,3.63,3.6302,1485.62,1485.56,1486.08,2.7413,2.6955,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.708339"
19,2.332,2.349,9.19,33.9325,9.1895,33.9346,3.63,3.6302,1485.62,1485.56,1486.07,2.7413,2.7127,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.750006"
20,2.316,2.333,9.1901,33.9327,9.1891,33.9349,3.63,3.6302,1485.62,1485.56,1486.07,2.7532,2.7058,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.791673"
21,2.332,2.349,9.19,33.9328,9.1891,33.9346,3.63,3.6301,1485.62,1485.56,1486.07,2.745,2.7058,0.3388,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.833340"
22,2.283,2.301,9.19,33.9327,9.1891,33.9348,3.63,3.6302,1485.62,1485.56,1486.07,2.745,2.7058,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.875007"
23,2.295,2.312,9.1903,33.9324,9.189,33.9348,3.63,3.6301,1485.62,1485.56,1486.07,2.745,2.7057,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.916674"
24,2.263,2.28,9.1901,33.9326,9.1891,33.9349,3.63,3.6302,1485.62,1485.56,1486.07,2.733,2.7057,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:51.958341"
25,2.226,2.243,9.1903,33.9326,9.1891,33.9349,3.6301,3.6302,1485.62,1485.56,1486.07,2.7532,2.7057,0.3388,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:52.000008"
26,2.251,2.268,9.19,33.9325,9.1895,33.9346,3.63,3.6302,1485.62,1485.56,1486.07,2.7569,2.6955,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:52.041675"
27,2.251,2.268,9.19,33.9326,9.1893,33.935,3.63,3.6302,1485.62,1485.56,1486.07,2.7367,2.7024,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:52.083342"
28,2.203,2.22,9.1903,33.9325,9.1893,33.9345,3.63,3.6301,1485.62,1485.56,1486.07,2.7449,2.7023,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:52.125009"
29,2.251,2.268,9.1901,33.9326,9.1895,33.9344,3.63,3.6302,1485.62,1485.56,1486.07,2.745,2.7024,0.351,"",1.6606,38.3965,-123.140667,"2019-07-03","21:14:52.166676"
30,2.219,2.236,9.1901,33.9328,9.1893,33.9345,3.6301,3.6301,1485.62,1485.56,1486.07,2.745,2.7023,0.351,"",1.6117,38.3965,-123.140667,"2019-07-03","21:14:52.208343"
31,2.263,2.28,9.1901,33.9327,9.1893,33.9349,3.63,3.6302,1485.62,1485.56,1486.07,2.7569,2.7126,0.3388,"",1.5385,38.3965,-123.140667,"2019-07-03","21:14:52.250010"
32,2.251,2.268,9.1901,33.9326,9.1895,33.9349,3.63,3.6302,1485.62,1485.56,1486.07,2.7487,2.7057,0.351,"",1.514,38.3965,-123.140667,"2019-07-03","21:14:52.291677"
33,2.251,2.268,9.19,33.9324,9.1893,33.9349,3.63,3.6302,1485.62,1485.56,1486.07,2.7487,2.6955,0.351,"",1.4896,38.3965,-123.140667,"2019-07-03","21:14:52.333344"
34,2.332,2.349,9.1898,33.9325,9.1898,33.934,3.63,3.6301,1485.62,1485.56,1486.07,2.7368,2.7024,0.351,"",1.4896,38.3965,-123.140667,"2019-07-03","21:14:52.375011"
35,2.283,2.301,9.19,33.9326,9.1895,33.9347,3.63,3.6302,1485.62,1485.56,1486.07,2.745,2.7024,0.351,"",1.514,38.3965,-123.140667,"2019-07-03","21:14:52.416678"
36,2.352,2.37,9.19,33.9324,9.1898,33.9343,3.63,3.6302,1485.62,1485.56,1486.07,2.745,2.7024,0.351,"",1.5385,38.3965,-123.140667,"2019-07-03","21:14:52.458345"
37,2.32,2.338,9.19,33.9323,9.1895,33.935,3.63,3.6302,1485.62,1485.56,1486.07,2.7569,2.7024,0.3388,"",1.5629,38.3965,-123.140667,"2019-07-03","21:14:52.500012"
38,2.421,2.44,9.1896,33.9324,9.1898,33.9346,3.63,3.6302,1485.62,1485.56,1486.07,2.7488,2.7024,0.3388,"",1.5629,38.3965,-123.140667,"2019-07-03","21:14:52.541679"
39,2.396,2.414,9.1896,33.9328,9.1902,33.9342,3.63,3.6302,1485.62,1485.56,1486.07,2.7487,2.7024,0.3266,"",1.5629,38.3965,-123.140667,"2019-07-03","21:14:52.583346"
40,2.502,2.521,9.1901,33.9325,9.1902,33.9346,3.63,3.6302,1485.62,1485.57,1486.08,2.7368,2.7024,0.3388,"",1.514,38.3965,-123.140667,"2019-07-03","21:14:52.625013"
41,2.523,2.542,9.1903,33.9323,9.1903,33.9349,3.63,3.6303,1485.62,1485.57,1486.08,2.7451,2.7024,0.3388,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.666680"
42,2.523,2.542,9.1906,33.9328,9.1905,33.9348,3.6301,3.6303,1485.62,1485.57,1486.08,2.745,2.7024,0.3266,"",1.4408,38.3965,-123.140667,"2019-07-03","21:14:52.708347"
43,2.49,2.509,9.1909,33.9324,9.1908,33.9346,3.6301,3.6303,1485.62,1485.57,1486.08,2.7331,2.7024,0.3388,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.750014"
44,2.555,2.574,9.1909,33.9326,9.1905,33.9353,3.6301,3.6303,1485.62,1485.57,1486.08,2.7533,2.7024,0.3388,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.791681"
45,2.603,2.623,9.1909,33.9321,9.1906,33.9353,3.6301,3.6304,1485.62,1485.57,1486.08,2.745,2.7024,0.3266,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.833348"
46,2.656,2.676,9.1911,33.9323,9.1908,33.9348,3.6301,3.6303,1485.63,1485.57,1486.08,2.7451,2.7127,0.3266,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.875015"
47,2.587,2.607,9.1906,33.9327,9.1907,33.9342,3.6301,3.6303,1485.62,1485.57,1486.08,2.7451,2.6955,0.3388,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.916682"
48,2.667,2.687,9.1909,33.9328,9.1905,33.9343,3.6301,3.6303,1485.63,1485.57,1486.08,2.7451,2.7127,0.3266,"",1.4652,38.3965,-123.140667,"2019-07-03","21:14:52.958349"
49,2.699,2.72,9.1909,33.9329,9.1903,33.9344,3.6302,3.6302,1485.63,1485.57,1486.08,2.7451,2.7058,0.3266,"",1.4896,38.3965,-123.140667,"2019-07-03","21:14:53.000016"
50,2.624,2.644,9.1911,33.9323,9.1902,33.9351,3.6301,3.6303,1485.63,1485.57,1486.08,2.757,2.6955,0.3388,"",2.1978,38.3965,-123.140667,"2019-07-03","21:14:53.041683"
51,2.693,2.713,9.1911,33.9324,9.19,33.9348,3.6301,3.6303,1485.63,1485.57,1486.08,2.7488,2.7024,0.3266,"",2.5641,38.3965,-123.140667,"2019-07-03","21:14:53.083350"
52,2.736,2.757,9.1908,33.9328,9.1898,33.9349,3.6301,3.6303,1485.63,1485.57,1486.08,2.7488,2.7128,0.3266,"",2.6129,38.3965,-123.140667,"2019-07-03","21:14:53.125017"
53,2.736,2.757,9.1909,33.9326,9.1896,33.935,3.6301,3.6302,1485.63,1485.57,1486.08,2.7488,2.6956,0.3266,"",2.5885,38.3965,-123.140667,"2019-07-03","21:14:53.166684"
54,2.773,2.794,9.1911,33.9326,9.1895,33.9353,3.6302,3.6303,1485.63,1485.57,1486.09,2.7368,2.7025,0.3388,"",2.6862,38.3965,-123.140667,"2019-07-03","21:14:53.208351"
55,2.794,2.815,9.1911,33.9325,9.1893,33.9347,3.6301,3.6302,1485.63,1485.57,1486.09,2.7451,2.7025,0.3266,"",3.2967,38.3965,-123.140667,"2019-07-03","21:14:53.250018"
56,2.826,2.848,9.1909,33.9326,9.1896,33.9349,3.6301,3.6302,1485.63,1485.57,1486.09,2.7571,2.7025,0.3388,"",3.5409,38.3965,-123.140667,"2019-07-03","21:14:53.291685"
57,2.858,2.88,9.1909,33.9327,9.1896,33.9346,3.6302,3.6302,1485.63,1485.58,1486.09,2.7488,2.7025,0.3388,"",3.5409,38.3965,-123.140667,"2019-07-03","21:14:53.333352"
58,2.906,2.928,9.1911,33.9329,9.1895,33.9348,3.6302,3.6302,1485.63,1485.58,1486.09,2.7488,2.7025,0.3266,"",3.5165,38.3965,-123.140667,"2019-07-03","21:14:53.375019"
59,2.939,2.961,9.1913,33.9326,9.1896,33.9352,3.6302,3.6303,1485.63,1485.58,1486.09,2.7369,2.7025,0.3266,"",3.2967,38.3965,-123.140667,"2019-07-03","21:14:53.416686"
60,2.939,2.961,9.1911,33.9329,9.1899,33.9351,3.6302,3.6303,1485.63,1485.58,1486.09,2.7451,2.7025,0.3388,"",3.0037,38.3965,-123.140667,"2019-07-03","21:14:53.458353"
61,2.996,3.019,9.1909,33.9331,9.1902,33.9356,3.6302,3.6304,1485.63,1485.58,1486.09,2.7452,2.7025,0.3266,"",2.9304,38.3965,-123.140667,"2019-07-03","21:14:53.500020"
62,3.028,3.051,9.1914,33.9322,9.1903,33.9355,3.6301,3.6304,1485.63,1485.58,1486.09,2.7571,2.7025,0.3266,"",2.9304,38.3965,-123.140667,"2019-07-03","21:14:53.541687"
63,3.076,3.1,9.1911,33.9328,9.1906,33.9347,3.6302,3.6303,1485.63,1485.58,1486.09,2.7489,2.7026,0.3388,"",2.9548,38.3965,-123.140667,"2019-07-03","21:14:53.583354"
64,3.097,3.121,9.1909,33.9328,9.1907,33.9349,3.6302,3.6303,1485.63,1485.58,1486.09,2.7489,2.7026,0.3388,"",3.2967,38.3965,-123.140667,"2019-07-03","21:14:53.625021"
65,3.178,3.202,9.1909,33.9327,9.1908,33.9348,3.6302,3.6304,1485.64,1485.58,1486.09,2.737,2.7026,0.3266,"",3.7363,38.3965,-123.140667,"2019-07-03","21:14:53.666688"
66,3.21,3.234,9.1908,33.9329,9.1908,33.9346,3.6302,3.6303,1485.64,1485.58,1486.09,2.7453,2.7026,0.3266,"",3.8339,38.3965,-123.140667,"2019-07-03","21:14:53.708355"
67,3.166,3.19,9.1908,33.9326,9.1909,33.9346,3.6301,3.6303,1485.63,1485.58,1486.09,2.7452,2.7026,0.3388,"",3.8339,38.3965,-123.140667,"2019-07-03","21:14:53.750022"
68,3.199,3.223,9.1908,33.9328,9.1908,33.9346,3.6302,3.6303,1485.63,1485.58,1486.09,2.7453,2.7026,0.3266,"",3.7851,38.3965,-123.140667,"2019-07-03","21:14:53.791689"
69,3.134,3.158,9.1911,33.9326,9.1908,33.9347,3.6302,3.6303,1485.63,1485.58,1486.09,2.7452,2.7026,0.3266,"",3.3211,38.3965,-123.140667,"2019-07-03","21:14:53.833356"
70,3.178,3.202,9.1911,33.9326,9.191,33.9352,3.6302,3.6304,1485.64,1485.58,1486.09,2.7572,2.7026,0.3388,"",3.0769,38.3965,-123.140667,"2019-07-03","21:14:53.875023"
71,3.224,3.249,9.1913,33.9324,9.1909,33.9346,3.6302,3.6303,1485.64,1485.58,1486.09,2.737,2.7026,0.3266,"",3.0525,38.3965,-123.140667,"2019-07-03","21:14:53.916690"
72,3.268,3.292,9.1908,33.9329,9.191,33.9348,3.6302,3.6304,1485.64,1485.58,1486.09,2.7453,2.7027,0.3266,"",3.0769,38.3965,-123.140667,"2019-07-03","21:14:53.958357"
