"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.536,3.566,13.3421,31.7577,13.5884,31.8103,3.7848,3.8124,1497.55,1497.52,1498.04,5.8851,6.0879,4.0262,"",57.6801,48.395,-125.576333,"2019-08-17","04:49:50.000000"
2,3.461,3.49,13.36,31.7514,13.5956,31.8085,3.7857,3.8129,1497.6,1497.57,1498.09,5.8734,6.0858,4.0262,"",58.8034,48.395,-125.576333,"2019-08-17","04:49:50.041667"
3,3.424,3.453,13.3752,31.7491,13.6071,31.8065,3.7868,3.8137,1497.64,1497.62,1498.14,5.8778,6.0922,4.0262,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.083334"
4,3.43,3.46,13.3834,31.753,13.6201,31.8037,3.7879,3.8146,1497.68,1497.65,1498.17,5.8766,6.0774,4.0262,"",59.6337,48.395,-125.576333,"2019-08-17","04:49:50.125001"
5,3.377,3.406,13.3865,31.7608,13.6288,31.8022,3.7891,3.8152,1497.69,1497.67,1498.19,5.8759,6.0903,4.0262,"",59.5849,48.395,-125.576333,"2019-08-17","04:49:50.166668"
6,3.366,3.395,13.3915,31.7656,13.6365,31.8033,3.79,3.816,1497.72,1497.69,1498.22,5.8751,6.0842,4.0262,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.208335"
7,3.323,3.351,13.3994,31.7674,13.6501,31.8033,3.7909,3.8172,1497.74,1497.72,1498.24,5.8837,6.0831,4.0262,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.250002"
8,3.286,3.314,13.405,31.7703,13.6609,31.8035,3.7917,3.8182,1497.77,1497.74,1498.26,5.8669,6.0822,4.0262,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.291669"
9,3.254,3.282,13.4101,31.7723,13.6658,31.8034,3.7924,3.8186,1497.78,1497.76,1498.28,5.8724,6.0814,4.0506,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.333336"
10,3.254,3.282,13.4185,31.7708,13.6658,31.8028,3.793,3.8186,1497.81,1497.79,1498.31,5.8618,6.0804,4.2704,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.375003"
11,3.233,3.26,13.4241,31.7722,13.6592,31.8051,3.7936,3.8182,1497.83,1497.81,1498.33,5.8769,6.0796,4.3681,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.416670"
12,3.19,3.217,13.4255,31.7771,13.6554,31.8069,3.7943,3.8181,1497.84,1497.82,1498.34,5.8703,6.0792,4.3803,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.458337"
13,3.185,3.212,13.4271,31.7807,13.6582,31.8077,3.7948,3.8184,1497.85,1497.83,1498.35,5.8699,6.0789,4.3681,"",59.5604,48.395,-125.576333,"2019-08-17","04:49:50.500004"
