"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.641,3.672,18.4338,32.1695,18.4223,32.1761,4.2968,4.2966,1513.89,1513.89,1514.45,5.4705,5.5465,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.000000"
2,3.579,3.609,18.4328,32.1693,18.4198,32.1762,4.2967,4.2963,1513.89,1513.89,1514.44,5.4705,5.5466,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.041667"
3,3.631,3.661,18.4315,32.1705,18.4184,32.1764,4.2967,4.2962,1513.89,1513.88,1514.44,5.4707,5.5467,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.083334"
4,3.6,3.63,18.4316,32.1703,18.4175,32.1762,4.2967,4.2961,1513.89,1513.88,1514.44,5.4631,5.5467,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.125001"
5,3.583,3.614,18.4316,32.17,18.4169,32.1766,4.2967,4.2961,1513.89,1513.88,1514.44,5.4676,5.5401,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.166668"
6,3.6,3.63,18.4321,32.1691,18.4177,32.1769,4.2966,4.2962,1513.89,1513.88,1514.44,5.4676,5.5438,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.208335"
7,3.579,3.609,18.4321,32.1687,18.4209,32.1753,4.2966,4.2963,1513.89,1513.88,1514.44,5.4751,5.5438,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.250002"
8,3.605,3.635,18.4315,32.1689,18.4234,32.1764,4.2965,4.2967,1513.89,1513.88,1514.44,5.4707,5.5505,0.2167,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.291669"
9,3.6,3.63,18.4305,32.17,18.4247,32.1774,4.2966,4.2969,1513.88,1513.88,1514.44,5.4632,5.5402,0.2045,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.333336"
10,3.62,3.651,18.4293,32.1713,18.4267,32.1776,4.2966,4.2971,1513.88,1513.88,1514.44,5.4829,5.5441,0.2045,"",98.8767,47.730833,-125.101833,"2019-08-13","21:55:10.375003"
