"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.904,3.934,13.9469,33.3556,14.1038,33.34,4.0118,4.0248,1501.42,1501.41,1502.03,6.2261,6.0801,0.351,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.000000"
2,3.908,3.939,13.9435,33.3612,14.0971,33.3422,4.0121,4.0244,1501.42,1501.41,1502.03,6.2263,6.0803,0.351,"",98.8767,41.064167,-124.392,"2019-07-12","12:18:44.041667"
3,3.904,3.934,13.9749,33.3412,14.091,33.3449,4.0128,4.0241,1501.5,1501.49,1502.11,6.2137,6.069,0.3388,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.083334"
4,3.908,3.939,13.9457,33.3641,14.0888,33.3466,4.0126,4.0241,1501.43,1501.42,1502.04,6.2226,6.0768,0.351,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.125001"
5,3.893,3.923,13.936,33.3609,14.0924,33.3457,4.0113,4.0243,1501.4,1501.38,1502.0,6.2146,6.0701,0.3388,"",98.8767,41.064167,-124.392,"2019-07-12","12:18:44.166668"
6,3.908,3.939,13.9462,33.347,14.102,33.3396,4.0108,4.0246,1501.41,1501.4,1502.02,6.2105,6.0824,0.351,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.208335"
7,3.941,3.971,13.9908,33.3295,14.1024,33.3396,4.0131,4.0246,1501.54,1501.53,1502.14,6.2114,6.0724,0.351,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.250002"
8,3.941,3.971,14.0314,33.3167,14.1011,33.3395,4.0155,4.0245,1501.66,1501.64,1502.26,6.2066,6.0597,0.351,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.291669"
9,3.941,3.971,14.0031,33.3405,14.1018,33.3395,4.0154,4.0245,1501.59,1501.58,1502.2,6.2001,6.0674,0.351,"",98.8767,41.064167,-124.392,"2019-07-12","12:18:44.333336"
10,3.908,3.939,13.9225,33.373,14.1083,33.3378,4.0114,4.025,1501.37,1501.35,1501.97,6.206,6.0764,0.351,"",98.9011,41.064167,-124.392,"2019-07-12","12:18:44.375003"
11,3.973,4.004,13.8848,33.3646,14.1113,33.3372,4.0069,4.0252,1501.23,1501.22,1501.84,6.2079,6.0896,0.351,"",88.9621,41.064167,-124.392,"2019-07-12","12:18:44.416670"
12,3.908,3.939,13.9415,33.336,14.1083,33.34,4.0092,4.0252,1501.38,1501.37,1501.99,6.2075,6.0704,0.3388,"",53.602,41.064167,-124.392,"2019-07-12","12:18:44.458337"
13,3.973,4.004,13.952,33.35,14.106,33.3413,4.0117,4.0251,1501.44,1501.43,1502.04,6.1964,6.0735,0.351,"",40.5372,41.064167,-124.392,"2019-07-12","12:18:44.500004"
14,3.941,3.971,13.943,33.3463,14.1053,33.3426,4.0104,4.0252,1501.4,1501.39,1502.01,6.2036,6.0748,0.351,"",40.6593,41.064167,-124.392,"2019-07-12","12:18:44.541671"
15,3.973,4.004,13.895,33.3516,14.1068,33.3462,4.0065,4.0257,1501.25,1501.24,1501.86,6.2097,6.0807,0.351,"",42.2466,41.064167,-124.392,"2019-07-12","12:18:44.583338"
16,3.941,3.971,13.8244,33.3638,14.129,33.3383,4.0012,4.027,1501.04,1501.02,1501.64,6.2185,6.0893,0.3388,"",42.735,41.064167,-124.392,"2019-07-12","12:18:44.625005"
17,3.973,4.004,13.8022,33.3553,14.1467,33.3331,3.9982,4.0281,1500.95,1500.94,1501.56,6.2217,6.0924,0.3388,"",42.6862,41.064167,-124.392,"2019-07-12","12:18:44.666672"
18,3.941,3.971,13.8188,33.3389,14.1566,33.3274,3.998,4.0284,1500.99,1500.98,1501.59,6.2202,6.0909,0.3388,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.708339"
19,3.999,4.03,13.856,33.309,14.15,33.3273,3.9983,4.0277,1501.07,1501.06,1501.68,6.2072,6.0873,0.351,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.750006"
20,3.973,4.004,13.8508,33.3143,14.1349,33.3344,3.9983,4.0271,1501.06,1501.05,1501.67,6.2136,6.0878,0.3388,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.791673"
21,4.01,4.041,13.8515,33.3238,14.1286,33.3376,3.9994,4.0269,1501.08,1501.07,1501.68,6.2038,6.0874,0.3388,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.833340"
22,4.005,4.036,13.8556,33.3351,14.1273,33.3396,4.001,4.0269,1501.1,1501.09,1501.71,6.2089,6.0783,0.3388,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.875007"
23,3.977,4.009,13.8599,33.341,14.1334,33.3401,4.0021,4.0276,1501.12,1501.11,1501.73,6.2081,6.0825,0.3388,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.916674"
24,4.005,4.036,13.8588,33.3431,14.1441,33.3372,4.0022,4.0283,1501.12,1501.11,1501.73,6.2175,6.0826,0.351,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:44.958341"
25,4.01,4.041,13.8658,33.3398,14.1484,33.3378,4.0025,4.0287,1501.14,1501.13,1501.75,6.2014,6.0819,0.351,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:45.000008"
26,4.005,4.036,13.8877,33.3327,14.1541,33.3362,4.0038,4.0291,1501.21,1501.2,1501.81,6.2048,6.0793,0.3388,"",42.6129,41.064167,-124.392,"2019-07-12","12:18:45.041675"
27,4.046,4.078,13.8976,33.3345,14.1637,33.3355,4.0049,4.0299,1501.24,1501.23,1501.85,6.2034,6.078,0.3388,"",46.7155,41.064167,-124.392,"2019-07-12","12:18:45.083342"
