"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.688,3.718,17.2463,30.1499,17.0818,30.3482,3.9497,3.9585,1508.08,1508.06,1508.54,6.1389,6.4415,1.7674,"",51.5751,45.396333,-124.040167,"2019-07-30","21:36:08.000000"
2,3.683,3.714,17.2311,30.1658,17.0932,30.3393,3.9502,3.9585,1508.05,1508.04,1508.51,6.1724,6.4498,1.7796,"",51.5751,45.396333,-124.040167,"2019-07-30","21:36:08.041667"
3,3.641,3.671,17.2123,30.1853,17.1123,30.3274,3.9509,3.9588,1508.01,1508.0,1508.48,6.1786,6.4542,1.7674,"",51.5751,45.396333,-124.040167,"2019-07-30","21:36:08.083334"
4,3.688,3.718,17.184,30.2089,17.1227,30.325,3.9512,3.9594,1507.96,1507.94,1508.42,6.1907,6.4598,1.7796,"",51.5751,45.396333,-124.040167,"2019-07-30","21:36:08.125001"
5,3.641,3.671,17.1894,30.2064,17.1309,30.3234,3.9513,3.9599,1507.97,1507.96,1508.44,6.1916,6.4551,1.7674,"",51.5995,45.396333,-124.040167,"2019-07-30","21:36:08.166668"
6,3.645,3.675,17.2123,30.1897,17.1297,30.3273,3.9514,3.9603,1508.02,1508.01,1508.48,6.2039,6.4529,1.7796,"",51.5995,45.396333,-124.040167,"2019-07-30","21:36:08.208335"
7,3.641,3.671,17.2329,30.1743,17.1188,30.3375,3.9514,3.9605,1508.06,1508.05,1508.53,6.2115,6.4509,1.7796,"",51.5995,45.396333,-124.040167,"2019-07-30","21:36:08.250002"
8,3.641,3.671,17.2377,30.168,17.1198,30.3379,3.9511,3.9607,1508.07,1508.06,1508.54,6.2287,6.4576,1.7796,"",51.5995,45.396333,-124.040167,"2019-07-30","21:36:08.291669"
9,3.624,3.653,17.2234,30.1796,17.142,30.3209,3.9512,3.9606,1508.04,1508.03,1508.51,6.2427,6.4548,1.7674,"",51.6239,45.396333,-124.040167,"2019-07-30","21:36:08.333336"
10,3.614,3.644,17.1995,30.1967,17.1559,30.3135,3.9511,3.961,1507.99,1507.97,1508.45,6.2577,6.4642,1.7796,"",51.6239,45.396333,-124.040167,"2019-07-30","21:36:08.375003"
11,3.604,3.634,17.1785,30.2131,17.1586,30.3156,3.9512,3.9615,1507.94,1507.93,1508.41,6.2644,6.4621,1.7796,"",51.6239,45.396333,-124.040167,"2019-07-30","21:36:08.416670"
12,3.645,3.675,17.1613,30.2283,17.1629,30.3157,3.9514,3.9618,1507.91,1507.9,1508.38,6.2836,6.4707,1.7674,"",51.6239,45.396333,-124.040167,"2019-07-30","21:36:08.458337"
13,3.604,3.634,17.1641,30.2253,17.1689,30.3139,3.9513,3.9622,1507.91,1507.9,1508.38,6.2799,6.4733,1.7796,"",51.6484,45.396333,-124.040167,"2019-07-30","21:36:08.500004"
14,3.613,3.643,17.1773,30.2158,17.1768,30.3084,3.9514,3.9622,1507.94,1507.93,1508.41,6.285,6.468,1.7674,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.541671"
15,3.614,3.644,17.193,30.2026,17.1947,30.2954,3.9512,3.9623,1507.98,1507.96,1508.44,6.298,6.4735,1.7185,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.583338"
16,3.604,3.634,17.2118,30.1876,17.219,30.2782,3.9511,3.9624,1508.02,1508.0,1508.48,6.2977,6.4676,1.7063,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.625005"
17,3.587,3.616,17.2228,30.1783,17.2348,30.2677,3.951,3.9625,1508.04,1508.02,1508.5,6.303,6.4666,1.6941,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.666672"
18,3.614,3.644,17.2182,30.1875,17.2474,30.2586,3.9516,3.9626,1508.03,1508.02,1508.5,6.3096,6.4739,1.7063,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.708339"
19,3.624,3.653,17.2194,30.1917,17.2485,30.2588,3.9522,3.9627,1508.04,1508.03,1508.51,6.3237,6.4695,1.7063,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.750006"
20,3.572,3.601,17.2236,30.1913,17.2375,30.2679,3.9526,3.9628,1508.05,1508.04,1508.52,6.3166,6.4689,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:08.791673"
21,3.582,3.612,17.2301,30.1828,17.217,30.2837,3.9521,3.9628,1508.06,1508.05,1508.53,6.3354,6.4684,1.7063,"",51.6728,45.396333,-124.040167,"2019-07-30","21:36:08.833340"
22,3.576,3.606,17.2353,30.1827,17.1891,30.305,3.9526,3.9629,1508.08,1508.07,1508.54,6.3362,6.4748,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:08.875007"
23,3.572,3.601,17.2386,30.185,17.1555,30.3278,3.9531,3.9626,1508.09,1508.08,1508.56,6.3582,6.4702,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:08.916674"
24,3.576,3.606,17.2418,30.1847,17.134,30.3411,3.9534,3.9623,1508.1,1508.09,1508.57,6.3464,6.4698,1.7063,"",51.7216,45.396333,-124.040167,"2019-07-30","21:36:08.958341"
25,3.572,3.601,17.2394,30.1875,17.1494,30.3282,3.9535,3.9621,1508.1,1508.08,1508.56,6.3578,6.477,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:09.000008"
26,3.535,3.564,17.2394,30.1886,17.1616,30.3184,3.9536,3.962,1508.1,1508.08,1508.56,6.3641,6.4728,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:09.041675"
27,3.555,3.584,17.2446,30.1828,17.1629,30.3169,3.9534,3.962,1508.11,1508.09,1508.57,6.362,6.4724,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:09.083342"
28,3.545,3.575,17.2468,30.1822,17.1652,30.3156,3.9535,3.962,1508.11,1508.1,1508.58,6.3729,6.4722,1.7063,"",51.6972,45.396333,-124.040167,"2019-07-30","21:36:09.125009"
29,3.475,3.504,17.2489,30.1815,17.1636,30.3186,3.9536,3.9622,1508.12,1508.1,1508.58,6.3709,6.4719,1.7063,"",51.7216,45.396333,-124.040167,"2019-07-30","21:36:09.166676"
30,3.604,3.634,17.2498,30.186,17.1533,30.3297,3.9542,3.9626,1508.13,1508.11,1508.59,6.39,6.4787,1.7063,"",51.7216,45.396333,-124.040167,"2019-07-30","21:36:09.208343"
