"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.058,3.08,12.9817,33.7019,12.9588,33.6965,3.9582,3.9555,1498.63,1498.62,1499.24,4.6,4.5796,0.644,"",1.7582,34.5645,-120.693,"2019-06-17","13:47:49.000000"
2,3.011,3.032,12.9797,33.7007,12.9621,33.6965,3.9579,3.9558,1498.63,1498.61,1499.23,4.6002,4.5714,0.644,"",1.7582,34.5645,-120.693,"2019-06-17","13:47:49.041667"
3,3.026,3.048,12.9846,33.6961,12.9631,33.6975,3.9579,3.956,1498.64,1498.62,1499.24,4.5999,4.5848,0.644,"",1.7582,34.5645,-120.693,"2019-06-17","13:47:49.083334"
4,3.043,3.065,12.9893,33.6941,12.9631,33.6982,3.9581,3.9561,1498.65,1498.63,1499.25,4.6092,4.5791,0.644,"",1.7582,34.5645,-120.693,"2019-06-17","13:47:49.125001"
5,3.0,3.022,12.9885,33.6968,12.9636,33.6985,3.9583,3.9562,1498.65,1498.63,1499.25,4.5931,4.5791,0.644,"",1.7338,34.5645,-120.693,"2019-06-17","13:47:49.166668"
6,2.985,3.006,12.9807,33.7027,12.9633,33.6991,3.9582,3.9562,1498.63,1498.61,1499.23,4.6,4.5797,0.644,"",1.7338,34.5645,-120.693,"2019-06-17","13:47:49.208335"
7,2.978,3.0,12.9627,33.7135,12.9621,33.7003,3.9577,3.9562,1498.58,1498.57,1499.19,4.6113,4.5811,0.644,"",1.7582,34.5645,-120.693,"2019-06-17","13:47:49.250002"
8,2.952,2.974,12.9466,33.7182,12.9618,33.7003,3.9566,3.9562,1498.53,1498.52,1499.14,4.5966,4.5741,0.644,"",1.7582,34.5645,-120.693,"2019-06-17","13:47:49.291669"
9,2.946,2.967,12.9489,33.7069,12.9593,33.7019,3.9557,3.9561,1498.53,1498.51,1499.13,4.6031,4.588,0.644,"",1.7338,34.5645,-120.693,"2019-06-17","13:47:49.333336"
10,2.952,2.974,12.9649,33.6909,12.9553,33.7046,3.9555,3.956,1498.56,1498.55,1499.17,4.6019,4.5815,0.644,"",1.7338,34.5645,-120.693,"2019-06-17","13:47:49.375003"
