"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,2.924,2.946,13.9214,33.687,13.827,33.6937,4.045,4.0368,1501.71,1501.71,1502.34,5.4508,5.4281,1.0103,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:46.000000"
2,2.914,2.935,13.9233,33.686,13.8284,33.6927,4.0451,4.0369,1501.72,1501.71,1502.35,5.4506,5.436,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.041667"
3,2.924,2.946,13.9187,33.6879,13.8294,33.6929,4.0449,4.037,1501.71,1501.7,1502.33,5.451,5.4315,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.083334"
4,2.892,2.913,13.9121,33.6903,13.8316,33.6924,4.0445,4.0371,1501.69,1501.68,1502.32,5.4517,5.4321,1.0103,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:46.125001"
5,2.86,2.881,13.9072,33.6908,13.8331,33.6927,4.0441,4.0373,1501.67,1501.66,1502.3,5.4522,5.4326,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.166668"
6,2.914,2.935,13.9045,33.6907,13.8315,33.6938,4.0438,4.0373,1501.66,1501.65,1502.29,5.4526,5.433,1.0103,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:46.208335"
7,2.86,2.881,13.9023,33.6914,13.8236,33.6985,4.0437,4.037,1501.66,1501.65,1502.28,5.4528,5.4332,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.250002"
8,2.866,2.887,13.9026,33.6911,13.8221,33.6981,4.0437,4.0369,1501.66,1501.65,1502.28,5.4527,5.4332,1.0103,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:46.291669"
9,2.882,2.903,13.9026,33.6912,13.8205,33.6974,4.0437,4.0366,1501.66,1501.65,1502.29,5.4527,5.4332,1.0103,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:46.333336"
10,2.823,2.844,13.8979,33.6942,13.816,33.6987,4.0436,4.0363,1501.64,1501.64,1502.27,5.4624,5.4416,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.375003"
11,2.828,2.848,13.8889,33.6999,13.8084,33.6999,4.0433,4.0358,1501.62,1501.61,1502.25,5.4573,5.4375,1.0103,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:46.416670"
12,2.823,2.844,13.8886,33.6976,13.8022,33.7001,4.0431,4.0352,1501.62,1501.61,1502.25,5.4574,5.4376,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.458337"
13,2.791,2.811,13.8915,33.6922,13.7996,33.6995,4.0428,4.0349,1501.62,1501.61,1502.25,5.4572,5.4374,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.500004"
14,2.845,2.865,13.8899,33.691,13.7905,33.7008,4.0425,4.0342,1501.62,1501.61,1502.24,5.4482,5.4376,1.0103,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.541671"
15,2.828,2.848,13.8903,33.69,13.7804,33.7017,4.0424,4.0333,1501.62,1501.61,1502.24,5.4542,5.4376,1.047,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.583338"
16,2.791,2.811,13.8911,33.6899,13.7818,33.7006,4.0425,4.0333,1501.62,1501.61,1502.24,5.4633,5.4375,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.625005"
17,2.813,2.833,13.8872,33.6928,13.7893,33.6984,4.0424,4.0338,1501.61,1501.6,1502.24,5.4484,5.4379,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.666672"
18,2.802,2.822,13.8845,33.6925,13.7953,33.6966,4.0421,4.0341,1501.6,1501.59,1502.23,5.464,5.4382,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.708339"
19,2.802,2.822,13.8802,33.6924,13.8003,33.6955,4.0417,4.0345,1501.58,1501.58,1502.21,5.4678,5.4387,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.750006"
20,2.754,2.774,13.8755,33.6929,13.8026,33.6956,4.0413,4.0347,1501.57,1501.56,1502.2,5.4531,5.4392,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.791673"
21,2.791,2.811,13.8728,33.6924,13.8025,33.6955,4.041,4.0347,1501.56,1501.55,1502.19,5.4594,5.4476,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.833340"
22,2.722,2.742,13.8713,33.6931,13.7986,33.6991,4.0409,4.0347,1501.56,1501.55,1502.18,5.4595,5.4346,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.875007"
23,2.759,2.779,13.869,33.6943,13.8059,33.6974,4.0409,4.0352,1501.55,1501.54,1502.18,5.4597,5.4399,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.916674"
24,2.759,2.779,13.8679,33.6942,13.8219,33.6937,4.0407,4.0364,1501.55,1501.54,1502.17,5.4506,5.4481,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:46.958341"
25,2.744,2.764,13.8679,33.6937,13.8371,33.6919,4.0407,4.0376,1501.55,1501.54,1502.17,5.4565,5.4431,1.0714,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.000008"
26,2.78,2.801,13.8686,33.6917,13.8454,33.6927,4.0405,4.0385,1501.55,1501.54,1502.17,5.4472,5.435,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.041675"
27,2.722,2.742,13.8674,33.6913,13.8499,33.6941,4.0404,4.039,1501.54,1501.53,1502.17,5.472,5.4482,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.083342"
28,2.632,2.651,13.8658,33.6919,13.852,33.6948,4.0403,4.0393,1501.53,1501.52,1502.16,5.4601,5.4352,1.0714,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.125009"
29,2.802,2.822,13.8662,33.6921,13.8593,33.6896,4.0404,4.0395,1501.54,1501.53,1502.17,5.4508,5.4484,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.166676"
30,2.711,2.731,13.8676,33.6921,13.8622,33.6878,4.0405,4.0395,1501.54,1501.53,1502.17,5.4566,5.4431,1.0714,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.208343"
31,2.685,2.705,13.8672,33.693,13.8516,33.6943,4.0406,4.0392,1501.54,1501.53,1502.17,5.4566,5.435,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.250010"
32,2.701,2.72,13.8691,33.6924,13.8373,33.7019,4.0407,4.0387,1501.55,1501.54,1502.17,5.4471,5.4399,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.291677"
33,2.653,2.672,13.8759,33.6898,13.8307,33.7031,4.041,4.0382,1501.56,1501.56,1502.19,5.4524,5.4392,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.333344"
34,2.69,2.709,13.8813,33.6891,13.8357,33.6962,4.0415,4.0379,1501.58,1501.57,1502.21,5.4518,5.4386,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.375011"
35,2.664,2.683,13.8825,33.6908,13.8363,33.6942,4.0417,4.0378,1501.59,1501.58,1502.21,5.4609,5.4384,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.416678"
36,2.658,2.677,13.8796,33.6917,13.8373,33.6935,4.0416,4.0378,1501.58,1501.57,1502.21,5.4552,5.4387,1.0714,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.458345"
37,2.632,2.651,13.8735,33.6925,13.8404,33.6925,4.0411,4.038,1501.56,1501.55,1502.19,5.4559,5.4393,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.500012"
38,2.658,2.677,13.8716,33.6911,13.8434,33.6908,4.0408,4.0381,1501.55,1501.54,1502.18,5.4468,5.4396,1.0714,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.541679"
39,2.621,2.64,13.8669,33.6938,13.8457,33.6884,4.0406,4.038,1501.54,1501.53,1502.17,5.4532,5.44,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.583346"
40,2.621,2.64,13.8624,33.695,13.8419,33.6897,4.0403,4.0378,1501.53,1501.52,1502.15,5.4444,5.4405,1.0836,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.625013"
41,2.589,2.607,13.8579,33.6962,13.8377,33.6893,4.04,4.0374,1501.51,1501.5,1502.14,5.4508,5.4329,1.1324,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.666680"
42,2.621,2.64,13.8588,33.6943,13.834,33.6882,4.0399,4.0369,1501.51,1501.5,1502.14,5.4508,5.4459,1.1447,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.708347"
43,2.589,2.607,13.862,33.6925,13.8278,33.6879,4.04,4.0363,1501.52,1501.51,1502.15,5.4598,5.4325,1.1447,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.750014"
44,2.621,2.64,13.866,33.6925,13.8103,33.6921,4.0404,4.0351,1501.54,1501.53,1502.16,5.4534,5.4371,1.1447,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.791681"
45,2.556,2.575,13.8721,33.6908,13.7954,33.694,4.0408,4.0339,1501.55,1501.54,1502.18,5.4527,5.4445,1.1447,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.833348"
46,2.584,2.603,13.8774,33.6901,13.788,33.6945,4.0412,4.0332,1501.57,1501.56,1502.2,5.4521,5.4309,1.1447,"",98.8767,34.566833,-120.768667,"2019-06-17","15:02:47.875015"
47,2.578,2.597,13.8808,33.6908,13.7806,33.6993,4.0416,4.0331,1501.58,1501.57,1502.21,5.4424,5.4355,1.1569,"",98.9011,34.566833,-120.768667,"2019-06-17","15:02:47.916682"
48,2.552,2.57,13.8953,33.6849,13.7823,33.6966,4.0423,4.0329,1501.62,1501.61,1502.25,5.4562,5.434,1.1447,"",69.011,34.566833,-120.768667,"2019-06-17","15:02:47.958349"
49,2.578,2.597,13.9223,33.6753,13.7828,33.6954,4.0438,4.0328,1501.7,1501.69,1502.33,5.4382,5.4313,1.1447,"",15.3602,34.566833,-120.768667,"2019-06-17","15:02:48.000016"
50,2.52,2.538,13.9436,33.6737,13.7831,33.6954,4.0457,4.0329,1501.76,1501.76,1502.39,5.4417,5.4288,1.1447,"",0.4151,34.566833,-120.768667,"2019-06-17","15:02:48.041683"
51,2.52,2.538,13.955,33.6774,13.7835,33.6962,4.0472,4.033,1501.81,1501.8,1502.43,5.4403,5.4274,1.1447,"",2.149,34.566833,-120.768667,"2019-06-17","15:02:48.083350"
52,2.52,2.538,13.9585,33.6826,13.784,33.6968,4.048,4.0331,1501.82,1501.81,1502.45,5.4397,5.4269,1.1447,"",4.4933,34.566833,-120.768667,"2019-06-17","15:02:48.125017"
53,2.509,2.527,13.959,33.6846,13.7831,33.6996,4.0483,4.0333,1501.83,1501.82,1502.46,5.4396,5.4267,1.1447,"",4.9817,34.566833,-120.768667,"2019-06-17","15:02:48.166684"
54,2.52,2.538,13.9589,33.685,13.7837,33.7009,4.0483,4.0335,1501.83,1501.82,1502.46,5.4489,5.4267,1.1447,"",4.8596,34.566833,-120.768667,"2019-06-17","15:02:48.208351"
55,2.477,2.495,13.9585,33.6859,13.7862,33.7003,4.0484,4.0337,1501.83,1501.82,1502.46,5.4337,5.4267,1.1447,"",4.7619,34.566833,-120.768667,"2019-06-17","15:02:48.250018"
56,2.509,2.527,13.9607,33.6852,13.789,33.6992,4.0485,4.0338,1501.83,1501.82,1502.46,5.4394,5.4265,1.1447,"",4.7619,34.566833,-120.768667,"2019-06-17","15:02:48.291685"
57,2.451,2.468,13.9681,33.6826,13.7909,33.698,4.0489,4.0339,1501.85,1501.85,1502.48,5.4386,5.4257,1.1447,"",4.7619,34.566833,-120.768667,"2019-06-17","15:02:48.333352"
58,2.466,2.484,13.9831,33.6786,13.791,33.698,4.0499,4.0339,1501.9,1501.89,1502.53,5.437,5.4322,1.1447,"",4.7131,34.566833,-120.768667,"2019-06-17","15:02:48.375019"
