"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.217,3.242,10.7478,33.926,10.8918,33.9123,3.7729,3.7849,1491.23,1491.2,1491.77,4.2107,4.157,1.2912,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.000000"
2,3.254,3.279,10.7335,33.9195,10.897,33.9136,3.7709,3.7855,1491.18,1491.14,1491.71,4.2232,4.1585,1.2912,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.041667"
3,3.281,3.306,10.7258,33.9178,10.907,33.9134,3.7701,3.7864,1491.15,1491.11,1491.68,4.2166,4.1593,1.2912,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.083334"
4,3.286,3.311,10.7242,33.9258,10.918,33.9099,3.7707,3.7871,1491.15,1491.11,1491.68,4.2165,4.1593,1.2912,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.125001"
5,3.281,3.306,10.7689,33.9145,10.9221,33.9097,3.7737,3.7875,1491.29,1491.26,1491.83,4.2344,4.1648,1.2912,"",51.2332,39.065667,-123.730833,"2019-07-05","19:47:27.166668"
6,3.318,3.343,10.8209,33.9033,10.9322,33.9084,3.7774,3.7883,1491.47,1491.43,1492.0,4.215,4.154,1.2912,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.208335"
7,3.281,3.306,10.8588,33.9032,10.9406,33.9108,3.7809,3.7893,1491.6,1491.56,1492.14,4.2113,4.1504,1.34,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.250002"
8,3.355,3.381,10.8789,33.9141,10.9532,33.9102,3.7839,3.7904,1491.68,1491.65,1492.22,4.22,4.1483,1.4133,"",51.2332,39.065667,-123.730833,"2019-07-05","19:47:27.291669"
9,3.382,3.408,10.9609,33.8873,10.9515,33.9078,3.7888,3.79,1491.94,1491.9,1492.48,4.2164,4.1413,1.4377,"",51.2332,39.065667,-123.730833,"2019-07-05","19:47:27.333336"
10,3.355,3.381,11.0319,33.8756,10.9332,33.9092,3.7942,3.7884,1492.17,1492.14,1492.72,4.2135,4.1349,1.4255,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.375003"
11,3.35,3.376,11.042,33.8993,10.9315,33.9091,3.7976,3.7883,1492.24,1492.2,1492.78,4.2046,4.1427,1.4255,"",51.2088,39.065667,-123.730833,"2019-07-05","19:47:27.416670"
12,3.387,3.413,10.9868,33.9446,10.9401,33.9167,3.797,3.7898,1492.1,1492.06,1492.65,4.2195,4.1406,1.4255,"",51.2332,39.065667,-123.730833,"2019-07-05","19:47:27.458337"
13,3.382,3.408,11.001,33.9259,10.9779,33.9087,3.7964,3.7925,1492.13,1492.09,1492.67,4.2114,4.1398,1.4255,"",51.2821,39.065667,-123.730833,"2019-07-05","19:47:27.500004"
14,3.387,3.413,11.0404,33.9,11.001,33.8855,3.7975,3.7924,1492.23,1492.2,1492.78,4.2191,4.1368,1.4255,"",51.3065,39.065667,-123.730833,"2019-07-05","19:47:27.541671"
15,3.451,3.478,11.0651,33.8894,10.902,33.8999,3.7987,3.7846,1492.31,1492.27,1492.85,4.2206,4.1348,1.4255,"",51.2821,39.065667,-123.730833,"2019-07-05","19:47:27.583338"
16,3.424,3.45,11.0926,33.8755,10.8291,33.8983,3.7999,3.7777,1492.39,1492.35,1492.93,4.2218,4.1418,1.4255,"",51.2821,39.065667,-123.730833,"2019-07-05","19:47:27.625005"
17,3.387,3.413,11.0779,33.8942,10.791,33.9083,3.8004,3.7752,1492.36,1492.32,1492.9,4.2263,4.1367,1.4255,"",51.2821,39.065667,-123.730833,"2019-07-05","19:47:27.666672"
18,3.451,3.478,11.0482,33.9167,10.7839,33.918,3.7999,3.7755,1492.28,1492.25,1492.83,4.2213,4.1389,1.4255,"",51.2821,39.065667,-123.730833,"2019-07-05","19:47:27.708339"
