"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.127,3.152,15.4142,32.4225,15.5095,32.4035,4.0456,4.0523,1505.03,1505.02,1505.6,6.2825,6.2526,1.4255,"",1.1722,43.396667,-124.670833,"2019-07-25","01:31:05.000000"
2,3.132,3.157,15.4351,32.3985,15.5175,32.4003,4.0449,4.0527,1505.06,1505.06,1505.64,6.2981,6.2509,1.4255,"",1.1722,43.396667,-124.670833,"2019-07-25","01:31:05.041667"
3,3.196,3.222,15.45,32.3822,15.523,32.4017,4.0444,4.0533,1505.09,1505.09,1505.67,6.2774,6.2497,1.4255,"",1.1722,43.396667,-124.670833,"2019-07-25","01:31:05.083334"
4,3.196,3.222,15.4575,32.3769,15.5217,32.4067,4.0445,4.0538,1505.11,1505.1,1505.68,6.2821,6.249,1.4255,"",1.1722,43.396667,-124.670833,"2019-07-25","01:31:05.125001"
5,3.196,3.222,15.459,32.3819,15.5099,32.4129,4.0452,4.0534,1505.12,1505.11,1505.7,6.2817,6.2486,1.4255,"",1.1966,43.396667,-124.670833,"2019-07-25","01:31:05.166668"
6,3.297,3.324,15.4659,32.3843,15.4936,32.4148,4.0461,4.0521,1505.15,1505.14,1505.72,6.2808,6.2477,1.4255,"",1.2454,43.396667,-124.670833,"2019-07-25","01:31:05.208335"
7,3.265,3.291,15.4734,32.3842,15.4775,32.4138,4.0468,4.0505,1505.17,1505.16,1505.74,6.2798,6.2392,1.4255,"",1.2698,43.396667,-124.670833,"2019-07-25","01:31:05.250002"
8,3.329,3.356,15.472,32.3904,15.4621,32.4131,4.0474,4.049,1505.17,1505.17,1505.75,6.2798,6.2437,1.4255,"",1.2698,43.396667,-124.670833,"2019-07-25","01:31:05.291669"
9,3.366,3.393,15.4773,32.3913,15.4491,32.4114,4.048,4.0476,1505.19,1505.19,1505.77,6.2878,6.243,1.4255,"",1.2698,43.396667,-124.670833,"2019-07-25","01:31:05.333336"
10,3.366,3.393,15.4811,32.3919,15.4455,32.4057,4.0484,4.0466,1505.21,1505.2,1505.78,6.2819,6.2426,1.4255,"",1.2943,43.396667,-124.670833,"2019-07-25","01:31:05.375003"
11,3.398,3.426,15.4791,32.3963,15.447,32.4028,4.0487,4.0465,1505.2,1505.2,1505.78,6.282,6.2502,1.4255,"",1.4164,43.396667,-124.670833,"2019-07-25","01:31:05.416670"
12,3.504,3.532,15.4666,32.4088,15.4458,32.4061,4.0489,4.0467,1505.18,1505.17,1505.76,6.2832,6.2393,1.4255,"",1.514,43.396667,-124.670833,"2019-07-25","01:31:05.458337"
13,3.5,3.528,15.4444,32.4288,15.4236,32.4204,4.0491,4.0463,1505.13,1505.13,1505.71,6.2939,6.2459,1.4255,"",1.514,43.396667,-124.670833,"2019-07-25","01:31:05.500004"
14,3.536,3.565,15.4334,32.4371,15.4116,32.4175,4.049,4.0448,1505.11,1505.1,1505.69,6.2809,6.247,1.4255,"",1.514,43.396667,-124.670833,"2019-07-25","01:31:05.541671"
15,3.568,3.597,15.4436,32.4237,15.4081,32.4089,4.0485,4.0436,1505.13,1505.12,1505.7,6.2856,6.2462,1.4255,"",1.4652,43.396667,-124.670833,"2019-07-25","01:31:05.583338"
16,3.674,3.704,15.443,32.4161,15.4008,32.4107,4.0476,4.0431,1505.12,1505.11,1505.69,6.2774,6.2467,1.4255,"",1.4408,43.396667,-124.670833,"2019-07-25","01:31:05.625005"
17,3.739,3.769,15.4342,32.4158,15.3884,32.4145,4.0467,4.0424,1505.09,1505.09,1505.67,6.2926,6.2478,1.4255,"",1.4164,43.396667,-124.670833,"2019-07-25","01:31:05.666672"
18,3.706,3.736,15.4088,32.4332,15.3813,32.411,4.0463,4.0413,1505.03,1505.02,1505.61,6.2985,6.2504,1.4255,"",1.4164,43.396667,-124.670833,"2019-07-25","01:31:05.708339"
19,3.702,3.732,15.3831,32.453,15.3775,32.4074,4.0462,4.0406,1504.97,1504.97,1505.55,6.2955,6.2528,1.4255,"",1.4164,43.396667,-124.670833,"2019-07-25","01:31:05.750006"
20,3.739,3.769,15.3852,32.4473,15.3776,32.4041,4.0457,4.0402,1504.97,1504.97,1505.55,6.2868,6.2528,1.4255,"",1.3919,43.396667,-124.670833,"2019-07-25","01:31:05.791673"
21,3.706,3.736,15.3852,32.4372,15.3816,32.4,4.0446,4.0401,1504.96,1504.95,1505.54,6.3013,6.2532,1.4255,"",1.3675,43.396667,-124.670833,"2019-07-25","01:31:05.833340"
22,3.771,3.801,15.3779,32.4316,15.3921,32.3952,4.0433,4.0406,1504.93,1504.93,1505.51,6.2971,6.2544,1.4255,"",1.3431,43.396667,-124.670833,"2019-07-25","01:31:05.875007"
23,3.739,3.769,15.3663,32.4303,15.4058,32.3923,4.0421,4.0415,1504.89,1504.89,1505.47,6.2986,6.2559,1.4255,"",1.3431,43.396667,-124.670833,"2019-07-25","01:31:05.916674"
24,3.771,3.801,15.3497,32.4365,15.418,32.3929,4.0413,4.0427,1504.85,1504.84,1505.43,6.3005,6.2577,1.4255,"",1.3431,43.396667,-124.670833,"2019-07-25","01:31:05.958341"
25,3.739,3.769,15.3409,32.437,15.4049,32.4096,4.0405,4.0433,1504.82,1504.82,1505.4,6.3103,6.2588,1.4255,"",1.4652,43.396667,-124.670833,"2019-07-25","01:31:06.000008"
26,3.803,3.833,15.3431,32.4254,15.3742,32.4232,4.0394,4.042,1504.82,1504.81,1505.39,6.2964,6.2666,1.4377,"",1.6117,43.396667,-124.670833,"2019-07-25","01:31:06.041675"
27,3.739,3.769,15.3503,32.4087,15.3477,32.4224,4.0382,4.0395,1504.82,1504.81,1505.39,6.2928,6.2617,1.4621,"",1.6606,43.396667,-124.670833,"2019-07-25","01:31:06.083342"
28,3.803,3.833,15.3574,32.3973,15.3392,32.4101,4.0376,4.0373,1504.83,1504.82,1505.4,6.3065,6.2613,1.4621,"",1.6606,43.396667,-124.670833,"2019-07-25","01:31:06.125009"
29,3.706,3.736,15.361,32.3956,15.34,32.3969,4.0377,4.0359,1504.84,1504.83,1505.41,6.3006,6.2608,1.4621,"",1.6361,43.396667,-124.670833,"2019-07-25","01:31:06.166676"
30,3.702,3.732,15.3608,32.4004,15.3348,32.3941,4.0382,4.0351,1504.84,1504.83,1505.42,6.3004,6.2682,1.4621,"",1.6361,43.396667,-124.670833,"2019-07-25","01:31:06.208343"
31,3.739,3.769,15.3598,32.4057,15.33,32.394,4.0387,4.0347,1504.85,1504.84,1505.42,6.3004,6.2636,1.4621,"",1.6361,43.396667,-124.670833,"2019-07-25","01:31:06.250010"
