"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.577,4.613,9.2002,33.9357,9.1844,33.9404,3.6314,3.6304,1485.7,1485.64,1486.15,2.9038,2.8958,0.5464,"",2.1245,42.064833,-124.372833,"2019-07-21","05:30:27.000000"
2,4.568,4.604,9.1992,33.9367,9.183,33.9401,3.6314,3.6302,1485.69,1485.64,1486.15,2.9039,2.8958,0.5342,"",2.0757,42.064833,-124.372833,"2019-07-21","05:30:27.041667"
3,4.568,4.604,9.1983,33.9378,9.181,33.9395,3.6314,3.63,1485.69,1485.64,1486.15,2.892,2.8959,0.5464,"",2.0757,42.064833,-124.372833,"2019-07-21","05:30:27.083334"
4,4.545,4.581,9.1972,33.9382,9.1787,33.9392,3.6313,3.6297,1485.69,1485.63,1486.14,2.9122,2.8959,0.5342,"",2.1001,42.064833,-124.372833,"2019-07-21","05:30:27.125001"
5,4.508,4.544,9.197,33.9383,9.1775,33.9379,3.6313,3.6295,1485.69,1485.63,1486.14,2.892,2.8959,0.5342,"",2.149,42.064833,-124.372833,"2019-07-21","05:30:27.166668"
6,4.508,4.544,9.1974,33.9374,9.1772,33.9368,3.6313,3.6294,1485.69,1485.63,1486.14,2.9003,2.8959,0.5342,"",2.2466,42.064833,-124.372833,"2019-07-21","05:30:27.208335"
7,4.531,4.567,9.198,33.9362,9.1756,33.9377,3.6312,3.6293,1485.69,1485.63,1486.15,2.9002,2.8959,0.5464,"",2.2466,42.064833,-124.372833,"2019-07-21","05:30:27.250002"
8,4.531,4.567,9.2,33.9342,9.1719,33.9398,3.6312,3.6292,1485.69,1485.64,1486.15,2.9001,2.8958,0.5342,"",2.2466,42.064833,-124.372833,"2019-07-21","05:30:27.291669"
9,4.476,4.511,9.199,33.9347,9.1679,33.941,3.6312,3.6289,1485.69,1485.63,1486.15,2.9121,2.8958,0.5342,"",2.2466,42.064833,-124.372833,"2019-07-21","05:30:27.333336"
10,4.467,4.502,9.1983,33.9354,9.1649,33.9409,3.6312,3.6286,1485.69,1485.63,1486.14,2.892,2.8856,0.5342,"",2.2955,42.064833,-124.372833,"2019-07-21","05:30:27.375003"
