"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.394,4.428,9.9778,33.8677,9.986,33.8713,3.6961,3.6972,1488.44,1488.39,1488.93,4.6618,4.5801,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.000000"
2,4.394,4.428,9.977,33.8673,9.9867,33.8718,3.696,3.6973,1488.43,1488.39,1488.93,4.6733,4.59,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.041667"
3,4.426,4.46,9.9742,33.8654,9.9893,33.8713,3.6956,3.6975,1488.42,1488.38,1488.91,4.6659,4.5839,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.083334"
4,4.431,4.465,9.9737,33.8646,9.9934,33.8708,3.6954,3.6978,1488.42,1488.37,1488.91,4.666,4.5938,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.125001"
5,4.463,4.497,9.9801,33.865,9.9977,33.8687,3.6961,3.698,1488.44,1488.4,1488.94,4.6767,4.5866,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.166668"
6,4.495,4.53,9.9805,33.8693,9.9972,33.8672,3.6965,3.6978,1488.45,1488.4,1488.94,4.6688,4.5864,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.208335"
7,4.463,4.497,9.9746,33.8719,9.9919,33.8685,3.6962,3.6975,1488.43,1488.38,1488.92,4.6693,4.5968,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.250002"
8,4.527,4.562,9.9785,33.8682,9.9865,33.8692,3.6962,3.6971,1488.44,1488.4,1488.94,4.6804,4.5802,7.0665,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.291669"
9,4.463,4.497,9.9869,33.8665,9.9845,33.8698,3.6968,3.6969,1488.47,1488.42,1488.96,4.6717,4.5957,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.333336"
10,4.532,4.567,9.9916,33.8666,9.985,33.8706,3.6973,3.6971,1488.49,1488.44,1488.98,4.6827,4.5887,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.375003"
11,4.564,4.599,9.9924,33.8666,9.9863,33.8711,3.6974,3.6972,1488.49,1488.44,1488.98,4.6748,4.5886,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.416670"
12,4.564,4.599,9.9937,33.8663,9.9883,33.8708,3.6974,3.6974,1488.5,1488.45,1488.99,4.6747,4.5885,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.458337"
13,4.564,4.599,9.9957,33.8662,9.9917,33.8704,3.6976,3.6977,1488.5,1488.46,1489.0,4.6859,4.5981,7.0543,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.500004"
14,4.564,4.599,9.9974,33.867,9.9962,33.8688,3.6978,3.6979,1488.51,1488.46,1489.0,4.6779,4.5816,7.0665,"",98.9011,39.732167,-123.951333,"2019-07-08","03:30:39.541671"
