"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.422,4.457,13.3624,33.269,13.3741,33.2712,3.948,3.9493,1499.41,1499.4,1500.0,8.4474,8.2403,1.8406,"",48.5958,41.730333,-124.281667,"2019-07-14","15:41:50.000000"
2,4.415,4.45,13.3624,33.2689,13.3743,33.2714,3.948,3.9494,1499.41,1499.4,1500.0,8.4474,8.2403,1.8528,"",48.5958,41.730333,-124.281667,"2019-07-14","15:41:50.041667"
3,4.41,4.445,13.3619,33.2684,13.375,33.2714,3.9479,3.9494,1499.41,1499.39,1500.0,8.4476,8.2404,1.8528,"",48.5958,41.730333,-124.281667,"2019-07-14","15:41:50.083334"
4,4.4,4.435,13.3607,33.2686,13.3756,33.2709,3.9478,3.9494,1499.4,1499.39,1499.99,8.4382,8.2406,1.8528,"",48.5714,41.730333,-124.281667,"2019-07-14","15:41:50.125001"
5,4.394,4.429,13.3578,33.2695,13.3763,33.2716,3.9476,3.9496,1499.4,1499.38,1499.98,8.4448,8.241,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.166668"
6,4.363,4.398,13.3539,33.2716,13.3769,33.2717,3.9475,3.9496,1499.38,1499.37,1499.97,8.4454,8.2416,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.208335"
7,4.373,4.407,13.3514,33.2718,13.3776,33.272,3.9473,3.9497,1499.38,1499.36,1499.96,8.4458,8.242,1.8406,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.250002"
8,4.41,4.445,13.3487,33.272,13.378,33.2725,3.947,3.9498,1499.37,1499.35,1499.96,8.4368,8.2425,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.291669"
9,4.353,4.387,13.3477,33.2708,13.379,33.2722,3.9468,3.9499,1499.36,1499.35,1499.95,8.4432,8.2427,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.333336"
10,4.383,4.417,13.3435,33.2713,13.3797,33.2719,3.9465,3.9499,1499.35,1499.33,1499.94,8.4439,8.2434,1.8406,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.375003"
11,4.331,4.365,13.3413,33.2697,13.38,33.2717,3.9461,3.9499,1499.34,1499.32,1499.93,8.4444,8.2356,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.416670"
12,4.363,4.398,13.3377,33.2687,13.3794,33.2715,3.9457,3.9498,1499.33,1499.31,1499.91,8.4355,8.2498,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.458337"
13,4.346,4.38,13.333,33.2684,13.38,33.2714,3.9452,3.9499,1499.31,1499.3,1499.9,8.4426,8.2454,1.8528,"",48.547,41.730333,-124.281667,"2019-07-14","15:41:50.500004"
14,4.331,4.365,13.3288,33.2692,13.3811,33.2713,3.9449,3.95,1499.3,1499.28,1499.88,8.4433,8.2461,1.8528,"",48.5226,41.730333,-124.281667,"2019-07-14","15:41:50.541671"
15,4.331,4.365,13.3269,33.2692,13.3818,33.2716,3.9447,3.9501,1499.29,1499.28,1499.88,8.4436,8.2464,1.8528,"",48.5226,41.730333,-124.281667,"2019-07-14","15:41:50.583338"
16,4.336,4.37,13.3249,33.2692,13.3827,33.2713,3.9445,3.9501,1499.29,1499.27,1499.87,8.4344,8.2468,1.8528,"",48.5226,41.730333,-124.281667,"2019-07-14","15:41:50.625005"
17,4.284,4.318,13.3219,33.2693,13.3832,33.2715,3.9443,3.9502,1499.27,1499.26,1499.86,8.4411,8.2472,1.8528,"",48.5226,41.730333,-124.281667,"2019-07-14","15:41:50.666672"
18,4.294,4.328,13.3152,33.2718,13.3835,33.2719,3.9439,3.9503,1499.26,1499.24,1499.84,8.4421,8.2483,1.8528,"",48.5226,41.730333,-124.281667,"2019-07-14","15:41:50.708339"
19,4.293,4.327,13.3097,33.2749,13.384,33.2716,3.9437,3.9503,1499.24,1499.23,1499.83,8.4526,8.2491,1.8528,"",48.4982,41.730333,-124.281667,"2019-07-14","15:41:50.750006"
20,4.252,4.285,13.3077,33.2749,13.3845,33.2712,3.9435,3.9503,1499.23,1499.22,1499.82,8.4371,8.2494,1.8528,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:50.791673"
21,4.272,4.306,13.2947,33.284,13.3843,33.2716,3.9433,3.9503,1499.2,1499.19,1499.79,8.4452,8.2512,1.8528,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:50.833340"
22,4.282,4.315,13.2898,33.2857,13.3837,33.2718,3.943,3.9503,1499.19,1499.17,1499.77,8.446,8.2437,1.8528,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:50.875007"
23,4.22,4.253,13.2842,33.2859,13.3834,33.2712,3.9425,3.9502,1499.17,1499.15,1499.75,8.4469,8.2498,1.8528,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:50.916674"
24,4.261,4.295,13.2815,33.2827,13.3832,33.2714,3.9419,3.9502,1499.16,1499.14,1499.74,8.4476,8.2588,1.8528,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:50.958341"
25,4.24,4.274,13.2829,33.2791,13.3835,33.2712,3.9417,3.9502,1499.16,1499.14,1499.74,8.4379,8.2452,1.8406,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:51.000008"
26,4.183,4.216,13.2856,33.2772,13.3827,33.2715,3.9417,3.9501,1499.16,1499.15,1499.75,8.4437,8.25,1.8284,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:51.041675"
27,4.202,4.236,13.2889,33.2747,13.3811,33.2719,3.9418,3.95,1499.17,1499.15,1499.76,8.4336,8.2495,1.7063,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:51.083342"
28,4.24,4.274,13.2871,33.2747,13.3809,33.2718,3.9416,3.95,1499.16,1499.15,1499.75,8.4499,8.2582,1.6575,"",48.4737,41.730333,-124.281667,"2019-07-14","15:41:51.125009"
29,4.204,4.237,13.2804,33.2783,13.3803,33.2719,3.9414,3.95,1499.15,1499.13,1499.73,8.4446,8.254,1.6575,"",48.4493,41.730333,-124.281667,"2019-07-14","15:41:51.166676"
30,4.17,4.203,13.2844,33.2764,13.3795,33.272,3.9415,3.9499,1499.16,1499.14,1499.74,8.444,8.245,1.6575,"",48.4493,41.730333,-124.281667,"2019-07-14","15:41:51.208343"
31,4.183,4.216,13.2868,33.2776,13.3797,33.2709,3.9419,3.9498,1499.17,1499.15,1499.75,8.4339,8.2581,1.6575,"",48.4493,41.730333,-124.281667,"2019-07-14","15:41:51.250010"
32,4.161,4.194,13.2852,33.2812,13.379,33.2704,3.9421,3.9497,1499.17,1499.15,1499.75,8.4594,8.2529,1.6575,"",48.4493,41.730333,-124.281667,"2019-07-14","15:41:51.291677"
33,4.17,4.203,13.2873,33.2819,13.3791,33.2702,3.9424,3.9497,1499.17,1499.16,1499.76,8.4369,8.2525,1.6575,"",48.4493,41.730333,-124.281667,"2019-07-14","15:41:51.333344"
34,4.171,4.204,13.2895,33.2816,13.3806,33.272,3.9425,3.95,1499.18,1499.16,1499.77,8.4331,8.2522,1.6575,"",48.4249,41.730333,-124.281667,"2019-07-14","15:41:51.375011"
