"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.544,3.571,15.132,33.1552,15.1322,33.1584,4.101,4.1013,1504.99,1504.99,1505.61,5.9359,5.8507,1.7063,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.000000"
2,3.54,3.566,15.1319,33.1551,15.132,33.1585,4.1009,4.1013,1504.99,1504.99,1505.61,5.9359,5.8507,1.7063,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.041667"
3,3.576,3.603,15.1322,33.1549,15.1322,33.1583,4.1009,4.1013,1504.99,1504.99,1505.61,5.9359,5.8507,1.7063,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.083334"
4,3.54,3.566,15.1318,33.1553,15.132,33.1586,4.1009,4.1013,1504.99,1504.99,1505.61,5.9359,5.8507,1.7063,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.125001"
5,3.512,3.538,15.1317,33.1557,15.1322,33.1581,4.101,4.1013,1504.99,1504.99,1505.61,5.9359,5.8583,1.7063,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.166668"
6,3.507,3.534,15.132,33.1555,15.132,33.1585,4.101,4.1013,1504.99,1504.99,1505.61,5.9359,5.8461,1.6941,"",98.8767,37.065167,-122.6395,"2019-06-26","01:09:25.208335"
7,3.544,3.571,15.132,33.1555,15.1322,33.1583,4.101,4.1013,1504.99,1504.99,1505.61,5.9447,5.8507,1.6941,"",98.8767,37.065167,-122.6395,"2019-06-26","01:09:25.250002"
8,3.512,3.538,15.1315,33.1552,15.132,33.1585,4.1009,4.1013,1504.99,1504.99,1505.61,5.9392,5.8508,1.6819,"",98.8767,37.065167,-122.6395,"2019-06-26","01:09:25.291669"
9,3.507,3.534,15.1314,33.1556,15.132,33.1586,4.1009,4.1013,1504.99,1504.99,1505.61,5.9392,5.8508,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.333336"
10,3.475,3.501,15.131,33.1556,15.132,33.159,4.1009,4.1014,1504.99,1504.98,1505.6,5.9392,5.8508,1.6819,"",98.8767,37.065167,-122.6395,"2019-06-26","01:09:25.375003"
11,3.507,3.534,15.1306,33.1557,15.1318,33.1589,4.1009,4.1013,1504.99,1504.98,1505.6,5.9393,5.8508,1.6941,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.416670"
12,3.475,3.501,15.1307,33.1557,15.1321,33.1581,4.1009,4.1013,1504.99,1504.98,1505.6,5.9305,5.8508,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.458337"
13,3.475,3.501,15.1302,33.1564,15.132,33.1586,4.1009,4.1013,1504.99,1504.98,1505.6,5.936,5.8508,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.500004"
14,3.512,3.538,15.1308,33.1556,15.132,33.1586,4.1009,4.1013,1504.99,1504.98,1505.6,5.936,5.8508,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.541671"
15,3.512,3.538,15.1315,33.155,15.132,33.1585,4.1009,4.1013,1504.99,1504.99,1505.61,5.936,5.8508,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.583338"
16,3.475,3.501,15.1317,33.1551,15.132,33.1589,4.1009,4.1013,1504.99,1504.99,1505.61,5.9447,5.8431,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.625005"
17,3.512,3.538,15.1312,33.1553,15.1322,33.1586,4.1009,4.1013,1504.99,1504.99,1505.6,5.9305,5.8478,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.666672"
18,3.475,3.501,15.1311,33.1553,15.1322,33.1587,4.1009,4.1013,1504.99,1504.98,1505.6,5.9447,5.8478,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.708339"
19,3.544,3.571,15.1308,33.155,15.132,33.1591,4.1008,4.1014,1504.99,1504.98,1505.6,5.9305,5.8555,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.750006"
20,3.507,3.534,15.1302,33.1555,15.1325,33.1587,4.1008,4.1014,1504.99,1504.98,1505.6,5.9361,5.8433,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.791673"
21,3.512,3.538,15.1302,33.1557,15.1322,33.1593,4.1008,4.1014,1504.99,1504.98,1505.6,5.9273,5.8479,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.833340"
22,3.512,3.538,15.1303,33.1559,15.1325,33.1586,4.1009,4.1014,1504.99,1504.98,1505.6,5.9328,5.8479,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.875007"
23,3.54,3.566,15.1308,33.1555,15.1327,33.1586,4.1009,4.1014,1504.99,1504.98,1505.6,5.9328,5.8479,1.6819,"",98.9011,37.065167,-122.6395,"2019-06-26","01:09:25.916674"
