"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,50.111,50.537,7.7826,33.8175,7.7831,33.8133,3.4934,3.4931,1481.01,1480.93,1481.37,0.91,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.000000"
2,50.111,50.537,7.7823,33.8177,7.7833,33.8132,3.4934,3.4931,1481.01,1480.93,1481.37,0.91,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.041667"
3,50.074,50.5,7.7821,33.8179,7.783,33.8135,3.4934,3.4931,1481.0,1480.93,1481.37,0.91,0.9359,0.058,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.083334"
4,50.106,50.532,7.7823,33.8177,7.783,33.8132,3.4934,3.4931,1481.01,1480.93,1481.37,0.91,0.9471,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.125001"
5,50.111,50.537,7.7823,33.8174,7.7831,33.8131,3.4934,3.4931,1481.01,1480.93,1481.37,0.91,0.9281,0.058,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.166668"
6,50.111,50.537,7.7823,33.8174,7.783,33.8136,3.4934,3.4931,1481.01,1480.93,1481.37,0.91,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.208335"
7,50.111,50.537,7.782,33.8176,7.7835,33.8133,3.4934,3.4931,1481.0,1480.93,1481.37,0.9101,0.9472,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.250002"
8,50.111,50.537,7.7821,33.8176,7.7833,33.813,3.4934,3.4931,1481.0,1480.93,1481.37,0.9101,0.9394,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.291669"
9,50.106,50.532,7.7823,33.8171,7.7833,33.8135,3.4934,3.4931,1481.0,1480.93,1481.37,0.91,0.9281,0.058,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.333336"
10,50.111,50.537,7.7819,33.8178,7.7836,33.8134,3.4934,3.4931,1481.0,1480.93,1481.37,0.9101,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.375003"
11,50.111,50.537,7.7821,33.8176,7.7839,33.8131,3.4934,3.4931,1481.0,1480.93,1481.37,0.9101,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.416670"
12,50.111,50.537,7.7819,33.8177,7.7839,33.8131,3.4934,3.4931,1481.0,1480.93,1481.37,0.9101,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.458337"
13,50.106,50.532,7.7819,33.8174,7.7841,33.8134,3.4934,3.4932,1481.0,1480.92,1481.37,0.9101,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.500004"
14,50.111,50.537,7.7821,33.8172,7.7841,33.8136,3.4934,3.4932,1481.0,1480.93,1481.37,0.9101,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.541671"
15,50.143,50.569,7.7822,33.8168,7.7845,33.8132,3.4933,3.4932,1481.0,1480.93,1481.37,0.9101,0.9472,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.583338"
16,50.074,50.5,7.7824,33.8167,7.7846,33.8133,3.4933,3.4932,1481.0,1480.93,1481.37,0.91,0.9281,0.058,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.625005"
17,50.143,50.569,7.7823,33.817,7.7846,33.8133,3.4934,3.4932,1481.01,1480.93,1481.37,0.9101,0.9359,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.666672"
18,50.106,50.532,7.7819,33.8173,7.7848,33.8132,3.4934,3.4932,1481.0,1480.92,1481.37,0.9101,0.9472,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.708339"
19,50.143,50.569,7.7821,33.8172,7.7848,33.813,3.4934,3.4932,1481.0,1480.93,1481.37,0.9101,0.9394,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.750006"
20,50.132,50.558,7.7819,33.8176,7.785,33.8129,3.4934,3.4932,1481.0,1480.93,1481.37,0.9101,0.9281,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.791673"
21,50.111,50.537,7.7821,33.8172,7.7851,33.8127,3.4934,3.4932,1481.0,1480.93,1481.37,0.9101,0.9472,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.833340"
22,50.111,50.537,7.7819,33.817,7.7848,33.8131,3.4933,3.4932,1481.0,1480.92,1481.37,0.9101,0.9281,0.0702,"",3.663,47.063333,-124.395667,"2019-08-09","22:41:20.875007"
