"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.012,4.042,15.0979,33.2017,15.0422,33.2123,4.1029,4.0989,1504.95,1504.94,1505.56,6.6616,6.5478,5.4182,"",2.9304,37.729667,-122.801,"2019-06-28","05:01:14.000000"
2,4.016,4.047,15.0991,33.2015,15.0469,33.2125,4.103,4.0993,1504.95,1504.95,1505.57,6.6615,6.5476,5.4182,"",2.9304,37.729667,-122.801,"2019-06-28","05:01:14.041667"
3,4.016,4.047,15.0984,33.2017,15.0496,33.2132,4.103,4.0996,1504.95,1504.94,1505.57,6.6616,6.5477,5.4182,"",2.9304,37.729667,-122.801,"2019-06-28","05:01:14.083334"
4,4.06,4.09,15.0953,33.203,15.0467,33.2162,4.1028,4.0997,1504.94,1504.94,1505.56,6.662,6.5481,5.4182,"",2.9792,37.729667,-122.801,"2019-06-28","05:01:14.125001"
5,4.049,4.079,15.0942,33.2028,15.0471,33.2172,4.1027,4.0999,1504.94,1504.93,1505.55,6.6621,6.5483,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.166668"
6,4.049,4.079,15.0931,33.2036,15.0469,33.2176,4.1027,4.0999,1504.93,1504.93,1505.55,6.6623,6.5484,5.4182,"",3.0769,37.729667,-122.801,"2019-06-28","05:01:14.208335"
7,4.049,4.079,15.0923,33.2043,15.0442,33.2175,4.1027,4.0996,1504.93,1504.93,1505.55,6.6536,6.5485,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.250002"
8,4.081,4.112,15.0918,33.2044,15.043,33.2173,4.1026,4.0995,1504.93,1504.93,1505.55,6.6592,6.5485,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.291669"
9,4.049,4.079,15.0924,33.2038,15.0488,33.2165,4.1026,4.0999,1504.93,1504.93,1505.55,6.6679,6.5485,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.333336"
10,4.081,4.112,15.0927,33.2033,15.0634,33.2118,4.1026,4.1008,1504.93,1504.93,1505.55,6.6711,6.5408,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.375003"
11,4.085,4.116,15.0928,33.2026,15.0762,33.2079,4.1025,4.1016,1504.93,1504.93,1505.55,6.6568,6.5531,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.416670"
12,4.016,4.047,15.0937,33.2025,15.084,33.206,4.1026,4.1021,1504.93,1504.93,1505.55,6.6622,6.5407,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.458337"
13,4.15,4.181,15.0964,33.2006,15.0881,33.2043,4.1027,4.1023,1504.94,1504.94,1505.56,6.6532,6.5451,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.500004"
14,4.085,4.116,15.0977,33.2002,15.0901,33.2031,4.1027,4.1023,1504.95,1504.94,1505.56,6.6673,6.5449,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.541671"
15,4.081,4.112,15.0971,33.2013,15.0891,33.2033,4.1028,4.1023,1504.94,1504.94,1505.56,6.6618,6.5526,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.583338"
16,4.118,4.149,15.0981,33.1999,15.0852,33.2056,4.1027,4.1022,1504.95,1504.94,1505.56,6.6618,6.5403,5.4182,"",3.0769,37.729667,-122.801,"2019-06-28","05:01:14.625005"
17,4.081,4.112,15.0962,33.2017,15.0815,33.2076,4.1028,4.102,1504.94,1504.94,1505.56,6.6532,6.5451,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.666672"
18,4.085,4.116,15.0952,33.2027,15.0803,33.2076,4.1028,4.1019,1504.94,1504.94,1505.56,6.6676,6.5452,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.708339"
19,4.081,4.112,15.0955,33.2034,15.0801,33.2074,4.1029,4.1019,1504.94,1504.94,1505.56,6.662,6.5527,5.4182,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:14.750006"
20,4.118,4.149,15.096,33.203,15.0808,33.2064,4.1029,4.1018,1504.94,1504.94,1505.56,6.6619,6.5404,5.2716,"",28.4737,37.729667,-122.801,"2019-06-28","05:01:14.791673"
21,4.085,4.116,15.0967,33.2031,15.082,33.2042,4.103,4.1017,1504.95,1504.94,1505.56,6.6618,6.545,5.1617,"",48.6203,37.729667,-122.801,"2019-06-28","05:01:14.833340"
22,4.081,4.112,15.0984,33.2026,15.0802,33.2027,4.1031,4.1014,1504.95,1504.95,1505.57,6.6528,6.5447,5.1495,"",51.8437,37.729667,-122.801,"2019-06-28","05:01:14.875007"
23,4.085,4.116,15.0993,33.2021,15.0766,33.2021,4.1031,4.101,1504.95,1504.95,1505.57,6.667,6.5523,5.1495,"",50.4762,37.729667,-122.801,"2019-06-28","05:01:14.916674"
24,4.081,4.112,15.0983,33.2022,15.0715,33.2037,4.103,4.1007,1504.95,1504.94,1505.57,6.6529,6.5401,5.1495,"",49.6703,37.729667,-122.801,"2019-06-28","05:01:14.958341"
25,4.085,4.116,15.096,33.2032,15.0679,33.2048,4.1029,4.1004,1504.94,1504.94,1505.56,6.6586,6.545,5.1495,"",49.5726,37.729667,-122.801,"2019-06-28","05:01:15.000008"
26,4.049,4.079,15.0952,33.2034,15.065,33.2053,4.1029,4.1002,1504.94,1504.94,1505.56,6.6675,6.5451,5.1495,"",49.6459,37.729667,-122.801,"2019-06-28","05:01:15.041675"
27,4.049,4.079,15.0969,33.2017,15.0629,33.2047,4.1028,4.1,1504.94,1504.94,1505.56,6.653,6.5449,5.1495,"",49.6703,37.729667,-122.801,"2019-06-28","05:01:15.083342"
28,4.081,4.112,15.0974,33.2017,15.0613,33.2045,4.1029,4.0998,1504.95,1504.94,1505.56,6.6585,6.5525,5.1495,"",49.6703,37.729667,-122.801,"2019-06-28","05:01:15.125009"
29,4.049,4.079,15.0978,33.202,15.059,33.2059,4.1029,4.0997,1504.95,1504.94,1505.56,6.6672,6.5402,5.1495,"",49.6703,37.729667,-122.801,"2019-06-28","05:01:15.166676"
30,4.016,4.047,15.0983,33.2019,15.0571,33.2068,4.103,4.0996,1504.95,1504.94,1505.57,6.6616,6.5524,5.1495,"",49.6703,37.729667,-122.801,"2019-06-28","05:01:15.208343"
31,4.049,4.079,15.0982,33.202,15.0562,33.2071,4.103,4.0996,1504.95,1504.94,1505.57,6.6528,6.5478,5.1617,"",49.6703,37.729667,-122.801,"2019-06-28","05:01:15.250010"
32,3.984,4.014,15.0974,33.2027,15.0559,33.2074,4.103,4.0996,1504.95,1504.94,1505.56,6.6496,6.5478,5.1495,"",49.0354,37.729667,-122.801,"2019-06-28","05:01:15.291677"
33,4.049,4.079,15.0967,33.2031,15.0549,33.2094,4.103,4.0997,1504.94,1504.94,1505.56,6.6553,6.5403,5.1495,"",20.7814,37.729667,-122.801,"2019-06-28","05:01:15.333344"
34,4.016,4.047,15.0979,33.2022,15.0546,33.2112,4.103,4.0999,1504.95,1504.94,1505.56,6.6551,6.5524,5.1617,"",3.0281,37.729667,-122.801,"2019-06-28","05:01:15.375011"
35,3.991,4.021,15.0995,33.2013,15.0559,33.2104,4.103,4.0999,1504.95,1504.95,1505.57,6.6549,6.54,5.1495,"",0.8791,37.729667,-122.801,"2019-06-28","05:01:15.416678"
36,3.984,4.014,15.1003,33.2013,15.0591,33.2077,4.1031,4.0999,1504.95,1504.95,1505.57,6.6548,6.5521,5.1495,"",2.2955,37.729667,-122.801,"2019-06-28","05:01:15.458345"
37,4.012,4.042,15.1012,33.2016,15.0604,33.2057,4.1032,4.0998,1504.96,1504.95,1505.57,6.6547,6.5473,5.1617,"",3.0037,37.729667,-122.801,"2019-06-28","05:01:15.500012"
38,4.016,4.047,15.1012,33.2023,15.06,33.2051,4.1033,4.0997,1504.96,1504.95,1505.58,6.6459,6.5397,5.1495,"",3.0525,37.729667,-122.801,"2019-06-28","05:01:15.541679"
39,3.947,3.977,15.1018,33.2018,15.0595,33.2048,4.1033,4.0996,1504.96,1504.95,1505.58,6.6513,6.5442,5.1495,"",2.9792,37.729667,-122.801,"2019-06-28","05:01:15.583346"
40,4.012,4.042,15.1029,33.2015,15.0586,33.2051,4.1034,4.0996,1504.96,1504.96,1505.58,6.6512,6.5441,5.1495,"",2.9548,37.729667,-122.801,"2019-06-28","05:01:15.625013"
41,3.984,4.014,15.1036,33.2016,15.0584,33.2052,4.1034,4.0996,1504.96,1504.96,1505.58,6.6511,6.544,5.1495,"",2.9548,37.729667,-122.801,"2019-06-28","05:01:15.666680"
42,3.947,3.977,15.1039,33.2017,15.0584,33.2058,4.1035,4.0997,1504.96,1504.96,1505.58,6.651,6.5439,5.1495,"",2.9548,37.729667,-122.801,"2019-06-28","05:01:15.708347"
43,3.984,4.014,15.1037,33.2024,15.0577,33.2068,4.1035,4.0997,1504.97,1504.96,1505.58,6.6598,6.544,5.1495,"",2.9548,37.729667,-122.801,"2019-06-28","05:01:15.750014"
44,3.98,4.01,15.1042,33.2022,15.0581,33.2069,4.1036,4.0998,1504.97,1504.96,1505.58,6.6455,6.5439,5.1495,"",2.9548,37.729667,-122.801,"2019-06-28","05:01:15.791681"
45,4.016,4.047,15.1047,33.2022,15.0595,33.2069,4.1036,4.0999,1504.97,1504.96,1505.59,6.6422,6.5439,5.1373,"",2.9548,37.729667,-122.801,"2019-06-28","05:01:15.833348"
