"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.137,4.169,14.9986,33.3791,14.9997,33.382,4.1132,4.1136,1504.84,1504.84,1505.47,6.0748,5.9489,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.000000"
2,4.143,4.176,14.9984,33.3791,15.0001,33.3817,4.1132,4.1136,1504.84,1504.84,1505.47,6.0748,5.9489,0.2411,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.041667"
3,4.18,4.213,14.998,33.3795,14.9997,33.382,4.1132,4.1136,1504.84,1504.84,1505.47,6.0748,5.9489,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.083334"
4,4.175,4.208,14.9983,33.3794,14.9998,33.3818,4.1132,4.1136,1504.84,1504.84,1505.47,6.0748,5.9489,0.2411,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.125001"
5,4.18,4.213,14.9986,33.3793,14.9997,33.382,4.1132,4.1136,1504.84,1504.84,1505.47,6.066,5.9489,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.166668"
6,4.212,4.245,14.9986,33.3794,14.9997,33.3819,4.1132,4.1136,1504.84,1504.84,1505.47,6.0716,5.9489,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.208335"
7,4.148,4.18,14.9989,33.3792,14.9997,33.3819,4.1132,4.1136,1504.84,1504.84,1505.47,6.0715,5.9488,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.250002"
8,4.212,4.245,14.9991,33.3792,14.9995,33.382,4.1132,4.1136,1504.84,1504.84,1505.47,6.0627,5.9488,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.291669"
9,4.212,4.245,14.9988,33.3794,14.9992,33.382,4.1132,4.1136,1504.84,1504.84,1505.47,6.0771,5.9489,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.333336"
10,4.206,4.239,14.9991,33.3792,14.9988,33.382,4.1132,4.1135,1504.84,1504.84,1505.47,6.0715,5.9488,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.375003"
11,4.234,4.267,14.9989,33.3791,14.9988,33.382,4.1132,4.1135,1504.84,1504.84,1505.47,6.0627,5.9489,0.2533,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.416670"
12,4.206,4.239,14.9986,33.3795,14.9987,33.3819,4.1132,4.1135,1504.84,1504.84,1505.47,6.0683,5.9489,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.458337"
13,4.244,4.277,14.9989,33.3793,14.9985,33.3822,4.1132,4.1135,1504.84,1504.84,1505.47,6.0683,5.9489,0.2411,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.500004"
14,4.238,4.271,14.9991,33.3792,14.9984,33.3821,4.1132,4.1135,1504.84,1504.84,1505.47,6.0682,5.9489,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.541671"
15,4.266,4.299,14.9994,33.3791,14.9987,33.3818,4.1133,4.1135,1504.84,1504.84,1505.47,6.0682,5.9488,0.2411,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.583338"
16,4.238,4.271,14.9998,33.3789,14.9992,33.3818,4.1133,4.1135,1504.85,1504.84,1505.47,6.0682,5.9488,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.625005"
17,4.276,4.31,14.9994,33.3794,14.999,33.3822,4.1133,4.1136,1504.85,1504.84,1505.47,6.0594,5.9488,0.2533,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.666672"
18,4.238,4.271,14.9995,33.3795,14.999,33.3821,4.1133,4.1136,1504.84,1504.84,1505.47,6.0649,5.9488,0.2411,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.708339"
19,4.302,4.336,14.9992,33.3795,14.9988,33.3818,4.1133,4.1135,1504.85,1504.84,1505.47,6.0738,5.9489,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.750006"
20,4.302,4.336,14.9996,33.3792,14.9988,33.3818,4.1133,4.1135,1504.85,1504.84,1505.47,6.0682,5.9488,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.791673"
21,4.275,4.308,14.9994,33.3795,14.9985,33.3822,4.1133,4.1135,1504.85,1504.84,1505.47,6.0682,5.9488,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.833340"
22,4.313,4.347,14.9996,33.3796,14.9983,33.3824,4.1133,4.1135,1504.85,1504.84,1505.47,6.0594,5.9488,0.2411,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:46.875007"
23,4.339,4.373,14.9996,33.3794,14.998,33.3821,4.1133,4.1135,1504.85,1504.84,1505.47,6.065,5.9489,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.916674"
24,4.345,4.379,14.9996,33.3791,14.9984,33.3821,4.1133,4.1135,1504.85,1504.84,1505.47,6.065,5.9489,0.2533,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:46.958341"
25,4.339,4.373,14.9996,33.3794,14.998,33.3821,4.1133,4.1135,1504.85,1504.84,1505.47,6.065,5.9489,0.2411,"",98.8767,41.063667,-124.3375,"2019-07-12","15:17:47.000008"
26,4.313,4.347,14.9996,33.3794,14.9978,33.3822,4.1133,4.1135,1504.85,1504.84,1505.47,6.065,5.9488,0.2533,"",98.9011,41.063667,-124.3375,"2019-07-12","15:17:47.041675"
