"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.112,4.143,11.8125,33.5639,11.8112,33.5671,3.835,3.8352,1494.52,1494.5,1495.08,5.7064,5.6213,7.0909,"",1.4652,37.895833,-123.171,"2019-07-02","01:10:06.000000"
2,4.186,4.218,11.8121,33.564,11.8111,33.5669,3.8349,3.8352,1494.52,1494.5,1495.08,5.7169,5.6214,7.0787,"",1.4652,37.895833,-123.171,"2019-07-02","01:10:06.041667"
3,4.186,4.218,11.8123,33.564,11.8112,33.567,3.835,3.8352,1494.52,1494.5,1495.08,5.6996,5.6214,7.0787,"",1.4896,37.895833,-123.171,"2019-07-02","01:10:06.083334"
4,4.149,4.18,11.8124,33.5637,11.8114,33.5669,3.8349,3.8352,1494.52,1494.5,1495.08,5.7065,5.6214,7.0787,"",1.4896,37.895833,-123.171,"2019-07-02","01:10:06.125001"
5,4.037,4.067,11.8121,33.5637,11.8118,33.5667,3.8349,3.8352,1494.52,1494.49,1495.08,5.7064,5.6123,7.0787,"",1.4652,37.895833,-123.171,"2019-07-02","01:10:06.166668"
6,4.048,4.079,11.8123,33.5643,11.8118,33.5668,3.835,3.8352,1494.52,1494.49,1495.08,5.7064,5.6181,6.9078,"",1.4164,37.895833,-123.171,"2019-07-02","01:10:06.208335"
7,4.085,4.116,11.8125,33.564,11.8118,33.5667,3.835,3.8352,1494.52,1494.5,1495.08,5.7064,5.627,6.749,"",1.3675,37.895833,-123.171,"2019-07-02","01:10:06.250002"
8,4.08,4.111,11.8124,33.5642,11.8118,33.5668,3.835,3.8352,1494.52,1494.5,1495.08,5.7168,5.6213,6.7124,"",1.3675,37.895833,-123.171,"2019-07-02","01:10:06.291669"
9,4.074,4.104,11.8127,33.5638,11.8116,33.5666,3.835,3.8352,1494.52,1494.5,1495.08,5.6995,5.6213,6.7246,"",1.3675,37.895833,-123.171,"2019-07-02","01:10:06.333336"
10,4.005,4.035,11.8123,33.5644,11.8114,33.5667,3.835,3.8352,1494.52,1494.49,1495.08,5.7064,5.6212,6.7246,"",1.3675,37.895833,-123.171,"2019-07-02","01:10:06.375003"
