"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.234,3.258,13.8748,33.7284,13.8697,33.7304,4.0451,4.0448,1501.62,1501.61,1502.25,6.5169,6.506,3.5744,"",47.7167,34.730833,-120.696333,"2019-06-18","02:14:22.000000"
2,3.234,3.258,13.8746,33.7285,13.8687,33.731,4.0451,4.0448,1501.62,1501.61,1502.25,6.5169,6.506,3.5989,"",47.7167,34.730833,-120.696333,"2019-06-18","02:14:22.041667"
3,3.234,3.258,13.8757,33.7278,13.868,33.7311,4.0451,4.0447,1501.62,1501.61,1502.25,6.5168,6.5059,3.5989,"",47.7167,34.730833,-120.696333,"2019-06-18","02:14:22.083334"
4,3.213,3.237,13.8769,33.7276,13.868,33.7314,4.0452,4.0448,1501.62,1501.61,1502.25,6.5166,6.4976,3.5989,"",47.7167,34.730833,-120.696333,"2019-06-18","02:14:22.125001"
5,3.202,3.225,13.8769,33.7286,13.8686,33.7313,4.0453,4.0448,1501.62,1501.61,1502.25,6.5259,6.5026,3.5989,"",47.7167,34.730833,-120.696333,"2019-06-18","02:14:22.166668"
6,3.209,3.232,13.8787,33.7272,13.8684,33.7311,4.0453,4.0448,1501.63,1501.62,1502.26,6.5197,6.5105,3.5989,"",47.7167,34.730833,-120.696333,"2019-06-18","02:14:22.208335"
7,3.245,3.269,13.8801,33.7273,13.8682,33.7313,4.0455,4.0448,1501.63,1501.62,1502.26,6.5195,6.5053,3.5989,"",47.7411,34.730833,-120.696333,"2019-06-18","02:14:22.250002"
8,3.209,3.232,13.8806,33.7274,13.8682,33.7312,4.0455,4.0448,1501.63,1501.62,1502.26,6.5194,6.5052,3.5989,"",47.7656,34.730833,-120.696333,"2019-06-18","02:14:22.291669"
9,3.165,3.188,13.8804,33.7277,13.8679,33.7316,4.0455,4.0448,1501.63,1501.62,1502.26,6.5101,6.5052,3.5989,"",47.7656,34.730833,-120.696333,"2019-06-18","02:14:22.333336"
10,3.198,3.221,13.8794,33.7278,13.8676,33.7318,4.0455,4.0448,1501.63,1501.62,1502.26,6.5162,6.5053,3.5989,"",47.7656,34.730833,-120.696333,"2019-06-18","02:14:22.375003"
11,3.176,3.199,13.8772,33.7275,13.8677,33.7318,4.0452,4.0448,1501.62,1501.61,1502.25,6.5165,6.5056,3.5989,"",47.7656,34.730833,-120.696333,"2019-06-18","02:14:22.416670"
12,3.202,3.225,13.8723,33.7277,13.8677,33.7316,4.0448,4.0448,1501.61,1501.6,1502.24,6.5172,6.4982,3.5989,"",47.79,34.730833,-120.696333,"2019-06-18","02:14:22.458337"
13,3.165,3.188,13.8676,33.729,13.8677,33.7313,4.0445,4.0447,1501.59,1501.58,1502.22,6.5271,6.5038,3.5989,"",47.79,34.730833,-120.696333,"2019-06-18","02:14:22.500004"
