"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.164,3.19,16.3142,31.4047,16.315,31.402,4.0125,4.0123,1506.66,1506.65,1507.18,5.9803,5.9196,0.1679,"",1.221,44.729333,-124.673333,"2019-07-28","13:46:55.000000"
2,3.201,3.227,16.3141,31.4045,16.3142,31.4023,4.0125,4.0122,1506.66,1506.65,1507.18,5.9803,5.9196,0.1679,"",1.221,44.729333,-124.673333,"2019-07-28","13:46:55.041667"
3,3.164,3.19,16.3141,31.4044,16.3141,31.4022,4.0124,4.0122,1506.66,1506.65,1507.18,5.9886,5.9124,0.1801,"",1.1966,44.729333,-124.673333,"2019-07-28","13:46:55.083334"
4,3.132,3.158,16.3144,31.4044,16.3138,31.402,4.0125,4.0121,1506.66,1506.65,1507.18,5.9751,5.9166,0.1679,"",1.1966,44.729333,-124.673333,"2019-07-28","13:46:55.125001"
5,3.164,3.19,16.3146,31.4039,16.3137,31.4019,4.0124,4.0121,1506.66,1506.65,1507.18,5.9886,5.9239,0.1679,"",1.1966,44.729333,-124.673333,"2019-07-28","13:46:55.166668"
6,3.132,3.158,16.3144,31.4041,16.3138,31.4016,4.0124,4.0121,1506.66,1506.65,1507.18,5.9751,5.9196,0.1679,"",1.221,44.729333,-124.673333,"2019-07-28","13:46:55.208335"
7,3.128,3.153,16.3145,31.4039,16.314,31.4014,4.0124,4.0121,1506.66,1506.65,1507.18,5.9802,5.9196,0.1679,"",1.1966,44.729333,-124.673333,"2019-07-28","13:46:55.250002"
8,3.132,3.158,16.3141,31.4042,16.3143,31.4014,4.0124,4.0121,1506.66,1506.65,1507.18,5.9803,5.9196,0.1679,"",1.1722,44.729333,-124.673333,"2019-07-28","13:46:55.291669"
9,3.096,3.121,16.3142,31.4041,16.3147,31.4013,4.0124,4.0121,1506.66,1506.65,1507.18,5.9802,5.9196,0.1679,"",1.1233,44.729333,-124.673333,"2019-07-28","13:46:55.333336"
10,3.1,3.125,16.3141,31.4044,16.3153,31.4009,4.0124,4.0122,1506.66,1506.65,1507.18,5.9802,5.9196,0.1679,"",1.0989,44.729333,-124.673333,"2019-07-28","13:46:55.375003"
