"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.248,3.275,16.6277,31.0654,16.5743,31.0926,4.0016,4.0,1507.23,1507.22,1507.74,5.6516,5.6601,0.7417,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.000000"
2,3.276,3.303,16.6289,31.0663,16.5757,31.0899,4.0018,3.9998,1507.24,1507.23,1507.75,5.6432,5.6671,0.7295,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.041667"
3,3.248,3.275,16.6293,31.0674,16.5815,31.0842,4.002,3.9997,1507.24,1507.23,1507.75,5.6564,5.6627,0.7295,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.083334"
4,3.222,3.248,16.6275,31.0689,16.5884,31.0781,4.002,3.9996,1507.24,1507.23,1507.75,5.6514,5.6629,0.7417,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.125001"
5,3.28,3.307,16.6247,31.0709,16.5929,31.0744,4.002,3.9995,1507.23,1507.22,1507.74,5.6435,5.6632,0.7295,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.166668"
6,3.244,3.27,16.6261,31.069,16.5928,31.075,4.0019,3.9996,1507.23,1507.22,1507.74,5.6567,5.663,0.7417,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.208335"
7,3.248,3.275,16.628,31.0672,16.5956,31.0736,4.0019,3.9997,1507.24,1507.23,1507.75,5.6432,5.6629,0.7295,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.250002"
8,3.248,3.275,16.6304,31.0649,16.5999,31.0725,4.0018,4.0,1507.24,1507.23,1507.75,5.6481,5.6627,0.7417,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.291669"
9,3.244,3.27,16.6323,31.064,16.6025,31.073,4.0019,4.0002,1507.25,1507.24,1507.76,5.6562,5.6554,0.7295,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.333336"
10,3.248,3.275,16.6308,31.0658,16.6048,31.0735,4.002,4.0005,1507.24,1507.23,1507.75,5.643,5.6525,0.7295,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.375003"
11,3.233,3.259,16.6281,31.0689,16.6079,31.0722,4.0021,4.0006,1507.24,1507.23,1507.75,5.6482,5.6713,0.7661,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.416670"
12,3.248,3.275,16.6272,31.0704,16.6109,31.0711,4.0022,4.0008,1507.24,1507.23,1507.75,5.6565,5.6629,0.7906,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.458337"
13,3.244,3.27,16.6305,31.0686,16.6111,31.0716,4.0023,4.0009,1507.25,1507.24,1507.76,5.6511,5.6626,0.8028,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.500004"
14,3.211,3.238,16.6381,31.0635,16.6064,31.0755,4.0023,4.0009,1507.26,1507.25,1507.77,5.6504,5.669,0.7906,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.541671"
15,3.244,3.27,16.6423,31.0614,16.6033,31.0772,4.0025,4.0008,1507.27,1507.26,1507.78,5.6418,5.6573,0.7906,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.583338"
16,3.211,3.238,16.6416,31.063,16.6048,31.0757,4.0026,4.0008,1507.27,1507.26,1507.78,5.6469,5.6615,0.7906,"",98.8767,45.731833,-124.375,"2019-08-06","06:55:31.625005"
