"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.666,3.697,12.9085,32.3225,12.9653,32.3853,3.8059,3.8177,1496.77,1496.74,1497.28,6.4063,6.6115,1.6453,"",1.2698,48.397333,-125.203,"2019-08-17","02:38:12.000000"
2,3.661,3.693,12.9091,32.3312,12.9686,32.3862,3.8069,3.8181,1496.78,1496.75,1497.3,6.4059,6.611,1.6575,"",1.2698,48.397333,-125.203,"2019-08-17","02:38:12.041667"
3,3.666,3.697,12.903,32.3429,12.979,32.3833,3.8076,3.8187,1496.77,1496.75,1497.29,6.426,6.62,1.6819,"",1.2698,48.397333,-125.203,"2019-08-17","02:38:12.083334"
4,3.629,3.66,12.8951,32.3535,12.9945,32.3807,3.808,3.8199,1496.76,1496.73,1497.27,6.4138,6.6323,1.6819,"",3.5897,48.397333,-125.203,"2019-08-17","02:38:12.125001"
5,3.634,3.665,12.8984,32.3527,13.004,32.3825,3.8082,3.8209,1496.77,1496.74,1497.29,6.4232,6.6211,1.6819,"",63.956,48.397333,-125.203,"2019-08-17","02:38:12.166668"
6,3.634,3.665,12.8951,32.3556,13.0052,32.3768,3.8082,3.8204,1496.76,1496.74,1497.28,6.4171,6.6386,1.6819,"",99.2918,48.397333,-125.203,"2019-08-17","02:38:12.208335"
7,3.629,3.66,12.8819,32.3666,12.9679,32.3738,3.8082,3.8168,1496.73,1496.7,1497.25,6.4185,6.6206,1.6819,"",100.0,48.397333,-125.203,"2019-08-17","02:38:12.250002"
8,3.666,3.697,12.8653,32.3818,12.8926,32.3884,3.8083,3.8115,1496.69,1496.67,1497.21,6.4202,6.6449,1.6819,"",100.0,48.397333,-125.203,"2019-08-17","02:38:12.291669"
9,3.597,3.628,12.8605,32.3867,12.8449,32.3933,3.8084,3.8077,1496.68,1496.66,1497.2,6.4305,6.6431,1.6819,"",99.072,48.397333,-125.203,"2019-08-17","02:38:12.333336"
10,3.634,3.665,12.8606,32.3839,12.7943,32.4033,3.8081,3.8041,1496.68,1496.65,1497.2,6.4341,6.6464,1.6819,"",98.7302,48.397333,-125.203,"2019-08-17","02:38:12.375003"
