"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.296,3.32,12.4254,33.6769,12.446,33.6723,3.9036,3.905,1496.74,1496.72,1497.32,5.4811,5.4407,2.4023,"",59.3407,36.064333,-121.617167,"2019-06-22","21:25:28.000000"
2,3.257,3.281,12.4261,33.6764,12.4438,33.6735,3.9036,3.9049,1496.74,1496.72,1497.32,5.481,5.4406,2.4023,"",59.3895,36.064333,-121.617167,"2019-06-22","21:25:28.041667"
3,3.263,3.288,12.4272,33.676,12.4385,33.677,3.9037,3.9048,1496.74,1496.72,1497.33,5.4809,5.4405,2.3901,"",59.4872,36.064333,-121.617167,"2019-06-22","21:25:28.083334"
4,3.231,3.255,12.4284,33.6761,12.4361,33.6771,3.9038,3.9046,1496.75,1496.72,1497.33,5.4807,5.4316,2.3901,"",59.536,36.064333,-121.617167,"2019-06-22","21:25:28.125001"
5,3.263,3.288,12.4303,33.6757,12.4353,33.676,3.9039,3.9044,1496.75,1496.73,1497.34,5.4805,5.4456,2.3901,"",59.5116,36.064333,-121.617167,"2019-06-22","21:25:28.166668"
6,3.22,3.244,12.4302,33.6763,12.4328,33.676,3.904,3.9042,1496.75,1496.73,1497.34,5.4905,5.4401,2.4023,"",59.5116,36.064333,-121.617167,"2019-06-22","21:25:28.208335"
7,3.231,3.255,12.4298,33.6761,12.429,33.6772,3.9039,3.9039,1496.75,1496.73,1497.34,5.474,5.4401,2.4023,"",59.5849,36.064333,-121.617167,"2019-06-22","21:25:28.250002"
8,3.194,3.218,12.4297,33.6761,12.4255,33.6786,3.9039,3.9038,1496.75,1496.73,1497.33,5.4805,5.4401,2.4023,"",59.6825,36.064333,-121.617167,"2019-06-22","21:25:28.291669"
9,3.199,3.223,12.4304,33.6754,12.424,33.6787,3.9039,3.9036,1496.75,1496.73,1497.34,5.4805,5.4401,2.4023,"",59.707,36.064333,-121.617167,"2019-06-22","21:25:28.333336"
10,3.194,3.218,12.432,33.6744,12.4228,33.6796,3.9039,3.9036,1496.76,1496.73,1497.34,5.4803,5.4399,2.4023,"",59.7314,36.064333,-121.617167,"2019-06-22","21:25:28.375003"
11,3.188,3.212,12.4322,33.6756,12.4232,33.6794,3.9041,3.9036,1496.76,1496.74,1497.34,5.4803,5.4312,2.4023,"",59.7314,36.064333,-121.617167,"2019-06-22","21:25:28.416670"
12,3.162,3.186,12.4374,33.6731,12.4245,33.679,3.9043,3.9037,1496.77,1496.75,1497.36,5.4797,5.4448,2.4023,"",59.7558,36.064333,-121.617167,"2019-06-22","21:25:28.458337"
13,3.167,3.19,12.4372,33.6735,12.4241,33.6796,3.9043,3.9037,1496.77,1496.75,1497.36,5.4797,5.4393,2.3901,"",59.7802,36.064333,-121.617167,"2019-06-22","21:25:28.500004"
14,3.162,3.186,12.4372,33.6732,12.4235,33.6808,3.9043,3.9038,1496.77,1496.75,1497.36,5.4797,5.4306,2.3901,"",59.7802,36.064333,-121.617167,"2019-06-22","21:25:28.541671"
15,3.119,3.142,12.4392,33.6721,12.425,33.6802,3.9044,3.9039,1496.78,1496.75,1497.36,5.4795,5.4446,2.3901,"",59.7802,36.064333,-121.617167,"2019-06-22","21:25:28.583338"
16,3.162,3.186,12.4391,33.6737,12.426,33.6798,3.9045,3.9039,1496.78,1496.76,1497.36,5.4795,5.4304,2.4023,"",59.7802,36.064333,-121.617167,"2019-06-22","21:25:28.625005"
17,3.13,3.153,12.4431,33.6725,12.4264,33.6801,3.9048,3.904,1496.79,1496.77,1497.37,5.479,5.4355,2.329,"",59.8779,36.064333,-121.617167,"2019-06-22","21:25:28.666672"
18,3.13,3.153,12.4456,33.6727,12.428,33.6789,3.905,3.904,1496.8,1496.78,1497.38,5.4787,5.4438,2.268,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:28.708339"
19,3.098,3.121,12.4445,33.6728,12.4288,33.6784,3.9049,3.904,1496.79,1496.77,1497.38,5.4889,5.4384,2.2558,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:28.750006"
20,3.098,3.121,12.4421,33.6727,12.4293,33.6781,3.9047,3.9041,1496.79,1496.76,1497.37,5.4825,5.4387,2.268,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:28.791673"
21,3.13,3.153,12.4392,33.6727,12.4285,33.6783,3.9044,3.904,1496.78,1496.76,1497.36,5.4829,5.4391,2.2558,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:28.833340"
22,3.066,3.088,12.4371,33.6742,12.4281,33.6787,3.9044,3.904,1496.77,1496.75,1497.36,5.4831,5.4392,2.268,"",59.9023,36.064333,-121.617167,"2019-06-22","21:25:28.875007"
23,3.061,3.084,12.4374,33.6753,12.4283,33.6796,3.9045,3.9041,1496.77,1496.75,1497.36,5.483,5.4391,2.268,"",59.8779,36.064333,-121.617167,"2019-06-22","21:25:28.916674"
24,3.098,3.121,12.4394,33.6749,12.43,33.6787,3.9047,3.9042,1496.78,1496.76,1497.36,5.4828,5.439,2.268,"",59.8779,36.064333,-121.617167,"2019-06-22","21:25:28.958341"
25,3.061,3.084,12.4415,33.6743,12.4296,33.6791,3.9048,3.9042,1496.79,1496.76,1497.37,5.4825,5.4387,2.268,"",59.8779,36.064333,-121.617167,"2019-06-22","21:25:29.000008"
26,3.055,3.077,12.4424,33.6751,12.429,33.6812,3.905,3.9043,1496.79,1496.77,1497.37,5.4924,5.4299,2.2558,"",59.9023,36.064333,-121.617167,"2019-06-22","21:25:29.041675"
27,3.061,3.084,12.4438,33.6748,12.4307,33.6803,3.9051,3.9044,1496.79,1496.77,1497.38,5.4857,5.4439,2.268,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:29.083342"
28,3.018,3.04,12.4451,33.6747,12.433,33.6787,3.9052,3.9045,1496.8,1496.78,1497.38,5.4855,5.4382,2.268,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:29.125009"
29,3.061,3.084,12.445,33.6749,12.433,33.6792,3.9052,3.9045,1496.8,1496.78,1497.38,5.4855,5.4383,2.268,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:29.166676"
30,3.029,3.051,12.4451,33.6744,12.4338,33.679,3.9051,3.9046,1496.8,1496.78,1497.38,5.4755,5.4382,2.2558,"",59.9267,36.064333,-121.617167,"2019-06-22","21:25:29.208343"
31,3.061,3.084,12.4458,33.6737,12.4333,33.6796,3.9051,3.9046,1496.8,1496.78,1497.38,5.482,5.4382,2.268,"",60.0244,36.064333,-121.617167,"2019-06-22","21:25:29.250010"
32,3.018,3.04,12.446,33.6737,12.4366,33.6785,3.9051,3.9048,1496.8,1496.78,1497.38,5.492,5.4382,2.268,"",60.1954,36.064333,-121.617167,"2019-06-22","21:25:29.291677"
33,3.018,3.04,12.4466,33.672,12.4425,33.6759,3.905,3.9051,1496.8,1496.78,1497.38,5.4954,5.4381,2.268,"",60.2442,36.064333,-121.617167,"2019-06-22","21:25:29.333344"
34,2.992,3.014,12.4435,33.6718,12.4428,33.6776,3.9047,3.9053,1496.79,1496.77,1497.37,5.4792,5.4385,2.268,"",60.2198,36.064333,-121.617167,"2019-06-22","21:25:29.375011"
35,3.029,3.051,12.4382,33.6724,12.4403,33.6814,3.9043,3.9054,1496.77,1496.75,1497.36,5.4764,5.4391,2.268,"",60.2198,36.064333,-121.617167,"2019-06-22","21:25:29.416678"
36,3.024,3.047,12.4307,33.676,12.4428,33.6808,3.904,3.9056,1496.75,1496.73,1497.34,5.4938,5.4399,2.268,"",60.1221,36.064333,-121.617167,"2019-06-22","21:25:29.458345"
