"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.017,4.05,13.2202,33.225,13.2654,33.2203,3.9301,3.9338,1498.88,1498.86,1499.46,8.6748,8.5534,8.6416,"",66.6178,44.231833,-124.247667,"2019-07-27","03:40:44.000000"
2,4.022,4.054,13.2154,33.227,13.2659,33.2199,3.9299,3.9338,1498.87,1498.85,1499.45,8.6756,8.5625,8.6538,"",66.6178,44.231833,-124.247667,"2019-07-27","03:40:44.041667"
3,4.017,4.05,13.2254,33.2161,13.2664,33.2196,3.9296,3.9338,1498.89,1498.87,1499.47,8.6647,8.5477,8.6416,"",66.6178,44.231833,-124.247667,"2019-07-27","03:40:44.083334"
4,4.022,4.054,13.2263,33.2116,13.2667,33.2198,3.9292,3.9339,1498.88,1498.87,1499.47,8.6807,8.553,8.6538,"",66.6178,44.231833,-124.247667,"2019-07-27","03:40:44.125001"
5,3.985,4.017,13.2236,33.208,13.2669,33.221,3.9286,3.934,1498.87,1498.85,1499.45,8.6654,8.562,8.6416,"",66.6422,44.231833,-124.247667,"2019-07-27","03:40:44.166668"
6,4.022,4.054,13.2271,33.1991,13.2665,33.2216,3.928,3.934,1498.87,1498.86,1499.45,8.6812,8.5566,8.6416,"",66.6422,44.231833,-124.247667,"2019-07-27","03:40:44.208335"
7,3.985,4.017,13.2278,33.1976,13.2669,33.2218,3.9279,3.9341,1498.87,1498.86,1499.45,8.6556,8.5565,8.6416,"",66.6422,44.231833,-124.247667,"2019-07-27","03:40:44.250002"
8,3.957,3.989,13.2216,33.2025,13.2669,33.2214,3.9278,3.934,1498.86,1498.84,1499.44,8.6786,8.5574,8.6416,"",66.6422,44.231833,-124.247667,"2019-07-27","03:40:44.291669"
9,4.017,4.05,13.2278,33.1965,13.2675,33.2209,3.9278,3.9341,1498.87,1498.86,1499.45,8.6619,8.5566,8.6538,"",66.6422,44.231833,-124.247667,"2019-07-27","03:40:44.333336"
10,3.957,3.989,13.232,33.1941,13.271,33.218,3.9279,3.9341,1498.88,1498.87,1499.46,8.6578,8.5559,8.6538,"",66.6667,44.231833,-124.247667,"2019-07-27","03:40:44.375003"
11,3.985,4.017,13.2286,33.1972,13.2802,33.2126,3.9279,3.9344,1498.88,1498.86,1499.45,8.6742,8.5648,8.6538,"",66.6667,44.231833,-124.247667,"2019-07-27","03:40:44.416670"
12,3.957,3.989,13.2414,33.1867,13.2874,33.2108,3.928,3.9348,1498.9,1498.89,1499.48,8.6661,8.5577,8.6416,"",66.6667,44.231833,-124.247667,"2019-07-27","03:40:44.458337"
13,3.953,3.985,13.2566,33.1746,13.2916,33.2114,3.9281,3.9353,1498.94,1498.92,1499.52,8.6447,8.5556,8.6416,"",66.6667,44.231833,-124.247667,"2019-07-27","03:40:44.500004"
14,3.921,3.952,13.2561,33.1764,13.2986,33.2088,3.9283,3.9356,1498.94,1498.92,1499.52,8.6765,8.5556,8.6416,"",66.6667,44.231833,-124.247667,"2019-07-27","03:40:44.541671"
15,3.953,3.985,13.2525,33.1819,13.3084,33.2044,3.9285,3.9361,1498.94,1498.92,1499.52,8.645,8.5559,8.6416,"",66.6911,44.231833,-124.247667,"2019-07-27","03:40:44.583338"
16,3.921,3.952,13.2517,33.1861,13.3082,33.2097,3.9289,3.9366,1498.94,1498.92,1499.52,8.6478,8.5558,8.6416,"",66.6911,44.231833,-124.247667,"2019-07-27","03:40:44.625005"
17,3.916,3.948,13.2494,33.1902,13.302,33.218,3.9291,3.9369,1498.93,1498.92,1499.51,8.6543,8.556,8.6538,"",66.6911,44.231833,-124.247667,"2019-07-27","03:40:44.666672"
18,3.819,3.85,13.251,33.191,13.2982,33.2208,3.9293,3.9369,1498.94,1498.92,1499.52,8.6538,8.5556,8.6416,"",66.6911,44.231833,-124.247667,"2019-07-27","03:40:44.708339"
19,3.985,4.017,13.2559,33.1892,13.3025,33.2162,3.9296,3.9368,1498.96,1498.94,1499.54,8.6532,8.5633,8.6416,"",66.7155,44.231833,-124.247667,"2019-07-27","03:40:44.750006"
20,3.916,3.948,13.266,33.1811,13.3081,33.2127,3.9297,3.9369,1498.98,1498.96,1499.56,8.6613,8.5566,8.6538,"",66.7155,44.231833,-124.247667,"2019-07-27","03:40:44.791673"
21,3.888,3.92,13.2682,33.1794,13.3099,33.2142,3.9297,3.9373,1498.98,1498.97,1499.56,8.6354,8.5563,8.6538,"",66.7155,44.231833,-124.247667,"2019-07-27","03:40:44.833340"
22,3.884,3.915,13.2677,33.1835,13.3112,33.2147,3.9301,3.9374,1498.99,1498.97,1499.57,8.6285,8.5561,8.6416,"",66.7155,44.231833,-124.247667,"2019-07-27","03:40:44.875007"
23,3.888,3.92,13.2654,33.1896,13.3079,33.2188,3.9305,3.9376,1498.99,1498.97,1499.57,8.6701,8.5562,8.6416,"",66.7155,44.231833,-124.247667,"2019-07-27","03:40:44.916674"
24,3.884,3.915,13.263,33.1947,13.3007,33.2247,3.9308,3.9375,1498.98,1498.97,1499.56,8.6418,8.5564,8.6416,"",66.7399,44.231833,-124.247667,"2019-07-27","03:40:44.958341"
25,3.856,3.888,13.2687,33.1914,13.2959,33.2266,3.931,3.9373,1499.0,1498.98,1499.58,8.6568,8.5555,8.5805,"",66.7399,44.231833,-124.247667,"2019-07-27","03:40:45.000008"
26,3.884,3.915,13.2744,33.1876,13.2928,33.2255,3.9311,3.9369,1499.01,1499.0,1499.59,8.6498,8.563,8.5317,"",66.7399,44.231833,-124.247667,"2019-07-27","03:40:45.041675"
27,3.888,3.92,13.2775,33.1882,13.2906,33.2247,3.9315,3.9366,1499.03,1499.01,1499.61,8.6203,8.5489,8.5195,"",66.7643,44.231833,-124.247667,"2019-07-27","03:40:45.083342"
28,3.852,3.883,13.2825,33.1863,13.29,33.2244,3.9318,3.9365,1499.04,1499.02,1499.62,8.6574,8.5532,8.5195,"",66.7399,44.231833,-124.247667,"2019-07-27","03:40:45.125009"
29,3.856,3.888,13.2861,33.1842,13.2893,33.2244,3.9319,3.9364,1499.05,1499.03,1499.63,8.654,8.5527,8.5195,"",66.7399,44.231833,-124.247667,"2019-07-27","03:40:45.166676"
