"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.264,4.3,10.1196,32.6682,10.1237,32.6708,3.5909,3.5915,1487.49,1487.44,1487.91,3.7462,3.8205,1.9505,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.000000"
2,4.259,4.295,10.1189,32.6691,10.1214,32.672,3.5909,3.5914,1487.48,1487.44,1487.91,3.7462,3.8205,1.9627,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.041667"
3,4.285,4.321,10.1193,32.6695,10.1214,32.6721,3.591,3.5914,1487.49,1487.44,1487.91,3.7576,3.8205,1.9505,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.083334"
4,4.323,4.36,10.1196,32.6691,10.1226,32.672,3.591,3.5915,1487.49,1487.44,1487.91,3.7498,3.8304,1.9505,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.125001"
5,4.317,4.354,10.1193,32.6696,10.1235,32.6712,3.591,3.5915,1487.49,1487.44,1487.91,3.7499,3.814,1.9505,"",98.8767,48.397833,-124.776167,"2019-08-16","23:59:52.166668"
6,4.349,4.386,10.1199,32.6694,10.1246,32.6706,3.591,3.5915,1487.49,1487.44,1487.91,3.7498,3.8304,1.9505,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.208335"
7,4.354,4.391,10.1198,32.6693,10.1252,32.6699,3.591,3.5915,1487.49,1487.44,1487.91,3.7498,3.8239,1.9505,"",98.8767,48.397833,-124.776167,"2019-08-16","23:59:52.250002"
8,4.338,4.375,10.1195,32.67,10.1248,32.6702,3.591,3.5915,1487.49,1487.44,1487.91,3.7613,3.8239,1.9505,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.291669"
9,4.386,4.423,10.119,32.6704,10.1234,32.6713,3.591,3.5915,1487.49,1487.44,1487.91,3.7535,3.8239,1.9505,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.333336"
10,4.414,4.451,10.1189,32.6706,10.1216,32.6724,3.591,3.5915,1487.49,1487.44,1487.91,3.7536,3.8338,1.9627,"",98.9011,48.397833,-124.776167,"2019-08-16","23:59:52.375003"
