"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.184,4.219,15.2681,32.2562,14.935,32.2689,4.0136,3.9845,1504.39,1504.38,1504.95,6.2171,6.1554,3.1471,"",50.3053,46.397833,-124.242667,"2019-08-07","21:22:50.000000"
2,4.201,4.236,15.271,32.2415,14.9232,32.2594,4.0123,3.9824,1504.38,1504.37,1504.95,6.2086,6.1632,3.1471,"",50.3053,46.397833,-124.242667,"2019-08-07","21:22:50.041667"
3,4.162,4.197,15.2603,32.2352,14.8947,32.2672,4.0106,3.9806,1504.34,1504.33,1504.9,6.2156,6.1601,3.1471,"",50.3053,46.397833,-124.242667,"2019-08-07","21:22:50.083334"
4,4.201,4.236,15.2475,32.2324,14.864,32.2793,4.0091,3.9792,1504.3,1504.29,1504.86,6.2174,6.1618,3.1471,"",50.3053,46.397833,-124.242667,"2019-08-07","21:22:50.125001"
5,4.153,4.188,15.2343,32.2342,14.8455,32.283,4.0081,3.9779,1504.26,1504.25,1504.82,6.2102,6.171,3.1471,"",50.3053,46.397833,-124.242667,"2019-08-07","21:22:50.166668"
6,4.115,4.149,15.2327,32.2266,14.8622,32.2618,4.0071,3.9771,1504.24,1504.23,1504.8,6.2161,6.1668,3.1471,"",50.3297,46.397833,-124.242667,"2019-08-07","21:22:50.208335"
7,4.11,4.145,15.2023,32.2459,14.886,32.2415,4.0064,3.977,1504.17,1504.16,1504.73,6.2105,6.1776,3.1471,"",50.3297,46.397833,-124.242667,"2019-08-07","21:22:50.250002"
8,4.115,4.149,15.1452,32.2873,14.8937,32.2401,4.0058,3.9775,1504.04,1504.03,1504.6,6.2305,6.1862,3.1471,"",50.3297,46.397833,-124.242667,"2019-08-07","21:22:50.291669"
9,4.078,4.112,15.0871,32.3303,14.8893,32.2479,4.0053,3.978,1503.9,1503.89,1504.47,6.2307,6.1872,3.1471,"",50.3297,46.397833,-124.242667,"2019-08-07","21:22:50.333336"
10,4.093,4.128,15.052,32.3518,14.8777,32.2574,4.0044,3.978,1503.81,1503.81,1504.38,6.2255,6.1985,3.1471,"",50.3297,46.397833,-124.242667,"2019-08-07","21:22:50.375003"
