"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.643,3.673,17.3755,32.1487,17.4213,32.1655,4.1958,4.202,1510.74,1510.74,1511.31,5.5959,5.686,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.000000"
2,3.652,3.683,17.3857,32.1436,17.4227,32.1656,4.1961,4.2022,1510.77,1510.77,1511.33,5.5949,5.6851,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.041667"
3,3.611,3.641,17.3913,32.1415,17.4235,32.1661,4.1964,4.2023,1510.78,1510.78,1511.35,5.5944,5.6845,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.083334"
4,3.615,3.646,17.3907,32.1446,17.4243,32.1664,4.1967,4.2024,1510.78,1510.78,1511.35,5.5943,5.6845,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.125001"
5,3.643,3.673,17.3848,32.1527,17.4246,32.1656,4.1971,4.2023,1510.78,1510.77,1511.34,5.5947,5.6918,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.166668"
6,3.615,3.646,17.3784,32.1615,17.4248,32.1662,4.1976,4.2024,1510.77,1510.76,1511.33,5.603,5.6881,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.208335"
7,3.611,3.641,17.3748,32.1672,17.4241,32.1679,4.1979,4.2026,1510.76,1510.76,1511.33,5.5984,5.6883,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.250002"
8,3.551,3.581,17.3727,32.1701,17.4242,32.1687,4.198,4.2027,1510.76,1510.76,1511.32,5.5906,5.6884,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.291669"
9,3.679,3.711,17.3724,32.1682,17.4251,32.1692,4.1978,4.2028,1510.76,1510.75,1511.32,5.5956,5.6886,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.333336"
10,3.611,3.641,17.3722,32.1658,17.4268,32.169,4.1975,4.2029,1510.75,1510.75,1511.32,5.5877,5.6887,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.375003"
11,3.615,3.646,17.3715,32.1643,17.4292,32.1682,4.1973,4.2031,1510.75,1510.75,1511.31,5.5847,5.6888,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.416670"
12,3.611,3.641,17.3715,32.1632,17.4313,32.1674,4.1971,4.2032,1510.75,1510.75,1511.31,5.5895,5.6888,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.458337"
13,3.615,3.646,17.3718,32.1618,17.4323,32.1669,4.197,4.2032,1510.75,1510.74,1511.31,5.5895,5.6888,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.500004"
14,3.578,3.609,17.3724,32.1613,17.4321,32.1664,4.197,4.2031,1510.75,1510.75,1511.31,5.5895,5.6888,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.541671"
15,3.615,3.646,17.3732,32.1604,17.4316,32.1667,4.197,4.2031,1510.75,1510.75,1511.32,5.5894,5.6887,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.583338"
16,3.578,3.609,17.3752,32.1584,17.4314,32.1664,4.1969,4.2031,1510.75,1510.75,1511.32,5.5813,5.6886,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.625005"
17,3.611,3.641,17.3791,32.1555,17.4316,32.1672,4.1969,4.2032,1510.76,1510.76,1511.33,5.5858,5.6951,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.666672"
18,3.615,3.646,17.3803,32.155,17.4328,32.1675,4.197,4.2033,1510.77,1510.76,1511.33,5.5936,5.6841,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.708339"
19,3.578,3.609,17.3776,32.1577,17.4339,32.1678,4.197,4.2035,1510.76,1510.76,1511.32,5.5811,5.6952,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.750006"
20,3.615,3.646,17.3772,32.1591,17.4345,32.1675,4.1972,4.2035,1510.76,1510.76,1511.33,5.578,5.6912,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.791673"
21,3.611,3.641,17.3803,32.1578,17.4345,32.1672,4.1973,4.2034,1510.77,1510.77,1511.33,5.5825,5.6909,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.833340"
22,3.583,3.613,17.3852,32.1553,17.4339,32.1671,4.1975,4.2034,1510.78,1510.78,1511.34,5.582,5.6905,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.875007"
23,3.611,3.641,17.3908,32.1503,17.4325,32.1668,4.1974,4.2032,1510.79,1510.79,1511.36,5.5816,5.69,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.916674"
24,3.583,3.613,17.397,32.1464,17.4314,32.1659,4.1975,4.203,1510.81,1510.8,1511.37,5.581,5.6963,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:14.958341"
25,3.611,3.641,17.3993,32.1461,17.4291,32.166,4.1977,4.2028,1510.81,1510.81,1511.38,5.5808,5.6921,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.000008"
26,3.611,3.641,17.3979,32.15,17.4289,32.1655,4.198,4.2027,1510.81,1510.81,1511.38,5.5808,5.6921,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.041675"
27,3.583,3.613,17.3946,32.1555,17.4304,32.1647,4.1984,4.2028,1510.81,1510.81,1511.37,5.5731,5.6854,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.083342"
28,3.578,3.609,17.3916,32.1607,17.4304,32.1646,4.1987,4.2028,1510.81,1510.8,1511.37,5.578,5.6964,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.125009"
29,3.615,3.646,17.3886,32.1644,17.4261,32.1645,4.1989,4.2024,1510.8,1510.8,1511.37,5.5861,5.6927,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.166676"
30,3.578,3.609,17.3876,32.1652,17.4184,32.1648,4.1989,4.2017,1510.8,1510.8,1511.36,5.5735,5.6858,0.1801,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.208343"
31,3.615,3.646,17.3866,32.1653,17.4151,32.1636,4.1988,4.2012,1510.8,1510.79,1511.36,5.5784,5.6969,0.1923,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.250010"
32,3.611,3.641,17.3864,32.1644,17.4152,32.1647,4.1987,4.2014,1510.79,1510.79,1511.36,5.5785,5.6929,0.2045,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.291677"
33,3.583,3.613,17.3866,32.163,17.4206,32.1644,4.1985,4.2018,1510.79,1510.79,1511.36,5.5864,5.6929,0.2045,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.333344"
34,3.611,3.641,17.3876,32.1615,17.4226,32.1657,4.1984,4.2022,1510.79,1510.79,1511.36,5.5816,5.6929,0.2045,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.375011"
35,3.611,3.641,17.3903,32.1588,17.4234,32.1667,4.1984,4.2024,1510.8,1510.8,1511.36,5.5734,5.6927,0.2045,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.416678"
36,3.615,3.646,17.393,32.1565,17.4251,32.1676,4.1983,4.2026,1510.81,1510.8,1511.37,5.578,5.6925,0.2045,"",98.8767,47.730667,-125.023,"2019-08-13","21:06:15.458345"
