"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.229,3.252,13.7223,33.585,13.4912,33.6345,4.0153,3.9989,1500.95,1500.94,1501.57,6.0523,5.9644,2.7442,"",3.2234,35.397333,-121.038667,"2019-06-20","22:50:08.000000"
2,3.261,3.285,13.6985,33.5952,13.4917,33.6374,4.0142,3.9993,1500.88,1500.87,1501.5,6.0644,5.9833,2.7442,"",3.199,35.397333,-121.038667,"2019-06-20","22:50:08.041667"
3,3.265,3.289,13.683,33.6059,13.4961,33.6356,4.0139,3.9995,1500.85,1500.83,1501.46,6.0693,5.9829,2.7442,"",3.199,35.397333,-121.038667,"2019-06-20","22:50:08.083334"
4,3.16,3.183,13.6801,33.6091,13.5061,33.6397,4.0139,4.0009,1500.84,1500.83,1501.45,6.0822,5.978,2.7442,"",3.2234,35.397333,-121.038667,"2019-06-20","22:50:08.125001"
5,3.229,3.252,13.6862,33.6036,13.535,33.6317,4.0139,4.0027,1500.85,1500.84,1501.47,6.0884,5.9856,2.7442,"",3.2234,35.397333,-121.038667,"2019-06-20","22:50:08.166668"
6,3.192,3.215,13.6817,33.6045,13.546,33.6285,4.0136,4.0034,1500.84,1500.83,1501.45,6.0862,5.9892,2.7442,"",3.2234,35.397333,-121.038667,"2019-06-20","22:50:08.208335"
7,3.196,3.22,13.6733,33.6037,13.5416,33.6326,4.0127,4.0034,1500.81,1500.8,1501.43,6.1001,6.0015,2.7442,"",3.2234,35.397333,-121.038667,"2019-06-20","22:50:08.250002"
8,3.192,3.215,13.6571,33.605,13.5282,33.6388,4.0113,4.0028,1500.76,1500.75,1501.37,6.0994,5.9933,2.7442,"",3.2234,35.397333,-121.038667,"2019-06-20","22:50:08.291669"
9,3.164,3.187,13.6357,33.6147,13.5192,33.6408,4.0104,4.0022,1500.7,1500.69,1501.32,6.1145,6.0038,2.7442,"",3.3211,35.397333,-121.038667,"2019-06-20","22:50:08.333336"
10,3.16,3.183,13.6354,33.6138,13.5188,33.6368,4.0102,4.0017,1500.7,1500.68,1501.31,6.1213,6.007,2.7442,"",3.3944,35.397333,-121.038667,"2019-06-20","22:50:08.375003"
11,3.127,3.15,13.6361,33.6112,13.5078,33.6412,4.01,4.0012,1500.7,1500.68,1501.31,6.1186,6.01,2.7442,"",3.3944,35.397333,-121.038667,"2019-06-20","22:50:08.416670"
