"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,2.77,2.792,11.3095,33.1293,11.3023,33.1273,3.7443,3.7435,1492.24,1492.2,1492.74,5.5527,5.5176,1.4621,"",78.9255,42.730333,-124.675333,"2019-07-23","05:27:10.000000"
2,2.737,2.759,11.3099,33.1291,11.3037,33.1251,3.7444,3.7434,1492.24,1492.2,1492.75,5.5526,5.5268,1.4621,"",100.0,42.730333,-124.675333,"2019-07-23","05:27:10.041667"
3,2.705,2.727,11.3098,33.1292,11.3032,33.1262,3.7444,3.7435,1492.24,1492.2,1492.74,5.5526,5.5208,1.4621,"",100.0,42.730333,-124.675333,"2019-07-23","05:27:10.083334"
4,2.705,2.727,11.31,33.129,11.303,33.1275,3.7444,3.7436,1492.24,1492.2,1492.75,5.5419,5.5115,1.4621,"",99.243,42.730333,-124.675333,"2019-07-23","05:27:10.125001"
5,2.625,2.646,11.3101,33.1294,11.3034,33.1279,3.7444,3.7436,1492.24,1492.2,1492.74,5.5383,5.5082,1.4621,"",98.8767,42.730333,-124.675333,"2019-07-23","05:27:10.166668"
6,2.758,2.78,11.3102,33.1293,11.3044,33.1277,3.7444,3.7437,1492.24,1492.2,1492.75,5.5562,5.5327,1.4621,"",98.7546,42.730333,-124.675333,"2019-07-23","05:27:10.208335"
7,2.636,2.657,11.3105,33.1292,11.3059,33.1273,3.7444,3.7438,1492.24,1492.2,1492.75,5.5489,5.5114,1.4621,"",98.8523,42.730333,-124.675333,"2019-07-23","05:27:10.250002"
8,2.694,2.715,11.3114,33.1283,11.3071,33.1273,3.7444,3.7439,1492.24,1492.21,1492.75,5.5489,5.5082,1.4621,"",98.8767,42.730333,-124.675333,"2019-07-23","05:27:10.291669"
9,2.705,2.727,11.3119,33.1278,11.3082,33.1267,3.7444,3.744,1492.24,1492.21,1492.75,5.5381,5.5141,1.4621,"",98.9011,42.730333,-124.675333,"2019-07-23","05:27:10.333336"
10,2.662,2.683,11.3124,33.1281,11.3091,33.1266,3.7445,3.744,1492.24,1492.21,1492.75,5.5452,5.5232,1.4621,"",98.8767,42.730333,-124.675333,"2019-07-23","05:27:10.375003"
11,2.657,2.678,11.3123,33.1285,11.3099,33.1268,3.7445,3.7441,1492.24,1492.21,1492.75,5.5452,5.5172,1.4621,"",98.7302,42.730333,-124.675333,"2019-07-23","05:27:10.416670"
12,2.636,2.657,11.3125,33.1287,11.3099,33.1277,3.7446,3.7442,1492.24,1492.21,1492.75,5.5345,5.5172,1.4621,"",44.3956,42.730333,-124.675333,"2019-07-23","05:27:10.458337"
