"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.931,3.96,14.745,33.5354,14.6995,33.5502,4.1064,4.1037,1504.21,1504.21,1504.84,6.9974,6.9064,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.000000"
2,3.952,3.981,14.7423,33.5379,14.7063,33.5559,4.1064,4.105,1504.21,1504.2,1504.84,6.9977,6.9067,7.7014,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.041667"
3,3.92,3.949,14.7415,33.5382,14.7335,33.5504,4.1064,4.107,1504.2,1504.2,1504.84,6.9977,6.9067,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.083334"
4,3.894,3.923,14.7429,33.5378,14.7523,33.5485,4.1065,4.1085,1504.21,1504.2,1504.84,7.0064,6.9065,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.125001"
5,3.887,3.916,14.745,33.5362,14.7711,33.5489,4.1065,4.1104,1504.21,1504.21,1504.84,7.0006,6.9063,7.7014,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.166668"
6,3.92,3.949,14.7473,33.5352,14.7954,33.5524,4.1066,4.1131,1504.22,1504.21,1504.85,7.0003,6.906,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.208335"
7,3.894,3.923,14.7483,33.5347,14.8426,33.5381,4.1066,4.1159,1504.22,1504.22,1504.85,7.0002,6.9059,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.250002"
8,3.866,3.895,14.7488,33.5346,14.8865,33.5159,4.1067,4.1177,1504.22,1504.22,1504.85,6.9911,6.9058,7.7014,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.291669"
9,3.851,3.879,14.75,33.5339,14.8989,33.5082,4.1067,4.118,1504.22,1504.22,1504.86,6.9966,6.9057,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.333336"
10,3.866,3.895,14.7527,33.533,14.889,33.5211,4.1069,4.1185,1504.23,1504.23,1504.87,6.9963,6.9053,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.375003"
11,3.851,3.879,14.7539,33.534,14.8901,33.5296,4.1071,4.1195,1504.24,1504.23,1504.87,7.005,6.9051,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.416670"
12,3.855,3.884,14.7569,33.5334,14.9048,33.5226,4.1073,4.1201,1504.25,1504.24,1504.88,6.9989,6.9047,7.7014,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.458337"
13,3.793,3.821,14.7593,33.532,14.9083,33.5174,4.1074,4.1199,1504.25,1504.25,1504.88,6.9897,6.9044,7.7014,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.500004"
14,3.855,3.884,14.7584,33.5329,14.9074,33.5144,4.1074,4.1195,1504.25,1504.25,1504.88,6.9955,6.9045,7.7014,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.541671"
15,3.782,3.81,14.7551,33.536,14.9127,33.5105,4.1074,4.1195,1504.24,1504.24,1504.87,6.9957,6.9048,7.6892,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.583338"
16,3.818,3.847,14.7539,33.5366,14.9138,33.5114,4.1074,4.1197,1504.24,1504.23,1504.87,6.9959,6.905,7.616,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.625005"
17,3.786,3.815,14.753,33.5365,14.908,33.5177,4.1073,4.1199,1504.24,1504.23,1504.87,6.996,6.9128,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.666672"
18,3.782,3.81,14.7537,33.5329,14.9067,33.5168,4.107,4.1197,1504.23,1504.23,1504.87,7.0139,6.9081,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.708339"
19,3.786,3.815,14.759,33.5247,14.9065,33.5145,4.1066,4.1194,1504.24,1504.24,1504.87,6.9933,6.9077,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.750006"
20,3.793,3.821,14.7584,33.5234,14.9137,33.5083,4.1064,4.1194,1504.24,1504.23,1504.87,6.9991,6.9079,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.791673"
21,3.765,3.793,14.7604,33.5225,14.9215,33.5018,4.1064,4.1194,1504.24,1504.24,1504.88,6.9899,6.9153,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.833340"
22,3.793,3.821,14.7542,33.5283,14.9219,33.502,4.1065,4.1195,1504.23,1504.23,1504.86,6.9962,6.9113,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:57.875007"
23,3.754,3.782,14.7467,33.5294,14.9176,33.5048,4.1059,4.1194,1504.21,1504.2,1504.84,7.0061,6.9122,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.916674"
24,3.782,3.81,14.7314,33.5253,14.906,33.5146,4.104,4.1194,1504.15,1504.15,1504.79,6.994,6.9146,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:57.958341"
25,3.728,3.756,14.7045,33.5305,14.8986,33.5207,4.102,4.1193,1504.07,1504.07,1504.7,7.0122,6.9182,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:58.000008"
26,3.76,3.789,14.6873,33.5327,14.885,33.5302,4.1007,4.1191,1504.02,1504.02,1504.65,7.0089,6.9283,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:58.041675"
27,3.717,3.745,14.6679,33.5423,14.8603,33.5538,4.0999,4.1193,1503.97,1503.96,1504.6,7.0113,6.9336,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:58.083342"
28,3.743,3.771,14.669,33.5398,14.8699,33.556,4.0997,4.1205,1503.97,1503.97,1504.6,7.0112,6.9288,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.125009"
29,3.749,3.777,14.674,33.5343,14.9023,33.5442,4.0996,4.1223,1503.98,1503.97,1504.61,7.0108,6.9361,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:58.166676"
30,3.728,3.756,14.6704,33.5332,14.9271,33.5379,4.0991,4.1239,1503.97,1503.96,1504.6,7.0113,6.9319,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.208343"
31,3.76,3.789,14.6624,33.5407,14.9219,33.5432,4.0992,4.124,1503.95,1503.95,1504.58,7.0122,6.9328,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:58.250010"
32,3.728,3.756,14.6651,33.5472,14.8798,33.5546,4.1001,4.1213,1503.97,1503.96,1504.6,7.0115,6.9321,7.5793,"",50.8181,37.398167,-122.524667,"2019-06-27","02:47:58.291677"
33,3.717,3.745,14.6804,33.5444,14.8394,33.5498,4.1013,4.1169,1504.01,1504.01,1504.64,7.0183,6.9378,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.333344"
34,3.765,3.793,14.6847,33.5471,14.8127,33.5372,4.102,4.113,1504.03,1504.02,1504.66,7.003,6.9323,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.375011"
35,3.76,3.789,14.6898,33.5465,14.7829,33.5428,4.1024,4.1108,1504.05,1504.04,1504.68,7.008,6.9394,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.416678"
36,3.717,3.745,14.6997,33.5415,14.7753,33.5414,4.1028,4.1099,1504.07,1504.07,1504.7,7.0157,6.9412,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.458345"
37,3.749,3.777,14.7072,33.5373,14.7738,33.533,4.103,4.1089,1504.09,1504.08,1504.72,7.0002,6.9356,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.500012"
38,3.717,3.745,14.7154,33.5313,14.7631,33.5318,4.1032,4.1077,1504.11,1504.1,1504.74,7.0049,6.9346,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.541679"
39,3.754,3.782,14.7159,33.5307,14.7577,33.5341,4.1031,4.1075,1504.11,1504.11,1504.74,7.0049,6.9424,7.5793,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.583346"
40,3.749,3.777,14.7172,33.5309,14.7562,33.5353,4.1033,4.1075,1504.11,1504.11,1504.75,7.0136,6.9452,7.5793,"",50.8669,37.398167,-122.524667,"2019-06-27","02:47:58.625013"
41,3.765,3.793,14.7351,33.5258,14.7547,33.5335,4.1044,4.1071,1504.17,1504.16,1504.8,6.9967,6.9304,7.4816,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.666680"
42,3.76,3.789,14.7455,33.5294,14.7513,33.5319,4.1058,4.1066,1504.2,1504.2,1504.84,7.0007,6.9412,7.384,"",50.8425,37.398167,-122.524667,"2019-06-27","02:47:58.708347"
43,3.754,3.782,14.7455,33.5352,14.741,33.5314,4.1064,4.1056,1504.21,1504.21,1504.84,7.0004,6.9362,7.3473,"",50.8669,37.398167,-122.524667,"2019-06-27","02:47:58.750014"
44,3.782,3.81,14.7568,33.5319,14.7275,33.5307,4.1071,4.1042,1504.24,1504.24,1504.88,6.999,6.9348,7.3595,"",50.8669,37.398167,-122.524667,"2019-06-27","02:47:58.791681"
45,3.765,3.793,14.771,33.529,14.7187,33.5258,4.1082,4.1029,1504.28,1504.28,1504.92,6.997,6.9329,7.3595,"",50.8913,37.398167,-122.524667,"2019-06-27","02:47:58.833348"
46,3.782,3.81,14.7723,33.5336,14.6971,33.53,4.1088,4.1013,1504.29,1504.29,1504.93,6.9966,6.9325,7.3595,"",50.8669,37.398167,-122.524667,"2019-06-27","02:47:58.875015"
